sequence_id,split,step,row_type,component,reading,alert_label
TE-0442,test,10,reading,A,0.6775,1
TE-0442,test,11,reading,I,-0.8788,1
TE-0442,test,12,query,J,,1
TE-0443,test,0,reading,A,-0.3193,1
TE-0443,test,1,reading,D,0.425,1
TE-0443,test,2,reading,H,-0.9095,1
TE-0443,test,3,reading,B,1.1154,1
TE-0443,test,4,reading,F,1.2437,1
TE-0443,test,5,reading,L,-0.5835,1
TE-0443,test,6,reading,J,-1.2524,1
TE-0443,test,7,reading,K,-1.3048,1
TE-0443,test,8,reading,G,0.25,1
TE-0443,test,9,reading,I,0.25,1
TE-0443,test,10,reading,C,0.393,1
TE-0443,test,11,reading,E,1.307,1
TE-0443,test,12,query,C,,1
TE-0444,test,0,reading,D,-0.2716,0
TE-0444,test,1,reading,C,1.4538,0
TE-0444,test,2,reading,B,-0.25,0
TE-0444,test,3,reading,K,1.5014,0
TE-0444,test,4,reading,F,-0.25,0
TE-0444,test,5,reading,L,-1.1662,0
TE-0444,test,6,reading,E,1.3841,0
TE-0444,test,7,reading,G,-1.3665,0
TE-0444,test,8,reading,H,-0.25,0
TE-0444,test,9,reading,A,-0.25,0
TE-0444,test,10,reading,J,-1.236,0
TE-0444,test,11,reading,I,-1.7903,0
TE-0444,test,12,query,B,,0
TE-0445,test,0,reading,A,-0.6092,0
TE-0445,test,1,reading,K,1.7209,0
TE-0445,test,2,reading,L,1.173,0
TE-0445,test,3,reading,J,-0.9014,0
TE-0445,test,4,reading,F,-0.4205,0
TE-0445,test,5,reading,B,-2.135,0
TE-0445,test,6,reading,C,-0.25,0
TE-0445,test,7,reading,I,-0.3738,0
TE-0445,test,8,reading,H,1.196,0
TE-0445,test,9,reading,D,-1.164,0
TE-0445,test,10,reading,E,-1.4046,0
TE-0445,test,11,reading,G,-0.4469,0
TE-0445,test,12,query,J,,0
TE-0446,test,0,reading,H,0.25,0
TE-0446,test,1,reading,C,0.9183,0
TE-0446,test,2,reading,K,-0.4462,0
TE-0446,test,3,reading,B,-0.25,0
TE-0446,test,4,reading,A,1.2192,0
TE-0446,test,5,reading,E,-0.5793,0
TE-0446,test,6,reading,D,-0.25,0
TE-0446,test,7,reading,J,-0.2752,0
TE-0446,test,8,reading,I,1.752,0
TE-0446,test,9,reading,G,0.25,0
TE-0446,test,10,reading,F,-0.5794,0
TE-0446,test,11,reading,L,0.6904,0
TE-0446,test,12,query,K,,0
TE-0447,test,0,reading,I,1.1944,0
TE-0447,test,1,reading,D,0.25,0
TE-0447,test,2,reading,E,0.9876,0
TE-0447,test,3,reading,K,-0.5507,0
TE-0447,test,4,reading,A,1.5783,0
TE-0447,test,5,reading,C,-0.7861,0
TE-0447,test,6,reading,L,-1.933,0
TE-0447,test,7,reading,H,-1.1861,0
TE-0447,test,8,reading,F,-2.6261,0
TE-0447,test,9,reading,B,2.2903,0
TE-0447,test,10,reading,J,-1.3172,0
TE-0447,test,11,reading,G,0.8688,0
TE-0447,test,12,query,J,,0
TE-0448,test,0,reading,C,0.25,0
TE-0448,test,1,reading,G,-0.25,0
TE-0448,test,2,reading,B,-0.25,0
TE-0448,test,3,reading,F,0.4891,0
TE-0448,test,4,reading,E,-0.2739,0
TE-0448,test,5,reading,I,1.4575,0
TE-0448,test,6,reading,D,1.4819,0
TE-0448,test,7,reading,J,0.287,0
TE-0448,test,8,reading,A,0.7878,0
TE-0448,test,9,reading,H,-0.9369,0
TE-0448,test,10,reading,K,-0.7698,0
TE-0448,test,11,reading,L,-2.8108,0
TE-0448,test,12,query,H,,0
TE-0449,test,0,reading,E,0.6349,1
TE-0449,test,1,reading,H,-0.25,1
TE-0449,test,2,reading,C,0.25,1
TE-0449,test,3,reading,B,0.454,1
TE-0449,test,4,reading,G,0.7254,1
TE-0449,test,5,reading,A,-0.7258,1
TE-0449,test,6,reading,F,0.25,1
TE-0449,test,7,reading,L,1.3187,1
TE-0449,test,8,reading,D,-0.5263,1
TE-0449,test,9,reading,K,-0.5698,1
TE-0449,test,10,reading,I,0.5759,1
TE-0449,test,11,reading,J,-0.25,1
TE-0449,test,12,query,F,,1
TE-0450,test,0,reading,C,-0.8288,1
TE-0450,test,1,reading,E,-0.25,1
TE-0450,test,2,reading,L,-0.25,1
TE-0450,test,3,reading,I,1.3713,1
TE-0450,test,4,reading,B,0.3945,1
TE-0450,test,5,reading,J,1.0336,1
TE-0450,test,6,reading,D,0.934,1
TE-0450,test,7,reading,F,1.5952,1
TE-0450,test,8,reading,G,-0.4013,1
TE-0450,test,9,reading,A,-0.7254,1
TE-0450,test,10,reading,K,-0.25,1
TE-0450,test,11,reading,H,0.4187,1
TE-0450,test,12,query,J,,1
TE-0451,test,0,reading,D,-1.3443,1
TE-0451,test,1,reading,C,-0.9893,1
TE-0451,test,2,reading,K,-0.25,1
TE-0451,test,3,reading,E,0.25,1
TE-0451,test,4,reading,G,0.25,1
TE-0451,test,5,reading,B,0.2541,1
TE-0451,test,6,reading,L,0.938,1
TE-0451,test,7,reading,A,0.787,1
TE-0451,test,8,reading,J,-0.25,1
TE-0451,test,9,reading,H,0.2515,1
TE-0451,test,10,reading,I,0.6048,1
TE-0451,test,11,reading,F,1.6176,1
TE-0451,test,12,query,B,,1
TE-0452,test,0,reading,A,-0.5194,0
TE-0452,test,1,reading,I,-0.9393,0
TE-0452,test,2,reading,G,0.8454,0
TE-0452,test,3,reading,H,-0.2769,0
TE-0452,test,4,reading,K,-0.9464,0
TE-0452,test,5,reading,B,0.4232,0
TE-0452,test,6,reading,C,-0.524,0
TE-0452,test,7,reading,E,-1.9214,0
TE-0452,test,8,reading,L,2.3398,0
TE-0452,test,9,reading,F,0.6377,0
TE-0452,test,10,reading,D,-0.5944,0
TE-0452,test,11,reading,J,-0.6173,0
TE-0452,test,12,query,H,,0
TE-0453,test,0,reading,H,-0.25,0
TE-0453,test,1,reading,J,0.3348,0
TE-0453,test,2,reading,F,1.5212,0
TE-0453,test,3,reading,E,-0.5744,0
TE-0453,test,4,reading,D,-0.25,0
TE-0453,test,5,reading,B,-0.25,0
TE-0453,test,6,reading,A,-0.25,0
TE-0453,test,7,reading,C,0.25,0
TE-0453,test,8,reading,L,1.1319,0
TE-0453,test,9,reading,K,-0.3384,0
TE-0453,test,10,reading,I,0.8149,0
TE-0453,test,11,reading,G,0.25,0
TE-0453,test,12,query,E,,0
TE-0454,test,0,reading,F,-0.25,1
TE-0454,test,1,reading,A,2.3255,1
TE-0454,test,2,reading,J,0.5848,1
TE-0454,test,3,reading,G,-0.6157,1
TE-0454,test,4,reading,C,1.1609,1
TE-0454,test,5,reading,B,0.25,1
TE-0454,test,6,reading,H,0.3745,1
TE-0454,test,7,reading,I,0.8951,1
TE-0454,test,8,reading,L,0.25,1
TE-0454,test,9,reading,D,-0.5948,1
TE-0454,test,10,reading,K,-1.5066,1
TE-0454,test,11,reading,E,0.9473,1
TE-0454,test,12,query,A,,1
TE-0455,test,0,reading,D,1.204,1
TE-0455,test,1,reading,K,-1.2979,1
TE-0455,test,2,reading,G,-0.25,1
TE-0455,test,3,reading,F,0.25,1
TE-0455,test,4,reading,H,1.2328,1
TE-0455,test,5,reading,E,1.2318,1
TE-0455,test,6,reading,B,1.4017,1
TE-0455,test,7,reading,C,-0.85,1
TE-0455,test,8,reading,L,1.5012,1
TE-0455,test,9,reading,J,0.3657,1
TE-0455,test,10,reading,I,0.3259,1
TE-0455,test,11,reading,A,-0.4517,1
TE-0455,test,12,query,L,,1
TE-0456,test,0,reading,B,0.25,0
TE-0456,test,1,reading,E,-1.1221,0
TE-0456,test,2,reading,C,-1.1129,0
TE-0456,test,3,reading,A,0.25,0
TE-0456,test,4,reading,K,-0.25,0
TE-0456,test,5,reading,D,-0.25,0
TE-0456,test,6,reading,F,-0.4044,0
TE-0456,test,7,reading,I,0.2655,0
TE-0456,test,8,reading,G,-2.3164,0
TE-0456,test,9,reading,L,-1.8465,0
TE-0456,test,10,reading,J,-1.5185,0
TE-0456,test,11,reading,H,-0.4254,0
TE-0456,test,12,query,D,,0
TE-0457,test,0,reading,C,-0.8872,0
TE-0457,test,1,reading,D,-1.0574,0
TE-0457,test,2,reading,A,2.4897,0
TE-0457,test,3,reading,G,-1.2783,0
TE-0457,test,4,reading,B,0.4817,0
TE-0457,test,5,reading,K,0.25,0
TE-0457,test,6,reading,L,0.9162,0
TE-0457,test,7,reading,J,1.5166,0
TE-0457,test,8,reading,E,-0.6075,0
TE-0457,test,9,reading,H,0.25,0
TE-0457,test,10,reading,I,-2.3668,0
TE-0457,test,11,reading,F,0.3259,0
TE-0457,test,12,query,E,,0
TE-0458,test,0,reading,D,1.9816,1
TE-0458,test,1,reading,J,0.2592,1
TE-0458,test,2,reading,H,1.9782,1
TE-0458,test,3,reading,E,-0.6678,1
TE-0458,test,4,reading,F,0.6776,1
TE-0458,test,5,reading,K,0.7428,1
TE-0458,test,6,reading,A,-0.5539,1
TE-0458,test,7,reading,I,-0.25,1
TE-0458,test,8,reading,L,2.2783,1
TE-0458,test,9,reading,G,2.5185,1
TE-0458,test,10,reading,C,-2.0939,1
TE-0458,test,11,reading,B,0.3145,1
TE-0458,test,12,query,H,,1
TE-0459,test,0,reading,G,-0.25,0
TE-0459,test,1,reading,H,-0.6807,0
TE-0459,test,2,reading,B,-1.0453,0
TE-0459,test,3,reading,L,-0.4604,0
TE-0459,test,4,reading,D,0.25,0
TE-0459,test,5,reading,E,-2.6299,0
TE-0459,test,6,reading,C,2.1905,0
TE-0459,test,7,reading,A,1.1872,0
TE-0459,test,8,reading,K,0.9015,0
TE-0459,test,9,reading,F,-0.3707,0
TE-0459,test,10,reading,J,0.844,0
TE-0459,test,11,reading,I,0.25,0
TE-0459,test,12,query,L,,0
TE-0460,test,0,reading,B,-0.25,1
TE-0460,test,1,reading,K,1.3599,1
TE-0460,test,2,reading,J,-0.3269,1
TE-0460,test,3,reading,L,1.6389,1
TE-0460,test,4,reading,D,-0.25,1
TE-0460,test,5,reading,G,0.25,1
TE-0460,test,6,reading,F,-0.4064,1
TE-0460,test,7,reading,A,0.25,1
TE-0460,test,8,reading,C,-0.7019,1
TE-0460,test,9,reading,E,-1.816,1
TE-0460,test,10,reading,I,1.0076,1
TE-0460,test,11,reading,H,1.4625,1
TE-0460,test,12,query,I,,1
TE-0461,test,0,reading,J,1.616,1
TE-0461,test,1,reading,F,-0.25,1
TE-0461,test,2,reading,C,0.4542,1
TE-0461,test,3,reading,G,1.1283,1
TE-0461,test,4,reading,B,0.4199,1
TE-0461,test,5,reading,D,0.25,1
TE-0461,test,6,reading,K,0.7305,1
TE-0461,test,7,reading,L,-0.9293,1
TE-0461,test,8,reading,H,-0.9762,1
TE-0461,test,9,reading,E,-0.3833,1
TE-0461,test,10,reading,A,0.4823,1
TE-0461,test,11,reading,I,-1.763,1
TE-0461,test,12,query,K,,1
TE-0462,test,0,reading,F,1.0322,1
TE-0462,test,1,reading,G,-0.2809,1
TE-0462,test,2,reading,H,1.1974,1
TE-0462,test,3,reading,E,-0.6983,1
TE-0462,test,4,reading,J,-0.7333,1
TE-0462,test,5,reading,A,0.3303,1
TE-0462,test,6,reading,B,-0.2514,1
TE-0462,test,7,reading,K,0.25,1
TE-0462,test,8,reading,L,1.0537,1
TE-0462,test,9,reading,I,-0.9946,1
TE-0462,test,10,reading,D,0.9832,1
TE-0462,test,11,reading,C,0.5384,1
TE-0462,test,12,query,L,,1
TE-0463,test,0,reading,F,1.0751,1
TE-0463,test,1,reading,B,0.9732,1
TE-0463,test,2,reading,C,-0.7411,1
TE-0463,test,3,reading,L,-1.4394,1
TE-0463,test,4,reading,D,0.25,1
TE-0463,test,5,reading,G,-1.7324,1
TE-0463,test,6,reading,E,-0.25,1
TE-0463,test,7,reading,H,0.9761,1
TE-0463,test,8,reading,I,-0.7488,1
TE-0463,test,9,reading,A,1.0317,1
TE-0463,test,10,reading,J,0.25,1
TE-0463,test,11,reading,K,0.25,1
TE-0463,test,12,query,K,,1
TE-0464,test,0,reading,H,0.5918,0
TE-0464,test,1,reading,B,-2.7068,0
TE-0464,test,2,reading,A,1.351,0
TE-0464,test,3,reading,F,1.1594,0
TE-0464,test,4,reading,L,0.25,0
TE-0464,test,5,reading,C,-0.25,0
TE-0464,test,6,reading,I,-0.5129,0
TE-0464,test,7,reading,E,0.3014,0
TE-0464,test,8,reading,K,0.8039,0
TE-0464,test,9,reading,D,0.3941,0
TE-0464,test,10,reading,J,1.4927,0
TE-0464,test,11,reading,G,-0.7435,0
TE-0464,test,12,query,C,,0
TE-0465,test,0,reading,G,0.4674,0
TE-0465,test,1,reading,K,-0.25,0
TE-0465,test,2,reading,F,0.705,0
TE-0465,test,3,reading,A,0.4907,0
TE-0465,test,4,reading,I,-1.2355,0
TE-0465,test,5,reading,C,0.25,0
TE-0465,test,6,reading,L,0.25,0
TE-0465,test,7,reading,B,-0.5041,0
TE-0465,test,8,reading,E,-0.7103,0
TE-0465,test,9,reading,H,1.1453,0
TE-0465,test,10,reading,D,0.25,0
TE-0465,test,11,reading,J,0.384,0
TE-0465,test,12,query,E,,0
TE-0466,test,0,reading,L,0.4176,0
TE-0466,test,1,reading,J,0.3494,0
TE-0466,test,2,reading,C,-0.25,0
TE-0466,test,3,reading,E,0.25,0
TE-0466,test,4,reading,F,0.7105,0
TE-0466,test,5,reading,A,-0.777,0
TE-0466,test,6,reading,B,0.4716,0
TE-0466,test,7,reading,D,1.1849,0
TE-0466,test,8,reading,K,1.1533,0
TE-0466,test,9,reading,I,-2.7159,0
TE-0466,test,10,reading,G,-0.4281,0
TE-0466,test,11,reading,H,1.5037,0
TE-0466,test,12,query,C,,0
TE-0467,test,0,reading,J,0.25,1
TE-0467,test,1,reading,A,0.6196,1
TE-0467,test,2,reading,H,-0.581,1
TE-0467,test,3,reading,G,0.9816,1
TE-0467,test,4,reading,L,0.7484,1
TE-0467,test,5,reading,F,-1.4543,1
TE-0467,test,6,reading,C,-0.6075,1
TE-0467,test,7,reading,I,-0.7978,1
TE-0467,test,8,reading,E,0.8245,1
TE-0467,test,9,reading,D,0.2603,1
TE-0467,test,10,reading,K,1.3773,1
TE-0467,test,11,reading,B,-0.25,1
TE-0467,test,12,query,L,,1
TE-0468,test,0,reading,C,-1.3655,1
TE-0468,test,1,reading,D,0.25,1
TE-0468,test,2,reading,I,0.9289,1
TE-0468,test,3,reading,E,-0.4493,1
TE-0468,test,4,reading,A,0.8922,1
TE-0468,test,5,reading,H,-0.4112,1
TE-0468,test,6,reading,K,-1.3771,1
TE-0468,test,7,reading,J,-1.3787,1
TE-0468,test,8,reading,B,-0.8894,1
TE-0468,test,9,reading,F,-0.5678,1
TE-0468,test,10,reading,L,-0.3603,1
TE-0468,test,11,reading,G,0.4775,1
TE-0468,test,12,query,G,,1
TE-0469,test,0,reading,G,-0.25,0
TE-0469,test,1,reading,K,2.5394,0
TE-0469,test,2,reading,L,-0.2693,0
TE-0469,test,3,reading,A,1.3872,0
TE-0469,test,4,reading,J,0.25,0
TE-0469,test,5,reading,H,-0.25,0
TE-0469,test,6,reading,B,0.3574,0
TE-0469,test,7,reading,E,-0.25,0
TE-0469,test,8,reading,C,-1.5257,0
TE-0469,test,9,reading,F,-1.2328,0
TE-0469,test,10,reading,D,-0.8073,0
TE-0469,test,11,reading,I,-1.5287,0
TE-0469,test,12,query,H,,0
TE-0470,test,0,reading,J,1.5877,0
TE-0470,test,1,reading,A,-2.2615,0
TE-0470,test,2,reading,K,0.25,0
TE-0470,test,3,reading,D,1.2022,0
TE-0470,test,4,reading,L,0.25,0
TE-0470,test,5,reading,F,0.9272,0
TE-0470,test,6,reading,H,-0.25,0
TE-0470,test,7,reading,G,-1.6337,0
TE-0470,test,8,reading,B,1.0335,0
TE-0470,test,9,reading,E,-1.9583,0
TE-0470,test,10,reading,C,-0.3135,0
TE-0470,test,11,reading,I,-0.25,0
TE-0470,test,12,query,A,,0
TE-0471,test,0,reading,I,-0.4273,0
TE-0471,test,1,reading,F,-1.1895,0
TE-0471,test,2,reading,C,-0.25,0
TE-0471,test,3,reading,E,0.7314,0
TE-0471,test,4,reading,D,2.4981,0
TE-0471,test,5,reading,K,0.7662,0
TE-0471,test,6,reading,H,-2.4673,0
TE-0471,test,7,reading,B,-0.4257,0
TE-0471,test,8,reading,L,-0.8407,0
TE-0471,test,9,reading,A,0.25,0
TE-0471,test,10,reading,J,-2.1746,0
TE-0471,test,11,reading,G,0.25,0
TE-0471,test,12,query,J,,0
TE-0472,test,0,reading,K,0.3473,0
TE-0472,test,1,reading,I,-1.8434,0
TE-0472,test,2,reading,L,1.7395,0
TE-0472,test,3,reading,B,0.25,0
TE-0472,test,4,reading,A,-1.0736,0
TE-0472,test,5,reading,G,-1.0632,0
TE-0472,test,6,reading,F,1.3942,0
TE-0472,test,7,reading,J,0.5888,0
TE-0472,test,8,reading,C,0.8921,0
TE-0472,test,9,reading,D,-0.25,0
TE-0472,test,10,reading,H,-0.25,0
TE-0472,test,11,reading,E,-1.3839,0
TE-0472,test,12,query,A,,0
TE-0473,test,0,reading,G,-0.7868,0
TE-0473,test,1,reading,K,1.3268,0
TE-0473,test,2,reading,D,0.25,0
TE-0473,test,3,reading,F,-0.3516,0
TE-0473,test,4,reading,I,0.25,0
TE-0473,test,5,reading,H,-0.8271,0
TE-0473,test,6,reading,B,-0.996,0
TE-0473,test,7,reading,J,0.3723,0
TE-0473,test,8,reading,E,0.8438,0
TE-0473,test,9,reading,A,0.25,0
TE-0473,test,10,reading,L,-0.5656,0
TE-0473,test,11,reading,C,-0.288,0
TE-0473,test,12,query,L,,0
TE-0474,test,0,reading,B,0.868,0
TE-0474,test,1,reading,I,-0.3475,0
TE-0474,test,2,reading,D,-0.25,0
TE-0474,test,3,reading,H,0.661,0
TE-0474,test,4,reading,E,-0.25,0
TE-0474,test,5,reading,L,0.25,0
TE-0474,test,6,reading,K,-0.7094,0
TE-0474,test,7,reading,C,-1.173,0
TE-0474,test,8,reading,F,-1.8902,0
TE-0474,test,9,reading,A,0.4846,0
TE-0474,test,10,reading,G,-0.7519,0
TE-0474,test,11,reading,J,-1.3574,0
TE-0474,test,12,query,J,,0
TE-0475,test,0,reading,K,2.0109,0
TE-0475,test,1,reading,F,0.25,0
TE-0475,test,2,reading,H,-0.4786,0
TE-0475,test,3,reading,A,-0.25,0
TE-0475,test,4,reading,E,1.8524,0
TE-0475,test,5,reading,I,0.6188,0
TE-0475,test,6,reading,D,0.9076,0
TE-0475,test,7,reading,C,0.775,0
TE-0475,test,8,reading,J,-0.6957,0
TE-0475,test,9,reading,L,-0.5348,0
TE-0475,test,10,reading,G,-2.2016,0
TE-0475,test,11,reading,B,-0.3862,0
TE-0475,test,12,query,A,,0
TE-0476,test,0,reading,F,0.9069,0
TE-0476,test,1,reading,C,0.3766,0
TE-0476,test,2,reading,K,0.4105,0
TE-0476,test,3,reading,D,-0.448,0
TE-0476,test,4,reading,E,-1.2122,0
TE-0476,test,5,reading,A,0.2534,0
TE-0476,test,6,reading,L,1.2004,0
TE-0476,test,7,reading,H,-0.25,0
TE-0476,test,8,reading,B,0.4438,0
TE-0476,test,9,reading,I,-0.25,0
TE-0476,test,10,reading,J,0.7092,0
TE-0476,test,11,reading,G,1.7687,0
TE-0476,test,12,query,D,,0
TE-0477,test,0,reading,F,0.3561,0
TE-0477,test,1,reading,B,-1.3647,0
TE-0477,test,2,reading,D,2.1033,0
TE-0477,test,3,reading,H,0.3104,0
TE-0477,test,4,reading,E,0.25,0
TE-0477,test,5,reading,J,0.6301,0
TE-0477,test,6,reading,C,-0.25,0
TE-0477,test,7,reading,I,-0.7929,0
TE-0477,test,8,reading,L,2.0905,0
TE-0477,test,9,reading,G,-0.25,0
TE-0477,test,10,reading,A,2.1381,0
TE-0477,test,11,reading,K,-1.5681,0
TE-0477,test,12,query,B,,0
TE-0478,test,0,reading,C,-1.2868,1
TE-0478,test,1,reading,B,-0.4542,1
TE-0478,test,2,reading,J,-0.9177,1
TE-0478,test,3,reading,E,0.513,1
TE-0478,test,4,reading,A,1.3025,1
TE-0478,test,5,reading,F,0.7898,1
TE-0478,test,6,reading,H,0.7805,1
TE-0478,test,7,reading,G,-1.1694,1
TE-0478,test,8,reading,L,0.8024,1
TE-0478,test,9,reading,K,0.3446,1
TE-0478,test,10,reading,I,-0.25,1
TE-0478,test,11,reading,D,-0.2968,1
TE-0478,test,12,query,F,,1
TE-0479,test,0,reading,L,1.592,1
TE-0479,test,1,reading,I,0.311,1
TE-0479,test,2,reading,E,-0.25,1
TE-0479,test,3,reading,H,-1.6714,1
TE-0479,test,4,reading,A,0.25,1
TE-0479,test,5,reading,G,-1.1122,1
TE-0479,test,6,reading,K,0.7401,1
TE-0479,test,7,reading,J,-0.4121,1
TE-0479,test,8,reading,F,2.2654,1
TE-0479,test,9,reading,C,-1.7736,1
TE-0479,test,10,reading,D,-0.6216,1
TE-0479,test,11,reading,B,-1.6349,1
TE-0479,test,12,query,F,,1
TE-0480,test,0,reading,A,-1.3211,0
TE-0480,test,1,reading,B,-0.25,0
TE-0480,test,2,reading,C,-0.25,0
TE-0480,test,3,reading,D,1.846,0
TE-0480,test,4,reading,F,-0.8961,0
TE-0480,test,5,reading,L,0.662,0
TE-0480,test,6,reading,K,0.5396,0
TE-0480,test,7,reading,I,0.3964,0
TE-0480,test,8,reading,H,-1.2955,0
TE-0480,test,9,reading,G,0.8129,0
TE-0480,test,10,reading,J,-1.3008,0
TE-0480,test,11,reading,E,1.101,0
TE-0480,test,12,query,H,,0
TE-0481,test,0,reading,L,-0.7159,0
TE-0481,test,1,reading,K,0.7514,0
TE-0481,test,2,reading,C,0.25,0
TE-0481,test,3,reading,G,0.3645,0
TE-0481,test,4,reading,J,0.25,0
TE-0481,test,5,reading,E,0.8533,0
TE-0481,test,6,reading,H,1.2399,0
TE-0481,test,7,reading,A,0.25,0
TE-0481,test,8,reading,D,0.25,0
TE-0481,test,9,reading,I,-1.1527,0
TE-0481,test,10,reading,F,-0.4727,0
TE-0481,test,11,reading,B,-0.2768,0
TE-0481,test,12,query,B,,0
TE-0482,test,0,reading,D,-0.4013,0
TE-0482,test,1,reading,C,0.3174,0
TE-0482,test,2,reading,H,-0.4858,0
TE-0482,test,3,reading,F,1.7611,0
TE-0482,test,4,reading,I,0.3432,0
TE-0482,test,5,reading,B,-0.25,0
TE-0482,test,6,reading,K,-1.8311,0
TE-0482,test,7,reading,G,0.25,0
TE-0482,test,8,reading,J,-2.0399,0
TE-0482,test,9,reading,E,-0.402,0
TE-0482,test,10,reading,A,0.6925,0
TE-0482,test,11,reading,L,-0.6814,0
TE-0482,test,12,query,H,,0
TE-0483,test,0,reading,G,0.7248,0
TE-0483,test,1,reading,L,-0.3267,0
TE-0483,test,2,reading,H,-0.2967,0
TE-0483,test,3,reading,J,-0.3141,0
TE-0483,test,4,reading,K,0.25,0
TE-0483,test,5,reading,I,-1.9245,0
TE-0483,test,6,reading,F,-1.1801,0
TE-0483,test,7,reading,E,-0.59,0
TE-0483,test,8,reading,A,-0.5757,0
TE-0483,test,9,reading,B,1.3199,0
TE-0483,test,10,reading,C,-1.8534,0
TE-0483,test,11,reading,D,-0.3893,0
TE-0483,test,12,query,L,,0
TE-0484,test,0,reading,F,-0.7122,0
TE-0484,test,1,reading,C,0.2597,0
TE-0484,test,2,reading,D,-0.5866,0
TE-0484,test,3,reading,J,-0.25,0
TE-0484,test,4,reading,H,-1.0353,0
TE-0484,test,5,reading,E,-0.25,0
TE-0484,test,6,reading,L,-1.1544,0
TE-0484,test,7,reading,G,0.4852,0
TE-0484,test,8,reading,I,-0.7724,0
TE-0484,test,9,reading,K,-0.957,0
TE-0484,test,10,reading,B,0.6111,0
TE-0484,test,11,reading,A,1.1078,0
TE-0484,test,12,query,H,,0
TE-0485,test,0,reading,K,0.8899,1
TE-0485,test,1,reading,L,0.4406,1
TE-0485,test,2,reading,J,-0.9488,1
TE-0485,test,3,reading,G,0.5404,1
TE-0485,test,4,reading,E,1.4851,1
TE-0485,test,5,reading,I,-0.4409,1
TE-0485,test,6,reading,H,-0.4292,1
TE-0485,test,7,reading,D,-0.2683,1
TE-0485,test,8,reading,A,1.2147,1
TE-0485,test,9,reading,B,-1.7816,1
TE-0485,test,10,reading,F,1.6101,1
TE-0485,test,11,reading,C,0.6842,1
TE-0485,test,12,query,C,,1
TE-0486,test,0,reading,H,-0.25,1
TE-0486,test,1,reading,I,-2.3247,1
TE-0486,test,2,reading,B,-0.25,1
TE-0486,test,3,reading,C,-1.9529,1
TE-0486,test,4,reading,F,-1.7496,1
TE-0486,test,5,reading,D,0.25,1
TE-0486,test,6,reading,J,0.25,1
TE-0486,test,7,reading,L,1.4508,1
TE-0486,test,8,reading,G,0.3886,1
TE-0486,test,9,reading,A,-1.1285,1
TE-0486,test,10,reading,E,1.1304,1
TE-0486,test,11,reading,K,-1.3289,1
TE-0486,test,12,query,L,,1
TE-0487,test,0,reading,F,-1.0206,0
TE-0487,test,1,reading,A,0.7778,0
TE-0487,test,2,reading,I,0.25,0
TE-0487,test,3,reading,L,-0.25,0
TE-0487,test,4,reading,K,-0.3355,0
TE-0487,test,5,reading,E,-1.4552,0
TE-0487,test,6,reading,B,1.3976,0
TE-0487,test,7,reading,D,1.0368,0
TE-0487,test,8,reading,H,0.9376,0
TE-0487,test,9,reading,G,-0.2715,0
TE-0487,test,10,reading,C,1.9455,0
TE-0487,test,11,reading,J,1.0134,0
TE-0487,test,12,query,G,,0
TE-0488,test,0,reading,F,0.5226,0
TE-0488,test,1,reading,H,0.3842,0
TE-0488,test,2,reading,D,0.25,0
TE-0488,test,3,reading,E,-0.25,0
TE-0488,test,4,reading,I,-0.25,0
TE-0488,test,5,reading,C,-0.2707,0
TE-0488,test,6,reading,G,0.5832,0
TE-0488,test,7,reading,K,1.0187,0
TE-0488,test,8,reading,J,-0.6945,0
TE-0488,test,9,reading,B,0.528,0
TE-0488,test,10,reading,L,0.7009,0
TE-0488,test,11,reading,A,2.6025,0
TE-0488,test,12,query,C,,0
TE-0489,test,0,reading,F,-0.6314,1
TE-0489,test,1,reading,K,-0.25,1
TE-0489,test,2,reading,G,0.356,1
TE-0489,test,3,reading,E,1.5605,1
TE-0489,test,4,reading,C,0.3539,1
TE-0489,test,5,reading,B,-1.0169,1
TE-0489,test,6,reading,A,0.9904,1
TE-0489,test,7,reading,I,-0.25,1
TE-0489,test,8,reading,D,1.1313,1
TE-0489,test,9,reading,L,-0.25,1
TE-0489,test,10,reading,H,-1.0173,1
TE-0489,test,11,reading,J,-0.8704,1
TE-0489,test,12,query,C,,1
TE-0490,test,0,reading,E,0.25,1
TE-0490,test,1,reading,J,-0.7269,1
TE-0490,test,2,reading,B,0.3104,1
TE-0490,test,3,reading,D,-0.606,1
TE-0490,test,4,reading,K,0.786,1
TE-0490,test,5,reading,C,1.1793,1
TE-0490,test,6,reading,L,-2.0373,1
TE-0490,test,7,reading,H,-1.2509,1
TE-0490,test,8,reading,I,-0.364,1
TE-0490,test,9,reading,G,0.4656,1
TE-0490,test,10,reading,F,1.2352,1
TE-0490,test,11,reading,A,0.5486,1
TE-0490,test,12,query,G,,1
TE-0491,test,0,reading,A,-1.7341,1
TE-0491,test,1,reading,I,1.3422,1
TE-0491,test,2,reading,J,1.0165,1
TE-0491,test,3,reading,E,-1.5043,1
TE-0491,test,4,reading,F,0.2904,1
TE-0491,test,5,reading,L,-0.41,1
TE-0491,test,6,reading,C,-0.2731,1
TE-0491,test,7,reading,D,-1.3509,1
TE-0491,test,8,reading,G,-1.7445,1
TE-0491,test,9,reading,K,-0.7505,1
TE-0491,test,10,reading,B,-0.25,1
TE-0491,test,11,reading,H,0.8001,1
TE-0491,test,12,query,H,,1
TE-0492,test,0,reading,A,0.25,0
