station_hour_id,hour,hour_sin,hour_cos,temperature_c,rain_mm,weekend,nearby_event,bikes_available,empty_docks,next_hour_rentals,empty_next_hour
BS-1088,19,-0.96593,0.25882,15.5,0.0,0,0,18,22,20,0
BS-1089,0,0.0,1.0,21.5,3.1,1,1,29,11,7,0
BS-1090,9,0.70711,-0.70711,-0.7,0.0,0,0,25,15,18,0
BS-1091,20,-0.86603,0.5,13.9,0.0,0,0,28,12,14,0
BS-1092,15,-0.70711,-0.70711,22.5,0.0,0,0,15,25,16,0
BS-1093,16,-0.86603,-0.5,3.6,1.4,0,0,15,25,23,0
BS-1094,16,-0.86603,-0.5,-0.0,1.7,1,0,6,34,16,0
BS-1095,0,0.0,1.0,22.2,1.1,0,0,14,26,5,0
BS-1096,8,0.86603,-0.5,16.3,0.9,0,0,5,35,23,1
BS-1097,3,0.70711,0.70711,17.3,0.0,0,0,16,24,9,0
BS-1098,4,0.86603,0.5,26.0,0.0,0,0,16,24,17,0
BS-1099,4,0.86603,0.5,20.1,0.0,0,0,31,9,12,0
BS-1100,13,-0.25882,-0.96593,11.5,0.0,0,0,18,22,14,0
BS-1101,23,-0.25882,0.96593,25.3,0.0,0,0,18,22,15,0
BS-1102,3,0.70711,0.70711,16.4,3.1,0,0,23,17,0,0
BS-1103,3,0.70711,0.70711,5.7,0.0,0,0,13,27,3,0
BS-1104,0,0.0,1.0,9.0,0.0,1,0,9,31,5,0
BS-1105,11,0.25882,-0.96593,13.5,0.0,0,0,12,28,12,0
BS-1106,4,0.86603,0.5,14.7,0.0,0,0,25,15,11,0
BS-1107,10,0.5,-0.86603,9.4,0.0,1,0,27,13,19,0
BS-1108,16,-0.86603,-0.5,7.0,1.1,1,0,24,16,18,0
BS-1109,21,-0.70711,0.70711,25.1,0.0,1,0,8,32,7,0
BS-1110,19,-0.96593,0.25882,23.0,0.0,1,0,12,28,16,0
BS-1111,15,-0.70711,-0.70711,8.6,0.0,0,0,13,27,16,0
BS-1112,9,0.70711,-0.70711,26.1,0.0,1,0,18,22,31,0
BS-1113,14,-0.5,-0.86603,24.4,0.0,0,0,6,34,26,1
BS-1114,3,0.70711,0.70711,14.0,0.0,0,0,25,15,7,0
BS-1115,0,0.0,1.0,11.3,0.0,0,0,31,9,4,0
BS-1116,3,0.70711,0.70711,0.2,0.0,1,0,15,25,1,0
BS-1117,11,0.25882,-0.96593,26.6,1.7,0,0,28,12,19,0
BS-1118,20,-0.86603,0.5,9.8,0.0,0,0,22,18,18,0
BS-1119,7,0.96593,-0.25882,24.8,0.0,0,0,17,23,19,0
BS-1120,22,-0.5,0.86603,22.5,0.0,0,0,30,10,7,0
BS-1121,8,0.86603,-0.5,25.9,5.2,1,0,10,30,6,0
BS-1122,18,-1.0,-0.0,20.0,1.5,0,0,4,36,23,1
BS-1123,23,-0.25882,0.96593,9.3,0.0,0,0,24,16,4,0
BS-1124,16,-0.86603,-0.5,17.8,0.0,0,0,16,24,33,1
BS-1125,8,0.86603,-0.5,25.1,0.0,0,0,14,26,27,0
BS-1126,7,0.96593,-0.25882,22.0,1.5,1,0,8,32,8,0
BS-1127,15,-0.70711,-0.70711,28.4,0.0,1,0,21,19,33,1
BS-1128,3,0.70711,0.70711,10.7,0.0,1,0,29,11,2,0
BS-1129,5,0.96593,0.25882,16.6,0.0,1,0,19,21,11,0
BS-1130,9,0.70711,-0.70711,8.7,0.0,1,0,12,28,25,0
BS-1131,8,0.86603,-0.5,21.6,0.0,0,0,16,24,27,0
BS-1132,21,-0.70711,0.70711,13.9,0.0,0,0,5,35,10,0
BS-1133,22,-0.5,0.86603,18.4,0.0,1,0,17,23,12,0
BS-1134,19,-0.96593,0.25882,2.8,0.0,0,0,4,36,20,0
BS-1135,3,0.70711,0.70711,4.3,3.8,1,0,24,16,2,0
BS-1136,19,-0.96593,0.25882,8.9,2.9,0,0,28,12,9,0
BS-1137,7,0.96593,-0.25882,9.6,0.0,0,0,1,39,16,1
BS-1138,8,0.86603,-0.5,12.3,0.0,1,0,19,21,23,0
BS-1139,15,-0.70711,-0.70711,3.6,1.4,1,0,21,19,17,0
BS-1140,5,0.96593,0.25882,16.7,0.0,0,0,10,30,11,0
BS-1141,23,-0.25882,0.96593,14.8,3.8,0,0,13,27,2,0
BS-1142,6,1.0,0.0,18.9,0.0,1,0,8,32,12,0
BS-1143,22,-0.5,0.86603,10.1,0.0,0,0,15,25,9,0
BS-1144,0,0.0,1.0,16.0,0.0,0,0,22,18,2,0
BS-1145,15,-0.70711,-0.70711,21.4,0.0,0,0,15,25,24,1
BS-1146,22,-0.5,0.86603,4.0,0.9,0,0,26,14,1,0
BS-1147,0,0.0,1.0,12.2,9.7,0,0,12,28,0,0
BS-1148,17,-0.96593,-0.25882,9.5,4.2,1,0,11,29,12,0
BS-1149,3,0.70711,0.70711,6.6,0.0,0,1,15,25,6,0
BS-1150,12,0.0,-1.0,11.2,1.1,0,0,17,23,10,0
BS-1151,8,0.86603,-0.5,3.4,0.0,0,0,21,19,24,0
BS-1152,16,-0.86603,-0.5,11.1,0.0,0,0,14,26,34,1
BS-1153,16,-0.86603,-0.5,24.3,0.0,0,0,6,34,37,1
BS-1154,14,-0.5,-0.86603,17.7,0.0,1,0,12,28,29,1
BS-1155,12,0.0,-1.0,25.1,0.0,0,0,14,26,19,1
BS-1156,8,0.86603,-0.5,21.3,0.0,0,0,12,28,32,1
BS-1157,9,0.70711,-0.70711,13.0,0.0,1,0,15,25,26,0
BS-1158,9,0.70711,-0.70711,12.6,0.0,1,0,21,19,19,0
BS-1159,10,0.5,-0.86603,22.1,0.0,0,0,12,28,21,0
BS-1160,0,0.0,1.0,4.9,0.0,0,0,18,22,2,0
BS-1161,7,0.96593,-0.25882,15.3,0.0,0,0,19,21,21,0
BS-1162,22,-0.5,0.86603,28.3,0.0,0,0,18,22,13,0
BS-1163,2,0.5,0.86603,5.0,0.0,0,0,4,36,8,1
BS-1164,5,0.96593,0.25882,15.8,0.0,1,0,18,22,8,0
BS-1165,12,0.0,-1.0,17.7,0.0,0,0,5,35,15,1
BS-1166,1,0.25882,0.96593,13.4,0.0,0,0,7,33,9,1
BS-1167,10,0.5,-0.86603,17.5,0.0,0,0,10,30,22,1
BS-1168,18,-1.0,-0.0,23.5,0.0,0,0,15,25,24,0
BS-1169,10,0.5,-0.86603,38.6,0.0,0,0,25,15,24,0
BS-1170,23,-0.25882,0.96593,17.6,0.0,0,0,18,22,5,0
BS-1171,2,0.5,0.86603,-3.3,0.0,0,0,22,18,4,0
BS-1172,17,-0.96593,-0.25882,25.4,0.0,1,1,21,19,42,0
BS-1173,6,1.0,0.0,19.9,0.0,0,0,12,28,18,1
BS-1174,22,-0.5,0.86603,25.7,0.0,0,0,23,17,9,0
BS-1175,18,-1.0,-0.0,19.2,0.0,0,0,10,30,25,1
BS-1176,4,0.86603,0.5,24.6,0.0,0,0,24,16,12,0
BS-1177,14,-0.5,-0.86603,4.4,0.0,1,1,4,36,28,1
BS-1178,3,0.70711,0.70711,8.8,0.0,1,1,16,24,13,0
BS-1179,10,0.5,-0.86603,14.1,0.0,1,0,15,25,19,0
BS-1180,15,-0.70711,-0.70711,27.6,1.1,0,0,16,24,24,0
BS-1181,5,0.96593,0.25882,10.5,0.0,0,0,15,25,9,0
BS-1182,13,-0.25882,-0.96593,2.6,2.5,0,0,15,25,4,0
BS-1183,18,-1.0,-0.0,20.8,0.0,0,1,15,25,36,1
BS-1184,3,0.70711,0.70711,8.1,2.3,0,0,27,13,0,0
BS-1185,6,1.0,0.0,7.6,2.0,0,0,16,24,12,0
BS-1186,16,-0.86603,-0.5,13.9,0.0,0,0,19,21,27,0
BS-1187,11,0.25882,-0.96593,11.4,0.0,0,0,2,38,22,1
BS-1188,0,0.0,1.0,20.9,0.0,1,1,7,33,13,0
BS-1189,18,-1.0,-0.0,23.4,0.0,0,0,24,16,27,0
BS-1190,17,-0.96593,-0.25882,19.6,2.0,0,0,22,18,30,0
BS-1191,20,-0.86603,0.5,20.3,0.0,1,0,12,28,16,0
BS-1192,14,-0.5,-0.86603,25.1,0.9,1,1,10,30,20,0
BS-1193,19,-0.96593,0.25882,20.8,0.0,0,0,12,28,17,0
BS-1194,20,-0.86603,0.5,25.0,0.0,0,0,19,21,23,0
BS-1195,20,-0.86603,0.5,15.0,0.0,0,0,12,28,15,0
BS-1196,2,0.5,0.86603,8.5,0.0,0,1,24,16,8,0
BS-1197,8,0.86603,-0.5,3.6,0.0,0,0,2,38,26,1
BS-1198,2,0.5,0.86603,5.7,0.0,0,1,22,18,11,0
BS-1199,5,0.96593,0.25882,11.1,0.0,0,0,12,28,10,0
BS-1200,23,-0.25882,0.96593,7.0,0.0,0,0,13,27,1,0
BS-1201,21,-0.70711,0.70711,14.6,0.0,0,0,19,21,6,0
BS-1202,15,-0.70711,-0.70711,-3.5,0.0,0,0,21,19,20,0
BS-1203,17,-0.96593,-0.25882,8.3,0.7,0,0,8,32,26,1
BS-1204,10,0.5,-0.86603,13.4,0.0,0,1,8,32,26,0
BS-1205,6,1.0,0.0,25.6,1.8,1,0,12,28,15,0
BS-1206,2,0.5,0.86603,15.9,0.6,0,0,11,29,17,0
BS-1207,14,-0.5,-0.86603,9.2,1.4,1,0,15,25,13,0
BS-1208,8,0.86603,-0.5,14.2,4.0,0,0,12,28,15,0
BS-1209,13,-0.25882,-0.96593,26.7,0.0,0,0,6,34,13,1
BS-1210,15,-0.70711,-0.70711,24.6,4.3,0,0,10,30,19,0
BS-1211,23,-0.25882,0.96593,20.6,0.0,0,0,15,25,4,0
BS-1212,15,-0.70711,-0.70711,5.0,0.0,1,0,8,32,20,1
BS-1213,8,0.86603,-0.5,18.4,0.0,0,0,5,35,20,0
BS-1214,20,-0.86603,0.5,12.8,0.0,1,0,1,39,15,0
BS-1215,5,0.96593,0.25882,20.9,0.0,1,0,14,26,9,0
BS-1216,8,0.86603,-0.5,22.7,0.0,0,0,26,14,22,0
BS-1217,16,-0.86603,-0.5,11.2,0.0,1,0,22,18,29,0
BS-1218,0,0.0,1.0,17.0,0.0,0,0,27,13,7,0
BS-1219,2,0.5,0.86603,8.4,0.0,0,0,8,32,4,0
BS-1220,21,-0.70711,0.70711,2.0,0.0,0,0,19,21,9,0
BS-1221,22,-0.5,0.86603,10.2,1.3,0,0,19,21,2,0
BS-1222,21,-0.70711,0.70711,9.2,2.2,0,0,14,26,2,0
BS-1223,6,1.0,0.0,30.1,0.0,1,0,13,27,14,0
BS-1224,22,-0.5,0.86603,21.7,0.0,0,0,6,34,6,0
BS-1225,5,0.96593,0.25882,15.0,0.0,1,0,23,17,10,0
BS-1226,14,-0.5,-0.86603,25.7,0.0,0,0,16,24,17,0
BS-1227,5,0.96593,0.25882,17.4,0.0,0,0,8,32,13,0
BS-1228,22,-0.5,0.86603,2.0,2.8,1,0,19,21,0,0
BS-1229,6,1.0,0.0,17.9,0.0,1,0,9,31,12,0
BS-1230,14,-0.5,-0.86603,7.5,0.0,1,1,10,30,29,1
BS-1231,9,0.70711,-0.70711,16.6,0.0,0,0,1,39,27,1
BS-1232,10,0.5,-0.86603,13.7,0.0,0,0,13,27,13,0
BS-1233,3,0.70711,0.70711,8.7,0.0,0,0,23,17,5,0
BS-1234,16,-0.86603,-0.5,5.3,0.0,0,0,1,39,26,1
BS-1235,13,-0.25882,-0.96593,8.4,0.0,0,0,12,28,14,0
BS-1236,2,0.5,0.86603,23.9,0.0,1,0,24,16,11,0
BS-1237,22,-0.5,0.86603,18.0,0.0,0,0,5,35,6,0
BS-1238,23,-0.25882,0.96593,28.5,3.2,0,0,29,11,4,0
BS-1239,0,0.0,1.0,12.9,0.6,0,0,9,31,6,0
BS-1240,2,0.5,0.86603,2.1,0.0,0,0,15,25,2,0
BS-1241,1,0.25882,0.96593,6.6,0.9,0,0,19,21,1,0
BS-1242,6,1.0,0.0,18.4,2.2,0,0,12,28,15,0
BS-1243,6,1.0,0.0,20.7,0.0,0,0,12,28,11,0
BS-1244,18,-1.0,-0.0,23.1,1.9,1,0,26,14,17,0
BS-1245,10,0.5,-0.86603,2.3,0.0,0,0,21,19,18,0
BS-1246,19,-0.96593,0.25882,8.0,1.0,0,0,19,21,25,0
BS-1247,16,-0.86603,-0.5,15.9,0.0,0,0,21,19,30,0
BS-1248,10,0.5,-0.86603,13.7,0.0,0,0,12,28,14,0
BS-1249,11,0.25882,-0.96593,-5.2,0.0,0,0,22,18,16,0
BS-1250,5,0.96593,0.25882,24.4,0.0,0,0,30,10,11,0
BS-1251,11,0.25882,-0.96593,16.9,0.0,0,0,29,11,16,0
BS-1252,12,0.0,-1.0,18.5,0.3,0,0,18,22,10,0
BS-1253,20,-0.86603,0.5,5.3,0.0,0,0,19,21,14,0
BS-1254,21,-0.70711,0.70711,15.1,0.0,1,0,13,27,3,0
BS-1255,21,-0.70711,0.70711,6.7,0.0,0,0,12,28,7,0
BS-1256,9,0.70711,-0.70711,20.3,1.1,0,0,12,28,18,0
BS-1257,13,-0.25882,-0.96593,11.0,0.6,1,0,8,32,16,1
BS-1258,16,-0.86603,-0.5,21.6,0.0,1,0,24,16,35,0
BS-1259,19,-0.96593,0.25882,13.1,0.0,0,0,14,26,14,0
BS-1260,5,0.96593,0.25882,15.2,0.0,0,0,19,21,7,0
BS-1261,2,0.5,0.86603,23.9,1.5,0,0,25,15,7,0
BS-1262,0,0.0,1.0,8.7,0.0,1,0,15,25,4,0
BS-1263,15,-0.70711,-0.70711,20.5,0.2,0,0,17,23,30,1
BS-1264,7,0.96593,-0.25882,13.4,0.0,0,0,18,22,18,0
BS-1265,12,0.0,-1.0,25.8,0.0,1,0,18,22,22,0
BS-1266,22,-0.5,0.86603,5.1,0.0,0,0,14,26,3,0
BS-1267,10,0.5,-0.86603,24.7,2.1,0,0,1,39,21,1
BS-1268,15,-0.70711,-0.70711,14.3,1.8,0,0,26,14,23,0
BS-1269,2,0.5,0.86603,13.3,0.0,0,0,9,31,6,1
BS-1270,8,0.86603,-0.5,26.7,0.0,0,0,14,26,28,1
BS-1271,13,-0.25882,-0.96593,23.0,0.0,0,0,10,30,22,1
BS-1272,21,-0.70711,0.70711,11.9,0.0,0,1,18,22,20,0
BS-1273,2,0.5,0.86603,11.2,0.0,0,0,20,20,3,0
BS-1274,22,-0.5,0.86603,7.3,0.0,1,1,14,26,8,0
BS-1275,15,-0.70711,-0.70711,6.8,1.2,0,0,9,31,21,1
BS-1276,18,-1.0,-0.0,15.8,0.0,0,0,7,33,27,0
BS-1277,10,0.5,-0.86603,12.2,0.0,0,0,18,22,25,0
BS-1278,2,0.5,0.86603,-1.8,0.0,1,0,18,22,5,0
BS-1279,20,-0.86603,0.5,18.9,0.0,0,0,3,37,9,0
BS-1280,9,0.70711,-0.70711,14.4,0.0,0,0,17,23,19,0
BS-1281,12,0.0,-1.0,27.9,0.0,0,0,11,29,12,0
BS-1282,18,-1.0,-0.0,13.3,6.1,0,0,23,17,13,0
BS-1283,11,0.25882,-0.96593,21.6,0.0,0,0,9,31,11,0
BS-1284,13,-0.25882,-0.96593,9.8,0.0,0,0,13,27,15,1
BS-1285,20,-0.86603,0.5,9.0,0.0,1,0,12,28,6,0
BS-1286,21,-0.70711,0.70711,28.2,0.0,0,0,25,15,15,0
BS-1287,13,-0.25882,-0.96593,3.2,0.0,0,0,15,25,13,0
BS-1288,15,-0.70711,-0.70711,29.0,0.0,0,0,11,29,31,1
BS-1289,15,-0.70711,-0.70711,19.9,0.0,0,0,8,32,22,1
BS-1290,3,0.70711,0.70711,12.3,0.0,0,0,13,27,2,0
BS-1291,10,0.5,-0.86603,26.7,0.0,1,0,13,27,28,0
BS-1292,20,-0.86603,0.5,20.1,1.5,1,0,30,10,5,0
BS-1293,13,-0.25882,-0.96593,23.7,0.0,1,0,18,22,21,0
BS-1294,18,-1.0,-0.0,4.1,0.9,0,0,21,19,27,0
BS-1295,5,0.96593,0.25882,16.3,0.0,0,0,15,25,10,0
BS-1296,16,-0.86603,-0.5,8.2,0.0,1,0,1,39,19,1
BS-1297,12,0.0,-1.0,11.1,0.1,0,1,21,19,17,0
BS-1298,1,0.25882,0.96593,7.4,0.0,0,0,30,10,6,0
BS-1299,22,-0.5,0.86603,-1.5,0.0,0,0,16,24,4,0
BS-1300,14,-0.5,-0.86603,10.0,0.0,0,0,20,20,14,0
BS-1301,12,0.0,-1.0,22.9,3.7,1,0,28,12,6,0
BS-1302,12,0.0,-1.0,22.8,0.0,0,0,22,18,11,0
BS-1303,17,-0.96593,-0.25882,0.8,1.8,1,0,18,22,17,0
BS-1304,0,0.0,1.0,12.3,0.0,1,0,7,33,7,0
BS-1305,23,-0.25882,0.96593,26.0,5.2,0,0,17,23,1,0
BS-1306,0,0.0,1.0,25.9,0.0,0,0,21,19,7,0
BS-1307,23,-0.25882,0.96593,12.4,0.0,0,0,17,23,6,0
BS-1308,17,-0.96593,-0.25882,15.5,0.0,1,0,3,37,21,0
BS-1309,3,0.70711,0.70711,18.9,0.0,0,0,19,21,6,0
BS-1310,7,0.96593,-0.25882,6.9,0.0,0,0,18,22,27,1
BS-1311,6,1.0,0.0,4.6,0.0,0,0,14,26,11,0
BS-1312,1,0.25882,0.96593,2.9,0.0,0,0,13,27,2,0
BS-1313,7,0.96593,-0.25882,23.9,0.0,0,0,22,18,32,0
BS-1314,20,-0.86603,0.5,24.0,2.2,1,0,28,12,8,0
BS-1315,10,0.5,-0.86603,21.0,0.0,0,0,18,22,26,0
BS-1316,0,0.0,1.0,20.6,0.0,1,0,20,20,5,0
BS-1317,6,1.0,0.0,15.7,0.0,0,0,4,36,21,1
BS-1318,6,1.0,0.0,21.1,3.5,0,0,21,19,7,0
BS-1319,10,0.5,-0.86603,33.8,4.6,0,0,34,6,8,0
BS-1320,1,0.25882,0.96593,9.0,0.0,1,1,18,22,9,0
BS-1321,11,0.25882,-0.96593,23.0,0.0,1,1,2,38,17,1
BS-1322,9,0.70711,-0.70711,12.0,0.0,1,0,12,28,31,0
BS-1323,0,0.0,1.0,23.5,0.0,0,0,6,34,17,1
BS-1324,0,0.0,1.0,12.2,1.6,0,0,25,15,1,0
BS-1325,16,-0.86603,-0.5,21.7,0.0,0,0,11,29,32,0
BS-1326,10,0.5,-0.86603,12.8,0.0,0,0,10,30,24,0
BS-1327,13,-0.25882,-0.96593,10.7,0.1,0,0,1,39,16,1
BS-1328,0,0.0,1.0,23.6,0.0,1,0,8,32,14,1
BS-1329,20,-0.86603,0.5,23.6,0.0,0,0,18,22,21,0
BS-1330,9,0.70711,-0.70711,17.0,0.0,0,0,19,21,33,0
BS-1331,14,-0.5,-0.86603,15.0,2.0,0,0,15,25,12,0
BS-1332,15,-0.70711,-0.70711,24.9,0.0,0,0,21,19,30,0
BS-1333,21,-0.70711,0.70711,18.7,0.0,1,0,12,28,8,0
BS-1334,19,-0.96593,0.25882,26.1,0.0,0,0,12,28,27,0
BS-1335,12,0.0,-1.0,5.5,2.0,0,0,10,30,3,0
BS-1336,10,0.5,-0.86603,10.6,6.3,0,0,34,6,2,0
BS-1337,13,-0.25882,-0.96593,12.2,0.0,0,0,23,17,15,0
BS-1338,18,-1.0,-0.0,22.2,0.0,0,0,1,39,36,1
BS-1339,17,-0.96593,-0.25882,15.4,0.0,0,1,8,32,37,1
BS-1340,10,0.5,-0.86603,12.0,0.0,0,0,23,17,21,0
BS-1341,13,-0.25882,-0.96593,5.3,0.0,1,0,10,30,20,1
BS-1342,13,-0.25882,-0.96593,30.6,0.0,0,0,12,28,17,0
BS-1343,8,0.86603,-0.5,17.8,0.0,0,1,4,36,28,1
BS-1344,2,0.5,0.86603,13.1,0.0,0,1,21,19,16,0
BS-1345,6,1.0,0.0,14.6,0.0,1,0,14,26,12,0
BS-1346,16,-0.86603,-0.5,6.9,0.0,1,1,8,32,30,1
BS-1347,11,0.25882,-0.96593,9.3,0.0,0,0,21,19,12,0
BS-1348,7,0.96593,-0.25882,8.3,3.1,0,0,6,34,13,1
BS-1349,13,-0.25882,-0.96593,15.1,0.0,1,0,1,39,17,1
BS-1350,14,-0.5,-0.86603,23.6,0.0,1,0,2,38,22,1
BS-1351,12,0.0,-1.0,20.2,0.0,0,0,12,28,16,0
BS-1352,7,0.96593,-0.25882,17.8,0.0,1,0,28,12,23,0
BS-1353,14,-0.5,-0.86603,9.2,0.0,1,0,4,36,27,1
BS-1354,14,-0.5,-0.86603,7.3,0.8,0,0,21,19,17,0
BS-1355,11,0.25882,-0.96593,0.2,1.0,0,0,24,16,5,0
BS-1356,3,0.70711,0.70711,25.5,0.0,0,0,22,18,12,0
BS-1357,2,0.5,0.86603,1.8,0.0,0,0,23,17,5,0
BS-1358,17,-0.96593,-0.25882,19.6,0.0,0,0,16,24,31,0
BS-1359,18,-1.0,-0.0,11.7,2.7,0,0,17,23,19,0
BS-1360,18,-1.0,-0.0,23.0,2.7,0,0,11,29,25,1
BS-1361,4,0.86603,0.5,3.9,0.0,0,0,23,17,7,0
BS-1362,18,-1.0,-0.0,8.8,0.7,1,0,1,39,19,0
BS-1363,4,0.86603,0.5,13.5,0.0,0,0,33,7,7,0
BS-1364,6,1.0,0.0,5.8,3.2,0,0,27,13,7,0
BS-1365,8,0.86603,-0.5,5.0,4.3,1,0,22,18,6,0
BS-1366,22,-0.5,0.86603,14.6,0.0,0,0,17,23,10,0
BS-1367,12,0.0,-1.0,13.0,0.0,0,0,31,9,12,0
BS-1368,19,-0.96593,0.25882,12.9,0.0,0,0,15,25,15,0
BS-1369,22,-0.5,0.86603,6.1,1.0,0,0,18,22,3,0
BS-1370,10,0.5,-0.86603,27.1,0.0,0,0,28,12,28,0
BS-1371,10,0.5,-0.86603,7.7,0.0,1,1,7,33,17,0
BS-1372,0,0.0,1.0,28.2,0.5,0,0,4,36,11,0
BS-1373,16,-0.86603,-0.5,6.0,0.0,1,0,1,39,16,1
BS-1374,13,-0.25882,-0.96593,25.3,0.0,0,0,13,27,24,0
BS-1375,1,0.25882,0.96593,3.6,0.0,1,1,33,7,8,0
BS-1376,5,0.96593,0.25882,5.9,0.0,0,0,10,30,6,0
BS-1377,20,-0.86603,0.5,6.7,0.0,1,0,9,31,8,0
BS-1378,4,0.86603,0.5,4.4,0.0,1,1,12,28,7,0
BS-1379,21,-0.70711,0.70711,22.0,0.0,1,0,7,33,10,0
BS-1380,0,0.0,1.0,21.1,1.8,1,0,27,13,4,0
BS-1381,6,1.0,0.0,25.7,0.0,1,1,15,25,20,0
BS-1382,0,0.0,1.0,22.5,0.0,1,1,14,26,17,0
BS-1383,6,1.0,0.0,17.5,0.0,0,0,12,28,15,0
BS-1384,5,0.96593,0.25882,6.8,3.6,1,0,10,30,1,0
BS-1385,5,0.96593,0.25882,21.9,0.6,0,0,8,32,14,1
BS-1386,6,1.0,0.0,3.6,0.0,0,0,4,36,15,1
BS-1387,0,0.0,1.0,25.1,0.0,0,0,29,11,14,0
BS-1388,21,-0.70711,0.70711,15.1,0.0,1,1,13,27,16,0
BS-1389,3,0.70711,0.70711,19.0,0.0,0,0,12,28,6,0
BS-1390,11,0.25882,-0.96593,17.6,2.0,0,1,22,18,17,0
BS-1391,7,0.96593,-0.25882,9.0,0.0,0,0,21,19,19,0
BS-1392,23,-0.25882,0.96593,19.2,0.0,1,0,12,28,7,0
BS-1393,17,-0.96593,-0.25882,13.5,0.0,0,0,5,35,36,1
BS-1394,0,0.0,1.0,6.1,0.0,0,0,14,26,5,0
BS-1395,4,0.86603,0.5,21.9,0.0,1,0,10,30,12,1
BS-1396,7,0.96593,-0.25882,5.2,0.0,0,0,3,37,27,1
BS-1397,11,0.25882,-0.96593,15.3,3.0,1,0,34,6,11,0
BS-1398,6,1.0,0.0,16.0,0.0,1,0,26,14,10,0
BS-1399,15,-0.70711,-0.70711,3.8,0.0,0,0,2,38,24,1
BS-1400,14,-0.5,-0.86603,25.3,0.0,0,1,11,29,27,1
BS-1401,5,0.96593,0.25882,0.1,0.0,0,0,11,29,8,0
BS-1402,22,-0.5,0.86603,2.7,0.0,0,0,9,31,6,0
BS-1403,0,0.0,1.0,17.1,6.2,1,0,10,30,0,0
BS-1404,23,-0.25882,0.96593,12.2,0.0,1,0,16,24,8,0
BS-1405,6,1.0,0.0,15.8,0.0,1,0,15,25,18,0
BS-1406,7,0.96593,-0.25882,4.3,2.6,0,0,16,24,13,0
BS-1407,1,0.25882,0.96593,6.9,0.0,0,0,15,25,4,0
BS-1408,22,-0.5,0.86603,12.3,0.0,1,0,18,22,6,0
BS-1409,0,0.0,1.0,22.4,0.0,0,0,31,9,9,0
BS-1410,4,0.86603,0.5,16.0,0.0,0,0,9,31,6,0
BS-1411,8,0.86603,-0.5,5.9,0.0,1,0,19,21,25,0
BS-1412,10,0.5,-0.86603,22.6,0.0,1,0,15,25,18,0
BS-1413,18,-1.0,-0.0,8.9,0.0,1,0,14,26,12,0
BS-1414,23,-0.25882,0.96593,23.8,0.0,1,0,14,26,15,0
BS-1415,9,0.70711,-0.70711,10.1,0.0,1,0,26,14,12,0
BS-1416,3,0.70711,0.70711,24.4,0.0,1,0,6,34,16,1
BS-1417,23,-0.25882,0.96593,16.9,0.0,0,0,16,24,3,0
BS-1418,2,0.5,0.86603,21.2,0.0,1,0,29,11,8,0
BS-1419,15,-0.70711,-0.70711,20.6,0.0,0,0,19,21,32,1
BS-1420,7,0.96593,-0.25882,19.2,1.1,0,1,17,23,29,0
BS-1421,6,1.0,0.0,10.7,0.6,0,0,8,32,10,0
BS-1422,23,-0.25882,0.96593,-0.0,0.0,0,0,2,38,5,0
BS-1423,1,0.25882,0.96593,5.9,0.0,1,0,12,28,1,0
BS-1424,19,-0.96593,0.25882,19.9,0.0,0,0,15,25,24,0
BS-1425,23,-0.25882,0.96593,13.4,2.0,0,0,25,15,2,0
BS-1426,23,-0.25882,0.96593,9.5,0.0,1,0,28,12,3,0
BS-1427,14,-0.5,-0.86603,18.4,7.7,1,0,19,21,2,0
BS-1428,7,0.96593,-0.25882,25.3,0.0,0,0,19,21,22,0
BS-1429,21,-0.70711,0.70711,17.5,0.0,1,0,1,39,14,1
BS-1430,18,-1.0,-0.0,24.6,0.0,1,0,12,28,21,0
BS-1431,21,-0.70711,0.70711,2.2,0.0,0,0,10,30,10,0
BS-1432,16,-0.86603,-0.5,16.8,0.0,1,0,10,30,32,1
BS-1433,13,-0.25882,-0.96593,1.8,0.0,0,0,8,32,15,0
BS-1434,19,-0.96593,0.25882,8.7,0.0,1,0,4,36,14,1
BS-1435,8,0.86603,-0.5,10.9,0.0,0,0,23,17,24,0
BS-1436,8,0.86603,-0.5,23.1,0.0,0,0,25,15,30,0
BS-1437,17,-0.96593,-0.25882,3.1,0.0,0,0,20,20,37,1
BS-1438,12,0.0,-1.0,16.9,3.6,0,0,1,39,5,1
BS-1439,23,-0.25882,0.96593,12.3,3.6,1,0,25,15,1,0
BS-1440,1,0.25882,0.96593,24.0,0.0,0,0,5,35,8,1
BS-1441,13,-0.25882,-0.96593,20.2,0.0,0,0,10,30,15,0
BS-1442,22,-0.5,0.86603,10.2,0.0,0,0,23,17,5,0
BS-1443,15,-0.70711,-0.70711,20.8,0.0,0,0,13,27,25,1
BS-1444,21,-0.70711,0.70711,22.0,1.3,0,0,17,23,12,0
BS-1445,6,1.0,0.0,13.6,0.0,0,0,8,32,15,1
BS-1446,6,1.0,0.0,17.9,0.7,1,0,14,26,14,0
BS-1447,6,1.0,0.0,24.9,0.0,0,0,10,30,24,1
BS-1448,6,1.0,0.0,24.0,0.0,1,0,9,31,16,0
BS-1449,6,1.0,0.0,24.4,0.0,0,1,1,39,25,1
BS-1450,19,-0.96593,0.25882,15.6,0.0,0,0,32,8,21,0
BS-1451,16,-0.86603,-0.5,12.0,0.0,1,0,16,24,23,0
