sheet_id,production_line,coating_g_m2,split
CS-2619,line_A,52.569,train
CS-2620,line_B,57.592,test
CS-2621,line_A,44.112,train
CS-2622,line_A,40.123,test
CS-2623,line_A,43.969,train
CS-2624,line_B,57.139,train
CS-2625,line_A,43.492,test
CS-2626,line_A,44.278,train
CS-2627,line_B,65.875,test
CS-2628,line_A,52.678,train
CS-2629,line_B,52.384,train
CS-2630,line_A,52.521,train
CS-2631,line_A,42.319,train
CS-2632,line_A,49.354,test
CS-2633,line_A,43.887,train
CS-2634,line_B,58.667,train
CS-2635,line_A,45.955,train
CS-2636,line_B,64.891,train
CS-2637,line_B,63.963,train
CS-2638,line_A,54.038,train
CS-2639,line_B,46.607,test
CS-2640,line_B,61.688,train
CS-2641,line_A,44.43,test
CS-2642,line_A,51.148,train
CS-2643,line_A,48.031,train
CS-2644,line_B,57.176,train
CS-2645,line_A,43.951,train
CS-2646,line_A,54.161,test
CS-2647,line_B,62.307,test
CS-2648,line_B,62.215,train
CS-2649,line_A,49.336,train
CS-2650,line_A,51.158,train
CS-2651,line_A,45.542,test
CS-2652,line_B,65.24,train
CS-2653,line_A,54.516,train
CS-2654,line_B,59.3,train
CS-2655,line_A,48.832,train
CS-2656,line_B,56.461,train
CS-2657,line_A,40.409,train
CS-2658,line_A,53.15,train
CS-2659,line_B,58.031,test
CS-2660,line_B,57.728,train
CS-2661,line_A,52.549,train
CS-2662,line_A,48.612,train
CS-2663,line_A,48.968,train
CS-2664,line_A,48.159,test
CS-2665,line_B,48.454,train
CS-2666,line_A,51.405,train
CS-2667,line_A,58.494,train
CS-2668,line_A,43.13,test
CS-2669,line_B,65.271,train
CS-2670,line_A,46.29,train
CS-2671,line_B,55.263,train
CS-2672,line_A,41.916,train
CS-2673,line_B,65.875,test
CS-2674,line_A,46.304,train
CS-2675,line_A,56.263,train
CS-2676,line_A,59.454,train
CS-2677,line_A,53.033,train
CS-2678,line_A,44.735,train
CS-2679,line_A,48.543,train
CS-2680,line_A,44.261,train
CS-2681,line_A,59.316,train
CS-2682,line_A,45.391,train
CS-2683,line_A,52.596,train
CS-2684,line_A,47.861,train
CS-2685,line_A,52.116,train
CS-2686,line_A,49.214,train
CS-2687,line_B,60.764,train
CS-2688,line_A,36.137,test
CS-2689,line_A,52.766,train
CS-2690,line_A,37.816,train
CS-2691,line_A,49.338,train
CS-2692,line_A,43.498,train
CS-2693,line_B,55.359,train
CS-2694,line_A,43.204,train
CS-2695,line_A,41.191,train
CS-2696,line_A,51.061,test
CS-2697,line_A,49.073,train
CS-2698,line_A,58.69,train
CS-2699,line_B,66.178,train
CS-2700,line_A,41.777,train
CS-2701,line_A,53.48,train
CS-2702,line_A,44.307,train
CS-2703,line_A,42.884,train
CS-2704,line_A,50.786,train
CS-2705,line_A,48.807,test
CS-2706,line_B,52.744,test
CS-2707,line_B,60.533,train
CS-2708,line_A,45.296,train
CS-2709,line_A,51.38,test
CS-2710,line_B,60.972,train
CS-2711,line_A,48.058,train
CS-2712,line_A,41.581,train
CS-2713,line_B,57.329,train
CS-2714,line_B,56.971,train
CS-2715,line_B,52.96,test
CS-2716,line_A,42.656,train
CS-2717,line_B,58.46,train
CS-2718,line_B,59.842,test
CS-2719,line_A,52.315,train
CS-2720,line_A,38.644,train
CS-2721,line_A,47.824,test
CS-2722,line_B,56.471,train
CS-2723,line_A,44.106,train
CS-2724,line_A,49.781,train
CS-2725,line_B,59.484,test
CS-2726,line_B,61.598,test
CS-2727,line_B,57.084,train
CS-2728,line_B,54.098,train
CS-2729,line_B,55.863,train
CS-2730,line_A,45.159,test
CS-2731,line_A,53.329,train
CS-2732,line_A,38.963,train
CS-2733,line_A,49.667,test
CS-2734,line_A,54.516,train
CS-2735,line_A,44.775,train
CS-2736,line_A,55.082,train
CS-2737,line_A,49.562,train
CS-2738,line_B,60.104,train
CS-2739,line_B,67.297,train
CS-2740,line_A,49.887,train
CS-2741,line_A,35.466,train
CS-2742,line_A,42.306,train
CS-2743,line_A,36.004,train
CS-2744,line_A,48.048,train
CS-2745,line_A,49.479,train
CS-2746,line_B,52.855,train
CS-2747,line_B,62.647,train
CS-2748,line_B,49.794,test
CS-2749,line_A,44.437,train
CS-2750,line_A,48.234,train
CS-2751,line_B,61.048,train
CS-2752,line_B,57.226,train
CS-2753,line_B,52.868,train
CS-2754,line_A,55.988,train
CS-2755,line_B,47.888,train
CS-2756,line_A,45.695,train
CS-2757,line_B,51.444,train
CS-2758,line_B,54.512,test
CS-2759,line_B,59.505,train
CS-2760,line_B,57.657,train
CS-2761,line_A,46.266,train
CS-2762,line_B,48.782,test
CS-2763,line_B,51.166,test
CS-2764,line_A,50.03,train
CS-2765,line_A,49.369,test
CS-2766,line_A,45.069,train
CS-2767,line_A,58.636,test
CS-2768,line_B,56.11,test
CS-2769,line_B,47.441,train
CS-2770,line_A,53.252,train
CS-2771,line_A,47.739,train
CS-2772,line_A,43.184,train
CS-2773,line_B,53.534,test
CS-2774,line_B,52.677,train
CS-2775,line_A,44.605,test
CS-2776,line_B,57.284,train
CS-2777,line_A,61.612,train
CS-2778,line_B,59.964,test
CS-2779,line_A,51.551,test
CS-2780,line_A,47.548,train
CS-2781,line_B,59.535,test
CS-2782,line_A,51.617,train
CS-2783,line_B,46.049,train
CS-2784,line_B,58.901,train
CS-2785,line_A,46.02,test
CS-2786,line_A,49.644,train
CS-2787,line_B,61.915,train
CS-2788,line_B,57.515,train
CS-2789,line_A,40.335,train
CS-2790,line_A,48.862,test
CS-2791,line_B,54.627,test
CS-2792,line_A,54.332,train
CS-2793,line_B,53.594,test
CS-2794,line_A,47.255,train
CS-2795,line_A,50.463,train
CS-2796,line_A,42.749,test
CS-2797,line_A,45.539,train
CS-2798,line_A,42.317,train
CS-2799,line_A,44.306,train
CS-2800,line_A,49.221,train
CS-2801,line_A,52.972,train
CS-2802,line_A,45.907,train
CS-2803,line_A,44.801,train
CS-2804,line_B,59.012,train
CS-2805,line_A,44.225,train
CS-2806,line_A,53.651,train
CS-2807,line_B,63.451,train
CS-2808,line_B,51.264,train
CS-2809,line_B,52.163,train
CS-2810,line_B,65.799,train
CS-2811,line_A,42.171,test
CS-2812,line_B,57.923,train
CS-2813,line_A,41.98,train
CS-2814,line_A,48.338,train
CS-2815,line_A,45.807,train
CS-2816,line_B,61.778,train
CS-2817,line_A,49.247,train
CS-2818,line_A,56.603,train
CS-2819,line_A,51.029,train
CS-2820,line_A,40.539,test
CS-2821,line_A,47.231,test
CS-2822,line_B,53.422,test
CS-2823,line_B,54.552,test
CS-2824,line_A,48.537,train
CS-2825,line_B,52.791,train
CS-2826,line_B,58.041,train
CS-2827,line_A,44.811,train
CS-2828,line_B,57.167,test
CS-2829,line_A,51.393,train
CS-2830,line_A,53.536,train
CS-2831,line_A,55.254,train
CS-2832,line_A,52.077,test
CS-2833,line_B,58.458,train
CS-2834,line_A,46.863,train
CS-2835,line_B,49.092,train
CS-2836,line_A,46.635,train
CS-2837,line_B,57.696,train
CS-2838,line_A,42.909,train
CS-2839,line_B,55.485,test
CS-2840,line_B,65.559,train
CS-2841,line_A,35.443,train
CS-2842,line_A,54.762,train
CS-2843,line_A,42.999,test
CS-2844,line_B,53.2,train
CS-2845,line_A,40.373,train
CS-2846,line_A,36.808,train
CS-2847,line_A,45.05,train
CS-2848,line_B,59.269,train
CS-2849,line_A,49.338,train
CS-2850,line_A,50.887,train
CS-2851,line_A,40.637,test
CS-2852,line_B,54.001,test
CS-2853,line_A,59.491,test
CS-2854,line_B,66.128,train
CS-2855,line_B,64.074,train
CS-2856,line_B,57.79,train
CS-2857,line_A,43.983,train
CS-2858,line_A,47.156,train
CS-2859,line_B,56.55,train
CS-2860,line_B,71.932,train
CS-2861,line_A,46.646,train
CS-2862,line_B,64.558,train
CS-2863,line_A,44.686,train
CS-2864,line_A,54.961,test
CS-2865,line_A,43.529,train
CS-2866,line_A,43.261,test
CS-2867,line_A,45.35,train
CS-2868,line_B,45.61,train
CS-2869,line_A,58.051,train
CS-2870,line_B,58.277,train
CS-2871,line_A,43.383,test
CS-2872,line_B,69.842,test
CS-2873,line_A,38.16,train
CS-2874,line_B,63.803,train
CS-2875,line_B,59.468,train
CS-2876,line_B,63.283,test
CS-2877,line_A,52.199,test
CS-2878,line_A,49.401,train
CS-2879,line_A,54.529,train
CS-2880,line_A,45.114,train
CS-2881,line_A,47.55,test
CS-2882,line_A,52.07,train
CS-2883,line_A,47.945,test
CS-2884,line_A,60.474,train
CS-2885,line_A,45.817,train
CS-2886,line_A,53.245,train
CS-2887,line_A,33.832,train
CS-2888,line_A,50.707,train
CS-2889,line_A,47.175,train
CS-2890,line_A,45.503,test
CS-2891,line_A,47.257,train
CS-2892,line_B,71.17,train
CS-2893,line_B,47.702,train
CS-2894,line_B,66.467,test
CS-2895,line_A,45.812,train
CS-2896,line_B,66.918,test
CS-2897,line_A,47.305,train
CS-2898,line_B,63.364,train
CS-2899,line_B,60.183,train
CS-2900,line_B,52.607,train
CS-2901,line_A,55.435,train
CS-2902,line_B,53.341,test
CS-2903,line_B,59.083,train
CS-2904,line_B,62.117,train
CS-2905,line_A,47.693,train
CS-2906,line_A,38.291,train
CS-2907,line_A,45.516,train
CS-2908,line_B,63.828,train
CS-2909,line_B,60.95,train
CS-2910,line_B,53.642,train
CS-2911,line_B,51.922,train
CS-2912,line_A,46.78,train
CS-2913,line_A,44.612,train
CS-2914,line_A,46.326,train
CS-2915,line_B,62.143,train
CS-2916,line_A,46.07,train
CS-2917,line_A,48.764,train
CS-2918,line_A,55.619,train
CS-2919,line_B,56.044,train
CS-2920,line_B,64.311,train
CS-2921,line_B,63.259,train
CS-2922,line_A,42.298,train
CS-2923,line_A,36.068,train
CS-2924,line_B,59.952,test
CS-2925,line_B,63.231,train
CS-2926,line_B,59.913,train
CS-2927,line_B,63.102,train
CS-2928,line_A,50.382,train
CS-2929,line_A,54.741,train
CS-2930,line_B,55.668,train
CS-2931,line_B,59.263,test
CS-2932,line_A,43.836,test
CS-2933,line_A,44.01,train
CS-2934,line_A,49.332,train
CS-2935,line_B,56.828,test
CS-2936,line_A,42.067,train
CS-2937,line_A,49.351,train
CS-2938,line_B,61.817,train
CS-2939,line_A,42.165,train
CS-2940,line_A,49.128,test
CS-2941,line_A,49.077,test
CS-2942,line_A,44.819,train
CS-2943,line_B,58.423,train
CS-2944,line_A,44.012,test
CS-2945,line_A,47.989,train
CS-2946,line_A,41.856,train
CS-2947,line_A,59.088,train
CS-2948,line_B,62.741,test
CS-2949,line_B,55.189,train
CS-2950,line_A,47.786,train
CS-2951,line_A,47.79,train
CS-2952,line_A,46.989,train
CS-2953,line_B,69.729,train
CS-2954,line_A,40.635,train
CS-2955,line_A,49.036,train
CS-2956,line_A,47.087,train
CS-2957,line_A,51.886,train
CS-2958,line_A,60.731,train
CS-2959,line_A,50.404,test
CS-2960,line_A,47.51,train
CS-2961,line_A,36.684,train
CS-2962,line_A,45.241,train
CS-2963,line_A,51.742,train
CS-2964,line_A,41.219,train
CS-2965,line_A,42.064,train
CS-2966,line_A,51.954,train
CS-2967,line_A,51.571,train
CS-2968,line_B,66.36,train
CS-2969,line_A,65.951,train
CS-2970,line_A,47.909,test
CS-2971,line_A,42.906,train
CS-2972,line_A,49.309,test
CS-2973,line_A,56.978,train
CS-2974,line_B,63.708,test
CS-2975,line_A,44.944,train
CS-2976,line_B,50.803,test
CS-2977,line_B,59.452,test
CS-2978,line_A,43.907,train
CS-2979,line_A,54.066,train
CS-2980,line_A,52.318,train
CS-2981,line_B,62.318,test
CS-2982,line_B,54.764,test
CS-2983,line_A,52.743,train
CS-2984,line_A,56.297,train
CS-2985,line_A,54.188,train
CS-2986,line_A,43.134,train
CS-2987,line_B,54.396,test
CS-2988,line_A,47.633,train
CS-2989,line_B,58.745,train
CS-2990,line_B,55.014,train
CS-2991,line_A,45.188,test
CS-2992,line_A,61.476,train
CS-2993,line_A,46.485,train
CS-2994,line_B,59.29,train
CS-2995,line_B,48.875,test
CS-2996,line_B,57.364,train
CS-2997,line_A,53.37,train
CS-2998,line_A,43.446,test
CS-2999,line_B,48.934,test
CS-3000,line_A,50.405,train
CS-3001,line_A,44.51,train
CS-3002,line_B,65.551,test
CS-3003,line_B,57.014,test
CS-3004,line_B,69.633,train
CS-3005,line_B,58.53,train
CS-3006,line_A,52.107,train
CS-3007,line_B,62.525,train
CS-3008,line_A,47.009,train
CS-3009,line_A,50.616,test
CS-3010,line_A,47.316,train
CS-3011,line_A,52.402,train
CS-3012,line_B,62.86,test
CS-3013,line_A,47.6,test
CS-3014,line_A,49.844,train
CS-3015,line_B,56.067,train
CS-3016,line_B,58.235,train
CS-3017,line_A,49.32,test
CS-3018,line_A,49.715,train
CS-3019,line_A,46.707,train
CS-3020,line_A,41.305,train
CS-3021,line_B,55.291,train
CS-3022,line_A,35.179,train
CS-3023,line_A,40.667,train
CS-3024,line_B,50.706,train
CS-3025,line_A,30.475,train
CS-3026,line_A,48.738,train
CS-3027,line_B,50.736,train
CS-3028,line_B,61.124,train
CS-3029,line_A,53.245,train
CS-3030,line_B,53.187,train
CS-3031,line_A,47.58,train
CS-3032,line_A,49.374,train
CS-3033,line_A,50.833,train
CS-3034,line_A,50.792,test
CS-3035,line_A,51.047,train
CS-3036,line_A,43.184,test
CS-3037,line_B,53.917,train
CS-3038,line_B,57.424,test
CS-3039,line_A,49.75,test
CS-3040,line_A,51.243,train
CS-3041,line_B,65.601,train
CS-3042,line_A,46.123,test
CS-3043,line_B,57.725,train
CS-3044,line_A,49.009,train
CS-3045,line_A,45.169,test
CS-3046,line_A,42.36,test
CS-3047,line_B,58.364,train
CS-3048,line_A,44.4,train
CS-3049,line_B,49.412,train
CS-3050,line_A,47.89,train
CS-3051,line_A,43.209,train
CS-3052,line_B,47.535,test
CS-3053,line_B,58.351,train
CS-3054,line_A,49.347,train
CS-3055,line_A,50.881,train
CS-3056,line_B,56.442,train
CS-3057,line_A,41.068,train
CS-3058,line_A,43.471,test
CS-3059,line_A,51.715,train
CS-3060,line_A,51.731,train
CS-3061,line_A,46.412,test
CS-3062,line_A,53.57,train
CS-3063,line_A,49.029,test
CS-3064,line_A,48.684,train
CS-3065,line_B,60.698,train
CS-3066,line_B,49.959,train
CS-3067,line_A,49.27,train
CS-3068,line_A,51.818,test
CS-3069,line_A,48.769,test
CS-3070,line_A,55.167,train
CS-3071,line_A,55.455,test
CS-3072,line_A,49.104,train
CS-3073,line_A,47.237,train
CS-3074,line_A,44.676,train
CS-3075,line_A,38.062,train
CS-3076,line_B,55.647,train
CS-3077,line_B,59.021,train
CS-3078,line_A,58.459,train
CS-3079,line_B,58.268,test
CS-3080,line_A,43.33,train
CS-3081,line_A,48.73,train
CS-3082,line_A,52.43,train
CS-3083,line_A,49.282,train
CS-3084,line_B,60.699,test
CS-3085,line_A,49.453,test
CS-3086,line_A,50.318,train
CS-3087,line_A,39.549,test
CS-3088,line_B,44.232,test
CS-3089,line_A,47.96,train
CS-3090,line_A,36.632,test
CS-3091,line_B,57.477,train
CS-3092,line_B,53.225,train
CS-3093,line_B,57.45,train
CS-3094,line_A,45.562,train
CS-3095,line_B,45.704,train
CS-3096,line_B,54.173,test
CS-3097,line_A,45.458,train
CS-3098,line_B,56.248,train
CS-3099,line_B,61.746,train
CS-3100,line_A,46.551,train
CS-3101,line_B,67.351,train
CS-3102,line_B,52.114,train
CS-3103,line_A,47.107,train
CS-3104,line_B,63.178,train
CS-3105,line_A,55.663,train
CS-3106,line_A,44.118,train
CS-3107,line_B,53.69,test
CS-3108,line_A,49.359,test
CS-3109,line_B,64.864,train
CS-3110,line_B,65.091,test
CS-3111,line_A,55.513,test
CS-3112,line_B,59.236,train
CS-3113,line_B,59.779,train
CS-3114,line_A,50.421,test
CS-3115,line_A,41.282,test
CS-3116,line_B,49.994,train
CS-3117,line_A,58.648,train
CS-3118,line_B,63.716,train
CS-3119,line_B,53.533,train
CS-3120,line_B,57.097,train
CS-3121,line_A,50.897,train
CS-3122,line_A,39.175,train
CS-3123,line_B,58.968,train
CS-3124,line_A,45.113,train
CS-3125,line_B,65.241,train
CS-3126,line_A,57.649,train
CS-3127,line_A,44.601,train
CS-3128,line_A,44.534,train
CS-3129,line_A,49.389,train
CS-3130,line_B,48.212,train
CS-3131,line_B,46.567,train
CS-3132,line_A,48.81,test
CS-3133,line_A,48.188,train
CS-3134,line_B,60.931,test
CS-3135,line_A,41.829,test
CS-3136,line_A,48.165,test
CS-3137,line_A,41.325,test
CS-3138,line_A,61.561,train
CS-3139,line_B,51.446,test
CS-3140,line_B,56.576,train
CS-3141,line_A,46.813,train
CS-3142,line_B,55.66,train
CS-3143,line_A,52.537,train
CS-3144,line_A,46.325,test
CS-3145,line_B,62.701,train
CS-3146,line_B,55.586,train
CS-3147,line_A,47.464,train
CS-3148,line_A,46.6,train
CS-3149,line_A,38.956,train
CS-3150,line_A,54.144,train
CS-3151,line_B,62.454,test
CS-3152,line_B,62.267,train
CS-3153,line_A,51.4,train
CS-3154,line_B,58.198,train
CS-3155,line_A,46.505,test
CS-3156,line_A,55.334,train
CS-3157,line_A,49.972,train
CS-3158,line_A,47.495,train
CS-3159,line_A,43.752,train
CS-3160,line_A,50.416,train
CS-3161,line_B,70.115,train
CS-3162,line_A,54.535,train
CS-3163,line_A,47.892,train
CS-3164,line_A,40.033,train
CS-3165,line_A,50.573,train
CS-3166,line_A,47.622,train
CS-3167,line_A,53.688,train
CS-3168,line_A,45.799,train
CS-3169,line_A,50.86,train
CS-3170,line_B,59.74,train
CS-3171,line_A,38.716,train
CS-3172,line_A,49.134,train
CS-3173,line_B,56.25,test
CS-3174,line_B,62.585,train
CS-3175,line_A,53.391,train
CS-3176,line_B,54.257,train
CS-3177,line_A,41.295,test
CS-3178,line_A,44.356,train
CS-3179,line_A,44.675,train
CS-3180,line_B,62.059,train
CS-3181,line_B,52.005,train
CS-3182,line_A,45.245,train
CS-3183,line_B,46.845,train
CS-3184,line_B,54.099,train
CS-3185,line_A,39.435,test
CS-3186,line_B,54.987,train
CS-3187,line_A,43.681,train
CS-3188,line_B,58.478,train
CS-3189,line_A,52.46,test
CS-3190,line_B,63.466,test
CS-3191,line_A,47.517,train
CS-3192,line_B,58.14,test
CS-3193,line_A,50.536,train
CS-3194,line_A,50.093,test
CS-3195,line_A,56.037,train
CS-3196,line_B,56.316,train
CS-3197,line_A,58.052,test
CS-3198,line_B,61.776,test
CS-3199,line_A,43.92,test
CS-3200,line_A,50.272,test
CS-3201,line_B,45.94,train
CS-3202,line_A,50.195,train
CS-3203,line_A,58.427,train
CS-3204,line_A,38.631,test
CS-3205,line_B,58.212,test
CS-3206,line_B,64.448,train
CS-3207,line_B,55.249,train
CS-3208,line_A,38.35,train
CS-3209,line_A,48.392,train
CS-3210,line_A,50.644,test
CS-3211,line_B,56.077,train
CS-3212,line_A,50.022,train
CS-3213,line_B,57.226,train
CS-3214,line_A,51.995,train
CS-3215,line_A,49.887,test
CS-3216,line_A,50.002,train
CS-3217,line_B,64.922,train
CS-3218,line_A,49.018,test
CS-3219,line_A,50.776,train
CS-3220,line_A,52.083,train
CS-3221,line_B,53.55,train
CS-3222,line_B,52.625,train
CS-3223,line_A,45.672,train
CS-3224,line_A,55.786,train
CS-3225,line_A,51.736,test
CS-3226,line_A,48.898,train
CS-3227,line_A,49.506,train
CS-3228,line_B,74.108,train
CS-3229,line_A,42.413,train
CS-3230,line_A,50.479,train
CS-3231,line_A,51.453,train
CS-3232,line_A,42.368,test
CS-3233,line_B,61.209,train
CS-3234,line_A,51.897,test
CS-3235,line_A,53.886,train
CS-3236,line_A,42.938,train
CS-3237,line_A,44.386,train
CS-3238,line_B,58.9,test
CS-3239,line_B,60.699,test
CS-3240,line_B,51.691,train
CS-3241,line_B,54.74,train
CS-3242,line_A,55.829,train
CS-3243,line_A,45.885,test
CS-3244,line_A,45.31,test
CS-3245,line_A,49.777,test
CS-3246,line_A,55.503,train
CS-3247,line_A,49.472,test
CS-3248,line_B,54.129,train
CS-3249,line_A,47.092,test
CS-3250,line_A,55.889,train
CS-3251,line_A,57.636,test
CS-3252,line_B,51.194,train
CS-3253,line_B,61.191,train
CS-3254,line_B,55.582,test
CS-3255,line_B,56.703,train
CS-3256,line_A,46.052,train
CS-3257,line_A,43.294,train
CS-3258,line_A,49.464,test
CS-3259,line_A,46.113,train
CS-3260,line_A,53.857,test
CS-3261,line_A,45.652,train
CS-3262,line_B,58.435,test
CS-3263,line_A,48.463,train
CS-3264,line_A,47.796,train
CS-3265,line_B,47.862,train
CS-3266,line_A,50.417,train
CS-3267,line_A,54.34,train
CS-3268,line_A,41.193,train
CS-3269,line_A,54.019,train
CS-3270,line_B,59.433,train
CS-3271,line_A,46.45,train
CS-3272,line_B,66.611,test
CS-3273,line_A,54.446,train
CS-3274,line_B,64.076,train
CS-3275,line_B,51.841,train
CS-3276,line_A,48.757,train
CS-3277,line_A,49.173,train
CS-3278,line_A,58.262,train
CS-3279,line_A,46.324,train
CS-3280,line_A,52.473,train
CS-3281,line_A,44.032,train
CS-3282,line_A,41.265,train
CS-3283,line_B,50.143,train
CS-3284,line_A,49.469,train
CS-3285,line_A,47.084,train
CS-3286,line_A,44.968,train
CS-3287,line_A,54.539,train
CS-3288,line_A,43.525,test
CS-3289,line_B,59.059,train
CS-3290,line_A,48.022,test
CS-3291,line_A,54.504,train
CS-3292,line_A,50.769,train
CS-3293,line_A,37.273,train
CS-3294,line_A,57.765,train
CS-3295,line_A,43.593,test
CS-3296,line_A,52.042,train
CS-3297,line_B,62.83,test
CS-3298,line_B,53.057,test
CS-3299,line_A,47.495,test
CS-3300,line_A,59.183,train
CS-3301,line_B,61.284,train
CS-3302,line_B,64.868,test
CS-3303,line_B,59.917,train
CS-3304,line_A,42.54,train
CS-3305,line_B,55.797,train
CS-3306,line_A,46.038,train
CS-3307,line_A,53.797,train
CS-3308,line_A,53.778,train
CS-3309,line_A,44.72,train
CS-3310,line_A,50.146,train
CS-3311,line_A,37.633,test
CS-3312,line_A,49.558,test
CS-3313,line_B,62.649,train
CS-3314,line_A,40.561,train
CS-3315,line_A,43.554,train
CS-3316,line_B,61.025,test
CS-3317,line_A,51.471,train
CS-3318,line_A,61.241,train
CS-3319,line_B,49.341,train
CS-3320,line_B,58.05,test
CS-3321,line_A,52.504,test
CS-3322,line_A,40.072,train
CS-3323,line_B,58.918,train
CS-3324,line_A,57.034,test
CS-3325,line_B,51.243,test
CS-3326,line_A,44.204,test
CS-3327,line_A,51.039,train
CS-3328,line_A,45.904,test
CS-3329,line_A,45.157,train
CS-3330,line_A,51.828,train
CS-3331,line_B,64.691,test
CS-3332,line_A,44.133,train
CS-3333,line_A,49.327,train
CS-3334,line_A,39.356,train
CS-3335,line_A,44.814,train
CS-3336,line_B,59.642,train
CS-3337,line_B,58.06,test
CS-3338,line_B,52.883,test
CS-3339,line_B,59.107,train
CS-3340,line_B,61.087,test
CS-3341,line_A,46.052,train
CS-3342,line_B,58.06,train
CS-3343,line_B,59.582,train
CS-3344,line_A,52.453,test
CS-3345,line_A,45.196,test
CS-3346,line_B,65.506,train
CS-3347,line_B,50.006,train
CS-3348,line_B,58.363,train
CS-3349,line_A,48.735,test
CS-3350,line_B,49.604,test
CS-3351,line_B,58.148,train
CS-3352,line_A,45.893,train
CS-3353,line_B,59.817,test
CS-3354,line_B,62.179,train
CS-3355,line_B,52.643,test
CS-3356,line_B,62.679,train
CS-3357,line_B,52.423,train
CS-3358,line_B,57.714,train
CS-3359,line_A,48.379,test
CS-3360,line_A,45.94,test
CS-3361,line_A,44.439,train
CS-3362,line_B,59.585,train
CS-3363,line_B,58.886,test
CS-3364,line_B,57.906,test
CS-3365,line_A,47.742,train
CS-3366,line_A,42.208,test
CS-3367,line_B,60.025,test
CS-3368,line_B,56.147,train
CS-3369,line_A,51.098,train
CS-3370,line_A,45.442,train
CS-3371,line_A,49.402,train
CS-3372,line_B,71.025,train
CS-3373,line_A,43.873,train
CS-3374,line_A,50.403,test
CS-3375,line_B,51.476,train
CS-3376,line_B,57.262,train
CS-3377,line_B,49.416,test
CS-3378,line_B,48.151,train
CS-3379,line_A,50.914,train
CS-3380,line_A,38.279,test
CS-3381,line_B,60.857,train
CS-3382,line_B,57.95,train
CS-3383,line_B,59.885,train
CS-3384,line_B,57.114,train
CS-3385,line_A,52.193,train
CS-3386,line_A,44.381,train
CS-3387,line_A,35.279,train
CS-3388,line_A,54.615,train
CS-3389,line_A,41.693,train
CS-3390,line_B,61.971,train
CS-3391,line_B,56.588,test
CS-3392,line_B,56.08,train
CS-3393,line_A,50.335,test
CS-3394,line_B,53.049,train
CS-3395,line_A,41.44,train
CS-3396,line_B,56.797,train
CS-3397,line_A,51.125,train
CS-3398,line_B,61.345,train
CS-3399,line_A,45.095,train
CS-3400,line_A,51.478,test
CS-3401,line_B,57.446,train
CS-3402,line_B,60.272,train
CS-3403,line_A,42.926,train
CS-3404,line_A,57.282,test
CS-3405,line_A,45.053,train
CS-3406,line_A,50.261,test
CS-3407,line_A,51.291,test
CS-3408,line_A,55.188,train
CS-3409,line_A,47.255,test
CS-3410,line_A,46.403,train
CS-3411,line_B,57.838,train
CS-3412,line_A,46.845,train
CS-3413,line_A,46.357,train
CS-3414,line_A,52.18,train
CS-3415,line_A,45.489,train
CS-3416,line_A,58.051,train
CS-3417,line_B,68.718,train
CS-3418,line_B,57.604,train
CS-3419,line_B,63.901,train
CS-3420,line_A,43.714,train
CS-3421,line_B,60.345,train
CS-3422,line_A,42.205,test
CS-3423,line_A,45.63,test
CS-3424,line_A,47.0,train
CS-3425,line_A,55.735,test
CS-3426,line_A,45.252,test
CS-3427,line_A,52.89,test
CS-3428,line_B,60.023,test
CS-3429,line_B,62.222,train
CS-3430,line_B,62.747,train
CS-3431,line_A,39.706,train
CS-3432,line_A,52.474,train
CS-3433,line_B,59.1,train
CS-3434,line_A,48.318,train
CS-3435,line_B,66.228,test
CS-3436,line_A,42.292,train
CS-3437,line_B,57.473,train
CS-3438,line_B,56.307,train
CS-3439,line_A,53.833,train
CS-3440,line_A,49.861,train
CS-3441,line_A,42.085,train
CS-3442,line_B,58.347,train
CS-3443,line_A,39.396,train
CS-3444,line_B,59.246,test
CS-3445,line_B,60.876,test
CS-3446,line_A,41.286,train
CS-3447,line_A,50.737,test
CS-3448,line_A,49.786,test
CS-3449,line_A,48.564,train
CS-3450,line_A,56.568,test
CS-3451,line_A,57.455,train
CS-3452,line_A,46.833,train
CS-3453,line_A,42.277,train
CS-3454,line_B,61.804,train
CS-3455,line_A,45.789,train
CS-3456,line_A,45.227,test
CS-3457,line_B,53.36,train
CS-3458,line_B,55.008,train
CS-3459,line_A,52.817,train
CS-3460,line_B,63.845,train
CS-3461,line_B,59.982,train
CS-3462,line_A,48.137,test
CS-3463,line_A,46.393,train
CS-3464,line_A,53.298,train
CS-3465,line_A,53.366,train
CS-3466,line_A,51.225,test
CS-3467,line_A,56.469,train
CS-3468,line_A,50.617,train
CS-3469,line_B,49.54,train
CS-3470,line_B,65.685,train
CS-3471,line_A,54.767,test
CS-3472,line_B,54.847,test
CS-3473,line_A,35.537,test
CS-3474,line_A,46.518,train
CS-3475,line_A,44.752,train
CS-3476,line_A,39.31,train
CS-3477,line_A,41.378,train
CS-3478,line_A,50.817,test
CS-3479,line_A,52.598,train
CS-3480,line_A,49.006,test
CS-3481,line_B,62.721,train
CS-3482,line_A,55.785,train
CS-3483,line_A,48.501,train
CS-3484,line_B,63.63,test
CS-3485,line_A,47.084,train
CS-3486,line_B,54.466,test
CS-3487,line_A,45.773,train
CS-3488,line_A,43.062,train
CS-3489,line_A,41.441,train
CS-3490,line_A,52.852,train
CS-3491,line_A,48.422,test
