reading_id,outside_temp_c,hour,door_open_minutes,pallet_load_kg,humidity_pct,compressor_age_months,cooling_energy_kwh
CS-1436,24.6,18,6.2,511.7,48.1,34,52.95
CS-1437,6.1,19,5.9,,65.0,19,33.66
CS-1438,21.6,15,8.8,482.6,79.9,31,51.68
CS-1439,30.8,1,3.6,,61.8,106,63.66
CS-1440,27.0,18,3.5,1716.5,64.2,103,64.12
CS-1441,26.8,16,3.4,668.0,72.9,79,55.46
CS-1442,23.6,9,7.9,872.9,78.2,21,47.49
CS-1443,38.4,3,2.4,470.6,48.7,109,63.83
CS-1444,29.7,0,4.7,1044.3,68.1,71,61.35
CS-1445,25.7,19,1.4,143.2,60.3,82,59.28
CS-1446,30.6,17,14.7,819.0,54.9,15,60.06
CS-1447,25.8,5,2.7,652.6,59.2,95,58.57
CS-1448,36.2,12,5.7,765.5,71.3,94,74.9
CS-1449,17.4,0,5.2,99.5,47.4,71,42.91
CS-1450,25.0,4,4.3,1385.4,66.4,4,50.86
CS-1451,18.9,2,1.2,359.2,,89,43.82
CS-1452,22.8,4,5.8,777.3,59.4,118,61.65
CS-1453,24.6,9,5.2,923.6,48.1,90,61.66
CS-1454,9.3,2,2.7,104.9,68.8,40,28.87
CS-1455,21.7,23,4.8,966.3,66.2,78,61.63
CS-1456,8.2,9,,731.6,61.2,56,49.7
CS-1457,6.7,20,2.0,280.9,49.1,18,26.51
CS-1458,28.5,9,3.4,1665.3,,113,61.97
CS-1459,11.5,7,9.2,847.3,71.3,36,45.83
CS-1460,18.3,13,,766.9,69.1,71,60.5
CS-1461,17.0,14,8.1,667.8,69.5,9,46.67
CS-1462,30.9,7,5.8,,55.2,61,60.19
CS-1463,28.7,14,5.1,509.7,,79,59.17
CS-1464,6.1,21,11.9,185.6,64.9,17,38.74
CS-1465,27.3,2,3.7,1602.2,63.4,15,49.76
CS-1466,26.4,21,,1433.9,51.4,109,61.71
CS-1467,30.3,2,9.4,1518.8,62.9,53,59.88
CS-1468,28.7,14,,1469.5,65.6,97,81.9
CS-1469,31.7,18,0.4,402.2,78.7,61,64.75
CS-1470,25.6,8,6.4,544.7,57.9,56,53.99
CS-1471,24.8,5,,,33.9,11,53.33
CS-1472,23.7,2,4.2,,54.5,107,58.57
CS-1473,20.7,18,5.8,815.2,61.8,104,59.98
CS-1474,16.1,6,7.6,771.0,,41,43.73
CS-1475,31.7,12,15.3,1101.1,,22,69.91
CS-1476,10.5,12,8.2,1127.0,58.3,22,41.54
CS-1477,18.8,13,5.4,783.1,51.7,59,49.83
CS-1478,29.0,2,,561.5,,96,66.52
CS-1479,21.8,13,11.6,1326.1,85.1,50,62.17
CS-1480,17.2,1,7.7,653.4,69.5,79,50.38
CS-1481,17.2,12,5.8,266.3,53.4,95,52.4
CS-1482,31.0,4,,1131.1,51.7,67,71.08
CS-1483,18.7,10,7.8,598.9,55.1,114,56.13
CS-1484,31.6,17,2.0,919.4,62.0,44,58.51
CS-1485,33.5,20,5.4,583.9,48.8,5,55.55
CS-1486,18.8,12,13.9,1186.1,68.5,29,57.12
CS-1487,16.1,20,8.4,913.4,45.8,42,47.05
CS-1488,27.5,20,6.1,1985.0,46.1,44,52.38
CS-1489,19.1,12,4.6,580.6,61.2,42,49.45
CS-1490,22.0,10,3.9,481.2,,10,52.03
CS-1491,16.7,2,,629.0,81.5,107,56.17
CS-1492,20.9,12,6.9,1290.7,65.2,82,61.47
CS-1493,27.2,20,3.7,319.9,57.3,107,53.38
CS-1494,23.8,19,6.7,1556.8,,44,55.88
CS-1495,38.4,2,1.7,254.7,75.4,97,70.22
CS-1496,24.4,1,,1056.8,58.3,67,55.81
CS-1497,24.8,5,8.7,869.8,61.6,64,52.65
CS-1498,28.0,12,7.7,1117.8,45.4,44,62.39
CS-1499,11.4,14,,783.0,79.8,114,56.1
CS-1500,23.0,16,6.1,348.2,84.7,73,59.93
CS-1501,27.3,5,9.7,479.9,55.3,67,58.22
CS-1502,14.2,10,1.7,746.9,54.4,105,47.95
CS-1503,9.9,21,,771.0,66.4,107,51.75
CS-1504,39.6,3,1.6,612.6,,24,58.44
CS-1505,26.3,7,,86.8,57.8,41,57.62
CS-1506,22.9,6,,646.8,73.1,2,58.37
CS-1507,33.5,5,1.3,885.7,71.5,80,62.8
CS-1508,20.2,2,2.5,580.9,69.3,42,45.3
CS-1509,26.4,6,2.1,1282.1,66.0,12,48.14
CS-1510,23.7,12,12.3,511.5,66.2,70,62.21
CS-1511,14.6,15,4.1,571.9,73.0,31,40.13
CS-1512,25.8,21,6.3,313.2,68.7,19,54.07
CS-1513,23.5,9,,492.6,65.9,105,65.02
CS-1514,34.7,13,6.1,563.7,63.1,12,63.4
CS-1515,27.2,19,5.4,596.2,66.4,24,54.13
CS-1516,22.9,14,1.9,,51.3,60,52.88
CS-1517,20.0,0,8.9,1187.3,,42,51.41
CS-1518,19.9,2,7.2,626.3,,115,51.29
CS-1519,30.1,18,3.9,629.0,68.4,20,54.3
CS-1520,24.0,11,,440.1,56.8,78,67.01
CS-1521,37.5,10,3.8,246.9,44.1,52,61.48
CS-1522,9.9,2,0.2,567.9,53.2,89,31.56
CS-1523,31.8,12,4.2,1074.9,,97,64.92
CS-1524,26.4,15,3.8,159.6,,94,60.73
CS-1525,30.9,23,5.4,463.0,52.8,119,67.26
CS-1526,32.3,5,6.2,,60.5,98,63.5
CS-1527,25.9,8,5.6,,,44,60.02
CS-1528,26.1,8,7.2,,53.4,83,63.65
CS-1529,24.4,5,6.5,1798.5,51.8,20,50.96
CS-1530,25.4,3,,502.6,79.0,90,65.46
CS-1531,38.4,0,5.6,1456.4,55.3,95,70.16
CS-1532,27.7,18,5.0,82.9,70.2,95,63.88
CS-1533,18.9,1,3.6,1415.6,56.1,51,44.61
CS-1534,31.9,16,7.2,1224.5,58.3,110,71.64
CS-1535,22.7,15,1.6,571.0,42.3,76,51.31
CS-1536,27.8,15,3.1,675.7,44.4,41,54.03
CS-1537,15.9,0,7.2,116.0,63.5,53,44.6
CS-1538,26.1,23,7.3,510.9,,93,58.48
CS-1539,20.8,19,0.5,,72.3,113,59.32
CS-1540,17.0,16,5.5,853.7,51.8,94,51.38
CS-1541,40.7,11,2.7,1152.6,,72,65.8
CS-1542,19.6,17,,85.0,46.3,89,56.7
CS-1543,19.5,19,,770.8,66.8,66,57.43
CS-1544,21.9,6,0.7,829.2,46.8,64,44.44
CS-1545,26.0,19,3.2,1075.2,71.7,69,58.44
CS-1546,20.8,20,7.2,527.9,87.3,78,59.32
CS-1547,10.0,8,3.8,464.0,40.9,34,33.12
CS-1548,28.9,11,2.9,609.9,60.5,71,56.68
CS-1549,30.4,8,7.5,563.8,58.2,24,57.14
CS-1550,35.7,21,4.6,491.7,36.8,90,61.42
CS-1551,18.4,7,1.6,1554.9,52.8,69,51.76
CS-1552,27.1,9,4.8,460.6,60.5,10,48.85
CS-1553,31.8,23,2.1,645.4,66.4,8,53.66
CS-1554,32.5,12,13.1,136.7,59.9,70,69.89
CS-1555,18.1,2,,981.4,79.4,33,61.11
CS-1556,28.9,18,2.6,521.6,56.0,94,67.16
CS-1557,33.6,12,3.6,391.9,54.3,112,68.92
CS-1558,33.3,23,3.2,829.7,48.5,21,55.51
CS-1559,27.0,15,2.3,865.0,76.2,72,62.35
CS-1560,22.2,2,1.7,203.0,56.2,67,44.51
CS-1561,28.2,23,17.0,258.1,43.9,99,69.13
CS-1562,31.2,1,6.7,280.8,64.0,90,59.5
CS-1563,22.7,0,,1046.3,,29,51.22
CS-1564,18.3,4,2.9,1088.6,64.9,40,46.14
CS-1565,15.4,5,4.0,961.0,69.3,34,43.01
CS-1566,37.6,11,4.7,134.3,79.9,57,68.82
CS-1567,22.1,14,,1015.7,,107,68.32
CS-1568,19.4,6,9.5,1266.4,59.1,68,54.2
CS-1569,20.2,7,5.8,369.9,67.2,105,52.06
CS-1570,30.0,14,7.1,,44.8,101,64.23
CS-1571,28.4,14,5.1,633.9,55.2,34,53.17
CS-1572,23.9,5,3.8,190.0,57.9,65,53.49
CS-1573,13.3,15,2.0,642.1,54.5,92,49.85
CS-1574,21.0,19,6.7,728.0,73.3,65,59.6
CS-1575,29.2,19,5.4,576.7,58.3,95,60.95
CS-1576,15.0,4,5.4,717.0,55.1,42,37.77
CS-1577,24.5,22,3.3,749.2,34.0,18,47.98
CS-1578,17.4,5,4.1,234.7,57.5,68,45.92
CS-1579,33.6,23,3.6,655.0,56.8,106,60.79
CS-1580,35.2,5,3.4,491.2,66.0,44,58.91
CS-1581,24.6,4,11.2,915.9,49.2,72,58.94
CS-1582,20.1,15,5.0,275.9,68.5,47,48.09
CS-1583,22.8,2,6.6,567.8,49.4,80,53.08
CS-1584,14.9,17,1.7,510.6,52.0,51,39.78
CS-1585,24.6,18,,811.3,65.0,17,60.49
CS-1586,17.7,0,5.2,628.2,68.8,23,41.13
CS-1587,37.8,0,8.6,738.9,,107,72.79
CS-1588,18.8,13,11.4,,66.8,56,56.13
CS-1589,16.8,4,3.8,346.3,69.8,8,41.16
CS-1590,16.7,15,4.2,433.8,,39,47.65
CS-1591,29.2,18,,570.5,,107,79.23
CS-1592,32.2,3,10.8,341.7,71.4,20,63.24
CS-1593,27.3,18,3.4,311.9,53.6,79,60.95
CS-1594,23.7,0,4.8,696.9,46.1,53,49.5
CS-1595,12.2,0,6.4,865.6,57.3,91,41.13
CS-1596,27.0,19,4.5,864.2,47.6,4,49.19
CS-1597,23.0,8,2.4,223.6,43.2,13,47.76
CS-1598,17.8,2,1.9,,54.9,86,48.04
CS-1599,24.4,2,8.0,,45.6,40,50.93
CS-1600,15.0,14,10.1,693.8,,18,46.94
CS-1601,26.0,21,7.5,365.5,56.8,20,52.68
CS-1602,42.2,14,3.3,1119.7,53.4,102,74.33
CS-1603,21.9,23,5.5,1066.1,,31,45.86
CS-1604,18.9,5,2.6,,71.6,74,46.53
CS-1605,27.7,11,3.3,1612.8,66.5,97,64.49
CS-1606,14.9,5,2.5,731.4,81.5,44,44.7
CS-1607,24.5,12,,799.4,42.9,58,62.13
CS-1608,32.4,15,13.9,764.9,,5,64.09
CS-1609,8.4,16,6.3,513.1,56.9,103,42.78
CS-1610,16.1,1,1.3,610.4,56.5,33,35.1
CS-1611,24.1,19,2.1,392.0,59.6,32,51.48
CS-1612,20.6,13,0.9,190.2,78.4,18,46.67
CS-1613,15.9,23,15.4,651.7,58.3,85,55.62
CS-1614,33.9,2,4.7,328.3,73.9,13,57.26
CS-1615,27.3,5,,341.7,46.3,102,61.76
CS-1616,25.1,17,5.7,420.3,,85,58.14
CS-1617,29.4,17,7.9,299.4,54.1,107,70.26
CS-1618,22.4,2,10.5,913.5,70.7,71,57.07
CS-1619,18.6,14,7.7,421.1,38.9,85,54.36
CS-1620,29.5,12,7.4,1155.2,68.5,4,58.05
CS-1621,24.0,16,2.8,,53.6,109,58.49
CS-1622,34.3,0,6.6,1045.8,45.3,66,65.55
CS-1623,20.3,14,2.4,740.7,40.6,27,47.92
CS-1624,33.0,10,2.1,1259.7,58.3,84,68.35
CS-1625,19.8,19,3.0,466.6,54.6,118,49.44
CS-1626,22.0,10,8.9,244.7,58.6,102,59.52
CS-1627,17.2,5,5.0,,48.7,11,36.89
CS-1628,14.9,23,9.7,659.5,55.1,34,46.27
CS-1629,37.6,0,,710.5,,98,80.05
CS-1630,18.8,9,3.0,1003.9,73.7,93,54.77
CS-1631,30.0,21,2.7,639.7,,22,50.13
CS-1632,21.6,5,,303.9,54.0,77,57.87
CS-1633,30.0,18,6.2,774.0,54.2,41,58.72
CS-1634,29.0,7,,446.3,73.2,72,63.79
CS-1635,30.6,17,,222.6,72.7,74,71.6
CS-1636,26.7,19,5.0,484.2,63.2,111,57.6
CS-1637,31.2,12,2.7,678.8,78.0,52,62.03
CS-1638,35.2,14,8.1,1137.2,63.4,83,73.22
CS-1639,23.8,20,11.3,1405.8,52.9,19,52.44
CS-1640,33.7,4,6.8,679.1,,89,63.67
CS-1641,37.5,11,6.4,387.8,62.0,55,72.43
CS-1642,26.7,4,,493.4,61.3,106,58.81
CS-1643,31.2,20,3.6,40.0,87.3,16,57.24
CS-1644,24.1,21,8.2,759.5,58.6,64,54.59
CS-1645,29.9,16,8.5,,72.0,109,67.78
CS-1646,33.2,22,,999.3,,38,61.31
CS-1647,35.6,21,6.8,529.4,49.9,3,58.82
CS-1648,24.3,13,3.2,863.9,46.1,12,51.95
CS-1649,24.3,22,10.6,658.1,58.8,50,53.23
CS-1650,33.9,21,10.0,1613.7,66.9,74,70.19
CS-1651,31.1,16,10.6,471.1,61.0,101,68.3
CS-1652,17.6,7,1.9,508.3,61.2,25,46.8
CS-1653,33.5,15,9.0,1373.5,,35,64.42
CS-1654,18.0,4,7.7,1126.4,,4,42.24
CS-1655,39.3,9,,,64.4,75,86.69
CS-1656,24.6,16,2.7,226.9,45.6,65,50.91
CS-1657,31.5,13,,827.3,86.8,64,75.69
CS-1658,23.7,22,6.6,260.0,78.1,106,55.9
CS-1659,22.6,11,3.3,1056.6,73.2,24,54.1
CS-1660,22.6,3,3.9,615.5,76.8,106,53.47
CS-1661,30.8,10,2.4,355.7,62.4,71,64.15
CS-1662,20.0,4,4.8,633.3,47.3,57,43.53
CS-1663,29.5,1,8.5,246.2,56.5,105,63.41
CS-1664,29.2,0,,781.2,42.1,69,68.83
CS-1665,17.9,9,8.2,499.7,62.9,27,50.84
CS-1666,23.3,3,4.0,1318.4,71.5,44,48.91
CS-1667,25.5,7,8.0,410.5,78.1,64,55.41
CS-1668,40.5,19,,760.6,,72,81.01
CS-1669,29.8,8,5.2,,72.4,14,59.6
CS-1670,13.7,1,1.2,1211.5,54.8,65,37.73
CS-1671,38.1,19,3.1,,,56,65.87
CS-1672,25.0,13,1.3,1113.1,,46,55.23
CS-1673,27.2,7,4.6,,78.3,110,65.4
CS-1674,14.1,1,,592.0,66.2,51,51.87
CS-1675,35.6,21,6.8,,48.2,79,63.98
CS-1676,9.1,0,4.7,761.8,35.9,46,31.07
CS-1677,28.8,14,1.7,1306.6,,102,67.98
CS-1678,36.5,15,8.6,602.8,57.9,109,74.79
CS-1679,21.7,13,,1878.2,40.7,109,74.74
CS-1680,22.4,13,,1225.7,76.3,77,69.06
CS-1681,14.2,12,5.5,361.5,39.5,69,48.73
CS-1682,31.3,2,2.9,1010.1,65.1,22,53.46
CS-1683,13.5,2,1.8,822.4,58.0,44,37.39
CS-1684,34.7,6,,812.3,57.0,80,64.17
CS-1685,23.8,7,4.8,2208.2,,6,56.5
CS-1686,29.2,13,1.9,1220.4,53.5,44,57.83
CS-1687,19.6,4,2.6,852.8,39.1,93,46.41
CS-1688,20.4,18,7.2,1638.6,46.6,56,51.82
CS-1689,24.7,14,10.0,1548.4,72.3,90,60.77
CS-1690,15.5,21,2.7,698.5,63.9,68,44.67
CS-1691,28.3,20,2.3,271.9,71.2,4,46.48
CS-1692,29.4,20,1.8,817.6,64.0,63,58.0
CS-1693,21.8,3,8.5,880.1,52.2,98,56.79
CS-1694,20.0,6,6.6,707.7,70.2,34,48.57
CS-1695,33.1,7,3.7,646.6,68.2,37,58.47
CS-1696,15.4,17,6.8,1041.4,61.7,70,51.72
CS-1697,35.2,15,9.4,472.0,69.1,110,76.73
CS-1698,21.0,2,5.5,995.5,54.3,53,51.85
CS-1699,26.5,10,5.5,503.0,,67,59.08
CS-1700,36.2,16,7.3,300.7,54.5,48,64.9
CS-1701,22.6,9,,690.5,60.9,75,63.46
CS-1702,24.3,0,2.3,543.6,62.4,73,53.51
CS-1703,31.6,23,3.4,279.2,53.9,50,58.68
CS-1704,18.6,11,3.9,713.3,61.2,77,51.9
CS-1705,37.7,16,,554.5,48.1,115,82.54
CS-1706,15.5,0,1.1,385.2,,17,40.71
CS-1707,35.0,18,3.5,295.2,64.1,12,59.26
CS-1708,28.2,15,,791.4,45.1,72,68.53
CS-1709,16.4,12,,245.5,65.3,45,57.22
CS-1710,26.5,20,8.3,428.0,55.9,12,56.6
CS-1711,25.4,22,,504.3,59.5,57,62.51
CS-1712,21.0,1,8.0,452.3,59.6,56,49.93
CS-1713,21.3,0,9.8,752.6,49.8,25,43.82
CS-1714,34.5,11,2.7,281.0,83.4,86,70.5
CS-1715,27.4,5,1.2,956.1,36.6,12,46.54
CS-1716,25.4,23,7.0,1818.5,53.6,108,60.11
CS-1717,15.0,1,8.2,940.6,52.3,92,49.55
CS-1718,18.3,10,10.4,537.2,51.8,41,49.51
CS-1719,22.0,1,12.0,598.1,51.7,31,45.85
CS-1720,27.7,7,7.8,296.6,44.3,38,52.77
CS-1721,25.9,12,4.0,1042.9,40.8,104,65.42
CS-1722,20.2,18,6.7,418.4,,62,55.44
CS-1723,26.2,14,6.8,1212.2,79.2,111,64.93
CS-1724,31.4,21,3.1,522.1,53.7,5,50.41
CS-1725,20.1,23,,,73.6,74,57.33
CS-1726,25.7,11,,244.1,69.9,70,66.69
CS-1727,17.4,11,2.6,1026.7,68.0,4,39.68
CS-1728,23.0,1,5.9,175.2,45.2,113,47.94
CS-1729,17.3,15,4.2,705.4,65.7,30,48.27
CS-1730,25.7,20,,275.4,41.0,37,58.98
CS-1731,31.7,15,3.8,1467.5,50.4,34,61.54
CS-1732,13.2,20,0.7,473.4,,51,37.83
CS-1733,29.0,17,8.4,283.9,65.3,75,60.15
CS-1734,16.0,23,7.3,615.7,,6,37.68
CS-1735,17.1,11,6.2,1287.0,55.1,16,49.68
CS-1736,8.2,6,,953.3,56.4,92,47.94
CS-1737,28.6,8,3.6,784.2,52.9,81,55.82
CS-1738,8.6,13,2.0,475.4,,114,43.9
CS-1739,32.4,12,3.4,527.7,58.4,12,62.4
CS-1740,18.8,16,8.9,872.8,54.1,88,49.84
CS-1741,17.0,23,2.6,1374.5,92.0,66,45.93
CS-1742,32.2,14,,1336.7,62.3,68,74.7
CS-1743,8.4,7,9.4,608.0,,2,37.61
CS-1744,19.4,12,17.2,382.6,66.2,108,63.2
CS-1745,13.8,11,3.9,588.4,71.2,66,50.8
CS-1746,11.6,23,4.9,529.6,,96,47.09
CS-1747,39.4,17,8.6,905.2,60.1,31,67.59
CS-1748,24.6,14,11.2,654.2,66.4,109,69.4
CS-1749,23.8,11,,822.7,66.3,95,69.51
CS-1750,32.4,10,5.9,614.0,54.7,38,64.1
CS-1751,32.7,8,5.9,924.9,46.8,109,66.03
CS-1752,32.4,22,19.5,959.4,70.5,68,72.03
CS-1753,33.6,15,1.6,,,73,65.97
CS-1754,28.7,18,4.1,1033.1,55.8,19,55.44
CS-1755,29.5,1,,244.0,67.5,37,68.63
CS-1756,10.3,22,8.2,409.6,66.2,93,42.04
CS-1757,18.1,20,4.2,,78.0,108,56.52
CS-1758,24.2,23,2.9,785.7,49.0,97,51.55
CS-1759,18.1,2,17.8,656.8,61.3,76,53.59
CS-1760,31.1,18,,264.9,52.3,56,67.61
CS-1761,27.8,2,4.3,369.9,51.4,110,57.4
CS-1762,29.9,21,5.0,365.0,61.1,75,55.82
CS-1763,14.2,20,10.2,280.3,63.8,52,48.27
CS-1764,24.8,22,3.3,,67.2,54,48.2
CS-1765,32.5,20,9.5,816.1,47.3,100,68.52
CS-1766,23.8,17,,452.3,61.3,20,55.88
CS-1767,26.8,7,6.6,,59.2,75,50.73
CS-1768,18.9,11,,296.1,68.0,105,64.91
CS-1769,13.3,6,5.4,442.5,52.6,109,45.93
CS-1770,23.5,23,3.9,454.5,65.5,12,43.21
CS-1771,30.9,5,1.5,875.6,56.3,60,51.06
CS-1772,7.0,4,4.5,1368.1,50.6,47,36.32
CS-1773,15.3,2,8.7,,81.8,101,54.49
CS-1774,22.7,17,13.8,412.4,50.5,57,60.72
CS-1775,17.4,0,8.2,805.1,53.8,106,53.08
CS-1776,30.6,21,8.2,457.9,58.9,120,71.07
CS-1777,11.9,14,8.2,636.3,64.6,100,54.2
CS-1778,26.4,4,4.2,1367.1,36.3,41,50.89
CS-1779,12.0,6,10.4,447.9,75.4,74,46.89
CS-1780,28.4,15,4.9,,53.6,97,65.11
CS-1781,30.0,23,1.1,1040.2,68.7,34,49.36
CS-1782,24.7,2,,2086.7,53.4,68,65.01
CS-1783,24.8,22,9.4,1058.4,,80,58.56
CS-1784,25.5,18,2.2,1181.6,60.8,31,56.78
CS-1785,18.6,15,7.2,848.0,56.3,18,48.68
CS-1786,25.7,5,12.4,567.3,56.8,101,63.43
CS-1787,31.0,2,,347.0,57.6,39,67.35
CS-1788,26.8,16,0.6,958.3,67.7,24,53.31
CS-1789,33.5,12,1.0,719.4,40.9,52,59.06
CS-1790,22.6,15,7.7,732.0,69.9,114,66.79
CS-1791,29.7,14,5.5,225.3,,37,60.09
CS-1792,14.3,2,4.3,345.9,57.7,115,47.21
CS-1793,25.2,1,5.5,1176.5,75.6,66,53.55
CS-1794,25.2,22,3.8,349.3,,16,46.55
CS-1795,28.0,17,10.1,163.2,56.0,8,55.15
CS-1796,29.3,13,4.2,1106.6,57.4,93,66.48
CS-1797,26.5,16,13.3,805.0,51.6,107,69.27
CS-1798,26.5,15,,1375.4,,88,69.46
CS-1799,25.7,17,2.5,238.9,71.7,86,59.0
CS-1800,30.8,23,3.3,1040.6,65.7,24,55.0
CS-1801,23.6,19,4.6,779.4,55.3,31,45.27
CS-1802,20.2,4,,225.3,41.6,62,53.6
CS-1803,28.4,18,12.0,1315.8,50.3,52,64.33
CS-1804,30.7,15,4.8,339.2,75.3,110,69.31
CS-1805,26.3,17,2.4,828.3,84.9,83,59.46
CS-1806,13.8,19,2.5,914.5,64.1,17,43.46
CS-1807,40.2,18,,837.0,59.2,2,70.2
CS-1808,32.2,4,11.4,,29.4,7,54.06
CS-1809,27.6,20,,911.8,49.7,2,62.15
CS-1810,40.9,5,,,73.6,72,84.06
CS-1811,12.6,13,7.8,555.3,56.4,84,51.01
CS-1812,14.3,22,,770.8,,82,57.7
CS-1813,23.0,22,11.4,1216.5,,110,65.7
CS-1814,28.9,2,4.4,884.0,88.3,36,57.43
CS-1815,26.3,12,3.6,1513.1,,23,52.12
CS-1816,23.8,23,7.2,583.5,63.9,38,48.33
CS-1817,14.4,8,3.3,662.7,69.1,4,42.13
CS-1818,14.8,17,2.0,1738.5,67.0,71,45.14
CS-1819,35.4,0,6.0,,76.1,80,66.96
CS-1820,16.3,6,2.4,721.0,42.7,95,45.48
CS-1821,24.2,21,15.9,351.4,60.6,17,54.35
CS-1822,39.4,17,5.9,264.9,64.2,3,65.4
CS-1823,22.9,0,5.5,627.2,55.6,109,58.79
CS-1824,25.0,6,2.0,523.5,72.1,83,57.09
CS-1825,23.1,20,2.9,821.8,70.3,76,54.37
CS-1826,29.3,11,4.8,534.6,73.1,44,58.58
CS-1827,26.9,1,4.1,346.0,52.6,10,46.08
CS-1828,14.7,6,2.2,579.2,52.1,6,34.52
CS-1829,39.0,5,4.4,666.3,,11,61.06
CS-1830,30.6,19,11.8,1317.2,53.1,102,69.69
CS-1831,8.4,14,3.5,304.5,68.7,25,32.54
CS-1832,22.5,18,3.0,2020.6,65.9,57,51.13
CS-1833,24.7,16,8.6,1452.3,63.4,30,60.56
CS-1834,20.1,18,4.7,535.5,72.1,91,53.26
CS-1835,26.6,13,12.1,1202.5,68.7,23,61.74
CS-1836,15.2,23,1.2,414.6,43.5,36,35.71
CS-1837,24.8,22,4.9,1073.3,67.8,76,55.04
CS-1838,33.4,8,8.4,616.7,51.0,22,61.67
CS-1839,16.1,22,3.9,242.4,57.7,12,42.63
CS-1840,18.3,17,5.6,641.5,50.2,86,57.06
CS-1841,30.1,19,1.4,577.2,45.4,58,57.88
CS-1842,20.8,6,,1105.8,86.3,58,58.99
CS-1843,31.2,3,8.6,,48.9,87,62.36
CS-1844,25.9,2,3.7,301.8,57.3,5,37.49
CS-1845,12.7,15,6.7,725.5,,46,42.15
CS-1846,17.1,17,,1047.0,60.7,57,61.51
CS-1847,22.0,2,15.5,779.1,61.4,98,60.26
CS-1848,15.0,2,11.1,,64.4,108,49.06
CS-1849,30.4,18,6.0,975.3,59.8,25,56.07
CS-1850,28.0,7,11.6,635.6,48.1,108,65.89
CS-1851,29.4,10,2.7,994.7,67.0,97,59.95
CS-1852,26.5,14,,800.5,44.5,7,51.87
CS-1853,40.6,7,8.4,413.5,51.6,26,67.65
CS-1854,18.2,0,4.1,768.7,80.2,91,47.3
CS-1855,22.9,2,1.6,679.2,64.4,72,46.93
CS-1856,21.5,16,4.6,1384.2,67.2,37,55.55
CS-1857,18.4,4,3.6,1016.9,52.2,19,45.33
CS-1858,29.7,0,5.6,1518.1,62.3,2,54.26
CS-1859,21.8,6,19.6,1147.6,67.3,22,59.22
CS-1860,22.5,15,5.1,448.2,71.3,59,54.62
CS-1861,14.9,13,5.4,1145.9,33.2,5,42.51
CS-1862,20.7,22,16.8,360.5,48.4,45,52.54
CS-1863,25.9,10,,1087.5,57.3,108,72.65
CS-1864,15.6,21,2.8,,,2,34.79
CS-1865,21.9,20,,1423.7,74.3,60,63.54
CS-1866,10.6,11,1.8,,56.7,28,36.42
CS-1867,14.5,9,,206.1,53.7,31,51.92
CS-1868,27.4,7,4.1,1127.6,69.5,47,52.25
CS-1869,27.4,2,1.8,492.3,67.6,64,56.79
CS-1870,31.8,6,5.6,1022.0,68.4,29,59.25
CS-1871,20.7,12,4.7,558.3,52.9,67,51.28
CS-1872,31.3,6,1.8,434.3,67.1,86,62.79
CS-1873,19.0,14,2.2,491.9,80.4,111,54.33
CS-1874,18.9,19,4.0,903.6,71.3,81,52.11
CS-1875,30.1,3,,420.8,70.3,94,73.05
CS-1876,27.7,11,3.2,618.1,63.8,63,58.0
CS-1877,24.3,5,3.6,366.0,64.9,24,47.11
CS-1878,18.5,7,10.0,489.5,57.9,36,46.28
CS-1879,30.0,10,5.5,363.3,56.4,73,63.85
CS-1880,26.4,9,,296.6,69.3,117,69.16
CS-1881,21.8,5,12.2,783.8,68.5,66,58.27
CS-1882,16.7,8,5.8,867.8,65.0,59,41.86
CS-1883,24.4,3,1.7,,37.5,19,47.15
CS-1884,22.2,19,4.7,448.2,,108,58.67
CS-1885,39.3,16,5.0,792.0,50.1,33,68.4
CS-1886,27.9,21,2.8,,65.5,54,55.56
CS-1887,22.6,4,,,67.9,68,66.9
CS-1888,21.4,7,,964.0,54.9,35,48.42
CS-1889,29.1,20,9.1,893.5,,87,61.84
CS-1890,18.0,14,5.4,244.7,58.7,108,52.27
CS-1891,22.1,21,,231.4,64.0,83,64.57
CS-1892,27.8,11,5.7,633.5,,95,67.67
CS-1893,27.6,10,,210.1,,62,64.04
CS-1894,31.9,22,,660.9,34.0,85,66.24
CS-1895,28.5,3,6.1,137.2,59.4,103,58.54
CS-1896,26.9,13,7.7,533.2,64.3,45,55.18
CS-1897,14.4,18,10.5,363.3,,20,43.55
CS-1898,29.6,19,4.3,586.3,46.4,115,60.65
CS-1899,10.1,22,3.9,,56.9,26,35.72
CS-1900,30.2,1,5.0,666.2,58.6,112,59.18
CS-1901,30.5,13,12.7,815.7,60.9,44,69.32
CS-1902,23.6,0,1.3,819.3,43.6,95,56.81
CS-1903,19.8,21,4.3,631.5,81.8,35,46.77
CS-1904,28.2,18,8.0,352.8,66.7,55,58.5
CS-1905,30.3,7,5.6,841.1,,36,60.57
CS-1906,20.8,16,,1205.7,67.4,103,71.59
CS-1907,17.1,10,,552.2,59.8,87,63.54
CS-1908,21.9,3,2.6,425.6,55.8,102,50.56
CS-1909,20.8,2,13.5,,84.0,87,58.22
CS-1910,29.7,20,,805.3,,56,65.47
CS-1911,35.7,7,1.5,789.9,57.0,33,56.77
CS-1912,14.5,1,10.4,489.4,,47,44.37
CS-1913,16.1,8,2.0,239.3,63.4,45,43.29
CS-1914,25.0,21,2.3,412.6,61.0,29,45.08
