check_id,pump_age_months,operating_load_pct,motor_temperature_c,vibration_mm_s,starts_24h,days_since_service,fault_within_7_days
PUMP-03722,89,81.1,51.3,4.47,26,83.2,0
PUMP-03723,28,94.4,54.1,4.67,20,94.2,0
PUMP-03724,18,95.2,55.2,2.88,20,82.7,0
PUMP-03725,123,43.8,55.0,4.54,19,33.8,0
PUMP-03726,67,65.3,60.4,1.66,20,18.6,0
PUMP-03727,128,82.9,69.1,4.82,25,136.6,1
PUMP-03728,117,38.5,58.8,4.64,16,108.0,0
PUMP-03729,119,45.0,53.9,3.67,14,48.8,0
PUMP-03730,129,33.0,58.7,2.61,16,41.1,0
PUMP-03731,49,36.9,52.9,3.66,17,22.8,0
PUMP-03732,89,77.3,62.6,2.02,26,40.0,0
PUMP-03733,30,74.8,69.1,2.66,21,50.6,0
PUMP-03734,116,88.2,59.5,2.92,17,28.5,0
PUMP-03735,36,33.4,50.0,1.21,14,195.3,0
PUMP-03736,122,65.6,60.8,2.62,19,78.1,0
PUMP-03737,76,89.3,65.5,2.35,24,64.7,0
PUMP-03738,59,82.3,58.2,4.88,25,87.4,0
PUMP-03739,65,58.2,62.8,2.18,21,83.4,0
PUMP-03740,31,64.7,58.3,1.09,18,128.6,0
PUMP-03741,90,70.4,56.2,2.89,27,38.6,0
PUMP-03742,100,31.0,56.2,2.81,16,65.0,0
PUMP-03743,96,68.5,55.7,6.29,17,231.9,0
PUMP-03744,47,50.0,53.3,4.49,17,56.4,0
PUMP-03745,98,85.5,61.1,3.45,25,13.0,0
PUMP-03746,11,76.5,65.3,1.55,23,72.8,0
PUMP-03747,111,47.8,54.6,3.45,20,44.3,0
PUMP-03748,25,51.7,55.4,3.91,27,50.0,0
PUMP-03749,38,54.6,61.2,6.47,20,197.3,0
PUMP-03750,128,79.4,64.4,3.04,26,59.4,0
PUMP-03751,58,58.3,61.2,1.39,24,101.9,0
PUMP-03752,99,86.0,66.1,3.92,24,30.7,0
PUMP-03753,35,76.3,63.4,2.38,16,21.3,0
PUMP-03754,111,45.0,56.2,1.97,17,125.2,0
PUMP-03755,66,32.3,57.7,3.53,19,52.8,0
PUMP-03756,30,52.1,54.9,2.47,24,57.5,0
PUMP-03757,36,51.7,65.6,1.9,25,88.5,0
PUMP-03758,46,42.7,61.0,2.27,20,47.5,0
PUMP-03759,3,77.0,62.6,1.41,20,29.4,0
PUMP-03760,78,44.3,51.8,3.23,14,59.8,0
PUMP-03761,8,21.1,59.8,8.53,10,59.3,0
PUMP-03762,42,47.0,53.8,2.55,19,203.4,0
PUMP-03763,43,68.3,59.0,1.91,23,55.4,0
PUMP-03764,26,87.9,63.5,2.85,34,21.8,0
PUMP-03765,14,31.0,54.7,1.44,13,183.3,0
PUMP-03766,14,81.9,62.5,2.28,23,97.0,0
PUMP-03767,103,60.8,64.5,3.65,16,110.1,1
PUMP-03768,111,65.8,60.6,4.47,25,172.1,1
PUMP-03769,7,59.7,49.4,2.92,20,106.1,0
PUMP-03770,26,60.3,49.6,3.76,15,53.6,0
PUMP-03771,44,70.0,62.7,2.83,18,90.3,0
PUMP-03772,112,59.3,59.6,3.07,18,44.5,0
PUMP-03773,69,79.0,64.0,3.25,16,169.9,0
PUMP-03774,101,49.0,59.7,2.39,14,120.5,0
PUMP-03775,107,92.4,62.1,3.64,18,60.1,1
PUMP-03776,20,44.8,58.5,1.22,16,84.0,0
PUMP-03777,21,40.6,56.7,2.36,25,52.2,0
PUMP-03778,140,100.0,64.5,2.53,27,75.8,0
PUMP-03779,76,53.0,55.3,4.1,23,88.4,0
PUMP-03780,41,69.9,62.7,3.3,18,53.2,0
PUMP-03781,12,41.3,49.6,4.4,19,138.7,0
PUMP-03782,118,60.1,57.4,2.84,24,254.8,0
PUMP-03783,32,69.4,55.5,2.0,12,71.7,0
PUMP-03784,23,94.3,61.9,2.78,29,32.5,0
PUMP-03785,124,59.4,58.3,5.14,20,54.2,0
PUMP-03786,97,62.6,55.2,3.43,20,106.0,0
PUMP-03787,107,75.4,51.2,4.86,27,96.0,0
PUMP-03788,39,67.5,57.7,2.26,21,59.5,0
PUMP-03789,7,53.7,51.2,4.11,18,77.8,0
PUMP-03790,16,71.4,64.4,2.99,28,75.8,0
PUMP-03791,69,88.7,55.9,3.14,27,106.1,0
PUMP-03792,25,95.4,62.7,2.2,23,10.5,0
PUMP-03793,41,45.7,52.1,1.69,13,198.1,0
PUMP-03794,38,52.9,56.4,2.72,14,38.0,0
PUMP-03795,3,53.5,43.5,3.42,15,173.4,0
PUMP-03796,43,86.0,60.9,5.05,22,49.0,0
PUMP-03797,43,67.1,55.9,2.51,27,60.1,0
PUMP-03798,78,62.9,51.8,3.33,23,91.1,0
PUMP-03799,17,46.4,48.4,1.77,23,56.0,0
PUMP-03800,66,43.2,51.2,3.37,22,33.3,0
PUMP-03801,127,58.2,54.4,2.98,26,48.8,1
PUMP-03802,78,84.2,59.7,2.16,26,101.3,0
PUMP-03803,32,86.7,60.2,1.61,18,2.6,0
PUMP-03804,12,57.9,60.4,3.99,12,25.6,0
PUMP-03805,65,32.0,48.2,3.95,13,119.8,0
PUMP-03806,130,47.9,65.8,2.12,16,51.9,0
PUMP-03807,131,80.5,62.4,3.81,16,29.8,0
PUMP-03808,35,35.6,48.5,1.98,18,29.3,0
PUMP-03809,139,61.0,54.3,5.7,20,38.7,0
PUMP-03810,93,52.8,58.8,3.23,24,60.1,0
PUMP-03811,42,49.4,53.2,3.19,12,165.0,0
PUMP-03812,138,29.8,52.9,4.25,17,33.2,0
PUMP-03813,144,75.2,63.2,3.7,18,292.1,1
PUMP-03814,108,23.5,46.3,7.02,12,106.7,0
PUMP-03815,53,71.9,62.1,5.74,26,9.5,0
PUMP-03816,18,65.9,49.6,3.28,23,43.9,0
PUMP-03817,68,99.7,67.0,3.2,25,86.9,0
PUMP-03818,63,16.5,52.3,4.52,11,127.6,0
PUMP-03819,50,62.4,65.1,3.51,14,46.0,0
PUMP-03820,52,62.5,45.2,4.63,18,42.1,0
PUMP-03821,44,57.8,57.5,1.86,20,156.5,0
PUMP-03822,72,35.4,51.0,2.24,25,70.2,0
PUMP-03823,37,50.6,52.2,2.48,16,142.8,0
PUMP-03824,125,85.4,66.5,7.16,28,114.9,1
PUMP-03825,68,100.0,68.2,3.9,15,105.4,0
PUMP-03826,90,68.8,54.6,6.04,19,58.0,0
PUMP-03827,5,43.1,53.4,1.6,24,62.8,0
PUMP-03828,126,52.8,58.4,3.12,15,52.5,0
PUMP-03829,88,82.0,59.1,3.41,22,89.1,0
PUMP-03830,28,46.2,59.8,2.6,19,184.8,0
PUMP-03831,8,57.4,65.0,2.21,23,30.3,0
PUMP-03832,121,63.3,62.8,2.42,22,99.5,0
PUMP-03833,25,32.8,57.5,1.63,12,16.1,0
PUMP-03834,90,79.2,64.8,5.17,21,113.4,0
PUMP-03835,58,85.1,54.3,2.5,19,35.1,0
PUMP-03836,19,100.0,61.5,2.8,22,322.4,0
PUMP-03837,30,73.6,54.3,3.46,23,36.0,0
PUMP-03838,110,41.1,51.3,2.56,17,30.4,0
PUMP-03839,77,63.5,52.2,2.42,20,33.2,0
PUMP-03840,91,45.4,63.6,2.24,19,150.2,0
PUMP-03841,3,84.3,56.6,3.87,30,48.2,0
PUMP-03842,36,56.4,61.8,4.92,11,42.1,0
PUMP-03843,121,61.2,54.9,3.79,19,64.1,0
PUMP-03844,120,67.9,63.7,3.45,25,143.7,0
PUMP-03845,22,63.8,55.5,1.98,11,56.9,0
PUMP-03846,31,49.7,62.6,4.21,19,81.4,1
PUMP-03847,98,44.4,57.5,3.71,14,24.7,0
PUMP-03848,98,39.7,55.8,4.02,15,105.2,0
PUMP-03849,95,70.7,66.1,5.29,16,34.1,0
PUMP-03850,33,90.5,63.8,3.87,20,52.0,0
PUMP-03851,93,37.1,59.8,3.64,16,32.0,0
PUMP-03852,35,37.5,49.1,3.42,26,100.5,0
PUMP-03853,63,58.1,61.7,3.58,23,68.6,0
PUMP-03854,35,66.4,59.0,9.1,18,159.1,0
PUMP-03855,142,62.0,44.5,3.26,21,59.1,0
PUMP-03856,3,58.9,56.8,1.55,16,93.5,0
PUMP-03857,117,59.1,60.9,5.48,24,72.1,1
PUMP-03858,113,64.6,64.2,3.51,10,262.7,0
PUMP-03859,15,39.6,56.4,2.14,15,166.7,0
PUMP-03860,46,66.8,58.2,3.66,14,98.2,0
PUMP-03861,103,67.6,55.1,2.3,16,37.2,0
PUMP-03862,107,45.2,55.4,8.83,15,153.8,0
PUMP-03863,118,59.0,52.8,7.34,16,87.0,1
PUMP-03864,72,66.1,68.7,2.89,11,27.3,1
PUMP-03865,139,52.8,59.1,2.7,19,43.9,0
PUMP-03866,20,58.0,59.4,2.86,22,18.9,0
PUMP-03867,133,35.0,49.3,2.74,25,189.4,0
PUMP-03868,54,44.3,51.8,2.9,16,69.6,1
PUMP-03869,54,76.7,51.6,5.4,30,139.4,0
PUMP-03870,24,66.5,60.8,2.69,21,162.7,0
PUMP-03871,144,63.3,63.8,6.12,16,56.8,0
PUMP-03872,70,52.9,60.2,5.58,18,189.3,0
PUMP-03873,71,53.8,52.6,2.81,13,247.8,0
PUMP-03874,65,54.0,60.3,6.11,20,26.8,0
PUMP-03875,35,66.4,65.0,3.52,28,45.8,0
PUMP-03876,11,75.4,63.8,2.0,35,71.9,0
PUMP-03877,82,43.2,51.9,1.9,29,227.8,0
PUMP-03878,70,37.9,53.1,1.81,15,124.2,0
PUMP-03879,64,66.5,56.5,3.13,16,53.3,0
PUMP-03880,125,61.8,59.8,3.28,20,95.9,0
PUMP-03881,65,67.7,58.8,3.24,16,37.5,0
PUMP-03882,101,21.6,51.3,3.99,14,58.2,0
PUMP-03883,132,77.9,59.8,3.14,19,15.3,0
PUMP-03884,44,50.1,52.2,2.53,11,33.4,0
PUMP-03885,24,81.0,60.7,2.63,22,47.6,0
PUMP-03886,56,63.2,60.3,3.23,19,160.3,0
PUMP-03887,68,64.0,58.8,3.22,21,33.0,0
PUMP-03888,120,31.1,58.2,6.75,11,46.7,0
PUMP-03889,10,39.6,50.9,1.9,8,36.3,0
PUMP-03890,131,29.3,50.5,7.68,17,210.5,0
PUMP-03891,61,56.2,58.4,3.04,21,68.9,0
PUMP-03892,105,36.4,53.0,4.12,21,43.6,0
PUMP-03893,120,46.7,51.4,4.07,6,62.6,0
PUMP-03894,80,18.9,49.4,3.51,13,82.3,0
PUMP-03895,27,65.4,61.8,3.16,18,110.0,0
PUMP-03896,39,60.6,58.0,4.3,17,53.8,0
PUMP-03897,50,20.9,57.9,4.28,11,88.2,0
PUMP-03898,49,65.4,57.9,1.55,18,109.2,0
PUMP-03899,86,79.5,55.8,2.11,27,62.3,0
PUMP-03900,23,88.6,58.4,2.18,21,64.9,0
PUMP-03901,38,60.0,55.5,1.44,17,334.4,0
PUMP-03902,20,74.8,55.8,2.66,12,80.7,0
PUMP-03903,45,57.2,56.4,6.31,19,113.9,1
PUMP-03904,87,37.5,56.1,2.06,12,33.0,0
PUMP-03905,66,93.5,61.8,2.09,16,70.4,0
PUMP-03906,144,49.9,61.2,3.13,14,20.1,0
PUMP-03907,83,81.7,59.4,2.34,23,72.0,0
PUMP-03908,17,66.6,55.6,5.17,23,65.5,0
PUMP-03909,85,73.1,54.5,1.64,20,234.0,0
PUMP-03910,79,66.8,63.9,3.71,13,67.3,0
PUMP-03911,51,60.5,57.6,2.03,25,117.1,0
PUMP-03912,126,51.0,62.5,2.95,15,159.6,1
PUMP-03913,91,51.3,62.2,2.2,16,20.4,0
PUMP-03914,13,84.4,52.7,3.15,22,60.0,0
PUMP-03915,76,82.4,62.2,2.8,19,28.9,0
PUMP-03916,31,53.4,58.1,3.25,21,51.8,0
PUMP-03917,104,59.2,57.7,6.81,16,185.8,0
PUMP-03918,105,89.5,58.2,3.44,17,69.0,1
PUMP-03919,124,56.2,57.2,2.83,13,57.2,0
PUMP-03920,50,58.1,61.4,2.07,13,95.4,0
PUMP-03921,83,78.6,62.3,3.45,25,7.7,0
PUMP-03922,84,54.4,54.4,1.82,18,187.7,0
PUMP-03923,120,73.9,66.8,4.99,22,43.2,0
PUMP-03924,47,33.9,50.7,1.14,14,16.6,0
PUMP-03925,116,74.9,53.2,2.26,30,89.9,0
PUMP-03926,123,78.3,55.7,4.52,29,71.9,1
PUMP-03927,33,67.2,56.1,2.63,22,11.2,0
PUMP-03928,93,83.5,63.9,4.56,20,45.2,0
PUMP-03929,64,100.0,62.7,2.14,16,109.6,0
PUMP-03930,41,85.6,57.7,2.65,24,26.1,0
PUMP-03931,11,70.2,58.0,2.22,16,76.5,0
PUMP-03932,22,50.3,57.8,1.78,23,57.8,0
PUMP-03933,49,47.2,53.9,1.37,22,171.0,0
PUMP-03934,19,27.2,52.1,0.7,11,89.1,0
PUMP-03935,8,47.8,51.2,2.59,26,145.2,0
PUMP-03936,35,41.0,55.2,1.99,20,74.9,0
PUMP-03937,83,85.4,78.7,4.24,16,30.0,0
PUMP-03938,8,27.4,51.9,1.93,12,44.7,0
PUMP-03939,132,46.0,59.9,2.29,19,16.6,0
PUMP-03940,119,60.9,63.9,3.64,24,92.1,0
PUMP-03941,104,57.8,64.5,3.08,20,62.6,0
PUMP-03942,23,36.2,45.4,3.81,11,148.9,0
PUMP-03943,33,49.1,57.0,2.35,26,82.2,0
PUMP-03944,56,17.5,54.0,2.56,13,110.4,0
PUMP-03945,5,91.8,63.1,2.44,26,78.6,0
PUMP-03946,41,38.5,43.5,2.74,17,64.4,0
PUMP-03947,49,43.1,63.7,1.82,21,29.1,0
PUMP-03948,17,45.7,53.3,3.09,15,52.9,0
PUMP-03949,63,86.3,61.8,1.9,15,29.2,0
PUMP-03950,119,83.3,61.6,2.53,22,48.1,0
PUMP-03951,45,39.3,50.6,1.35,22,4.2,0
PUMP-03952,144,63.4,52.8,2.93,22,12.2,1
PUMP-03953,74,72.3,58.2,2.98,17,70.8,0
PUMP-03954,13,70.3,51.9,2.36,27,53.2,0
PUMP-03955,75,58.7,55.2,5.81,19,19.6,0
PUMP-03956,66,68.4,51.7,2.52,21,16.1,0
PUMP-03957,80,51.0,59.7,3.56,19,132.6,0
PUMP-03958,26,50.0,43.6,7.23,20,174.4,0
PUMP-03959,97,55.3,56.6,5.64,17,85.2,0
PUMP-03960,141,85.2,54.2,2.94,20,18.3,0
PUMP-03961,93,77.5,66.4,2.72,22,88.9,0
PUMP-03962,119,71.0,61.2,3.52,16,84.3,0
PUMP-03963,74,59.7,64.1,4.36,23,196.3,0
PUMP-03964,142,65.5,52.5,6.27,20,87.2,0
PUMP-03965,30,77.7,54.0,3.35,21,99.5,0
PUMP-03966,108,56.4,62.7,3.68,24,142.8,0
PUMP-03967,129,34.8,48.5,6.66,24,19.6,0
PUMP-03968,64,72.3,60.2,2.87,19,82.0,0
PUMP-03969,110,60.6,60.3,1.74,22,112.0,1
PUMP-03970,24,65.7,53.0,1.7,16,60.0,0
PUMP-03971,15,68.6,57.1,2.46,24,168.4,0
PUMP-03972,140,43.6,54.3,2.44,15,26.0,0
PUMP-03973,141,75.8,64.6,2.17,13,31.5,0
PUMP-03974,69,66.2,64.8,2.28,15,81.6,0
PUMP-03975,36,53.9,60.6,3.43,21,133.7,0
PUMP-03976,17,100.0,58.8,4.63,19,70.9,1
PUMP-03977,89,41.6,53.8,4.5,24,188.3,1
PUMP-03978,132,44.1,47.9,2.87,14,168.5,0
PUMP-03979,70,59.9,58.6,1.72,28,71.3,0
PUMP-03980,43,83.6,61.5,7.98,19,128.1,0
PUMP-03981,100,46.9,48.6,3.58,12,175.5,0
PUMP-03982,10,72.4,59.2,3.31,22,52.4,0
PUMP-03983,93,46.2,58.7,2.05,12,70.5,0
PUMP-03984,140,79.3,62.9,4.24,19,53.3,0
PUMP-03985,64,50.4,50.6,9.16,12,86.5,1
PUMP-03986,52,56.3,52.1,2.38,18,42.5,0
PUMP-03987,74,55.6,55.7,3.42,17,78.3,0
PUMP-03988,14,65.5,51.1,3.64,29,116.7,0
PUMP-03989,102,66.0,62.7,4.48,23,27.9,0
PUMP-03990,5,59.7,63.3,2.3,12,35.2,0
PUMP-03991,48,74.2,58.5,3.59,26,41.4,0
PUMP-03992,106,64.6,58.2,3.6,14,77.1,0
PUMP-03993,134,89.1,68.4,4.69,18,78.2,0
PUMP-03994,143,70.1,55.3,2.99,16,175.5,0
PUMP-03995,139,66.0,62.5,3.77,12,127.6,0
PUMP-03996,128,87.3,65.5,3.54,22,29.1,0
PUMP-03997,64,73.4,60.0,2.08,14,41.9,0
PUMP-03998,136,65.5,62.7,2.4,17,39.1,0
PUMP-03999,143,59.6,49.1,3.17,22,178.8,0
PUMP-04000,25,65.0,64.0,2.45,21,62.5,0
PUMP-04001,131,57.7,57.1,3.34,22,306.7,0
PUMP-04002,129,49.4,58.4,4.09,17,41.8,1
PUMP-04003,46,49.9,50.6,2.18,20,143.2,0
PUMP-04004,15,31.7,53.2,3.57,23,66.0,0
PUMP-04005,32,85.3,59.6,2.5,18,104.5,0
PUMP-04006,44,53.8,55.5,5.77,16,41.5,0
PUMP-04007,47,37.9,44.1,2.61,22,56.2,0
PUMP-04008,66,60.2,60.9,4.79,22,51.4,0
PUMP-04009,27,44.8,42.0,1.35,13,38.2,0
PUMP-04010,81,86.1,66.9,3.61,25,5.8,0
PUMP-04011,113,94.5,64.0,3.08,24,55.9,1
PUMP-04012,138,41.8,49.6,2.09,12,12.5,0
PUMP-04013,58,69.1,67.9,3.06,18,65.1,0
PUMP-04014,107,56.7,57.3,4.12,23,52.1,0
PUMP-04015,120,49.7,56.7,7.29,14,17.8,0
PUMP-04016,20,27.0,43.2,1.02,22,98.1,0
PUMP-04017,104,59.7,52.8,2.24,13,179.4,0
PUMP-04018,46,57.9,61.4,3.32,20,16.5,0
PUMP-04019,2,49.7,57.2,2.59,24,31.6,0
PUMP-04020,78,93.4,68.4,2.5,22,9.5,0
PUMP-04021,94,94.5,60.0,6.22,24,14.0,0
PUMP-04022,104,44.8,56.6,4.81,19,72.5,0
PUMP-04023,112,61.2,55.7,3.41,25,124.5,0
PUMP-04024,66,76.7,69.8,2.21,24,99.1,0
PUMP-04025,84,84.1,68.0,5.65,23,113.2,1
PUMP-04026,98,65.4,52.3,2.03,24,71.6,0
PUMP-04027,60,72.0,62.1,2.36,24,21.8,0
PUMP-04028,104,36.9,52.8,4.31,16,19.7,0
PUMP-04029,2,76.3,57.9,1.98,21,101.0,0
PUMP-04030,18,57.9,54.4,2.3,19,63.9,0
PUMP-04031,67,93.7,58.8,3.52,23,32.5,0
PUMP-04032,59,46.3,63.9,4.63,13,19.5,0
PUMP-04033,55,28.1,50.3,2.13,20,33.7,0
PUMP-04034,115,62.1,66.6,3.31,20,172.2,0
PUMP-04035,127,75.4,63.6,5.24,30,65.8,1
PUMP-04036,32,43.0,55.4,3.55,25,49.4,0
PUMP-04037,96,63.6,59.7,3.55,17,158.2,0
PUMP-04038,12,76.0,54.7,3.31,16,42.2,0
PUMP-04039,89,38.0,58.8,3.25,18,177.7,0
PUMP-04040,126,61.2,63.0,4.3,14,180.7,0
PUMP-04041,79,51.3,53.5,4.08,17,63.5,0
PUMP-04042,61,100.0,64.9,2.25,27,46.3,0
PUMP-04043,34,58.1,50.5,3.31,23,48.9,0
PUMP-04044,83,77.0,65.2,6.59,17,14.5,0
PUMP-04045,66,97.5,63.5,4.44,33,30.9,0
PUMP-04046,42,73.0,61.2,3.02,16,26.5,0
PUMP-04047,131,51.6,55.9,2.29,23,43.1,0
PUMP-04048,133,58.0,53.9,3.17,21,25.1,0
PUMP-04049,54,49.3,54.7,2.06,10,69.3,0
PUMP-04050,61,58.5,51.5,2.18,24,35.6,0
PUMP-04051,112,44.8,55.2,2.73,20,68.9,0
PUMP-04052,51,39.4,60.4,2.22,14,42.0,0
PUMP-04053,91,70.6,54.2,3.24,26,13.0,0
PUMP-04054,76,68.6,63.6,3.1,28,56.3,0
PUMP-04055,37,92.4,61.3,2.65,24,75.0,0
PUMP-04056,91,67.6,52.5,4.05,22,140.9,0
PUMP-04057,62,66.5,57.6,2.99,14,79.4,0
PUMP-04058,15,70.3,54.8,1.44,24,71.4,0
PUMP-04059,8,63.4,65.0,2.36,14,28.1,0
PUMP-04060,139,58.9,53.2,4.06,10,32.5,0
PUMP-04061,18,39.3,53.5,2.29,19,40.8,0
PUMP-04062,57,68.9,51.7,3.59,18,55.0,0
PUMP-04063,132,87.5,61.1,3.01,19,100.8,0
PUMP-04064,114,90.9,62.6,4.36,19,74.9,0
PUMP-04065,135,36.5,56.5,2.3,24,40.2,0
PUMP-04066,55,53.2,55.7,4.04,20,40.1,0
PUMP-04067,100,79.9,63.3,3.93,26,94.1,0
PUMP-04068,37,41.3,49.6,3.36,11,130.9,0
PUMP-04069,141,73.6,52.2,5.65,31,103.6,0
PUMP-04070,71,80.3,61.0,4.14,17,38.8,0
PUMP-04071,28,76.6,58.8,3.14,22,122.6,0
PUMP-04072,113,39.6,56.3,6.23,13,84.6,1
PUMP-04073,89,79.3,58.2,2.72,22,92.7,0
PUMP-04074,76,59.0,58.8,3.12,20,61.9,0
PUMP-04075,113,37.2,61.8,3.81,17,20.3,0
PUMP-04076,89,76.5,64.8,3.53,18,76.3,0
PUMP-04077,90,53.7,53.0,3.3,18,162.2,0
PUMP-04078,57,75.8,57.2,2.78,22,128.5,0
PUMP-04079,132,43.8,60.6,3.25,20,77.1,0
PUMP-04080,29,82.6,54.9,4.43,26,57.0,0
PUMP-04081,27,55.0,58.3,3.42,17,154.5,0
PUMP-04082,26,35.0,48.7,2.05,12,37.4,0
PUMP-04083,113,60.5,60.3,4.49,17,91.5,0
PUMP-04084,113,87.1,61.4,3.63,29,112.0,0
PUMP-04085,119,60.8,55.8,2.57,23,20.5,0
PUMP-04086,10,56.2,57.9,1.69,18,108.5,0
PUMP-04087,20,56.3,53.7,3.6,22,15.9,0
PUMP-04088,65,84.2,65.5,3.98,21,55.6,0
PUMP-04089,22,37.9,47.2,6.09,15,54.1,0
PUMP-04090,141,56.5,56.7,3.02,21,152.1,0
PUMP-04091,69,78.9,54.0,6.81,31,93.0,0
PUMP-04092,81,30.5,50.7,3.75,14,18.8,0
PUMP-04093,140,30.2,57.2,5.19,13,76.4,0
PUMP-04094,130,64.9,61.3,3.15,25,84.7,0
PUMP-04095,80,100.0,58.8,3.72,20,152.9,0
PUMP-04096,3,79.5,56.9,2.47,20,43.7,0
PUMP-04097,31,49.2,56.9,2.26,15,59.7,0
PUMP-04098,127,68.9,64.6,2.57,14,93.7,0
PUMP-04099,129,21.4,53.2,1.89,22,43.1,0
PUMP-04100,53,59.5,58.3,3.74,23,53.2,0
PUMP-04101,71,61.7,50.2,4.3,23,128.2,0
PUMP-04102,63,61.5,53.6,2.79,19,106.2,0
PUMP-04103,19,67.1,60.4,1.35,13,106.6,0
PUMP-04104,3,97.0,65.5,3.51,31,41.6,0
PUMP-04105,8,40.1,48.6,1.11,17,16.1,0
PUMP-04106,115,51.0,49.1,2.19,13,58.3,0
PUMP-04107,53,58.4,60.0,1.91,25,24.7,0
PUMP-04108,37,83.6,57.2,2.53,17,42.0,0
PUMP-04109,140,87.2,64.0,2.29,25,63.6,0
PUMP-04110,20,76.8,51.4,3.71,18,71.6,0
PUMP-04111,21,52.4,49.0,2.59,19,243.8,0
PUMP-04112,91,25.0,55.3,1.88,13,31.2,0
PUMP-04113,118,77.4,59.0,3.79,22,39.9,0
PUMP-04114,19,80.8,51.3,1.82,15,64.5,0
PUMP-04115,87,86.2,65.7,2.69,17,54.8,0
PUMP-04116,120,62.9,58.5,2.62,15,5.8,0
PUMP-04117,68,54.6,50.2,3.33,20,32.2,0
PUMP-04118,9,39.4,52.8,0.69,14,116.3,0
PUMP-04119,92,15.6,56.3,1.15,13,93.4,0
PUMP-04120,90,47.8,57.1,1.88,19,42.2,0
PUMP-04121,95,100.0,57.6,4.57,29,26.2,0
PUMP-04122,40,87.0,60.0,4.21,21,95.6,0
PUMP-04123,11,50.5,57.0,3.32,18,179.0,0
PUMP-04124,140,64.4,57.5,6.46,26,329.1,0
PUMP-04125,127,51.8,53.0,2.55,17,14.3,1
PUMP-04126,71,81.8,60.6,2.14,19,3.7,0
PUMP-04127,67,76.8,64.8,2.27,21,18.7,0
PUMP-04128,123,43.5,46.1,5.83,9,150.0,0
PUMP-04129,129,44.8,64.4,5.26,16,162.7,1
PUMP-04130,5,47.3,54.9,1.28,19,35.4,0
PUMP-04131,95,57.5,57.4,2.13,31,86.1,0
PUMP-04132,63,69.6,59.9,3.73,24,88.5,0
PUMP-04133,45,57.7,58.9,2.71,19,84.0,0
PUMP-04134,6,73.5,52.3,1.79,14,107.3,0
PUMP-04135,9,52.9,59.4,1.48,18,119.6,0
PUMP-04136,138,64.9,58.7,2.66,22,92.7,0
PUMP-04137,139,76.7,52.2,4.84,19,84.0,0
PUMP-04138,71,73.8,57.1,3.33,22,34.0,0
PUMP-04139,40,56.2,58.4,2.44,21,21.1,0
PUMP-04140,26,42.2,51.9,2.39,19,97.4,0
PUMP-04141,138,81.2,62.8,4.02,26,100.6,0
PUMP-04142,66,31.3,54.2,1.04,19,40.1,0
PUMP-04143,34,58.3,62.0,1.21,17,89.6,0
PUMP-04144,26,66.0,60.3,2.2,16,19.7,0
PUMP-04145,20,55.4,55.0,4.3,22,48.4,0
PUMP-04146,9,55.6,57.4,4.2,16,111.0,0
PUMP-04147,4,58.4,54.7,7.75,26,56.5,0
PUMP-04148,49,76.0,63.9,1.63,22,45.5,0
PUMP-04149,49,83.7,53.8,4.36,24,86.3,0
PUMP-04150,116,75.5,67.7,2.42,35,43.5,0
PUMP-04151,72,52.8,60.4,1.98,19,213.1,0
PUMP-04152,136,81.7,71.7,4.22,24,121.6,1
PUMP-04153,129,70.0,56.3,4.76,16,116.7,0
PUMP-04154,40,100.0,61.3,4.06,27,81.4,0
PUMP-04155,27,61.0,52.1,2.71,25,93.9,0
PUMP-04156,55,57.3,49.0,3.85,24,12.5,0
PUMP-04157,36,76.2,54.6,5.25,16,7.6,0
PUMP-04158,101,56.9,60.7,2.86,20,79.7,0
PUMP-04159,54,41.4,55.4,1.74,16,122.2,0
PUMP-04160,7,71.1,54.8,2.44,14,208.9,0
PUMP-04161,144,55.6,62.3,2.78,17,49.4,0
PUMP-04162,79,63.9,62.1,6.24,21,144.5,1
PUMP-04163,26,77.8,62.2,1.76,23,21.6,0
PUMP-04164,67,53.5,54.3,2.23,15,124.4,0
PUMP-04165,102,53.9,60.9,2.59,20,112.5,0
PUMP-04166,20,60.7,53.5,4.76,10,141.9,0
PUMP-04167,9,46.8,51.3,3.11,17,72.8,0
PUMP-04168,141,48.2,62.7,3.6,23,86.8,0
PUMP-04169,103,79.1,60.9,2.43,17,51.9,0
PUMP-04170,30,76.0,55.9,3.61,18,144.0,0
PUMP-04171,64,61.5,60.9,1.93,24,46.3,0
PUMP-04172,25,54.8,59.1,1.08,18,41.3,0
PUMP-04173,65,48.2,50.7,3.86,17,83.3,0
PUMP-04174,119,65.7,62.9,2.74,21,21.4,0
PUMP-04175,78,74.1,52.5,5.81,12,112.1,0
PUMP-04176,105,49.8,50.5,2.85,22,16.4,0
PUMP-04177,118,74.7,60.8,4.94,29,24.6,0
PUMP-04178,53,62.8,62.8,1.62,23,83.5,0
PUMP-04179,115,52.4,54.2,1.83,16,98.4,0
PUMP-04180,51,49.3,54.4,4.26,22,108.4,0
PUMP-04181,90,48.0,52.1,3.47,20,26.4,0
PUMP-04182,107,76.7,61.8,3.15,23,158.0,0
PUMP-04183,80,66.2,66.5,4.24,15,167.8,0
PUMP-04184,68,50.8,56.3,4.56,20,25.3,0
PUMP-04185,130,73.8,66.2,6.37,27,52.5,1
