age,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,workclass,income
39,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,30,Private,>50K
39,13,Divorced,Exec-managerial,Not-in-family,White,Female,13550,0,50,Private,>50K
48,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Self-emp-inc,>50K
41,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,Private,<=50K
30,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,40,Private,<=50K
50,12,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,45,Private,<=50K
51,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,48,Self-emp-not-inc,>50K
23,10,Separated,Sales,Unmarried,White,Female,0,0,40,Private,<=50K
41,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Private,<=50K
47,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,Federal-gov,<=50K
51,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Private,<=50K
60,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Self-emp-inc,<=50K
51,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,Private,<=50K
20,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Local-gov,<=50K
29,9,Never-married,Transport-moving,Own-child,White,Female,0,0,37,Local-gov,<=50K
42,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,48,State-gov,<=50K
32,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,16,Private,<=50K
19,8,Never-married,Sales,Other-relative,White,Male,1055,0,40,Private,<=50K
34,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,45,Private,>50K
48,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,48,Private,<=50K
38,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
38,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Private,>50K
40,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Self-emp-not-inc,<=50K
39,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,Private,>50K
26,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Private,<=50K
23,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,State-gov,<=50K
20,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Private,<=50K
49,13,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Private,<=50K
23,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Private,<=50K
47,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Private,>50K
43,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Private,<=50K
56,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,Private,<=50K
60,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,Self-emp-not-inc,<=50K
29,9,Divorced,Sales,Own-child,White,Male,0,0,40,Private,<=50K
25,13,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,38,Private,<=50K
39,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Private,<=50K
37,11,Never-married,Adm-clerical,Not-in-family,Other,Female,4101,0,35,Private,<=50K
38,13,Never-married,Exec-managerial,Not-in-family,White,Male,2202,0,45,Private,<=50K
47,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,Private,<=50K
50,15,Divorced,Sales,Not-in-family,White,Male,0,0,50,Self-emp-not-inc,>50K
64,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Self-emp-not-inc,>50K
35,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
42,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,Private,>50K
51,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,<=50K
21,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Private,<=50K
53,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,Self-emp-not-inc,>50K
29,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
37,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,>50K
20,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Private,<=50K
18,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,Private,<=50K
57,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,Private,>50K
27,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,Private,<=50K
23,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Self-emp-inc,<=50K
36,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,Self-emp-inc,<=50K
48,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,Private,<=50K
40,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,Private,<=50K
51,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,16,Private,<=50K
59,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,<=50K
32,10,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,Private,<=50K
39,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Private,<=50K
32,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,<=50K
38,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,>50K
44,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,State-gov,<=50K
51,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Private,<=50K
54,9,Never-married,Other-service,Other-relative,White,Female,0,0,20,Private,<=50K
22,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,Private,<=50K
19,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,Private,<=50K
31,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,Federal-gov,<=50K
53,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
28,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Private,<=50K
19,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,32,Private,<=50K
40,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Federal-gov,>50K
21,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,Private,<=50K
39,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Private,>50K
40,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,35,Local-gov,>50K
36,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Private,<=50K
18,5,Never-married,Sales,Own-child,White,Female,0,0,42,Private,<=50K
32,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,Self-emp-inc,>50K
50,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,<=50K
18,7,Never-married,Sales,Own-child,White,Male,0,0,15,Private,<=50K
19,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,43,Private,<=50K
53,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Private,>50K
49,9,Divorced,Other-service,Unmarried,Black,Female,0,0,32,Private,<=50K
31,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Private,<=50K
47,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,Self-emp-not-inc,<=50K
35,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Local-gov,<=50K
47,10,Never-married,Other-service,Own-child,White,Female,0,0,20,Local-gov,<=50K
43,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,Self-emp-not-inc,<=50K
51,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,21,Private,<=50K
54,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
76,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,Local-gov,<=50K
33,4,Never-married,Sales,Not-in-family,White,Male,0,0,43,Private,<=50K
19,8,Never-married,Transport-moving,Own-child,White,Male,0,0,15,Private,<=50K
49,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,Private,<=50K
26,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
23,10,Never-married,Other-service,Own-child,White,Female,0,0,15,Private,<=50K
49,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,Private,>50K
24,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,Private,<=50K
48,9,Never-married,Sales,Own-child,White,Male,0,0,40,Private,<=50K
36,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,State-gov,<=50K
33,8,Separated,Adm-clerical,Unmarried,White,Female,1471,0,40,Private,<=50K
31,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,48,Private,>50K
53,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,Private,>50K
22,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,Private,<=50K
43,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
31,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
53,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,State-gov,<=50K
36,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Federal-gov,<=50K
47,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Local-gov,>50K
52,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
39,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,Private,<=50K
24,13,Never-married,Sales,Own-child,White,Male,0,0,40,Private,<=50K
17,6,Never-married,Protective-serv,Own-child,White,Female,0,1602,40,Local-gov,<=50K
53,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,Local-gov,>50K
21,10,Never-married,Sales,Own-child,White,Male,0,0,40,Private,<=50K
29,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,64,Private,>50K
34,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,State-gov,<=50K
28,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
61,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
20,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,Private,<=50K
47,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,State-gov,<=50K
40,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Private,>50K
26,10,Never-married,Other-service,Own-child,Black,Female,0,0,10,Local-gov,<=50K
53,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
26,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,Private,<=50K
39,15,Married-civ-spouse,Sales,Husband,White,Male,0,2415,99,Private,>50K
17,7,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,Local-gov,<=50K
46,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,>50K
34,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,Private,>50K
45,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,Self-emp-not-inc,<=50K
23,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,Private,<=50K
41,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
26,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Private,<=50K
28,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,Self-emp-not-inc,<=50K
18,7,Never-married,Sales,Own-child,White,Male,0,0,15,Self-emp-inc,<=50K
38,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,>50K
28,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
49,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,>50K
29,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,Private,<=50K
43,14,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,50,Local-gov,>50K
34,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,State-gov,<=50K
30,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Private,>50K
25,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
27,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,<=50K
25,9,Never-married,Sales,Own-child,Black,Male,0,0,40,Private,<=50K
22,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Private,<=50K
49,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Private,<=50K
44,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,50,Self-emp-not-inc,<=50K
37,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,50,Self-emp-not-inc,<=50K
39,13,Never-married,Exec-managerial,Other-relative,Black,Male,0,0,45,Private,<=50K
33,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,Private,<=50K
41,14,Married-civ-spouse,Sales,Wife,White,Female,0,1902,35,Self-emp-not-inc,>50K
65,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,Private,>50K
40,13,Never-married,Sales,Not-in-family,White,Male,0,0,53,Private,<=50K
31,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,Private,<=50K
28,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Private,<=50K
71,9,Married-civ-spouse,Sales,Husband,White,Male,0,2467,52,Private,<=50K
25,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Local-gov,<=50K
25,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Private,<=50K
36,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Self-emp-not-inc,<=50K
56,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
34,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
39,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
31,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,Private,>50K
22,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,Private,<=50K
44,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,Private,<=50K
60,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Self-emp-not-inc,<=50K
65,7,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,Private,<=50K
44,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Private,>50K
53,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Local-gov,<=50K
28,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
41,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,Private,<=50K
35,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Private,<=50K
41,5,Married-civ-spouse,Sales,Wife,White,Female,0,0,70,Self-emp-inc,<=50K
28,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Private,<=50K
53,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
26,10,Never-married,Other-service,Own-child,White,Female,0,0,45,Private,<=50K
28,9,Never-married,Transport-moving,Own-child,Black,Female,0,0,40,Local-gov,<=50K
27,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Private,<=50K
27,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,8,Private,<=50K
26,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
53,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,Private,<=50K
34,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
50,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,Self-emp-inc,<=50K
30,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,62,Private,<=50K
47,9,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,Private,<=50K
55,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Federal-gov,<=50K
35,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Private,<=50K
39,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Self-emp-inc,>50K
30,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Private,<=50K
39,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1887,40,Private,>50K
19,10,Never-married,Sales,Own-child,White,Female,0,0,20,Private,<=50K
57,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,Self-emp-not-inc,<=50K
21,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,20,Private,<=50K
25,10,Never-married,Other-service,Not-in-family,White,Female,0,0,22,Self-emp-not-inc,<=50K
32,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Private,>50K
26,9,Separated,Craft-repair,Unmarried,Black,Female,0,1594,40,Private,<=50K
42,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
39,10,Divorced,Sales,Unmarried,White,Male,0,0,47,Self-emp-not-inc,<=50K
48,13,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,44,Private,<=50K
24,10,Never-married,Other-service,Unmarried,Black,Female,0,0,35,Private,<=50K
46,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Private,>50K
53,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,Private,<=50K
36,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,Federal-gov,<=50K
34,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,Private,<=50K
25,9,Never-married,Transport-moving,Own-child,White,Male,0,0,70,Private,<=50K
33,10,Never-married,Adm-clerical,Own-child,White,Female,99999,0,30,Private,>50K
45,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
31,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Federal-gov,<=50K
21,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,Private,<=50K
33,5,Divorced,Craft-repair,Unmarried,White,Male,114,0,55,Private,<=50K
44,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
34,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Private,>50K
30,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,10,Private,<=50K
32,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Local-gov,<=50K
29,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
20,10,Never-married,Other-service,Own-child,White,Male,0,0,20,Private,<=50K
35,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,State-gov,<=50K
35,9,Separated,Prof-specialty,Other-relative,Black,Female,0,0,40,Private,<=50K
29,9,Never-married,Other-service,Not-in-family,White,Female,0,0,38,Private,<=50K
21,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Private,<=50K
43,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Federal-gov,>50K
33,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
61,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Federal-gov,>50K
42,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Private,<=50K
33,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,<=50K
35,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,State-gov,<=50K
22,10,Never-married,Sales,Own-child,White,Female,0,0,20,Private,<=50K
61,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Private,<=50K
28,11,Never-married,Other-service,Not-in-family,White,Female,2463,0,35,Private,<=50K
24,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,Private,<=50K
58,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Local-gov,<=50K
42,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,<=50K
56,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Private,>50K
25,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,40,Private,<=50K
59,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,<=50K
65,13,Married-civ-spouse,Sales,Husband,White,Male,3818,0,10,Self-emp-not-inc,<=50K
57,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,2824,50,Private,>50K
36,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,Private,>50K
42,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,Private,>50K
18,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
28,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
20,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,Private,<=50K
19,10,Never-married,Tech-support,Own-child,White,Male,0,0,30,Private,<=50K
28,13,Divorced,Other-service,Unmarried,White,Female,0,0,48,Private,>50K
37,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
23,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Private,<=50K
60,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,47,Private,<=50K
17,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,Local-gov,<=50K
37,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,45,Local-gov,<=50K
29,11,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,State-gov,<=50K
34,9,Separated,Transport-moving,Not-in-family,Black,Male,0,0,20,Private,<=50K
37,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,Self-emp-not-inc,<=50K
47,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,State-gov,<=50K
22,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Private,<=50K
61,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,<=50K
57,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Private,<=50K
33,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,Federal-gov,>50K
54,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
40,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,Private,<=50K
40,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Private,>50K
40,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,42,Local-gov,<=50K
35,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2057,40,Private,<=50K
32,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Private,<=50K
49,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Self-emp-not-inc,<=50K
31,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
58,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Private,<=50K
26,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,Self-emp-inc,<=50K
35,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
25,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Private,<=50K
43,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Private,<=50K
32,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,Private,<=50K
45,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Private,>50K
48,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Private,<=50K
31,3,Never-married,Other-service,Own-child,White,Male,0,0,40,Private,<=50K
28,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Private,<=50K
50,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,Self-emp-not-inc,<=50K
22,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Private,<=50K
19,10,Never-married,Sales,Own-child,White,Female,0,0,20,Private,<=50K
38,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,63,Private,>50K
23,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Private,<=50K
24,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Self-emp-inc,<=50K
26,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Private,<=50K
45,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,State-gov,<=50K
88,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
19,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,15,Private,<=50K
24,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,Private,<=50K
48,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,Private,<=50K
46,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Private,<=50K
31,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Self-emp-inc,<=50K
58,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,Private,<=50K
35,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Local-gov,<=50K
36,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Private,<=50K
36,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Private,>50K
47,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Local-gov,>50K
30,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,45,Private,<=50K
30,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Local-gov,<=50K
30,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,43,Self-emp-inc,<=50K
23,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Local-gov,>50K
41,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Self-emp-not-inc,>50K
52,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,Private,<=50K
27,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Private,<=50K
59,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,<=50K
21,9,Never-married,Sales,Own-child,White,Female,0,0,36,Private,<=50K
60,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Private,<=50K
69,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,State-gov,>50K
24,9,Never-married,Sales,Own-child,White,Male,0,0,40,Private,<=50K
19,9,Never-married,Sales,Own-child,Black,Male,0,0,25,Private,<=50K
60,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,State-gov,<=50K
64,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,35,Private,<=50K
39,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Self-emp-inc,>50K
51,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Private,>50K
51,6,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,35,Private,<=50K
25,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,Private,<=50K
37,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,Private,<=50K
