observation_id,outside_temp_c,room_humidity_pct,visitors,lighting_pct,ventilation_pct,sunlight_w_m2,hour_sin,hour_cos,next_hour_kwh
RR-0984,25.2,52.8,15,47.1,39.7,458.9,0.0,-1.0,8.47
RR-0985,9.2,61.4,20,57.0,43.6,411.5,0.0,-1.0,7.48
RR-0986,25.0,54.8,22,81.7,48.5,347.2,0.0,-1.0,12.23
RR-0987,20.5,62.1,12,82.0,30.5,0.0,-0.9659,0.2588,6.39
RR-0988,18.8,72.9,15,54.2,31.6,574.5,-0.9659,0.2588,9.07
RR-0989,32.1,57.9,16,82.0,33.6,669.4,-0.866,0.5,12.85
RR-0990,21.8,53.1,20,33.0,33.1,395.2,-0.5,-0.866,8.08
RR-0991,27.4,55.6,13,82.0,26.1,730.8,-0.2588,-0.9659,9.43
RR-0992,31.4,58.8,23,41.3,57.1,4.3,0.2588,-0.9659,18.44
RR-0993,29.5,47.3,25,60.7,54.5,692.8,-1.0,-0.0,12.69
RR-0994,19.9,67.0,17,60.2,39.0,185.5,-0.9659,-0.2588,8.14
RR-0995,17.9,58.2,17,53.3,41.5,88.7,-0.9659,0.2588,8.37
RR-0996,30.3,51.1,13,81.3,28.1,498.0,-0.9659,0.2588,13.7
RR-0997,29.6,57.5,13,72.2,39.2,307.4,-0.9659,-0.2588,13.63
RR-0998,26.4,51.9,16,49.4,42.4,599.2,0.7071,-0.7071,9.57
RR-0999,17.1,58.9,18,50.9,54.6,481.0,-0.9659,0.2588,11.65
RR-1000,17.8,66.4,21,32.5,38.9,558.8,0.866,-0.5,12.26
