ticket_id,prediction_at,channel,priority,customer_plan,message_word_count,open_ticket_backlog,previous_30d_contacts,opened_hour,opened_weekday,first_response_minutes,missed_8h_sla,label_available_at
TKT-0662,2026-04-25T04:00:00+0000,chat,normal,basic,68,19,2.0,4,5,90,0,2026-04-25T05:30:00+0000
TKT-0663,2026-04-25T08:00:00+0000,chat,high,basic,49,14,2.0,8,5,643,1,2026-04-25T16:00:00+0000
TKT-0664,2026-04-25T12:00:00+0000,web,normal,team,67,15,3.0,12,5,156,0,2026-04-25T14:36:00+0000
TKT-0665,2026-04-25T16:00:00+0000,web,normal,team,51,18,1.0,16,5,188,0,2026-04-25T19:08:00+0000
TKT-0666,2026-04-25T20:00:00+0000,email,normal,team,53,21,1.0,20,5,97,0,2026-04-25T21:37:00+0000
TKT-0667,2026-04-26T00:00:00+0000,web,normal,team,57,19,1.0,0,6,152,0,2026-04-26T02:32:00+0000
TKT-0668,2026-04-26T04:00:00+0000,email,normal,enterprise,49,14,1.0,4,6,109,0,2026-04-26T05:49:00+0000
TKT-0669,2026-04-26T08:00:00+0000,email,high,basic,55,19,2.0,8,6,364,0,2026-04-26T14:04:00+0000
TKT-0670,2026-04-26T12:00:00+0000,web,normal,enterprise,44,21,3.0,12,6,78,0,2026-04-26T13:18:00+0000
TKT-0671,2026-04-26T16:00:00+0000,email,normal,basic,38,19,3.0,16,6,618,1,2026-04-27T00:00:00+0000
TKT-0672,2026-04-26T20:00:00+0000,web,normal,basic,57,19,0.0,20,6,170,0,2026-04-26T22:50:00+0000
TKT-0673,2026-04-27T00:00:00+0000,email,normal,team,40,24,3.0,0,0,681,1,2026-04-27T08:00:00+0000
TKT-0674,2026-04-27T04:00:00+0000,email,normal,enterprise,61,26,0.0,4,0,814,1,2026-04-27T12:00:00+0000
TKT-0675,2026-04-27T08:00:00+0000,web,normal,basic,52,20,5.0,8,0,84,0,2026-04-27T09:24:00+0000
TKT-0676,2026-04-27T12:00:00+0000,chat,high,team,51,24,0.0,12,0,167,0,2026-04-27T14:47:00+0000
TKT-0677,2026-04-27T16:00:00+0000,web,high,,63,27,3.0,16,0,73,0,2026-04-27T17:13:00+0000
TKT-0678,2026-04-27T20:00:00+0000,email,normal,basic,49,30,2.0,20,0,734,1,2026-04-28T04:00:00+0000
TKT-0679,2026-04-28T00:00:00+0000,email,normal,basic,40,19,2.0,0,1,760,1,2026-04-28T08:00:00+0000
TKT-0680,2026-04-28T04:00:00+0000,web,normal,enterprise,54,28,2.0,4,1,674,1,2026-04-28T12:00:00+0000
TKT-0681,2026-04-28T08:00:00+0000,email,low,team,61,26,4.0,8,1,522,1,2026-04-28T16:00:00+0000
TKT-0682,2026-04-28T12:00:00+0000,email,normal,enterprise,61,32,2.0,12,1,186,0,2026-04-28T15:06:00+0000
TKT-0683,2026-04-28T16:00:00+0000,email,normal,basic,40,21,1.0,16,1,111,0,2026-04-28T17:51:00+0000
TKT-0684,2026-04-28T20:00:00+0000,chat,high,basic,62,26,0.0,20,1,536,1,2026-04-29T04:00:00+0000
TKT-0685,2026-04-29T00:00:00+0000,web,normal,basic,40,26,0.0,0,2,96,0,2026-04-29T01:36:00+0000
TKT-0686,2026-04-29T04:00:00+0000,email,high,team,53,31,0.0,4,2,632,1,2026-04-29T12:00:00+0000
TKT-0687,2026-04-29T08:00:00+0000,email,normal,basic,60,30,1.0,8,2,556,1,2026-04-29T16:00:00+0000
TKT-0688,2026-04-29T12:00:00+0000,chat,normal,team,62,26,0.0,12,2,287,0,2026-04-29T16:47:00+0000
TKT-0689,2026-04-29T16:00:00+0000,email,normal,basic,46,23,1.0,16,2,248,0,2026-04-29T20:08:00+0000
TKT-0690,2026-04-29T20:00:00+0000,chat,normal,team,45,23,3.0,20,2,74,0,2026-04-29T21:14:00+0000
TKT-0691,2026-04-30T00:00:00+0000,email,high,team,55,18,1.0,0,3,616,1,2026-04-30T08:00:00+0000
TKT-0692,2026-04-30T04:00:00+0000,web,low,basic,50,23,0.0,4,3,76,0,2026-04-30T05:16:00+0000
TKT-0693,2026-04-30T08:00:00+0000,email,normal,basic,49,19,1.0,8,3,29,0,2026-04-30T08:29:00+0000
TKT-0694,2026-04-30T12:00:00+0000,web,low,enterprise,44,14,1.0,12,3,24,0,2026-04-30T12:24:00+0000
TKT-0695,2026-04-30T16:00:00+0000,chat,normal,team,38,21,4.0,16,3,681,1,2026-05-01T00:00:00+0000
TKT-0696,2026-04-30T20:00:00+0000,chat,normal,enterprise,49,17,1.0,20,3,213,0,2026-04-30T23:33:00+0000
TKT-0697,2026-05-01T00:00:00+0000,email,high,basic,51,19,1.0,0,4,30,0,2026-05-01T00:30:00+0000
TKT-0698,2026-05-01T04:00:00+0000,chat,high,team,53,18,1.0,4,4,769,1,2026-05-01T12:00:00+0000
TKT-0699,2026-05-01T08:00:00+0000,web,normal,team,60,19,0.0,8,4,39,0,2026-05-01T08:39:00+0000
TKT-0700,2026-05-01T12:00:00+0000,web,low,team,62,24,1.0,12,4,53,0,2026-05-01T12:53:00+0000
TKT-0701,2026-05-01T16:00:00+0000,web,high,team,51,17,2.0,16,4,102,0,2026-05-01T17:42:00+0000
TKT-0702,2026-05-01T20:00:00+0000,email,normal,enterprise,48,15,0.0,20,4,111,0,2026-05-01T21:51:00+0000
TKT-0703,2026-05-02T00:00:00+0000,email,normal,basic,52,21,1.0,0,5,751,1,2026-05-02T08:00:00+0000
TKT-0704,2026-05-02T04:00:00+0000,email,normal,team,47,19,1.0,4,5,727,1,2026-05-02T12:00:00+0000
TKT-0705,2026-05-02T08:00:00+0000,email,low,enterprise,48,18,1.0,8,5,145,0,2026-05-02T10:25:00+0000
TKT-0706,2026-05-02T12:00:00+0000,web,normal,team,67,17,4.0,12,5,192,0,2026-05-02T15:12:00+0000
TKT-0707,2026-05-02T16:00:00+0000,email,normal,enterprise,56,16,2.0,16,5,122,0,2026-05-02T18:02:00+0000
TKT-0708,2026-05-02T20:00:00+0000,web,normal,team,63,16,2.0,20,5,564,1,2026-05-03T04:00:00+0000
TKT-0709,2026-05-03T00:00:00+0000,email,normal,enterprise,47,23,3.0,0,6,134,0,2026-05-03T02:14:00+0000
TKT-0710,2026-05-03T04:00:00+0000,web,high,team,45,14,1.0,4,6,140,0,2026-05-03T06:20:00+0000
TKT-0711,2026-05-03T08:00:00+0000,web,normal,,63,16,3.0,8,6,115,0,2026-05-03T09:55:00+0000
TKT-0712,2026-05-03T12:00:00+0000,email,normal,team,52,18,0.0,12,6,77,0,2026-05-03T13:17:00+0000
TKT-0713,2026-05-03T16:00:00+0000,chat,normal,basic,50,22,0.0,16,6,53,0,2026-05-03T16:53:00+0000
TKT-0714,2026-05-03T20:00:00+0000,email,low,enterprise,54,27,2.0,20,6,739,1,2026-05-04T04:00:00+0000
TKT-0715,2026-05-04T00:00:00+0000,web,normal,enterprise,64,23,0.0,0,0,711,1,2026-05-04T08:00:00+0000
TKT-0716,2026-05-04T04:00:00+0000,email,high,team,61,25,2.0,4,0,848,1,2026-05-04T12:00:00+0000
TKT-0717,2026-05-04T08:00:00+0000,email,low,basic,58,25,1.0,8,0,296,0,2026-05-04T12:56:00+0000
TKT-0718,2026-05-04T12:00:00+0000,email,high,basic,61,22,1.0,12,0,669,1,2026-05-04T20:00:00+0000
TKT-0719,2026-05-04T16:00:00+0000,web,high,enterprise,48,27,0.0,16,0,186,0,2026-05-04T19:06:00+0000
TKT-0720,2026-05-04T20:00:00+0000,email,low,basic,68,23,0.0,20,0,17,0,2026-05-04T20:17:00+0000
TKT-0721,2026-05-05T00:00:00+0000,web,high,enterprise,53,18,1.0,0,1,139,0,2026-05-05T02:19:00+0000
TKT-0722,2026-05-05T04:00:00+0000,email,normal,basic,45,24,0.0,4,1,1014,1,2026-05-05T12:00:00+0000
TKT-0723,2026-05-05T08:00:00+0000,web,normal,basic,34,25,0.0,8,1,106,0,2026-05-05T09:46:00+0000
TKT-0724,2026-05-05T12:00:00+0000,chat,low,basic,66,22,3.0,12,1,189,0,2026-05-05T15:09:00+0000
TKT-0725,2026-05-05T16:00:00+0000,email,normal,team,60,26,2.0,16,1,152,0,2026-05-05T18:32:00+0000
TKT-0726,2026-05-05T20:00:00+0000,email,normal,enterprise,52,32,1.0,20,1,136,0,2026-05-05T22:16:00+0000
TKT-0727,2026-05-06T00:00:00+0000,chat,high,basic,48,28,0.0,0,2,600,1,2026-05-06T08:00:00+0000
TKT-0728,2026-05-06T04:00:00+0000,chat,normal,team,62,26,0.0,4,2,153,0,2026-05-06T06:33:00+0000
TKT-0729,2026-05-06T08:00:00+0000,web,high,basic,54,31,3.0,8,2,799,1,2026-05-06T16:00:00+0000
TKT-0730,2026-05-06T12:00:00+0000,chat,normal,basic,66,25,0.0,12,2,894,1,2026-05-06T20:00:00+0000
TKT-0731,2026-05-06T16:00:00+0000,chat,normal,team,44,23,1.0,16,2,1191,1,2026-05-07T00:00:00+0000
TKT-0732,2026-05-06T20:00:00+0000,web,high,team,44,24,0.0,20,2,726,1,2026-05-07T04:00:00+0000
TKT-0733,2026-05-07T00:00:00+0000,chat,high,team,52,26,1.0,0,3,765,1,2026-05-07T08:00:00+0000
TKT-0734,2026-05-07T04:00:00+0000,email,high,basic,48,25,1.0,4,3,573,1,2026-05-07T12:00:00+0000
TKT-0735,2026-05-07T08:00:00+0000,web,normal,team,48,22,2.0,8,3,531,1,2026-05-07T16:00:00+0000
TKT-0736,2026-05-07T12:00:00+0000,chat,normal,team,57,28,0.0,12,3,653,1,2026-05-07T20:00:00+0000
TKT-0737,2026-05-07T16:00:00+0000,web,normal,basic,51,21,1.0,16,3,637,1,2026-05-08T00:00:00+0000
TKT-0738,2026-05-07T20:00:00+0000,web,normal,basic,55,19,0.0,20,3,146,0,2026-05-07T22:26:00+0000
TKT-0739,2026-05-08T00:00:00+0000,email,high,basic,52,21,1.0,0,4,128,0,2026-05-08T02:08:00+0000
TKT-0740,2026-05-08T04:00:00+0000,web,normal,team,56,23,1.0,4,4,227,0,2026-05-08T07:47:00+0000
TKT-0741,2026-05-08T08:00:00+0000,email,high,team,51,21,2.0,8,4,564,1,2026-05-08T16:00:00+0000
TKT-0742,2026-05-08T12:00:00+0000,email,normal,basic,55,19,2.0,12,4,610,1,2026-05-08T20:00:00+0000
TKT-0743,2026-05-08T16:00:00+0000,web,normal,basic,61,21,1.0,16,4,116,0,2026-05-08T17:56:00+0000
TKT-0744,2026-05-08T20:00:00+0000,email,normal,team,53,22,2.0,20,4,245,0,2026-05-09T00:05:00+0000
TKT-0745,2026-05-09T00:00:00+0000,email,high,enterprise,63,25,2.0,0,5,744,1,2026-05-09T08:00:00+0000
TKT-0746,2026-05-09T04:00:00+0000,email,normal,team,50,19,0.0,4,5,576,1,2026-05-09T12:00:00+0000
TKT-0747,2026-05-09T08:00:00+0000,web,low,basic,66,16,0.0,8,5,32,0,2026-05-09T08:32:00+0000
TKT-0748,2026-05-09T12:00:00+0000,email,low,team,59,20,2.0,12,5,723,1,2026-05-09T20:00:00+0000
TKT-0749,2026-05-09T16:00:00+0000,web,high,team,51,20,1.0,16,5,700,1,2026-05-10T00:00:00+0000
TKT-0750,2026-05-09T20:00:00+0000,email,low,basic,51,21,2.0,20,5,41,0,2026-05-09T20:41:00+0000
TKT-0751,2026-05-10T00:00:00+0000,chat,normal,basic,48,20,1.0,0,6,181,0,2026-05-10T03:01:00+0000
TKT-0752,2026-05-10T04:00:00+0000,web,normal,enterprise,54,15,2.0,4,6,43,0,2026-05-10T04:43:00+0000
TKT-0753,2026-05-10T08:00:00+0000,email,high,enterprise,53,26,2.0,8,6,670,1,2026-05-10T16:00:00+0000
TKT-0754,2026-05-10T12:00:00+0000,web,high,basic,63,17,0.0,12,6,549,1,2026-05-10T20:00:00+0000
TKT-0755,2026-05-10T16:00:00+0000,web,low,basic,56,26,0.0,16,6,761,1,2026-05-11T00:00:00+0000
TKT-0756,2026-05-10T20:00:00+0000,web,normal,basic,61,24,1.0,20,6,846,1,2026-05-11T04:00:00+0000
TKT-0757,2026-05-11T00:00:00+0000,email,normal,basic,42,26,2.0,0,0,743,1,2026-05-11T08:00:00+0000
TKT-0758,2026-05-11T04:00:00+0000,email,high,enterprise,60,25,3.0,4,0,87,0,2026-05-11T05:27:00+0000
TKT-0759,2026-05-11T08:00:00+0000,web,high,team,45,27,2.0,8,0,1002,1,2026-05-11T16:00:00+0000
TKT-0760,2026-05-11T12:00:00+0000,email,normal,enterprise,51,26,2.0,12,0,260,0,2026-05-11T16:20:00+0000
TKT-0761,2026-05-11T16:00:00+0000,email,normal,team,63,26,1.0,16,0,981,1,2026-05-12T00:00:00+0000
TKT-0762,2026-05-11T20:00:00+0000,chat,normal,team,38,25,0.0,20,0,943,1,2026-05-12T04:00:00+0000
TKT-0763,2026-05-12T00:00:00+0000,email,normal,basic,59,22,0.0,0,1,52,0,2026-05-12T00:52:00+0000
TKT-0764,2026-05-12T04:00:00+0000,web,normal,basic,46,29,0.0,4,1,273,0,2026-05-12T08:33:00+0000
TKT-0765,2026-05-12T08:00:00+0000,web,normal,basic,39,27,1.0,8,1,779,1,2026-05-12T16:00:00+0000
TKT-0766,2026-05-12T12:00:00+0000,web,normal,basic,52,31,2.0,12,1,187,0,2026-05-12T15:07:00+0000
TKT-0767,2026-05-12T16:00:00+0000,web,normal,basic,57,23,1.0,16,1,106,0,2026-05-12T17:46:00+0000
TKT-0768,2026-05-12T20:00:00+0000,email,normal,team,64,23,4.0,20,1,122,0,2026-05-12T22:02:00+0000
TKT-0769,2026-05-13T00:00:00+0000,chat,high,team,57,26,0.0,0,2,470,0,2026-05-13T07:50:00+0000
TKT-0770,2026-05-13T04:00:00+0000,email,normal,basic,58,26,4.0,4,2,746,1,2026-05-13T12:00:00+0000
TKT-0771,2026-05-13T08:00:00+0000,email,normal,team,56,27,3.0,8,2,246,0,2026-05-13T12:06:00+0000
TKT-0772,2026-05-13T12:00:00+0000,email,normal,basic,59,33,2.0,12,2,1290,1,2026-05-13T20:00:00+0000
TKT-0773,2026-05-13T16:00:00+0000,chat,normal,basic,36,24,1.0,16,2,79,0,2026-05-13T17:19:00+0000
TKT-0774,2026-05-13T20:00:00+0000,web,normal,basic,54,24,1.0,20,2,690,1,2026-05-14T04:00:00+0000
TKT-0775,2026-05-14T00:00:00+0000,chat,normal,enterprise,48,28,1.0,0,3,136,0,2026-05-14T02:16:00+0000
TKT-0776,2026-05-14T04:00:00+0000,chat,normal,basic,67,25,,4,3,308,0,2026-05-14T09:08:00+0000
TKT-0777,2026-05-14T08:00:00+0000,email,normal,team,53,28,1.0,8,3,71,0,2026-05-14T09:11:00+0000
TKT-0778,2026-05-14T12:00:00+0000,web,normal,team,58,31,1.0,12,3,115,0,2026-05-14T13:55:00+0000
TKT-0779,2026-05-14T16:00:00+0000,email,high,team,54,21,1.0,16,3,83,0,2026-05-14T17:23:00+0000
TKT-0780,2026-05-14T20:00:00+0000,email,normal,enterprise,62,21,2.0,20,3,50,0,2026-05-14T20:50:00+0000
TKT-0781,2026-05-15T00:00:00+0000,email,normal,team,49,30,2.0,0,4,763,1,2026-05-15T08:00:00+0000
TKT-0782,2026-05-15T04:00:00+0000,chat,normal,team,56,19,4.0,4,4,99,0,2026-05-15T05:39:00+0000
TKT-0783,2026-05-15T08:00:00+0000,email,normal,basic,59,17,0.0,8,4,297,0,2026-05-15T12:57:00+0000
TKT-0784,2026-05-15T12:00:00+0000,email,normal,basic,49,21,3.0,12,4,88,0,2026-05-15T13:28:00+0000
TKT-0785,2026-05-15T16:00:00+0000,email,low,basic,59,20,1.0,16,4,113,0,2026-05-15T17:53:00+0000
TKT-0786,2026-05-15T20:00:00+0000,web,normal,team,52,20,1.0,20,4,116,0,2026-05-15T21:56:00+0000
TKT-0787,2026-05-16T00:00:00+0000,web,low,team,55,26,1.0,0,5,243,0,2026-05-16T04:03:00+0000
TKT-0788,2026-05-16T04:00:00+0000,web,normal,basic,56,17,1.0,4,5,684,1,2026-05-16T12:00:00+0000
TKT-0789,2026-05-16T08:00:00+0000,email,low,team,56,23,0.0,8,5,49,0,2026-05-16T08:49:00+0000
TKT-0790,2026-05-16T12:00:00+0000,email,high,basic,59,26,0.0,12,5,724,1,2026-05-16T20:00:00+0000
TKT-0791,2026-05-16T16:00:00+0000,chat,low,team,61,20,0.0,16,5,175,0,2026-05-16T18:55:00+0000
TKT-0792,2026-05-16T20:00:00+0000,web,normal,basic,59,16,0.0,20,5,420,0,2026-05-17T03:00:00+0000
TKT-0793,2026-05-17T00:00:00+0000,email,high,basic,55,24,1.0,0,6,708,1,2026-05-17T08:00:00+0000
TKT-0794,2026-05-17T04:00:00+0000,email,high,team,39,21,3.0,4,6,39,0,2026-05-17T04:39:00+0000
TKT-0795,2026-05-17T08:00:00+0000,chat,normal,basic,54,21,1.0,8,6,51,0,2026-05-17T08:51:00+0000
TKT-0796,2026-05-17T12:00:00+0000,email,normal,team,53,27,1.0,12,6,665,1,2026-05-17T20:00:00+0000
TKT-0797,2026-05-17T16:00:00+0000,web,high,team,53,22,1.0,16,6,645,1,2026-05-18T00:00:00+0000
TKT-0798,2026-05-17T20:00:00+0000,email,high,basic,50,21,1.0,20,6,635,1,2026-05-18T04:00:00+0000
TKT-0799,2026-05-18T00:00:00+0000,chat,low,enterprise,48,26,2.0,0,0,108,0,2026-05-18T01:48:00+0000
TKT-0800,2026-05-18T04:00:00+0000,web,normal,basic,60,19,1.0,4,0,113,0,2026-05-18T05:53:00+0000
TKT-0801,2026-05-18T08:00:00+0000,email,normal,basic,53,26,5.0,8,0,711,1,2026-05-18T16:00:00+0000
TKT-0802,2026-05-18T12:00:00+0000,web,normal,basic,49,27,4.0,12,0,187,0,2026-05-18T15:07:00+0000
TKT-0803,2026-05-18T16:00:00+0000,email,normal,team,57,18,1.0,16,0,62,0,2026-05-18T17:02:00+0000
TKT-0804,2026-05-18T20:00:00+0000,email,normal,enterprise,55,33,2.0,20,0,168,0,2026-05-18T22:48:00+0000
TKT-0805,2026-05-19T00:00:00+0000,email,low,team,49,33,2.0,0,1,101,0,2026-05-19T01:41:00+0000
TKT-0806,2026-05-19T04:00:00+0000,email,low,basic,62,25,0.0,4,1,134,0,2026-05-19T06:14:00+0000
TKT-0807,2026-05-19T08:00:00+0000,chat,low,team,58,28,1.0,8,1,188,0,2026-05-19T11:08:00+0000
TKT-0808,2026-05-19T12:00:00+0000,email,normal,basic,58,27,1.0,12,1,42,0,2026-05-19T12:42:00+0000
TKT-0809,2026-05-19T16:00:00+0000,web,normal,basic,63,27,1.0,16,1,187,0,2026-05-19T19:07:00+0000
TKT-0810,2026-05-19T20:00:00+0000,email,normal,enterprise,47,27,2.0,20,1,80,0,2026-05-19T21:20:00+0000
TKT-0811,2026-05-20T00:00:00+0000,web,high,basic,61,29,0.0,0,2,57,0,2026-05-20T00:57:00+0000
TKT-0812,2026-05-20T04:00:00+0000,web,normal,enterprise,57,33,4.0,4,2,112,0,2026-05-20T05:52:00+0000
TKT-0813,2026-05-20T08:00:00+0000,chat,high,basic,47,27,,8,2,202,0,2026-05-20T11:22:00+0000
TKT-0814,2026-05-20T12:00:00+0000,chat,low,basic,56,28,1.0,12,2,32,0,2026-05-20T12:32:00+0000
TKT-0815,2026-05-20T16:00:00+0000,web,low,basic,55,23,4.0,16,2,569,1,2026-05-21T00:00:00+0000
TKT-0816,2026-05-20T20:00:00+0000,web,normal,basic,45,20,1.0,20,2,25,0,2026-05-20T20:25:00+0000
TKT-0817,2026-05-21T00:00:00+0000,email,normal,basic,61,34,0.0,0,3,720,1,2026-05-21T08:00:00+0000
TKT-0818,2026-05-21T04:00:00+0000,email,normal,team,50,19,3.0,4,3,101,0,2026-05-21T05:41:00+0000
TKT-0819,2026-05-21T08:00:00+0000,email,normal,team,41,18,1.0,8,3,53,0,2026-05-21T08:53:00+0000
TKT-0820,2026-05-21T12:00:00+0000,chat,normal,team,47,25,3.0,12,3,640,1,2026-05-21T20:00:00+0000
TKT-0821,2026-05-21T16:00:00+0000,web,high,team,60,25,2.0,16,3,87,0,2026-05-21T17:27:00+0000
TKT-0822,2026-05-21T20:00:00+0000,web,low,basic,47,19,2.0,20,3,51,0,2026-05-21T20:51:00+0000
TKT-0823,2026-05-22T00:00:00+0000,email,normal,team,40,25,0.0,0,4,55,0,2026-05-22T00:55:00+0000
TKT-0824,2026-05-22T04:00:00+0000,chat,normal,team,67,24,1.0,4,4,802,1,2026-05-22T12:00:00+0000
TKT-0825,2026-05-22T08:00:00+0000,chat,normal,team,45,24,2.0,8,4,270,0,2026-05-22T12:30:00+0000
TKT-0826,2026-05-22T12:00:00+0000,chat,normal,team,46,21,2.0,12,4,105,0,2026-05-22T13:45:00+0000
TKT-0827,2026-05-22T16:00:00+0000,email,low,basic,46,18,1.0,16,4,252,0,2026-05-22T20:12:00+0000
TKT-0828,2026-05-22T20:00:00+0000,chat,normal,team,68,14,1.0,20,4,203,0,2026-05-22T23:23:00+0000
TKT-0829,2026-05-23T00:00:00+0000,email,normal,basic,66,25,1.0,0,5,813,1,2026-05-23T08:00:00+0000
TKT-0830,2026-05-23T04:00:00+0000,web,low,enterprise,60,20,1.0,4,5,289,0,2026-05-23T08:49:00+0000
TKT-0831,2026-05-23T08:00:00+0000,email,low,basic,58,21,1.0,8,5,134,0,2026-05-23T10:14:00+0000
TKT-0832,2026-05-23T12:00:00+0000,chat,high,basic,37,24,0.0,12,5,554,1,2026-05-23T20:00:00+0000
TKT-0833,2026-05-23T16:00:00+0000,chat,normal,team,40,18,,16,5,133,0,2026-05-23T18:13:00+0000
TKT-0834,2026-05-23T20:00:00+0000,chat,high,team,41,21,0.0,20,5,1077,1,2026-05-24T04:00:00+0000
TKT-0835,2026-05-24T00:00:00+0000,chat,high,enterprise,43,21,2.0,0,6,581,1,2026-05-24T08:00:00+0000
TKT-0836,2026-05-24T04:00:00+0000,email,normal,basic,46,25,0.0,4,6,76,0,2026-05-24T05:16:00+0000
TKT-0837,2026-05-24T08:00:00+0000,email,normal,team,55,26,0.0,8,6,616,1,2026-05-24T16:00:00+0000
TKT-0838,2026-05-24T12:00:00+0000,email,low,enterprise,57,26,2.0,12,6,1337,1,2026-05-24T20:00:00+0000
TKT-0839,2026-05-24T16:00:00+0000,email,normal,basic,44,25,2.0,16,6,113,0,2026-05-24T17:53:00+0000
TKT-0840,2026-05-24T20:00:00+0000,email,normal,basic,48,24,2.0,20,6,706,1,2026-05-25T04:00:00+0000
TKT-0841,2026-05-25T00:00:00+0000,chat,normal,team,48,28,2.0,0,0,1009,1,2026-05-25T08:00:00+0000
TKT-0842,2026-05-25T04:00:00+0000,chat,normal,team,47,32,0.0,4,0,92,0,2026-05-25T05:32:00+0000
TKT-0843,2026-05-25T08:00:00+0000,web,high,basic,57,21,2.0,8,0,614,1,2026-05-25T16:00:00+0000
TKT-0844,2026-05-25T12:00:00+0000,email,normal,team,61,27,1.0,12,0,681,1,2026-05-25T20:00:00+0000
TKT-0845,2026-05-25T16:00:00+0000,email,normal,basic,69,25,1.0,16,0,144,0,2026-05-25T18:24:00+0000
TKT-0846,2026-05-25T20:00:00+0000,email,normal,basic,51,25,0.0,20,0,790,1,2026-05-26T04:00:00+0000
TKT-0847,2026-05-26T00:00:00+0000,web,high,team,44,31,2.0,0,1,757,1,2026-05-26T08:00:00+0000
TKT-0848,2026-05-26T04:00:00+0000,email,normal,basic,61,26,1.0,4,1,486,1,2026-05-26T12:00:00+0000
TKT-0849,2026-05-26T08:00:00+0000,web,high,team,60,29,0.0,8,1,52,0,2026-05-26T08:52:00+0000
TKT-0850,2026-05-26T12:00:00+0000,chat,normal,team,53,29,1.0,12,1,174,0,2026-05-26T14:54:00+0000
TKT-0851,2026-05-26T16:00:00+0000,email,normal,team,57,28,1.0,16,1,77,0,2026-05-26T17:17:00+0000
TKT-0852,2026-05-26T20:00:00+0000,web,high,basic,50,32,1.0,20,1,651,1,2026-05-27T04:00:00+0000
TKT-0853,2026-05-27T00:00:00+0000,email,normal,team,54,33,4.0,0,2,1309,1,2026-05-27T08:00:00+0000
TKT-0854,2026-05-27T04:00:00+0000,email,normal,basic,57,32,2.0,4,2,139,0,2026-05-27T06:19:00+0000
TKT-0855,2026-05-27T08:00:00+0000,email,normal,basic,64,28,0.0,8,2,290,0,2026-05-27T12:50:00+0000
TKT-0856,2026-05-27T12:00:00+0000,web,normal,team,56,27,1.0,12,2,62,0,2026-05-27T13:02:00+0000
TKT-0857,2026-05-27T16:00:00+0000,chat,low,team,57,23,2.0,16,2,46,0,2026-05-27T16:46:00+0000
TKT-0858,2026-05-27T20:00:00+0000,email,normal,enterprise,50,30,1.0,20,2,156,0,2026-05-27T22:36:00+0000
TKT-0859,2026-05-28T00:00:00+0000,email,low,basic,55,26,3.0,0,3,128,0,2026-05-28T02:08:00+0000
TKT-0860,2026-05-28T04:00:00+0000,email,high,team,55,27,2.0,4,3,842,1,2026-05-28T12:00:00+0000
TKT-0861,2026-05-28T08:00:00+0000,email,high,enterprise,64,24,4.0,8,3,910,1,2026-05-28T16:00:00+0000
TKT-0862,2026-05-28T12:00:00+0000,email,normal,team,42,23,1.0,12,3,240,0,2026-05-28T16:00:00+0000
TKT-0863,2026-05-28T16:00:00+0000,web,normal,team,48,15,1.0,16,3,93,0,2026-05-28T17:33:00+0000
TKT-0864,2026-05-28T20:00:00+0000,email,normal,team,55,24,0.0,20,3,946,1,2026-05-29T04:00:00+0000
TKT-0865,2026-05-29T00:00:00+0000,email,low,basic,45,17,0.0,0,4,50,0,2026-05-29T00:50:00+0000
TKT-0866,2026-05-29T04:00:00+0000,email,normal,,52,20,2.0,4,4,47,0,2026-05-29T04:47:00+0000
TKT-0867,2026-05-29T08:00:00+0000,email,high,basic,48,20,1.0,8,4,98,0,2026-05-29T09:38:00+0000
TKT-0868,2026-05-29T12:00:00+0000,email,low,basic,53,22,1.0,12,4,708,1,2026-05-29T20:00:00+0000
TKT-0869,2026-05-29T16:00:00+0000,email,high,basic,56,17,1.0,16,4,173,0,2026-05-29T18:53:00+0000
TKT-0870,2026-05-29T20:00:00+0000,web,high,basic,46,21,1.0,20,4,956,1,2026-05-30T04:00:00+0000
TKT-0871,2026-05-30T00:00:00+0000,email,normal,basic,49,17,1.0,0,5,82,0,2026-05-30T01:22:00+0000
TKT-0872,2026-05-30T04:00:00+0000,web,low,basic,47,24,0.0,4,5,595,1,2026-05-30T12:00:00+0000
TKT-0873,2026-05-30T08:00:00+0000,email,normal,team,50,23,2.0,8,5,149,0,2026-05-30T10:29:00+0000
TKT-0874,2026-05-30T12:00:00+0000,web,high,team,40,22,0.0,12,5,590,1,2026-05-30T20:00:00+0000
TKT-0875,2026-05-30T16:00:00+0000,web,normal,basic,61,27,1.0,16,5,240,0,2026-05-30T20:00:00+0000
TKT-0876,2026-05-30T20:00:00+0000,email,low,basic,50,24,1.0,20,5,605,1,2026-05-31T04:00:00+0000
TKT-0877,2026-05-31T00:00:00+0000,web,normal,basic,49,19,1.0,0,6,112,0,2026-05-31T01:52:00+0000
TKT-0878,2026-05-31T04:00:00+0000,web,normal,team,48,24,0.0,4,6,84,0,2026-05-31T05:24:00+0000
TKT-0879,2026-05-31T08:00:00+0000,email,normal,basic,52,22,,8,6,110,0,2026-05-31T09:50:00+0000
TKT-0880,2026-05-31T12:00:00+0000,chat,normal,basic,69,25,0.0,12,6,179,0,2026-05-31T14:59:00+0000
TKT-0881,2026-05-31T16:00:00+0000,web,normal,basic,53,21,1.0,16,6,1567,1,2026-06-01T00:00:00+0000
TKT-0882,2026-05-31T20:00:00+0000,web,high,basic,56,24,3.0,20,6,123,0,2026-05-31T22:03:00+0000
