order_id,data_split,review_status,item_count,fragile_item_count,aisle_distance_m,pickers_available,conveyor_load_pct,pick_minutes
PICK-1347,training,routine log,44,9,581.5,5,57.5,29.47
PICK-1348,training,routine log,28,7,313.4,5,28.4,18.82
PICK-1349,training,routine log,73,14,820.3,5,66.5,41.09
PICK-1350,training,routine log,25,3,210.6,6,58.2,19.77
PICK-1351,training,routine log,21,6,627.0,5,87.5,28.97
PICK-1352,training,routine log,30,4,781.4,5,27.7,24.44
PICK-1353,training,routine log,44,11,707.0,2,38.7,31.92
PICK-1354,training,routine log,10,2,880.0,1,92.9,43.46
PICK-1355,training,routine log,24,5,181.0,3,62.6,19.39
PICK-1356,training,routine log,77,18,264.7,4,83.3,36.88
PICK-1357,training,routine log,17,4,471.2,1,77.6,29.07
PICK-1358,training,routine log,35,1,759.0,1,23.6,27.12
PICK-1359,training,routine log,34,2,302.5,5,60.3,22.84
PICK-1360,training,routine log,52,4,604.9,5,52.4,32.02
PICK-1361,training,routine log,64,16,320.6,6,20.6,24.76
PICK-1362,training,routine log,28,3,172.8,1,82.8,29.94
PICK-1363,training,routine log,52,5,435.8,4,60.1,28.53
PICK-1364,training,routine log,38,14,443.5,1,17.3,28.82
PICK-1365,training,routine log,65,17,429.9,3,29.0,24.41
PICK-1366,training,routine log,52,9,129.0,2,76.7,26.85
PICK-1367,training,routine log,16,1,377.3,2,96.3,31.12
PICK-1368,training,routine log,62,6,260.9,3,39.2,23.75
PICK-1369,training,routine log,75,7,88.7,3,18.1,26.62
PICK-1370,training,routine log,56,17,849.4,1,88.5,52.28
PICK-1371,training,routine log,51,7,500.5,4,22.8,26.19
PICK-1372,training,routine log,58,15,415.2,2,59.1,39.8
PICK-1373,training,routine log,59,8,656.1,5,63.6,30.94
PICK-1374,training,routine log,67,15,267.0,2,64.5,34.2
PICK-1375,training,routine log,21,4,464.7,3,47.8,20.84
PICK-1376,training,routine log,76,1,684.0,1,19.7,41.57
PICK-1377,training,routine log,12,0,881.8,1,53.1,34.19
PICK-1378,training,routine log,21,2,162.0,1,28.8,24.14
PICK-1379,training,routine log,40,11,824.0,1,64.2,41.72
PICK-1380,training,routine log,71,6,100.3,1,89.1,44.32
PICK-1381,training,routine log,18,1,771.8,2,68.9,32.33
PICK-1382,training,routine log,65,4,870.5,2,94.4,44.11
PICK-1383,training,routine log,6,1,409.7,1,35.9,25.68
PICK-1384,training,routine log,21,0,652.3,6,44.3,22.33
PICK-1385,training,routine log,43,7,676.4,4,89.1,39.4
PICK-1386,training,routine log,17,4,453.0,4,17.0,117.03
PICK-1387,training,routine log,65,5,664.6,4,86.9,40.93
PICK-1388,training,routine log,18,3,537.0,1,93.2,37.78
PICK-1389,training,routine log,27,6,778.0,2,91.7,38.64
PICK-1390,training,routine log,35,5,708.1,6,49.9,28.77
PICK-1391,training,routine log,43,8,457.3,4,48.2,26.27
PICK-1392,training,routine log,76,17,460.3,6,50.2,34.36
PICK-1393,training,routine log,39,5,458.7,2,75.8,32.11
PICK-1394,training,routine log,38,8,135.4,5,88.6,26.39
PICK-1395,training,routine log,15,3,94.3,5,91.7,25.87
PICK-1396,training,routine log,54,4,178.9,1,26.4,33.49
PICK-1397,training,routine log,64,2,344.4,1,65.6,42.25
PICK-1398,training,routine log,75,4,361.6,3,50.7,30.52
PICK-1399,training,routine log,11,4,303.0,3,81.3,19.3
PICK-1400,training,routine log,23,2,378.5,1,97.4,37.96
PICK-1401,training,routine log,42,10,835.1,5,38.6,31.06
PICK-1402,training,routine log,51,13,331.3,4,34.6,1.0
PICK-1403,training,routine log,20,4,350.3,1,74.1,29.51
PICK-1404,training,routine log,55,11,820.1,4,97.9,45.46
PICK-1405,training,routine log,69,13,164.8,3,85.0,30.56
PICK-1406,training,routine log,75,14,266.5,5,69.5,30.69
PICK-1407,training,routine log,76,22,213.5,1,16.9,36.1
PICK-1408,training,routine log,25,7,351.8,6,81.7,19.67
PICK-1409,training,routine log,47,2,165.9,6,21.9,17.37
PICK-1410,training,routine log,11,1,476.4,2,69.3,25.17
PICK-1411,training,routine log,58,23,123.8,2,40.5,28.13
PICK-1412,training,routine log,32,2,842.9,2,44.8,28.26
PICK-1413,training,routine log,10,1,182.7,3,88.3,22.76
PICK-1414,training,routine log,76,10,534.6,5,38.8,118.27
PICK-1415,training,routine log,68,16,846.0,4,24.0,36.58
PICK-1416,training,routine log,41,17,518.8,5,85.8,35.96
PICK-1417,training,routine log,32,0,188.8,2,45.6,23.95
PICK-1418,training,routine log,44,2,882.6,4,24.4,28.73
PICK-1419,training,routine log,28,4,505.8,5,72.2,23.95
PICK-1420,training,routine log,11,1,238.1,4,88.3,23.78
PICK-1421,training,routine log,27,4,677.0,6,52.5,27.73
PICK-1422,training,routine log,27,6,222.3,5,53.7,1.0
PICK-1423,training,routine log,58,13,686.3,2,37.4,32.34
PICK-1424,training,routine log,17,7,545.6,6,35.0,20.74
PICK-1425,training,routine log,54,7,584.7,4,17.6,30.31
PICK-1426,training,routine log,49,8,658.1,2,76.9,35.5
PICK-1427,training,routine log,69,9,151.1,2,54.3,26.67
PICK-1428,training,routine log,57,13,365.1,2,40.7,29.25
PICK-1429,training,routine log,59,6,509.0,5,94.3,37.48
PICK-1430,training,routine log,56,12,347.9,3,19.3,25.96
PICK-1431,training,routine log,50,9,493.8,6,52.7,29.53
PICK-1432,training,routine log,20,8,123.1,6,52.7,17.37
PICK-1433,training,routine log,79,7,689.2,1,34.7,46.59
PICK-1434,training,routine log,66,6,636.4,3,46.3,32.45
PICK-1435,training,routine log,5,0,98.3,2,22.5,16.65
PICK-1436,training,routine log,75,15,453.6,4,28.3,31.71
PICK-1437,training,routine log,52,5,186.9,6,81.5,24.64
PICK-1438,training,routine log,38,10,379.7,3,85.3,34.32
PICK-1439,training,routine log,25,3,659.2,5,75.0,28.77
PICK-1440,training,routine log,31,5,570.3,3,97.9,35.75
PICK-1441,training,routine log,43,8,849.6,2,93.2,45.09
PICK-1442,training,routine log,76,17,765.3,3,85.7,43.29
PICK-1443,training,routine log,6,1,97.3,2,29.3,14.62
PICK-1444,training,routine log,11,1,809.4,6,30.9,23.19
PICK-1445,training,routine log,75,8,357.1,6,94.2,39.41
PICK-1446,training,routine log,77,17,684.2,1,78.5,49.21
PICK-1447,training,routine log,65,13,383.4,3,23.3,30.18
PICK-1448,training,routine log,39,6,816.1,3,37.0,30.88
PICK-1449,training,routine log,10,0,314.2,3,95.0,26.56
PICK-1450,training,routine log,77,4,670.7,3,63.3,32.2
PICK-1451,training,routine log,28,11,439.8,5,30.3,23.8
PICK-1452,training,routine log,56,4,361.0,1,96.2,40.62
PICK-1453,training,routine log,11,1,428.2,3,82.0,23.1
PICK-1454,training,routine log,63,13,870.6,4,28.1,36.5
PICK-1455,training,routine log,5,1,870.6,6,30.8,20.07
PICK-1456,training,routine log,75,7,135.8,4,32.3,21.83
PICK-1457,training,routine log,61,2,701.6,2,44.2,35.71
PICK-1458,training,routine log,74,18,398.8,3,59.6,33.31
PICK-1459,training,routine log,63,18,450.2,6,36.7,30.48
PICK-1460,training,routine log,65,19,510.4,6,67.1,36.29
PICK-1461,training,routine log,23,6,582.9,5,16.8,19.51
PICK-1462,training,routine log,46,7,526.5,1,22.5,34.66
PICK-1463,training,routine log,21,4,705.0,5,86.1,35.11
PICK-1464,training,routine log,58,3,426.4,2,51.1,32.99
PICK-1465,training,routine log,72,14,784.7,2,21.8,37.44
PICK-1466,training,routine log,80,10,698.0,2,48.5,37.93
PICK-1467,training,routine log,10,1,765.2,5,55.1,25.55
PICK-1468,training,routine log,60,3,781.1,5,59.5,35.02
PICK-1469,training,routine log,4,2,600.8,3,79.7,25.63
PICK-1470,training,routine log,14,4,818.6,2,75.8,33.09
PICK-1471,training,routine log,5,1,264.8,1,52.0,24.86
PICK-1472,training,routine log,40,7,881.7,4,50.3,33.71
PICK-1473,training,routine log,41,8,395.5,3,23.4,27.52
PICK-1474,training,routine log,68,19,354.3,4,25.7,29.32
PICK-1475,training,routine log,25,1,428.0,3,50.0,21.27
PICK-1476,training,routine log,20,0,788.0,6,34.9,1.0
PICK-1477,training,routine log,32,6,257.2,1,58.2,135.34
PICK-1478,training,routine log,64,23,756.6,5,59.0,43.48
PICK-1479,training,routine log,30,5,212.4,1,76.5,31.7
PICK-1480,training,routine log,17,2,347.0,1,66.9,29.44
PICK-1481,training,routine log,71,5,271.5,5,30.7,32.32
PICK-1482,training,routine log,36,6,563.9,4,64.1,29.01
PICK-1483,training,routine log,25,5,711.9,6,96.3,34.76
PICK-1484,training,routine log,66,19,664.2,3,74.4,39.21
PICK-1485,training,routine log,40,12,887.3,4,38.1,31.25
PICK-1486,training,routine log,48,7,787.2,4,36.7,32.36
PICK-1487,training,routine log,56,9,113.7,4,18.7,21.46
PICK-1488,training,routine log,21,6,245.2,1,69.5,29.48
PICK-1489,training,routine log,25,4,119.7,5,36.4,17.07
PICK-1490,training,routine log,7,2,670.2,6,90.0,29.05
PICK-1491,training,routine log,33,6,369.5,4,49.9,22.69
PICK-1492,training,routine log,7,1,370.1,5,43.5,17.36
PICK-1493,training,routine log,11,3,349.8,6,79.6,18.59
PICK-1494,training,routine log,67,20,670.6,4,47.4,80.87
PICK-1495,training,routine log,26,3,216.6,2,28.6,19.23
PICK-1496,training,routine log,57,2,209.0,6,29.7,24.74
PICK-1497,training,routine log,70,17,170.9,3,23.3,28.1
PICK-1498,training,routine log,73,3,564.6,5,57.1,33.28
PICK-1499,training,routine log,25,4,172.5,2,34.6,21.3
PICK-1500,training,routine log,20,0,811.0,2,19.2,27.22
PICK-1501,validation,audited,17,2,193.9,4,42.5,16.47
PICK-1502,validation,audited,74,17,359.2,1,46.5,38.97
PICK-1503,validation,audited,72,19,510.5,4,34.3,33.32
PICK-1504,validation,audited,61,15,112.1,6,37.7,25.55
PICK-1505,validation,audited,40,1,886.4,3,62.8,31.22
PICK-1506,validation,audited,31,6,798.7,6,55.7,27.58
PICK-1507,validation,audited,15,4,329.0,2,28.5,21.11
PICK-1508,validation,audited,65,9,550.3,2,80.7,34.39
PICK-1509,validation,audited,45,10,292.7,2,19.5,25.66
PICK-1510,validation,audited,64,9,411.7,3,43.1,27.26
PICK-1511,validation,audited,35,12,796.7,1,91.1,49.62
PICK-1512,validation,audited,28,1,723.0,3,30.3,26.49
PICK-1513,validation,audited,26,7,112.2,5,81.4,19.44
PICK-1514,validation,audited,5,0,371.6,2,60.5,19.34
PICK-1515,validation,audited,22,7,599.2,4,43.1,21.27
PICK-1516,validation,audited,80,10,158.3,2,56.8,31.1
PICK-1517,validation,audited,66,15,416.4,5,20.7,32.9
PICK-1518,validation,audited,71,20,151.7,6,37.9,23.81
PICK-1519,validation,audited,4,0,198.5,2,45.2,18.19
PICK-1520,validation,audited,56,5,831.1,1,52.5,42.8
PICK-1521,validation,audited,4,0,123.6,4,89.2,17.4
PICK-1522,validation,audited,30,4,758.7,6,64.5,27.9
PICK-1523,validation,audited,47,9,108.4,4,63.4,22.81
PICK-1524,validation,audited,39,7,370.2,1,30.3,33.49
PICK-1525,validation,audited,48,5,619.5,1,18.6,30.54
PICK-1526,validation,audited,38,9,741.3,5,45.2,23.59
PICK-1527,validation,audited,17,3,225.6,1,24.2,26.19
PICK-1528,validation,audited,80,13,281.1,3,35.4,36.19
PICK-1529,validation,audited,22,1,157.4,5,57.6,16.89
PICK-1530,validation,audited,67,12,173.0,6,44.6,28.27
PICK-1531,validation,audited,5,0,816.0,6,40.8,23.43
PICK-1532,validation,audited,45,7,466.7,5,41.0,24.24
PICK-1533,validation,audited,7,0,195.0,1,67.5,25.4
PICK-1534,validation,audited,16,3,557.0,4,53.2,21.87
PICK-1535,validation,audited,6,0,821.4,3,75.7,29.7
PICK-1536,validation,audited,65,2,878.8,2,96.4,46.17
PICK-1537,validation,audited,55,2,402.0,4,82.6,34.51
PICK-1538,validation,audited,41,7,423.2,1,73.8,36.31
PICK-1539,validation,audited,74,21,515.5,3,50.5,37.6
PICK-1540,validation,audited,64,9,143.6,2,72.2,35.76
PICK-1541,validation,audited,67,15,266.1,3,22.3,26.27
PICK-1542,validation,audited,32,4,441.8,3,36.8,24.22
PICK-1543,validation,audited,67,11,857.7,3,32.9,38.34
PICK-1544,validation,audited,68,22,718.7,3,32.8,34.46
PICK-1545,validation,audited,5,1,566.0,1,79.5,34.72
PICK-1546,validation,audited,58,15,97.4,2,91.6,32.24
PICK-1547,validation,audited,53,11,861.2,6,73.3,35.86
PICK-1548,validation,audited,34,6,602.0,1,28.5,30.51
PICK-1549,validation,audited,14,3,156.1,5,78.1,19.57
PICK-1550,validation,audited,38,7,603.7,4,96.2,34.34
PICK-1551,validation,audited,19,6,436.5,4,83.2,26.21
PICK-1552,validation,audited,40,12,263.8,1,46.1,32.34
PICK-1553,validation,audited,56,20,618.2,1,65.8,42.81
PICK-1554,validation,audited,50,12,102.0,6,95.9,31.16
PICK-1555,validation,audited,7,2,333.6,2,73.8,21.76
PICK-1556,validation,audited,29,3,227.6,6,45.0,19.6
PICK-1557,validation,audited,60,10,270.4,2,37.1,28.51
PICK-1558,validation,audited,7,0,890.2,6,80.8,30.86
PICK-1559,validation,audited,62,11,308.4,5,81.9,28.95
PICK-1560,validation,audited,57,9,775.0,6,20.7,31.39
PICK-1561,validation,audited,10,3,138.4,2,57.5,16.64
PICK-1562,validation,audited,52,9,625.5,6,97.1,34.7
PICK-1563,validation,audited,17,2,718.2,4,28.8,22.1
PICK-1564,validation,audited,68,20,878.5,4,57.9,44.92
PICK-1565,validation,audited,67,10,432.9,5,60.2,28.16
PICK-1566,validation,audited,7,2,702.5,5,40.0,20.08
PICK-1567,validation,audited,46,2,252.2,2,56.9,26.36
PICK-1568,validation,audited,57,7,384.9,6,42.6,25.63
PICK-1569,validation,audited,72,10,497.7,4,35.7,32.72
PICK-1570,validation,audited,62,8,275.4,5,30.5,24.61
PICK-1571,validation,audited,9,3,548.2,3,17.9,16.95
PICK-1572,validation,audited,68,2,374.5,6,81.9,30.29
PICK-1573,validation,audited,45,6,717.9,3,40.7,31.57
PICK-1574,validation,audited,20,0,392.2,4,49.0,21.74
PICK-1575,validation,audited,50,11,198.3,2,70.3,28.04
PICK-1576,validation,audited,53,13,169.7,1,97.0,40.83
PICK-1577,validation,audited,51,5,354.6,6,59.6,26.22
PICK-1578,validation,audited,63,16,363.9,2,27.6,28.73
PICK-1579,validation,audited,57,5,192.1,6,78.7,27.58
PICK-1580,validation,audited,76,5,441.4,6,60.4,30.7
PICK-1581,validation,audited,56,6,883.5,5,35.2,32.0
PICK-1582,validation,audited,40,5,423.4,2,62.7,31.88
PICK-1583,validation,audited,23,4,756.6,5,62.2,25.97
PICK-1584,validation,audited,55,13,458.7,1,88.9,46.83
PICK-1585,validation,audited,21,3,400.6,2,17.0,23.19
PICK-1586,validation,audited,65,9,304.8,2,81.8,35.79
PICK-1587,validation,audited,50,11,551.1,3,77.1,33.29
PICK-1588,validation,audited,6,1,113.8,6,46.3,10.94
PICK-1589,validation,audited,32,6,241.8,5,72.3,23.36
PICK-1590,validation,audited,54,2,717.3,6,35.6,30.4
PICK-1591,validation,audited,16,6,696.9,5,62.2,25.17
PICK-1592,validation,audited,25,9,461.1,5,96.6,30.33
PICK-1593,validation,audited,39,3,150.6,5,63.0,23.72
PICK-1594,validation,audited,36,0,676.5,2,79.9,31.07
PICK-1595,validation,audited,45,10,743.8,6,90.7,40.84
PICK-1596,validation,audited,43,6,87.4,6,52.4,21.89
PICK-1597,validation,audited,70,16,801.9,6,93.5,43.7
PICK-1598,validation,audited,9,0,627.3,2,39.0,22.86
PICK-1599,validation,audited,17,3,373.7,2,33.6,21.34
PICK-1600,validation,audited,4,0,252.8,1,95.0,29.61
PICK-1601,validation,audited,43,0,431.1,2,92.3,34.26
PICK-1602,validation,audited,9,0,472.5,1,19.6,22.11
PICK-1603,validation,audited,73,19,567.7,4,38.0,35.54
PICK-1604,validation,audited,48,3,415.0,4,85.8,33.89
PICK-1605,validation,audited,32,2,191.8,6,53.8,21.34
PICK-1606,validation,audited,58,3,808.0,6,32.0,31.67
PICK-1607,validation,audited,31,7,591.8,5,59.5,29.81
PICK-1608,validation,audited,70,18,868.4,4,28.8,37.15
PICK-1609,validation,audited,5,1,680.3,2,39.9,24.71
PICK-1610,validation,audited,29,3,280.8,3,79.4,26.12
PICK-1611,validation,audited,9,2,797.2,6,20.9,19.59
PICK-1612,validation,audited,58,12,642.5,5,44.2,35.55
PICK-1613,validation,audited,41,7,602.1,1,19.1,32.54
PICK-1614,validation,audited,21,2,90.4,5,78.4,16.7
PICK-1615,validation,audited,70,3,620.0,5,20.8,33.53
PICK-1616,validation,audited,51,2,259.0,1,33.6,28.45
PICK-1617,validation,audited,69,15,334.8,3,79.8,34.92
PICK-1618,validation,audited,74,8,862.3,3,86.3,48.1
PICK-1619,validation,audited,31,8,822.3,3,30.9,30.51
PICK-1620,validation,audited,71,13,390.5,5,20.3,30.59
PICK-1621,validation,audited,6,0,165.3,1,19.5,20.74
PICK-1622,validation,audited,52,5,449.6,3,42.9,28.58
PICK-1623,validation,audited,8,1,411.3,4,27.2,15.9
PICK-1624,validation,audited,59,13,477.5,5,23.3,25.67
PICK-1625,validation,audited,68,11,228.2,4,52.1,31.18
PICK-1626,validation,audited,29,2,318.9,2,29.7,22.53
PICK-1627,validation,audited,70,7,375.7,6,49.8,30.86
PICK-1628,validation,audited,32,3,334.3,5,81.7,26.66
PICK-1629,validation,audited,78,16,492.7,6,72.8,37.38
PICK-1630,validation,audited,70,12,349.4,6,61.5,32.66
PICK-1631,validation,audited,52,11,851.4,3,96.0,44.32
PICK-1632,validation,audited,37,1,823.2,6,74.5,35.57
PICK-1633,validation,audited,21,6,862.5,2,52.6,33.79
PICK-1634,validation,audited,25,6,597.8,2,86.8,35.74
PICK-1635,validation,audited,50,1,451.9,1,73.4,39.26
PICK-1636,validation,audited,36,1,652.7,2,29.2,29.45
PICK-1637,validation,audited,63,10,669.0,5,92.5,41.97
PICK-1638,validation,audited,44,5,781.5,6,80.5,35.52
PICK-1639,validation,audited,36,8,200.7,6,16.1,20.45
PICK-1640,validation,audited,52,10,786.1,1,93.6,47.8
PICK-1641,validation,audited,43,4,713.2,2,65.9,33.03
PICK-1642,validation,audited,46,4,839.4,5,62.1,35.99
PICK-1643,validation,audited,20,6,836.7,1,31.3,34.97
PICK-1644,validation,audited,65,18,775.6,3,47.3,36.39
PICK-1645,validation,audited,65,21,280.7,1,66.3,38.55
PICK-1646,validation,audited,45,8,537.0,1,25.5,36.84
PICK-1647,validation,audited,56,15,82.8,4,86.5,29.02
PICK-1648,validation,audited,48,12,361.8,6,38.6,25.88
PICK-1649,validation,audited,75,8,574.4,1,41.4,47.38
PICK-1650,validation,audited,24,8,466.0,1,97.0,38.89
PICK-1651,validation,audited,63,5,518.5,2,68.1,37.58
PICK-1652,validation,audited,80,10,879.0,3,38.0,41.76
PICK-1653,validation,audited,54,6,622.6,3,31.1,31.72
PICK-1654,validation,audited,62,0,390.3,2,23.5,32.68
PICK-1655,validation,audited,22,4,137.8,3,68.3,23.07
PICK-1656,validation,audited,69,4,212.2,2,28.1,32.08
PICK-1657,validation,audited,24,3,560.5,3,53.2,27.9
PICK-1658,validation,audited,7,1,526.1,4,63.0,20.9
PICK-1659,validation,audited,58,15,884.1,3,71.5,37.74
PICK-1660,validation,audited,67,13,674.4,3,87.0,42.31
PICK-1661,validation,audited,12,1,404.0,6,28.5,16.02
PICK-1662,validation,audited,76,5,196.3,5,91.2,37.16
PICK-1663,validation,audited,21,3,506.1,4,16.2,20.65
PICK-1664,validation,audited,44,6,620.9,6,31.6,28.83
PICK-1665,validation,audited,40,9,285.4,2,15.8,23.42
PICK-1666,validation,audited,24,8,768.2,6,74.5,26.67
PICK-1667,validation,audited,15,2,876.2,3,34.6,23.19
PICK-1668,validation,audited,76,6,98.8,2,84.3,32.65
PICK-1669,validation,audited,50,8,619.6,6,69.6,30.23
PICK-1670,validation,audited,63,20,743.1,2,97.0,49.61
PICK-1671,validation,audited,51,18,879.3,3,61.8,37.61
PICK-1672,validation,audited,68,4,154.5,5,57.9,32.35
PICK-1673,validation,audited,28,3,89.4,3,88.1,23.31
PICK-1674,validation,audited,54,10,126.9,2,97.5,32.45
PICK-1675,validation,audited,73,4,499.4,1,31.3,39.89
PICK-1676,validation,audited,37,7,458.2,6,82.8,26.4
PICK-1677,validation,audited,25,10,455.3,4,69.9,24.98
PICK-1678,validation,audited,44,8,629.6,2,54.2,32.3
PICK-1679,validation,audited,59,4,399.1,2,33.5,28.82
PICK-1680,validation,audited,79,6,361.3,3,17.1,25.84
PICK-1681,validation,audited,42,6,401.1,5,56.5,26.39
PICK-1682,validation,audited,68,12,393.9,4,67.7,32.39
PICK-1683,validation,audited,71,24,647.8,1,73.0,47.98
PICK-1684,validation,audited,77,6,730.8,3,31.1,37.86
PICK-1685,validation,audited,51,11,253.3,2,40.7,29.4
PICK-1686,validation,audited,59,13,884.9,4,45.0,37.2
PICK-1687,validation,audited,48,17,259.5,6,66.6,27.59
PICK-1688,validation,audited,43,13,409.8,6,63.3,28.36
PICK-1689,validation,audited,52,1,383.8,3,62.0,28.63
PICK-1690,validation,audited,20,5,129.8,4,81.0,19.03
PICK-1691,validation,audited,59,13,628.7,6,73.0,35.6
PICK-1692,validation,audited,4,4,801.2,5,76.1,27.5
PICK-1693,validation,audited,41,3,683.7,6,20.9,21.72
PICK-1694,validation,audited,79,19,672.8,2,66.7,41.15
PICK-1695,validation,audited,73,2,840.3,1,90.3,56.88
PICK-1696,validation,audited,25,3,618.9,3,25.8,26.54
PICK-1697,validation,audited,64,8,665.0,3,57.2,33.52
PICK-1698,validation,audited,67,17,639.0,4,15.2,31.72
PICK-1699,validation,audited,63,15,88.7,2,92.1,36.95
PICK-1700,validation,audited,36,1,845.3,3,36.8,31.7
PICK-1701,validation,audited,25,0,392.7,5,36.2,20.69
PICK-1702,validation,audited,63,16,775.1,6,76.6,36.1
PICK-1703,validation,audited,53,2,730.2,3,89.9,41.32
PICK-1704,validation,audited,49,6,158.9,4,57.1,23.74
PICK-1705,validation,audited,57,12,485.7,2,74.8,32.86
PICK-1706,validation,audited,7,2,151.6,4,98.0,18.95
PICK-1707,validation,audited,66,7,119.9,5,47.2,20.53
PICK-1708,validation,audited,55,5,666.0,1,24.9,33.14
PICK-1709,validation,audited,14,4,307.5,5,90.5,25.33
PICK-1710,validation,audited,70,7,609.6,4,65.1,34.73
PICK-1711,validation,audited,22,1,401.8,2,88.1,32.95
PICK-1712,validation,audited,43,2,325.8,3,32.3,24.23
PICK-1713,validation,audited,48,12,307.4,4,94.4,31.93
PICK-1714,validation,audited,53,6,729.8,4,86.3,39.11
PICK-1715,validation,audited,19,2,125.9,6,35.6,12.9
PICK-1716,validation,audited,46,6,473.9,6,42.2,28.05
PICK-1717,validation,audited,68,21,477.0,6,81.1,35.21
PICK-1718,validation,audited,27,3,477.9,1,60.1,32.55
PICK-1719,validation,audited,79,1,308.9,1,75.7,41.12
PICK-1720,validation,audited,20,7,350.9,5,90.0,29.24
PICK-1721,validation,audited,29,2,352.9,1,69.9,35.12
PICK-1722,validation,audited,56,9,336.3,6,86.3,30.93
PICK-1723,validation,audited,43,3,666.9,6,73.3,33.88
PICK-1724,validation,audited,20,3,297.3,1,93.5,34.98
PICK-1725,validation,audited,50,12,528.3,5,18.7,26.21
PICK-1726,validation,audited,25,5,352.5,3,21.6,18.73
PICK-1727,validation,audited,28,3,460.1,4,28.0,20.91
PICK-1728,validation,audited,71,19,818.0,4,27.9,40.81
PICK-1729,validation,audited,39,8,255.0,2,53.2,29.02
PICK-1730,validation,audited,42,0,268.0,4,77.8,30.14
PICK-1731,validation,audited,69,9,548.2,2,41.9,33.14
PICK-1732,validation,audited,34,4,115.1,6,56.3,20.92
PICK-1733,validation,audited,41,6,417.2,1,90.5,38.91
PICK-1734,validation,audited,65,10,134.4,4,78.1,28.11
PICK-1735,validation,audited,30,5,303.9,6,29.9,17.13
PICK-1736,validation,audited,21,6,236.0,5,88.0,25.3
PICK-1737,validation,audited,75,19,477.9,3,97.8,45.18
PICK-1738,validation,audited,25,3,341.8,1,56.9,31.72
PICK-1739,validation,audited,36,4,794.0,1,22.0,35.61
PICK-1740,validation,audited,30,9,354.5,3,21.2,21.92
PICK-1741,validation,audited,31,9,709.7,4,18.7,22.87
PICK-1742,validation,audited,78,24,346.6,1,96.1,48.93
PICK-1743,validation,audited,10,0,139.6,5,56.1,15.98
PICK-1744,validation,audited,36,3,268.0,1,70.6,27.91
PICK-1745,validation,audited,22,3,261.8,2,94.6,29.2
PICK-1746,validation,audited,75,21,208.3,2,42.2,35.47
PICK-1747,validation,audited,10,3,124.9,3,41.3,13.78
PICK-1748,validation,audited,25,5,243.4,1,74.5,28.06
PICK-1749,validation,audited,29,6,785.0,2,60.1,34.97
PICK-1750,validation,audited,7,1,608.8,3,50.4,22.15
PICK-1751,validation,audited,56,12,119.5,6,23.3,25.97
PICK-1752,validation,audited,7,0,344.3,3,70.5,20.6
PICK-1753,validation,audited,49,5,523.5,5,33.3,24.71
PICK-1754,validation,audited,63,10,847.1,1,27.9,43.76
PICK-1755,validation,audited,19,3,729.0,2,87.5,36.23
PICK-1756,validation,audited,33,5,756.5,4,18.6,25.82
PICK-1757,validation,audited,36,12,528.1,4,26.1,25.51
PICK-1758,validation,audited,7,1,81.1,5,80.0,15.1
PICK-1759,validation,audited,38,4,246.2,2,87.1,29.95
PICK-1760,validation,audited,19,2,793.7,4,61.3,25.56
PICK-1761,validation,audited,71,21,123.2,6,48.5,33.54
PICK-1762,validation,audited,31,7,161.1,6,47.5,21.29
PICK-1763,validation,audited,46,8,280.2,6,69.1,26.3
PICK-1764,validation,audited,20,3,83.9,5,26.6,16.03
PICK-1765,validation,audited,71,11,829.6,5,70.1,39.3
PICK-1766,validation,audited,25,2,477.6,3,91.9,31.61
PICK-1767,validation,audited,20,4,865.0,2,53.6,31.06
PICK-1768,validation,audited,46,0,454.0,4,86.2,34.85
PICK-1769,validation,audited,65,18,537.3,2,73.9,35.41
PICK-1770,validation,audited,60,18,459.8,3,52.0,29.76
PICK-1771,validation,audited,45,5,173.1,3,19.9,21.36
PICK-1772,validation,audited,17,1,312.0,3,78.4,20.7
PICK-1773,validation,audited,35,13,667.2,6,70.0,31.91
PICK-1774,validation,audited,74,26,96.8,3,85.1,41.44
PICK-1775,validation,audited,78,11,475.7,2,89.0,43.2
PICK-1776,validation,audited,48,9,416.0,6,92.9,36.37
PICK-1777,validation,audited,22,7,344.5,3,67.1,24.78
PICK-1778,validation,audited,54,15,305.7,1,65.8,40.02
PICK-1779,validation,audited,23,1,677.6,1,45.5,33.55
PICK-1780,validation,audited,68,17,181.6,5,87.0,29.96
PICK-1781,validation,audited,63,0,535.8,6,49.6,27.49
PICK-1782,validation,audited,72,8,725.0,3,18.6,32.81
PICK-1783,validation,audited,19,5,763.0,4,31.7,21.84
PICK-1784,validation,audited,79,12,850.2,1,37.0,43.54
PICK-1785,validation,audited,51,12,765.6,6,95.0,43.48
PICK-1786,validation,audited,29,1,544.3,2,51.7,27.08
PICK-1787,validation,audited,80,6,651.9,3,84.0,45.36
PICK-1788,validation,audited,70,3,710.0,3,91.4,42.89
PICK-1789,validation,audited,21,7,340.1,4,21.5,21.02
PICK-1790,validation,audited,20,1,679.7,3,19.0,21.95
PICK-1791,validation,audited,65,3,532.4,5,56.6,29.64
PICK-1792,validation,audited,52,11,391.3,5,56.0,25.12
PICK-1793,validation,audited,63,4,240.3,3,23.9,23.87
PICK-1794,validation,audited,40,6,512.3,2,47.5,30.9
PICK-1795,validation,audited,41,12,689.8,1,84.8,46.93
