reading_id,vibration_rms_mm_s,motor_temp_c,load_pct,current_variation_a,acoustic_kurtosis,days_since_service,recent_auto_stops,ambient_temp_c,urgent_inspection
EQ-03326,1.15,60.0,34.1,1.51,1.82,203,1,18.9,0
EQ-03327,1.74,81.1,70.9,0.41,3.72,335,0,23.5,0
EQ-03328,2.13,51.6,43.1,2.7,2.18,121,2,18.6,0
EQ-03329,2.45,65.0,95.5,3.84,2.99,74,0,17.0,0
EQ-03330,1.8,62.5,43.2,2.63,3.93,368,1,29.3,0
EQ-03331,4.37,55.2,95.4,1.63,3.3,327,1,29.0,1
EQ-03332,2.19,61.9,87.0,3.17,5.54,20,0,24.1,0
EQ-03333,1.95,55.7,68.9,0.32,1.17,521,0,16.9,0
EQ-03334,0.85,74.2,77.6,1.39,5.38,504,1,15.9,0
EQ-03335,1.11,64.1,29.7,0.4,3.24,467,0,30.6,0
EQ-03336,0.66,59.6,67.6,1.54,3.38,519,1,26.8,1
EQ-03337,0.56,77.4,92.1,1.71,5.4,350,0,29.3,1
EQ-03338,3.98,79.7,31.4,2.03,2.49,501,0,22.9,0
EQ-03339,0.77,70.6,35.3,1.07,9.38,391,0,17.3,0
EQ-03340,2.57,62.1,56.5,2.12,3.78,501,2,25.7,0
EQ-03341,4.7,68.6,61.0,2.23,1.5,449,2,30.5,0
EQ-03342,6.3,64.3,46.0,2.0,1.8,258,0,19.3,1
EQ-03343,2.31,68.9,65.6,2.68,2.55,442,0,23.1,0
EQ-03344,2.87,69.1,47.3,1.44,1.19,261,1,33.0,0
EQ-03345,3.87,85.1,86.2,2.15,2.67,57,0,26.8,0
EQ-03346,3.21,67.9,52.0,1.75,2.96,39,1,19.7,0
EQ-03347,4.01,57.7,43.7,1.2,2.43,263,0,13.2,0
EQ-03348,0.57,61.2,77.9,0.68,6.2,66,1,19.9,0
EQ-03349,7.05,79.1,90.3,2.79,5.78,288,0,26.7,1
EQ-03350,2.17,77.1,60.8,0.28,4.21,523,0,31.5,0
EQ-03351,0.71,73.2,60.2,0.6,1.05,475,1,16.5,0
EQ-03352,3.02,59.3,23.1,2.63,1.46,508,0,25.0,0
EQ-03353,3.78,77.3,88.8,0.95,4.31,192,0,30.6,0
EQ-03354,5.38,80.5,69.0,1.1,6.8,260,0,22.3,0
EQ-03355,2.1,73.8,91.2,1.6,3.08,306,1,23.2,0
EQ-03356,2.97,62.6,66.9,1.07,3.15,128,0,18.5,0
EQ-03357,2.0,68.9,74.0,1.62,3.19,189,0,27.7,0
EQ-03358,4.19,66.7,68.1,0.48,5.6,246,2,21.3,0
EQ-03359,1.08,68.3,83.9,2.77,2.44,341,0,17.3,0
EQ-03360,1.2,56.7,89.1,0.62,2.87,170,1,19.7,0
EQ-03361,6.63,75.0,80.3,1.06,2.84,408,0,26.1,0
EQ-03362,2.06,50.4,38.8,0.95,2.71,241,0,19.2,0
EQ-03363,4.77,58.8,29.9,1.25,4.49,239,1,32.5,0
EQ-03364,0.22,78.2,28.5,1.89,3.1,190,0,28.0,0
EQ-03365,0.58,66.6,90.2,2.84,3.19,481,1,35.9,0
EQ-03366,4.06,62.1,67.2,1.86,1.9,172,0,21.6,0
EQ-03367,1.65,63.6,39.1,0.74,5.13,409,0,35.2,0
EQ-03368,2.42,70.9,80.2,0.56,3.68,216,1,23.7,0
EQ-03369,1.64,77.3,71.1,0.64,1.83,451,2,25.7,0
EQ-03370,2.84,44.9,26.7,2.13,2.92,48,2,20.5,0
EQ-03371,1.13,55.8,96.5,1.92,2.31,477,0,24.5,0
EQ-03372,2.13,42.8,60.2,2.13,4.14,69,0,20.6,0
EQ-03373,3.54,90.1,46.2,1.29,1.34,528,1,20.3,0
EQ-03374,2.97,80.5,59.5,0.73,7.45,270,0,35.3,0
EQ-03375,4.63,67.0,57.7,0.39,5.06,529,3,29.8,0
EQ-03376,1.94,61.4,86.0,1.1,2.21,78,2,32.3,0
EQ-03377,3.58,65.2,62.2,0.24,4.43,346,1,25.0,0
EQ-03378,3.32,78.5,43.3,1.25,2.71,375,2,18.6,0
EQ-03379,1.85,71.4,76.1,0.75,2.66,198,0,15.9,0
EQ-03380,3.99,76.3,93.5,0.3,3.11,346,0,26.2,1
EQ-03381,1.49,56.7,56.7,0.71,1.87,66,0,20.9,0
EQ-03382,2.12,77.5,88.3,0.53,2.09,517,0,25.4,0
EQ-03383,0.7,63.1,65.8,0.82,12.71,461,3,20.2,0
EQ-03384,1.49,68.2,75.0,1.06,1.51,442,0,26.7,0
EQ-03385,1.79,45.3,82.1,0.44,2.05,288,0,21.8,0
EQ-03386,1.88,75.0,89.4,3.69,3.21,283,2,29.6,0
EQ-03387,4.38,77.5,23.1,0.25,3.19,145,0,21.3,0
EQ-03388,0.74,71.6,22.7,0.41,3.25,318,1,21.7,0
EQ-03389,3.42,74.9,93.1,2.43,2.92,62,0,28.4,0
EQ-03390,2.69,73.3,38.7,0.36,2.98,523,1,20.5,0
EQ-03391,6.86,59.4,41.3,0.56,1.54,102,0,31.5,0
EQ-03392,0.76,64.9,97.9,0.53,2.01,522,0,19.7,0
EQ-03393,1.07,64.8,81.8,1.29,2.69,481,0,20.7,0
EQ-03394,1.33,69.2,83.4,0.4,2.78,159,1,16.5,0
EQ-03395,3.22,60.8,51.7,0.76,2.59,418,2,29.8,0
EQ-03396,1.83,63.6,47.1,1.34,2.68,343,0,28.6,0
EQ-03397,2.0,72.3,31.4,2.7,2.93,13,0,23.8,0
EQ-03398,3.12,54.9,96.8,1.46,3.05,380,1,20.8,0
EQ-03399,2.33,86.1,55.2,0.68,5.8,200,0,32.4,0
EQ-03400,1.41,76.5,29.2,1.13,5.55,241,2,23.1,0
EQ-03401,0.65,71.4,57.3,2.44,2.63,466,0,25.2,0
EQ-03402,1.93,66.0,24.3,0.93,2.39,123,0,20.0,0
EQ-03403,2.67,66.7,24.5,0.8,1.66,370,1,23.1,0
EQ-03404,0.15,83.6,55.7,1.95,7.44,178,0,34.1,0
EQ-03405,2.75,92.8,86.7,1.1,7.54,150,1,24.2,0
EQ-03406,2.06,71.7,76.3,0.43,2.24,335,2,21.2,0
EQ-03407,2.4,66.5,23.1,0.87,5.23,114,0,21.0,0
EQ-03408,0.99,56.9,28.4,1.25,5.06,211,0,25.0,0
EQ-03409,2.7,65.4,85.8,1.28,1.45,113,4,22.4,0
EQ-03410,6.5,70.9,86.8,1.53,2.69,310,1,18.7,0
EQ-03411,0.91,66.9,35.9,1.58,2.52,362,1,24.5,0
EQ-03412,0.37,77.5,86.0,0.67,5.34,517,0,23.6,0
EQ-03413,1.95,78.7,73.2,0.65,1.86,162,1,21.5,0
EQ-03414,7.48,70.5,40.5,0.93,1.99,50,0,27.0,0
EQ-03415,3.09,54.2,49.5,3.19,4.32,482,0,20.3,0
EQ-03416,2.22,48.0,98.4,0.72,1.61,282,4,25.3,0
EQ-03417,2.53,49.8,37.2,0.77,1.84,433,2,21.9,0
EQ-03418,2.89,59.5,75.0,0.61,5.04,522,1,25.7,1
EQ-03419,1.37,64.2,93.8,0.99,1.76,87,0,23.9,0
EQ-03420,2.21,84.2,78.3,0.97,1.99,49,0,28.1,0
EQ-03421,1.52,70.9,41.7,1.41,5.3,214,2,32.1,0
EQ-03422,4.21,59.8,99.6,0.4,3.31,429,0,23.1,0
EQ-03423,4.49,65.1,85.7,0.54,3.26,372,0,28.3,0
EQ-03424,4.8,49.0,26.8,1.86,3.3,496,2,25.1,0
EQ-03425,5.62,71.3,86.7,1.22,3.29,327,0,31.1,1
EQ-03426,5.58,60.5,77.5,2.58,5.39,483,1,34.7,1
EQ-03427,3.66,51.7,91.1,0.49,3.28,206,1,22.1,0
EQ-03428,2.98,48.1,94.9,0.55,3.59,538,2,27.7,0
EQ-03429,1.41,62.4,43.7,2.01,3.62,415,0,25.8,0
EQ-03430,1.52,65.6,89.1,1.05,5.19,487,0,29.5,0
EQ-03431,2.18,51.2,62.3,1.33,3.4,339,0,19.7,0
EQ-03432,3.12,45.5,72.4,0.18,1.96,296,1,33.3,0
EQ-03433,1.79,81.1,73.3,1.04,2.24,32,0,26.8,0
EQ-03434,4.4,55.8,70.9,1.39,4.68,365,1,28.1,0
EQ-03435,3.13,62.9,89.0,0.29,2.34,160,1,31.8,0
EQ-03436,5.56,38.2,68.6,1.52,3.17,264,0,29.8,0
EQ-03437,1.03,61.0,37.2,2.15,5.73,121,1,27.7,1
EQ-03438,1.85,69.3,41.5,1.0,4.87,139,1,26.8,0
EQ-03439,5.95,75.8,72.6,1.8,5.11,514,1,20.0,0
EQ-03440,4.87,59.4,30.3,0.52,2.38,168,1,22.9,0
EQ-03441,5.34,71.4,51.3,0.87,3.04,141,1,22.3,0
EQ-03442,1.25,62.9,77.1,0.42,1.05,484,0,20.5,0
EQ-03443,1.35,83.6,49.2,1.12,2.92,14,0,18.4,0
EQ-03444,2.59,65.6,95.4,1.6,3.37,478,1,26.9,0
EQ-03445,2.06,84.7,27.2,3.03,5.64,55,0,11.2,0
EQ-03446,0.72,74.8,78.7,2.11,3.61,153,0,22.4,0
EQ-03447,1.37,77.3,59.8,1.78,1.76,180,0,13.2,0
EQ-03448,5.14,61.2,24.3,1.89,3.5,507,0,25.6,0
EQ-03449,1.44,69.0,71.7,1.07,5.3,483,0,19.5,0
EQ-03450,0.89,74.7,71.7,2.06,3.24,55,0,27.7,0
EQ-03451,2.62,47.3,33.3,2.96,2.01,270,0,35.5,0
EQ-03452,2.82,50.7,69.6,1.12,1.48,24,0,27.4,0
EQ-03453,7.53,66.4,33.2,1.05,2.72,192,0,34.8,0
EQ-03454,7.23,64.9,36.9,1.91,2.42,337,2,19.8,1
EQ-03455,1.83,71.6,25.4,0.9,2.7,517,3,20.3,1
EQ-03456,2.17,63.1,88.6,0.06,4.7,516,1,16.3,0
EQ-03457,2.61,66.6,35.5,0.61,2.89,230,2,15.6,0
EQ-03458,4.65,69.2,67.0,0.47,4.17,7,0,22.7,0
EQ-03459,6.23,54.0,76.6,1.32,2.61,502,0,24.2,0
EQ-03460,3.3,66.9,61.4,0.8,3.59,477,0,28.9,0
EQ-03461,0.15,57.1,90.1,1.05,6.87,459,1,21.7,0
EQ-03462,1.63,63.5,31.7,1.09,1.67,232,1,19.6,0
EQ-03463,2.97,68.9,79.6,0.79,6.14,29,1,16.6,0
EQ-03464,1.43,75.1,46.7,4.28,2.61,264,0,28.2,0
EQ-03465,1.94,59.8,71.9,0.47,3.21,327,1,24.4,0
EQ-03466,0.57,59.2,32.5,0.46,3.39,511,0,23.1,0
EQ-03467,0.42,60.7,53.2,3.23,4.76,360,1,23.6,0
EQ-03468,5.37,68.5,27.2,0.3,1.54,142,3,21.4,0
EQ-03469,9.97,82.3,55.4,0.19,2.4,472,0,18.1,1
EQ-03470,0.76,60.9,81.1,0.73,5.03,287,1,29.8,0
EQ-03471,1.21,63.1,67.5,0.6,3.05,33,1,19.7,1
EQ-03472,7.54,58.9,99.9,0.7,3.32,102,1,24.0,0
EQ-03473,0.9,69.9,37.1,0.37,3.42,258,2,28.8,0
EQ-03474,5.54,67.6,37.4,2.31,2.88,167,1,26.2,0
EQ-03475,3.09,78.4,72.7,0.78,4.92,229,0,24.9,0
EQ-03476,2.12,82.5,43.3,1.44,4.37,459,1,31.4,0
EQ-03477,1.61,91.9,49.6,2.6,1.08,222,0,20.1,0
EQ-03478,2.22,71.4,49.5,1.61,5.36,11,0,24.6,0
EQ-03479,1.12,72.5,84.1,1.15,3.05,375,0,19.5,0
EQ-03480,0.62,56.8,90.6,1.54,1.22,409,2,21.2,0
EQ-03481,1.83,76.3,49.9,0.96,2.49,439,0,16.5,0
EQ-03482,2.16,72.5,42.3,0.65,4.88,51,1,19.9,0
EQ-03483,2.78,79.3,95.7,2.01,1.57,310,1,12.7,0
EQ-03484,7.07,71.2,65.6,1.44,1.28,154,2,27.3,0
EQ-03485,6.77,74.1,84.7,0.38,1.48,382,1,21.1,0
EQ-03486,2.07,67.9,83.5,1.11,2.75,325,3,10.3,0
EQ-03487,4.8,54.5,87.1,1.42,1.58,455,5,23.2,1
EQ-03488,2.14,62.5,95.4,0.08,2.63,223,0,15.9,0
EQ-03489,2.46,59.0,42.2,0.79,2.6,462,0,27.8,0
EQ-03490,1.5,76.9,29.2,0.38,3.88,479,0,21.6,0
EQ-03491,6.11,49.1,35.5,2.33,3.91,517,0,25.5,0
EQ-03492,4.29,50.3,95.6,0.61,1.05,52,3,23.3,0
EQ-03493,0.76,67.8,69.9,0.44,5.39,384,1,31.4,0
EQ-03494,2.74,59.4,34.2,1.51,3.41,342,0,16.8,0
EQ-03495,4.18,58.5,93.7,2.15,3.59,296,0,18.3,0
EQ-03496,2.39,70.3,74.6,2.05,1.33,534,0,23.0,0
EQ-03497,3.18,57.5,30.7,1.58,1.74,126,1,17.1,0
EQ-03498,2.35,72.5,53.6,4.13,1.42,50,1,20.3,0
EQ-03499,1.84,75.5,89.0,0.9,2.33,226,2,27.5,0
EQ-03500,5.66,70.7,72.8,1.88,2.15,308,0,26.7,0
EQ-03501,1.56,56.0,39.5,1.01,2.33,136,3,23.3,0
EQ-03502,1.63,66.2,68.0,0.42,3.47,106,0,18.5,0
EQ-03503,2.34,60.1,78.3,0.72,2.69,485,0,20.8,0
EQ-03504,2.21,76.8,42.7,1.37,3.31,176,1,27.4,0
EQ-03505,7.05,51.6,83.0,0.27,2.38,377,0,22.2,0
EQ-03506,2.07,63.7,79.9,0.53,2.62,278,2,18.1,0
EQ-03507,2.32,55.5,37.0,2.04,2.73,43,1,28.2,0
EQ-03508,1.91,62.6,75.0,0.45,2.31,436,1,20.1,0
EQ-03509,1.15,66.4,27.2,0.6,2.45,537,0,14.6,0
EQ-03510,8.33,78.0,47.5,0.77,1.76,456,2,26.9,1
EQ-03511,2.09,57.5,98.0,0.05,4.63,356,0,21.2,0
EQ-03512,1.58,53.3,70.8,0.58,1.71,40,0,26.6,0
EQ-03513,8.93,71.6,32.2,1.42,2.22,395,0,23.6,0
EQ-03514,4.47,67.0,54.1,1.91,3.26,462,1,18.7,0
EQ-03515,1.64,70.9,25.5,1.78,2.26,346,1,25.3,0
EQ-03516,1.64,63.4,50.1,1.3,6.3,255,2,28.0,0
EQ-03517,0.98,62.6,84.2,1.56,1.78,258,0,22.0,0
EQ-03518,4.32,70.3,34.7,2.19,3.77,364,3,29.7,0
EQ-03519,1.17,69.8,74.4,0.45,3.12,350,0,21.7,0
EQ-03520,1.94,61.9,90.4,0.37,2.88,54,0,17.1,0
EQ-03521,1.9,71.7,83.8,3.39,4.63,227,2,35.9,0
EQ-03522,2.84,73.0,41.7,1.38,1.13,384,0,23.5,0
EQ-03523,1.45,66.2,29.8,2.26,1.98,308,0,22.7,0
EQ-03524,1.82,63.4,52.2,0.46,1.65,352,1,28.3,0
EQ-03525,2.73,75.7,32.3,0.51,2.55,126,0,19.0,0
EQ-03526,2.89,56.2,87.0,0.57,1.92,309,1,21.0,0
EQ-03527,1.87,58.2,75.2,1.24,1.67,344,0,32.2,0
EQ-03528,2.54,65.0,94.8,1.6,4.87,294,1,29.5,0
EQ-03529,0.15,67.1,41.4,2.98,2.92,114,0,20.9,0
EQ-03530,1.33,69.2,71.9,0.41,1.75,209,0,27.5,0
EQ-03531,9.48,75.2,93.1,0.53,2.81,150,1,27.1,1
EQ-03532,1.17,68.3,24.1,0.83,1.76,315,0,20.8,0
EQ-03533,2.45,74.0,26.8,1.31,1.05,451,0,24.7,0
EQ-03534,1.66,71.4,98.7,0.25,1.48,13,1,21.9,0
EQ-03535,6.3,72.8,81.3,0.92,2.09,23,2,23.7,1
EQ-03536,1.97,68.9,53.3,1.56,1.93,46,0,33.2,0
EQ-03537,3.26,62.0,22.6,1.25,3.5,242,0,21.0,0
EQ-03538,1.99,60.8,74.6,2.63,2.25,104,1,25.6,0
EQ-03539,5.89,67.2,47.3,4.61,4.36,222,2,22.6,1
EQ-03540,0.15,83.1,22.6,0.93,3.17,539,1,19.1,0
EQ-03541,3.49,49.4,97.5,0.35,3.91,411,2,25.9,0
EQ-03542,4.24,66.3,30.0,0.74,1.93,131,0,33.2,0
EQ-03543,2.2,76.7,65.6,0.3,3.39,163,1,25.1,0
EQ-03544,1.67,67.4,71.0,1.05,2.8,197,1,23.3,0
EQ-03545,0.67,54.4,44.8,2.55,2.26,337,0,32.9,0
EQ-03546,0.28,60.1,60.6,1.28,2.13,490,0,17.6,0
EQ-03547,1.54,74.3,75.6,1.39,4.74,199,1,25.5,0
EQ-03548,0.66,44.8,26.6,0.37,2.52,167,0,25.1,0
EQ-03549,6.89,67.9,45.7,1.09,8.24,287,1,24.4,1
EQ-03550,0.86,73.7,94.5,0.93,1.56,212,2,17.2,0
EQ-03551,2.48,68.1,66.9,3.71,3.9,4,0,28.3,0
EQ-03552,2.27,59.3,99.7,0.18,5.17,178,1,18.4,0
EQ-03553,1.68,49.9,50.3,0.31,4.7,395,0,19.6,0
EQ-03554,1.75,58.3,92.7,1.88,1.34,4,1,23.3,0
EQ-03555,2.85,76.1,42.5,1.79,2.79,300,1,18.4,0
EQ-03556,2.01,62.1,39.7,0.62,3.39,505,0,39.9,0
EQ-03557,1.36,64.3,73.9,1.55,1.05,345,0,26.0,0
EQ-03558,3.45,47.7,32.4,1.55,4.84,497,0,27.4,0
EQ-03559,1.04,66.2,93.5,1.05,1.57,290,0,24.2,0
EQ-03560,1.54,72.2,57.7,1.93,1.8,296,0,26.2,0
EQ-03561,0.66,77.3,43.8,1.24,3.24,214,1,31.1,1
EQ-03562,3.25,81.7,44.8,1.25,1.51,4,0,24.3,0
EQ-03563,0.43,81.6,34.9,1.07,2.72,499,0,26.6,0
EQ-03564,6.23,74.0,82.1,0.69,1.9,110,0,26.7,1
EQ-03565,2.16,50.7,97.9,1.85,1.72,515,0,20.8,0
EQ-03566,3.24,54.6,32.0,2.46,3.63,91,0,26.1,0
EQ-03567,1.33,74.0,93.8,3.98,3.26,426,0,29.6,0
EQ-03568,4.05,67.4,30.8,1.45,3.06,153,1,34.0,0
EQ-03569,2.52,69.3,45.8,1.61,2.89,427,0,30.1,0
EQ-03570,2.63,63.1,78.1,1.1,2.63,104,1,29.2,0
EQ-03571,1.15,43.8,95.7,1.84,2.28,382,0,27.7,0
EQ-03572,4.48,85.1,92.1,0.6,3.49,9,0,30.8,0
EQ-03573,0.27,72.9,74.1,0.32,1.32,374,0,19.9,0
EQ-03574,1.75,63.6,86.1,0.68,3.04,83,1,15.9,0
EQ-03575,1.6,41.7,63.4,2.04,3.06,239,1,24.7,0
EQ-03576,6.71,66.8,67.2,0.29,3.91,333,1,38.4,0
EQ-03577,6.09,63.2,81.2,2.54,1.17,81,1,30.0,1
EQ-03578,1.62,51.2,91.5,0.6,2.95,13,0,22.6,0
EQ-03579,4.08,86.3,46.6,4.39,2.95,485,2,21.8,1
EQ-03580,3.1,64.7,40.1,0.84,2.14,74,1,20.1,0
EQ-03581,3.3,67.2,84.0,1.01,2.86,181,1,30.7,0
EQ-03582,2.67,38.7,28.6,2.54,1.7,114,0,14.8,0
EQ-03583,5.12,69.4,49.2,0.38,3.14,121,0,27.1,0
EQ-03584,4.18,73.1,78.9,0.55,1.05,419,2,21.1,1
EQ-03585,0.64,68.3,53.4,2.29,5.26,78,1,22.8,0
EQ-03586,0.78,63.0,25.9,0.3,2.9,209,0,21.4,0
EQ-03587,2.58,65.7,52.4,0.48,2.36,454,3,20.1,1
EQ-03588,3.0,70.1,43.3,2.44,4.83,13,0,19.0,0
EQ-03589,3.03,61.7,91.4,1.58,1.71,271,0,23.4,0
EQ-03590,6.28,65.0,75.2,1.88,3.0,246,0,25.3,0
EQ-03591,3.06,76.1,71.2,0.47,2.53,473,0,33.8,0
EQ-03592,4.88,71.7,88.8,1.02,2.09,228,4,26.9,1
EQ-03593,1.91,53.6,27.8,0.61,2.48,31,2,18.5,0
EQ-03594,3.02,66.1,30.5,0.71,7.63,234,1,22.6,0
EQ-03595,0.89,71.0,51.3,0.81,3.85,279,4,19.4,0
EQ-03596,4.99,53.4,92.2,0.5,3.55,270,0,24.2,0
EQ-03597,2.07,58.3,65.1,1.29,2.48,109,2,16.8,0
EQ-03598,1.75,60.6,85.6,0.21,3.15,110,0,30.2,0
EQ-03599,7.17,69.4,76.8,1.83,3.38,72,1,28.5,0
EQ-03600,2.22,64.9,55.6,1.68,4.87,63,3,9.2,0
EQ-03601,5.04,72.9,51.0,2.4,3.96,19,0,25.6,0
EQ-03602,3.89,63.3,29.6,0.8,3.44,408,0,27.4,0
EQ-03603,3.21,68.1,83.0,3.46,8.02,413,0,25.2,0
EQ-03604,2.76,62.9,77.5,0.64,1.05,319,0,23.5,0
EQ-03605,2.54,54.4,86.4,0.61,3.1,456,4,21.3,0
EQ-03606,5.44,67.8,48.7,1.52,3.66,233,0,20.6,0
EQ-03607,1.66,60.8,88.4,0.44,3.35,290,1,28.1,0
EQ-03608,6.11,61.5,39.1,0.85,3.55,450,0,25.8,0
EQ-03609,1.56,54.8,35.4,0.63,4.33,80,0,23.7,0
EQ-03610,0.71,68.3,81.0,1.15,3.54,304,1,24.3,0
EQ-03611,2.8,71.0,71.2,0.69,4.56,224,0,20.3,0
EQ-03612,0.41,53.2,91.4,1.43,2.69,453,0,27.6,0
EQ-03613,10.5,63.6,38.8,0.17,9.47,377,1,17.8,1
EQ-03614,1.04,69.9,30.8,1.4,1.73,490,1,31.1,0
EQ-03615,6.37,59.0,74.9,2.51,4.31,365,1,26.5,0
EQ-03616,4.58,76.6,46.2,0.98,3.54,276,1,35.1,1
EQ-03617,8.07,51.8,51.9,0.85,1.42,341,2,21.0,1
EQ-03618,4.05,56.4,53.3,1.8,3.11,315,1,21.3,0
EQ-03619,5.21,71.8,22.7,0.58,3.63,44,0,21.2,0
EQ-03620,4.18,53.0,33.4,1.54,2.87,333,3,17.6,0
EQ-03621,0.95,66.5,91.1,0.3,2.59,468,0,22.6,0
EQ-03622,0.79,64.0,53.6,3.07,1.84,3,1,30.5,0
EQ-03623,0.84,55.0,22.2,0.93,5.05,291,1,12.8,0
EQ-03624,1.04,55.7,94.5,0.73,2.32,172,0,21.0,0
EQ-03625,5.29,64.3,49.0,2.3,1.55,526,1,24.3,0
EQ-03626,8.55,62.2,75.3,1.44,5.11,2,1,25.7,1
EQ-03627,2.08,67.1,78.9,1.05,1.06,421,0,33.3,0
EQ-03628,7.41,66.8,59.4,1.71,3.36,207,0,22.5,0
EQ-03629,3.93,68.9,91.2,0.39,4.87,379,1,30.6,0
EQ-03630,2.84,77.2,27.6,2.18,8.1,437,1,27.7,0
EQ-03631,5.54,44.3,58.5,0.95,1.48,44,1,23.8,0
EQ-03632,1.92,63.6,68.2,0.79,3.23,315,1,32.8,0
EQ-03633,1.71,58.2,60.4,0.6,5.36,308,0,22.3,0
EQ-03634,1.63,70.9,45.2,0.53,1.13,247,0,21.2,0
EQ-03635,1.09,49.8,44.2,0.76,4.86,469,0,20.1,0
EQ-03636,6.71,70.1,50.4,1.1,2.47,158,1,29.3,0
EQ-03637,3.39,58.2,42.7,1.28,1.26,436,1,27.7,0
EQ-03638,4.54,73.9,75.7,2.93,3.44,477,0,26.8,0
EQ-03639,4.04,68.1,78.7,0.46,2.05,326,1,15.4,0
EQ-03640,5.46,63.5,49.9,0.25,2.18,113,0,31.0,0
EQ-03641,5.39,76.8,45.9,2.41,4.66,116,0,20.2,0
EQ-03642,3.18,59.6,69.0,0.54,2.54,333,0,22.7,0
EQ-03643,0.61,49.2,71.3,1.05,3.21,159,0,30.1,0
EQ-03644,2.32,46.5,55.4,1.72,1.05,323,0,22.6,0
EQ-03645,4.81,71.2,24.9,1.3,1.69,193,1,22.7,0
EQ-03646,0.23,74.6,22.8,0.69,2.48,261,0,35.2,0
EQ-03647,2.04,44.3,89.5,0.6,2.73,7,0,27.9,0
EQ-03648,1.39,56.1,65.6,0.4,6.07,502,1,18.2,0
EQ-03649,2.6,81.7,75.2,1.07,4.95,144,0,17.9,0
EQ-03650,0.83,73.9,31.1,1.66,5.6,30,0,21.1,0
EQ-03651,3.06,65.7,36.2,0.79,2.45,500,0,22.4,0
EQ-03652,7.14,70.1,62.0,1.52,1.43,204,1,22.9,0
EQ-03653,3.29,68.6,92.9,0.32,6.23,341,0,12.2,0
EQ-03654,0.79,62.0,52.7,1.04,2.33,150,0,22.4,0
EQ-03655,0.93,69.8,79.1,0.06,2.26,516,0,27.6,0
EQ-03656,3.26,69.6,46.6,0.28,6.99,175,1,37.6,0
EQ-03657,3.18,62.7,49.5,0.75,4.11,26,0,24.6,0
EQ-03658,3.56,57.8,90.5,0.6,2.55,275,2,30.5,0
EQ-03659,6.98,60.8,69.9,1.12,3.01,30,0,20.1,0
EQ-03660,1.08,60.0,73.3,0.84,3.68,293,3,28.4,0
EQ-03661,2.02,63.4,46.1,1.32,3.75,355,1,23.6,0
EQ-03662,1.58,62.7,25.7,0.75,2.7,399,0,23.0,0
EQ-03663,6.08,64.9,34.6,2.89,3.67,321,0,22.3,0
EQ-03664,1.06,76.2,46.0,1.56,3.07,215,3,37.7,0
EQ-03665,1.56,71.0,74.3,0.88,5.01,104,2,22.6,0
EQ-03666,3.1,59.2,24.9,1.51,2.08,261,0,22.1,0
EQ-03667,2.38,67.1,54.8,2.31,5.12,393,0,23.8,0
EQ-03668,4.2,62.4,60.0,2.35,1.05,481,0,17.4,0
EQ-03669,2.4,82.0,83.8,1.27,2.94,399,1,23.9,0
EQ-03670,2.61,81.7,45.7,1.63,1.05,177,0,22.4,0
EQ-03671,3.57,72.6,45.6,2.85,1.99,493,1,26.3,0
EQ-03672,0.75,69.4,81.3,0.92,1.38,382,0,11.4,0
EQ-03673,2.43,42.2,48.6,1.3,4.37,6,0,20.8,0
EQ-03674,1.83,68.1,84.9,1.18,3.76,246,0,31.7,0
EQ-03675,2.2,59.3,68.8,1.15,4.66,444,0,28.2,0
EQ-03676,0.83,63.4,79.6,0.67,1.4,302,0,33.0,0
EQ-03677,1.75,69.5,77.5,0.69,1.65,288,1,34.1,0
EQ-03678,8.44,71.3,45.6,0.7,3.06,390,0,16.2,0
EQ-03679,2.87,68.6,47.4,1.66,2.56,392,0,30.2,0
EQ-03680,1.98,82.5,42.0,1.71,1.49,423,1,28.3,1
EQ-03681,2.31,78.4,56.1,0.86,2.34,484,1,20.6,0
EQ-03682,1.82,83.7,90.3,1.31,2.02,469,1,21.2,0
EQ-03683,3.7,51.0,36.8,0.54,5.74,460,0,25.1,0
EQ-03684,2.52,67.2,32.0,1.76,1.76,72,0,26.2,0
EQ-03685,1.12,65.9,37.2,1.36,4.05,39,1,28.2,0
EQ-03686,3.29,50.7,28.0,0.4,3.71,518,1,21.4,1
EQ-03687,4.17,68.3,85.2,2.67,2.15,290,0,24.3,0
EQ-03688,1.91,61.3,83.1,0.33,1.66,195,1,26.7,0
EQ-03689,2.35,69.2,75.8,0.23,6.43,241,0,21.7,0
EQ-03690,8.71,76.9,98.9,0.43,2.89,28,2,30.1,0
EQ-03691,6.14,53.6,90.5,0.17,2.52,58,0,25.7,0
EQ-03692,0.83,61.5,76.0,1.08,1.93,88,0,20.8,0
EQ-03693,2.58,82.0,68.7,2.05,1.41,305,0,34.8,0
EQ-03694,0.68,85.3,48.0,1.03,1.19,405,1,23.6,0
EQ-03695,1.75,74.5,66.8,0.18,2.5,66,2,23.7,0
EQ-03696,2.11,57.6,55.4,0.98,1.14,349,0,21.7,0
EQ-03697,3.11,62.4,90.3,1.54,7.62,485,0,18.9,0
EQ-03698,2.75,57.3,22.4,1.74,3.83,405,1,25.9,0
EQ-03699,3.64,64.5,67.0,0.2,2.73,143,1,15.9,0
EQ-03700,1.6,64.5,83.5,1.59,2.0,529,0,21.9,0
EQ-03701,2.6,68.1,87.1,0.9,2.48,178,0,22.5,0
