device_id,device_age_days,temperature_c,vibration_mm_s,errors_24h,days_since_service,alert_next_7_days
DV-1854,2186,62.6,2.29,2,55,1
DV-1855,1247,30.1,4.17,1,289,0
DV-1856,407,52.5,1.9,2,377,0
DV-1857,466,31.9,0.51,2,253,0
DV-1858,501,55.6,1.51,0,67,0
DV-1859,1317,55.9,3.6,1,42,1
DV-1860,274,41.2,0.87,1,184,0
DV-1861,63,35.1,2.82,1,359,0
DV-1862,1393,34.6,4.65,1,318,0
DV-1863,1096,26.2,1.23,0,11,0
DV-1864,538,61.7,1.21,1,272,0
DV-1865,1567,50.0,1.35,0,230,1
DV-1866,359,58.6,4.16,0,253,0
DV-1867,648,41.4,4.49,0,400,1
DV-1868,44,49.9,3.41,1,290,0
DV-1869,239,49.0,4.11,0,223,0
DV-1870,607,44.3,2.09,1,346,0
DV-1871,1804,44.5,2.34,1,405,1
DV-1872,572,55.4,3.21,0,65,0
DV-1873,317,54.7,7.63,0,191,0
DV-1874,2022,49.0,1.78,3,194,0
DV-1875,1278,33.9,1.03,1,76,0
DV-1876,1699,60.6,1.19,1,95,0
DV-1877,282,41.1,2.61,1,150,0
DV-1878,871,57.0,2.73,1,298,0
DV-1879,762,54.4,4.65,1,36,0
DV-1880,1538,66.4,1.02,0,415,1
DV-1881,1216,45.9,2.39,4,27,0
DV-1882,565,45.0,3.18,1,353,0
DV-1883,137,37.1,3.24,1,159,0
DV-1884,721,59.3,0.76,2,317,0
DV-1885,610,49.5,2.46,2,122,0
DV-1886,1600,51.4,4.58,1,118,1
DV-1887,1080,58.9,4.5,1,213,0
DV-1888,1909,32.1,3.04,0,109,0
DV-1889,1636,58.6,1.87,2,93,1
DV-1890,2000,27.1,1.19,1,179,0
DV-1891,1236,47.5,0.98,1,147,0
DV-1892,1884,26.8,5.5,0,79,1
DV-1893,332,53.8,0.76,0,400,0
DV-1894,1362,51.0,0.75,0,300,0
DV-1895,928,48.5,2.45,0,149,0
DV-1896,1607,47.7,0.99,2,297,0
DV-1897,199,40.1,0.36,1,16,0
DV-1898,580,62.7,3.36,2,148,1
DV-1899,2143,43.9,4.99,0,251,1
DV-1900,524,35.8,3.67,2,349,1
DV-1901,1707,41.9,1.77,0,259,0
DV-1902,2148,42.1,1.77,0,274,0
DV-1903,788,44.9,3.63,1,237,0
DV-1904,1457,41.9,3.95,1,379,0
DV-1905,1182,53.6,6.47,1,166,0
DV-1906,1000,54.3,3.12,0,153,0
DV-1907,1616,55.7,2.92,0,66,0
DV-1908,1195,67.3,1.44,0,161,0
DV-1909,1376,59.5,0.96,0,43,0
DV-1910,1005,48.2,1.85,0,285,0
DV-1911,2138,50.5,2.22,1,17,1
DV-1912,1151,57.8,3.45,1,115,0
DV-1913,386,72.6,0.95,1,265,0
DV-1914,1187,48.9,2.1,1,243,0
DV-1915,163,50.2,4.18,0,89,0
DV-1916,2101,50.2,1.74,1,348,1
DV-1917,1086,50.3,0.71,1,29,0
DV-1918,862,38.8,5.53,2,249,0
DV-1919,295,56.4,2.05,2,216,0
DV-1920,2082,42.3,0.57,1,237,1
DV-1921,2145,49.7,4.09,1,285,1
DV-1922,1679,30.8,1.76,1,327,0
DV-1923,1170,51.7,2.09,3,367,0
DV-1924,1881,24.6,1.93,4,156,1
DV-1925,1127,61.8,2.28,0,245,1
DV-1926,475,63.5,4.53,1,117,1
DV-1927,1259,61.2,2.09,1,188,1
DV-1928,1757,60.7,2.65,0,333,0
DV-1929,1722,39.8,6.34,2,138,1
DV-1930,570,62.5,5.64,2,22,1
DV-1931,1267,48.1,4.62,3,341,1
DV-1932,2039,51.4,6.55,1,176,1
DV-1933,192,50.9,3.85,2,60,1
DV-1934,2160,50.8,0.99,0,10,0
DV-1935,1610,30.5,5.46,1,157,0
DV-1936,492,54.3,7.06,0,356,0
DV-1937,213,47.5,2.17,2,100,0
DV-1938,75,66.8,2.68,4,255,1
DV-1939,102,68.7,2.45,2,244,0
DV-1940,1567,51.4,2.06,2,325,1
DV-1941,464,51.3,7.05,1,227,1
DV-1942,1335,63.6,1.96,2,83,0
DV-1943,1663,51.0,3.07,0,393,1
DV-1944,642,50.2,3.07,1,168,0
DV-1945,199,57.7,1.19,0,351,0
DV-1946,1781,65.0,4.32,1,416,1
DV-1947,1106,38.7,2.35,7,342,1
DV-1948,923,46.1,2.72,0,145,0
DV-1949,1687,49.3,2.52,3,164,1
DV-1950,2000,61.7,1.66,1,248,1
DV-1951,349,46.6,4.31,0,227,0
DV-1952,1571,44.4,3.59,0,222,0
DV-1953,1034,58.3,1.01,2,201,0
DV-1954,1964,58.9,0.37,1,33,0
DV-1955,464,50.6,5.15,2,392,0
DV-1956,1973,62.1,7.22,0,12,0
DV-1957,135,39.5,1.98,3,181,0
DV-1958,908,23.0,0.97,1,48,0
DV-1959,955,40.2,1.78,0,144,0
DV-1960,767,44.0,0.87,0,317,0
DV-1961,2044,65.4,1.22,2,219,0
DV-1962,1546,36.3,1.13,1,383,0
DV-1963,959,59.1,1.38,2,304,0
DV-1964,1622,58.7,2.25,1,173,0
DV-1965,1347,37.3,2.21,0,329,0
DV-1966,231,35.0,2.73,1,335,0
DV-1967,2074,57.0,2.58,1,54,0
DV-1968,945,50.9,2.32,0,325,1
DV-1969,1554,44.3,1.46,2,51,0
DV-1970,325,45.3,2.59,0,295,0
DV-1971,2070,62.3,2.51,1,297,0
DV-1972,1232,41.2,5.04,0,16,0
DV-1973,1555,60.8,3.18,3,7,0
DV-1974,817,56.1,3.26,1,79,0
DV-1975,1674,49.8,1.07,0,64,0
DV-1976,1158,71.9,0.84,2,16,1
DV-1977,1614,47.2,3.01,1,272,0
DV-1978,1245,37.6,1.8,0,401,0
DV-1979,2006,29.7,3.47,3,76,0
DV-1980,1297,43.6,1.66,1,291,0
DV-1981,971,40.3,1.78,4,41,0
DV-1982,419,63.7,2.38,3,164,1
DV-1983,974,36.4,6.31,1,300,1
DV-1984,321,49.2,3.77,1,211,0
DV-1985,1080,52.3,1.4,0,90,0
DV-1986,846,71.8,8.11,1,234,1
DV-1987,100,41.5,5.27,0,51,0
DV-1988,300,58.6,2.65,1,413,0
DV-1989,1275,55.4,4.92,1,150,0
DV-1990,2067,50.5,4.21,2,314,1
DV-1991,1417,42.0,0.64,2,220,0
DV-1992,145,35.3,3.27,2,121,0
DV-1993,1378,30.4,3.21,2,120,0
DV-1994,1100,42.6,3.42,1,168,0
DV-1995,546,32.0,2.71,1,111,0
DV-1996,110,41.7,3.36,0,168,0
DV-1997,158,54.5,3.31,0,410,0
DV-1998,1840,51.8,2.16,0,201,0
DV-1999,2095,52.9,2.38,2,398,1
DV-2000,269,56.6,1.84,0,102,0
DV-2001,1903,69.4,4.12,1,197,1
DV-2002,1384,44.9,2.49,0,163,0
DV-2003,740,63.5,2.47,3,410,0
DV-2004,872,50.7,5.55,0,395,0
DV-2005,837,44.6,1.89,1,28,0
DV-2006,1108,46.8,3.14,2,302,0
DV-2007,380,77.9,0.9,2,78,0
DV-2008,899,58.6,3.72,1,140,0
DV-2009,2110,56.9,2.35,2,238,0
DV-2010,1755,62.7,2.64,0,228,1
DV-2011,1023,48.5,1.27,0,209,1
DV-2012,1399,51.1,1.64,1,298,0
DV-2013,1556,58.8,4.23,0,379,1
DV-2014,690,57.8,1.19,0,260,0
DV-2015,133,55.9,4.0,1,138,0
DV-2016,746,36.6,1.04,3,81,0
DV-2017,1638,62.9,6.07,4,78,1
DV-2018,1872,56.7,1.2,2,259,1
DV-2019,1997,51.4,2.61,1,73,1
DV-2020,1473,44.6,1.69,2,126,0
DV-2021,1870,57.4,2.31,2,141,1
DV-2022,573,42.7,2.06,1,222,0
DV-2023,757,41.4,1.05,3,378,0
DV-2024,1095,26.7,4.37,2,38,0
DV-2025,2099,45.8,3.59,0,292,0
DV-2026,1030,61.4,1.78,2,267,0
DV-2027,688,62.9,1.93,3,49,0
DV-2028,1337,67.8,4.23,0,207,1
DV-2029,140,46.5,1.16,1,283,0
DV-2030,2072,37.9,4.72,2,367,0
DV-2031,1322,57.5,0.73,3,273,1
DV-2032,1962,38.5,1.06,1,236,0
DV-2033,486,48.2,3.68,2,310,0
DV-2034,1105,41.9,3.3,3,166,0
DV-2035,1651,62.9,2.13,2,318,1
DV-2036,2176,49.3,0.68,1,365,0
DV-2037,1587,45.8,2.01,0,43,0
DV-2038,2156,49.3,1.81,2,129,0
DV-2039,734,58.3,4.08,1,338,0
DV-2040,1581,47.0,3.37,1,306,0
DV-2041,1086,54.3,1.43,0,272,1
DV-2042,1659,66.1,4.91,3,209,1
DV-2043,923,46.3,1.11,2,254,0
DV-2044,385,59.9,4.46,2,167,0
DV-2045,1483,30.2,1.37,2,94,0
DV-2046,85,52.5,1.91,3,225,0
DV-2047,2075,38.1,2.2,0,54,0
DV-2048,540,39.0,0.72,0,283,0
DV-2049,590,28.6,1.12,1,122,0
DV-2050,2198,43.5,1.13,2,137,1
DV-2051,1495,55.1,5.2,1,331,0
DV-2052,32,22.0,1.42,2,100,0
DV-2053,511,58.1,2.16,2,9,1
DV-2054,373,37.1,1.55,1,117,0
DV-2055,1656,35.0,2.32,2,162,0
DV-2056,1898,67.7,1.57,2,170,1
DV-2057,744,51.0,5.56,0,380,0
DV-2058,1552,50.7,1.98,1,44,0
DV-2059,1910,56.2,2.49,0,148,0
DV-2060,2156,55.6,0.71,2,350,1
DV-2061,207,48.8,3.69,3,159,0
DV-2062,1410,47.2,5.84,1,161,0
DV-2063,226,34.0,2.25,0,326,0
DV-2064,372,54.1,1.95,1,237,0
DV-2065,2044,63.9,1.92,2,328,1
DV-2066,1949,55.0,0.58,2,226,0
DV-2067,956,69.2,5.26,2,393,1
DV-2068,1936,43.5,0.72,1,99,0
DV-2069,872,33.8,1.34,2,85,0
DV-2070,1118,35.9,3.92,2,114,0
DV-2071,471,52.6,4.98,1,249,1
DV-2072,437,64.3,1.5,1,314,0
DV-2073,513,51.2,1.1,3,395,0
DV-2074,984,44.9,5.08,3,242,1
DV-2075,1048,61.6,1.37,2,227,1
DV-2076,1425,52.0,0.75,0,230,0
DV-2077,513,36.8,4.37,2,74,0
DV-2078,455,34.2,3.01,2,36,0
DV-2079,1676,48.4,2.99,1,134,1
DV-2080,1095,50.7,2.24,2,66,0
DV-2081,1826,66.1,4.61,1,5,0
DV-2082,1687,51.2,0.95,2,103,0
DV-2083,847,55.7,0.88,0,260,0
DV-2084,1693,45.0,3.04,2,218,1
DV-2085,908,46.6,3.7,1,398,0
DV-2086,2097,43.3,4.49,0,385,0
DV-2087,1359,57.7,2.87,4,63,1
DV-2088,957,40.2,1.1,1,404,0
DV-2089,1338,57.4,2.9,3,283,1
DV-2090,274,53.2,3.69,0,253,0
DV-2091,928,53.8,3.82,1,126,0
DV-2092,1686,40.7,2.42,1,57,1
DV-2093,900,30.6,1.67,2,61,0
DV-2094,1668,56.8,2.75,1,366,1
DV-2095,243,21.4,2.86,0,14,0
DV-2096,866,45.5,1.77,1,169,1
DV-2097,1713,48.2,0.34,3,366,1
DV-2098,2015,49.9,4.05,0,26,0
DV-2099,1217,44.5,2.14,1,277,0
DV-2100,1092,28.6,1.35,0,209,0
DV-2101,1359,35.6,6.31,0,418,1
DV-2102,907,52.1,2.0,1,6,0
DV-2103,1890,37.4,0.53,1,28,0
DV-2104,1012,60.3,1.02,0,253,0
DV-2105,2096,43.7,1.29,1,95,0
DV-2106,764,57.8,1.24,3,397,0
DV-2107,571,49.0,3.42,3,9,0
DV-2108,781,62.9,1.4,3,158,0
DV-2109,1953,54.2,7.77,2,317,1
DV-2110,2166,57.6,0.48,3,128,1
DV-2111,134,63.9,2.58,3,378,1
DV-2112,145,47.6,0.2,1,228,0
DV-2113,533,61.1,3.43,1,218,0
DV-2114,1834,55.7,3.67,3,370,1
DV-2115,403,44.9,2.05,3,320,0
DV-2116,1169,41.7,4.77,2,272,0
DV-2117,1248,32.8,4.55,1,243,0
DV-2118,391,69.6,1.81,0,93,0
DV-2119,1883,39.9,3.38,0,216,0
DV-2120,1144,30.6,2.8,1,367,0
DV-2121,2000,42.6,5.34,1,194,1
DV-2122,2163,47.8,1.17,2,79,0
DV-2123,218,44.5,1.49,0,213,0
DV-2124,266,43.5,1.18,2,50,0
DV-2125,118,40.8,6.39,0,191,0
DV-2126,1296,69.7,1.42,0,72,1
DV-2127,335,56.8,1.59,1,178,0
DV-2128,425,31.2,2.09,1,290,0
DV-2129,1370,42.9,1.76,1,64,0
DV-2130,245,70.1,0.25,0,369,0
DV-2131,1637,64.3,2.73,2,138,1
DV-2132,785,53.4,2.97,1,70,0
DV-2133,480,47.3,1.56,1,76,1
DV-2134,1594,65.5,1.51,6,28,1
DV-2135,2075,55.7,6.19,2,94,1
DV-2136,1843,55.0,5.05,0,137,1
DV-2137,1850,70.5,1.69,0,144,0
DV-2138,1483,63.1,5.74,3,65,1
DV-2139,109,52.0,6.03,0,266,0
DV-2140,1705,46.8,3.31,0,409,0
DV-2141,566,37.0,1.32,1,185,0
DV-2142,1264,54.6,2.04,0,46,0
DV-2143,1396,33.1,1.91,2,5,0
DV-2144,1986,59.6,1.24,1,200,1
DV-2145,868,32.0,1.91,1,174,0
DV-2146,1968,62.7,0.92,1,294,1
DV-2147,1182,67.6,5.44,0,170,1
DV-2148,63,37.7,1.2,1,82,0
DV-2149,1679,25.3,5.55,2,194,1
DV-2150,92,26.4,3.09,0,169,0
DV-2151,1911,38.6,6.69,1,205,1
DV-2152,1258,38.9,0.69,1,143,0
DV-2153,1522,36.1,1.92,2,351,0
DV-2154,1551,61.5,5.98,1,290,1
DV-2155,431,27.1,1.23,1,97,0
DV-2156,1718,47.1,7.82,1,251,1
DV-2157,1657,44.8,3.42,2,6,0
DV-2158,1001,58.7,2.7,4,319,1
DV-2159,1808,45.8,1.57,0,177,0
DV-2160,406,35.0,0.92,1,333,0
DV-2161,1250,52.4,0.2,0,145,0
DV-2162,1230,53.5,1.61,0,401,0
DV-2163,2064,34.5,1.33,1,140,0
DV-2164,92,59.6,2.77,1,231,1
DV-2165,1332,42.9,2.43,1,338,0
DV-2166,168,39.9,1.13,0,169,0
DV-2167,1677,44.6,0.2,2,367,0
DV-2168,1208,49.9,5.24,2,96,0
DV-2169,511,52.1,7.3,1,210,1
DV-2170,1112,58.2,0.69,2,367,0
DV-2171,167,37.7,2.38,2,182,0
DV-2172,1217,45.5,1.75,0,392,0
DV-2173,1806,49.1,1.1,3,7,0
DV-2174,1471,47.0,3.48,0,325,0
DV-2175,708,46.3,3.34,1,250,0
DV-2176,1811,40.8,1.3,0,200,0
DV-2177,876,48.3,7.14,2,76,1
DV-2178,60,51.4,0.88,0,94,0
DV-2179,383,37.6,1.2,0,129,0
DV-2180,1958,55.6,2.86,1,411,0
DV-2181,878,39.0,1.9,1,40,0
DV-2182,216,47.3,3.21,1,375,0
DV-2183,1524,35.4,0.87,0,17,0
DV-2184,850,55.7,4.06,0,416,0
DV-2185,1627,57.8,0.27,1,112,0
DV-2186,1083,48.0,0.39,3,153,0
DV-2187,413,54.8,2.94,1,211,0
DV-2188,46,37.8,1.97,1,315,0
DV-2189,1843,32.4,2.23,0,164,0
DV-2190,1699,32.3,3.85,2,234,1
DV-2191,853,57.3,2.49,0,111,0
DV-2192,1279,56.9,3.77,1,123,0
DV-2193,1231,37.0,3.1,0,35,0
DV-2194,1360,53.6,0.68,2,419,0
DV-2195,861,49.7,2.91,1,407,0
DV-2196,997,55.2,3.31,1,161,0
DV-2197,465,44.7,5.7,2,393,1
DV-2198,548,49.8,1.9,2,137,0
DV-2199,1817,41.8,2.93,0,88,0
DV-2200,2034,57.1,1.86,4,321,1
DV-2201,1059,53.1,3.45,2,264,0
DV-2202,1057,62.1,5.1,0,388,1
DV-2203,219,63.8,2.97,1,132,0
DV-2204,1103,46.2,3.64,0,340,0
DV-2205,903,42.0,2.54,0,105,0
DV-2206,1047,60.0,2.11,0,121,0
DV-2207,1943,60.2,1.22,2,286,0
DV-2208,968,48.5,2.81,0,58,1
DV-2209,1948,69.9,3.55,2,139,1
DV-2210,1160,52.5,0.49,1,89,0
DV-2211,1877,42.1,1.73,1,142,0
DV-2212,803,66.2,0.96,1,152,0
DV-2213,890,49.5,3.53,1,83,0
DV-2214,1511,60.5,0.7,1,242,0
DV-2215,367,35.3,3.03,4,272,0
DV-2216,1299,48.6,2.7,2,231,1
DV-2217,1467,65.6,3.88,1,105,0
DV-2218,1588,58.8,2.88,0,415,1
DV-2219,1444,46.3,4.91,1,407,1
DV-2220,442,57.6,2.87,1,202,0
DV-2221,1317,42.4,3.76,3,325,0
DV-2222,1861,36.9,0.79,1,33,0
DV-2223,1535,34.0,2.45,1,73,0
DV-2224,1374,44.5,2.66,1,196,0
DV-2225,589,56.0,1.87,1,43,0
DV-2226,2009,54.0,2.63,2,404,1
DV-2227,631,49.5,4.17,0,379,0
DV-2228,460,71.4,0.36,0,24,0
DV-2229,109,40.0,1.54,0,96,0
DV-2230,1394,72.9,0.35,3,113,0
DV-2231,1115,29.8,0.7,1,250,0
DV-2232,2096,58.7,0.71,0,390,0
DV-2233,1625,53.8,2.51,2,244,0
DV-2234,1856,40.4,2.12,2,72,0
DV-2235,301,66.4,6.11,0,392,1
DV-2236,630,46.2,4.15,0,103,0
DV-2237,72,48.4,1.29,2,386,1
DV-2238,485,52.8,1.53,3,299,0
DV-2239,406,33.2,4.25,2,246,0
DV-2240,1285,26.2,1.58,1,274,1
DV-2241,1143,36.3,6.41,0,25,0
DV-2242,1405,35.2,3.22,1,187,0
DV-2243,255,36.3,1.79,1,66,0
DV-2244,1815,46.6,3.76,1,41,0
DV-2245,1031,42.1,6.95,0,284,0
DV-2246,1439,29.9,2.88,4,177,0
DV-2247,417,35.9,3.97,2,245,0
DV-2248,1768,52.3,4.96,1,157,1
DV-2249,1341,53.2,2.54,2,400,1
DV-2250,209,52.0,3.95,0,266,0
DV-2251,647,40.3,3.99,3,248,0
DV-2252,1940,46.3,6.61,1,342,1
DV-2253,1130,57.8,2.86,1,332,1
DV-2254,671,65.7,0.96,0,326,0
DV-2255,426,55.8,3.41,4,21,0
DV-2256,1495,55.1,4.79,1,367,0
DV-2257,528,47.9,1.49,0,176,0
DV-2258,353,56.3,2.64,0,114,0
DV-2259,1146,42.3,0.94,4,181,0
DV-2260,1014,55.3,4.46,1,212,1
DV-2261,565,46.7,0.38,1,37,0
DV-2262,663,32.3,0.34,2,220,0
DV-2263,1006,36.2,1.1,1,350,0
DV-2264,368,54.0,2.23,2,8,0
DV-2265,1931,52.5,3.55,1,317,0
DV-2266,2125,31.6,0.92,0,67,0
DV-2267,1696,47.7,1.95,0,405,0
DV-2268,460,40.0,0.29,2,140,0
DV-2269,1874,23.4,5.72,1,74,1
DV-2270,736,57.4,0.91,0,265,0
DV-2271,144,34.0,3.45,1,32,0
DV-2272,1961,42.2,1.56,1,267,0
DV-2273,1280,60.5,1.54,6,162,0
DV-2274,278,45.9,3.5,0,88,0
DV-2275,2112,69.1,3.16,1,263,1
DV-2276,520,61.6,3.97,0,263,0
DV-2277,924,54.5,3.15,1,327,0
DV-2278,1729,48.0,1.43,3,405,0
DV-2279,604,51.5,0.79,1,254,0
DV-2280,94,34.0,0.58,1,229,0
DV-2281,1455,49.4,1.74,5,5,1
DV-2282,2169,51.4,1.07,1,410,1
DV-2283,1935,49.0,1.32,0,37,0
DV-2284,2072,57.4,0.66,1,28,0
DV-2285,2058,31.4,1.14,2,69,0
DV-2286,2106,72.7,6.11,2,228,1
DV-2287,128,33.1,3.48,0,333,0
DV-2288,836,54.6,1.22,0,123,1
DV-2289,1702,34.9,2.25,0,204,0
DV-2290,1932,39.6,4.43,0,169,0
DV-2291,1383,54.5,1.22,2,95,1
DV-2292,1562,45.3,2.23,1,22,1
DV-2293,1641,39.5,1.22,2,403,0
DV-2294,1595,30.8,1.59,2,141,0
DV-2295,1117,36.3,3.28,1,42,0
DV-2296,971,54.0,1.01,4,208,1
DV-2297,614,34.8,1.78,2,404,0
DV-2298,1846,47.8,1.93,1,96,0
DV-2299,1153,54.4,1.93,0,125,0
DV-2300,395,45.2,1.9,3,378,0
DV-2301,806,53.0,1.72,0,32,0
DV-2302,488,42.8,3.97,1,410,0
DV-2303,380,59.2,1.65,0,178,0
DV-2304,1335,50.5,2.13,1,78,0
DV-2305,2198,47.8,1.93,2,142,0
DV-2306,2167,47.4,0.98,2,113,1
DV-2307,780,74.7,2.32,1,42,1
DV-2308,646,58.7,1.25,2,301,0
DV-2309,1945,43.6,2.19,1,242,0
DV-2310,2025,42.8,3.26,0,93,0
DV-2311,1361,57.1,2.13,0,150,1
DV-2312,172,31.0,2.31,1,363,0
DV-2313,1405,44.5,8.99,0,299,1
DV-2314,1635,29.8,3.52,1,227,1
DV-2315,45,47.5,1.68,1,114,0
DV-2316,574,46.8,0.21,1,63,0
DV-2317,610,66.8,8.4,1,89,1
DV-2318,448,47.6,1.45,3,206,0
DV-2319,1569,45.0,4.03,3,143,0
DV-2320,1614,31.8,1.75,2,95,0
DV-2321,155,53.9,4.57,0,27,0
DV-2322,203,37.3,1.97,1,263,0
DV-2323,1374,40.9,1.43,0,90,0
DV-2324,1530,43.3,2.03,1,11,0
DV-2325,1213,31.8,1.71,2,87,0
DV-2326,482,48.3,4.4,1,409,0
DV-2327,2016,51.4,2.75,3,315,1
DV-2328,547,41.3,1.78,1,26,0
DV-2329,868,18.0,1.72,0,391,0
DV-2330,690,32.9,2.61,1,286,0
DV-2331,1318,68.0,6.63,4,149,1
DV-2332,2163,40.3,2.32,1,68,0
DV-2333,1690,41.8,0.36,2,367,0
DV-2334,701,79.1,0.45,0,108,0
DV-2335,775,71.0,2.1,1,354,1
DV-2336,257,39.9,2.89,0,280,0
DV-2337,1793,47.4,1.22,3,279,0
DV-2338,2195,63.5,0.77,2,169,1
DV-2339,1935,52.3,0.89,3,208,1
DV-2340,1986,56.0,1.11,0,386,0
DV-2341,596,51.3,2.23,0,137,0
DV-2342,1609,32.9,3.49,0,370,0
DV-2343,119,42.0,1.89,1,13,0
DV-2344,2084,26.8,3.85,0,53,0
DV-2345,1319,29.7,1.01,1,290,0
DV-2346,331,57.8,1.88,2,331,0
DV-2347,1188,47.3,1.0,1,131,0
DV-2348,657,46.8,2.2,0,291,0
DV-2349,1221,56.0,1.27,2,200,0
DV-2350,567,42.8,2.55,1,81,0
DV-2351,976,35.1,7.57,1,44,1
DV-2352,1010,47.2,3.12,2,394,1
DV-2353,2051,41.9,1.03,1,133,0
DV-2354,1190,39.4,0.84,1,375,0
DV-2355,2065,40.5,2.66,1,182,0
DV-2356,2102,28.5,0.76,3,135,0
DV-2357,1241,32.4,1.42,0,201,0
DV-2358,2094,43.7,0.81,0,364,0
DV-2359,753,58.2,2.3,1,111,0
DV-2360,1121,42.2,2.6,3,256,0
DV-2361,142,38.7,4.09,1,239,1
DV-2362,2129,66.2,5.03,0,417,1
DV-2363,1715,52.9,4.14,1,56,0
DV-2364,424,49.9,2.7,0,330,0
DV-2365,588,44.9,3.6,0,331,0
DV-2366,317,43.8,1.37,0,191,0
DV-2367,1657,45.6,1.34,1,222,0
DV-2368,781,42.6,3.63,1,299,0
DV-2369,2082,39.7,1.1,0,4,0
DV-2370,142,56.3,1.15,3,375,0
DV-2371,1199,51.1,0.48,0,242,0
DV-2372,1199,40.0,0.41,0,358,0
DV-2373,1964,59.4,1.96,1,327,1
DV-2374,1908,41.6,1.15,1,311,1
DV-2375,2059,51.0,2.39,3,253,1
DV-2376,963,55.7,2.27,0,22,0
DV-2377,2064,36.5,4.82,2,124,1
DV-2378,607,33.5,2.25,0,161,0
DV-2379,641,49.6,1.4,1,396,1
DV-2380,533,42.0,1.02,1,195,0
DV-2381,1826,50.7,1.99,2,408,0
DV-2382,1670,43.4,0.75,2,8,0
DV-2383,784,43.1,0.27,2,194,0
DV-2384,1720,40.9,3.15,2,152,0
DV-2385,2193,47.1,2.76,2,375,1
DV-2386,1425,22.1,2.06,1,5,0
DV-2387,1937,34.9,1.05,0,407,0
DV-2388,1842,34.3,2.17,3,4,0
DV-2389,682,52.8,3.28,1,397,1
DV-2390,291,57.4,1.58,2,252,0
DV-2391,2143,49.1,1.46,0,65,0
DV-2392,660,44.5,3.05,2,285,0
DV-2393,1436,47.7,1.53,2,122,0
DV-2394,687,44.3,1.35,2,285,1
DV-2395,1483,44.4,3.49,1,286,1
DV-2396,410,28.8,1.93,2,35,0
DV-2397,1403,53.3,1.81,1,45,1
DV-2398,336,39.3,0.86,1,61,0
DV-2399,1581,56.9,5.43,1,171,1
DV-2400,743,40.7,1.22,2,376,0
DV-2401,950,31.1,7.65,1,269,1
DV-2402,1271,43.0,0.95,1,218,0
DV-2403,1180,42.7,1.82,3,102,0
DV-2404,1184,46.1,3.0,2,236,0
DV-2405,1564,58.8,2.6,0,321,0
DV-2406,2080,40.9,2.43,0,86,0
DV-2407,1252,56.3,0.34,0,24,0
DV-2408,931,52.3,5.82,2,260,1
DV-2409,2163,47.5,5.07,2,107,1
DV-2410,70,19.5,2.51,0,385,0
DV-2411,504,35.0,2.99,2,398,0
DV-2412,1606,73.1,1.12,1,139,1
DV-2413,1331,45.1,2.98,1,416,0
DV-2414,141,30.5,3.67,2,386,1
DV-2415,1042,45.0,2.78,2,14,0
DV-2416,143,55.0,4.24,0,294,0
DV-2417,670,38.4,0.64,1,324,0
DV-2418,275,50.7,0.59,0,74,0
DV-2419,2070,41.3,2.73,1,167,0
DV-2420,2143,43.2,4.15,0,293,0
DV-2421,1360,38.3,0.97,1,9,0
DV-2422,1260,58.2,2.13,1,363,1
DV-2423,2049,62.4,4.13,2,30,1
DV-2424,1586,27.5,2.14,1,111,0
DV-2425,1950,55.8,3.19,0,182,0
DV-2426,1940,57.9,5.67,0,43,1
DV-2427,553,53.2,0.78,3,419,1
DV-2428,591,45.2,1.57,2,284,0
DV-2429,722,50.9,1.78,1,294,0
DV-2430,1099,51.4,1.75,1,357,0
DV-2431,123,61.8,1.51,0,136,0
DV-2432,1406,22.0,1.26,2,81,0
DV-2433,1395,62.1,0.2,1,145,0
DV-2434,464,54.2,1.16,2,177,0
DV-2435,1115,55.7,7.98,0,142,1
DV-2436,1849,44.7,5.05,1,18,0
DV-2437,1101,48.4,1.58,1,212,1
DV-2438,387,46.2,3.48,1,31,0
DV-2439,1479,52.1,2.78,2,271,1
DV-2440,1528,33.9,1.07,3,388,0
DV-2441,360,45.3,1.18,1,60,0
DV-2442,1045,41.0,2.57,1,125,0
DV-2443,2016,57.3,4.0,1,18,1
DV-2444,862,39.8,2.21,3,338,1
DV-2445,649,39.4,5.02,1,186,1
DV-2446,1771,46.3,0.31,2,263,1
DV-2447,1705,28.1,2.88,0,81,0
DV-2448,765,76.2,4.17,0,407,1
DV-2449,694,45.1,4.02,0,172,0
DV-2450,982,61.6,6.25,1,89,0
DV-2451,1904,45.6,5.0,1,307,1
DV-2452,1540,36.4,1.87,0,221,1
DV-2453,983,59.0,2.35,2,29,0
DV-2454,777,41.0,2.21,0,176,0
DV-2455,1550,47.1,4.36,1,171,0
DV-2456,1537,44.0,4.13,1,123,0
DV-2457,2011,21.3,1.78,1,5,0
DV-2458,1173,56.2,2.02,2,279,1
DV-2459,114,56.1,1.29,1,347,0
DV-2460,146,61.2,2.24,0,238,0
DV-2461,2038,52.4,2.04,1,111,0
DV-2462,943,52.6,1.37,3,29,0
DV-2463,1206,34.7,2.39,3,193,0
DV-2464,469,66.8,1.93,1,153,0
DV-2465,967,50.3,3.56,0,5,0
DV-2466,2079,37.7,3.03,1,122,1
DV-2467,819,33.6,1.6,4,416,0
DV-2468,1190,52.9,0.75,3,371,0
DV-2469,349,59.5,1.39,1,186,0
DV-2470,1720,50.8,5.37,1,66,0
DV-2471,1194,53.3,7.55,0,389,0
