reading_id,temperature_c,humidity_pct,co2_ppm,pm25_ug_m3,voc_ppb,occupancy_count,filter_age_days,airflow_m3_min,ventilation_alert
AQ-1263,21.7,53.7,462,27.9,209,6,172,5.7,0
AQ-1264,21.1,33.0,551,16.4,134,5,66,9.2,0
AQ-1265,23.2,32.9,404,20.3,106,3,215,7.7,0
AQ-1266,21.2,42.9,520,22.2,116,6,170,10.1,0
AQ-1267,20.3,31.0,387,9.2,100,4,26,8.5,0
AQ-1268,25.7,40.2,931,15.6,347,13,223,8.1,1
AQ-1269,26.1,75.2,745,18.2,355,9,236,7.0,1
AQ-1270,23.6,33.9,469,2.9,239,4,52,8.1,0
AQ-1271,21.5,76.9,578,17.9,129,6,35,8.2,0
AQ-1272,22.8,44.3,350,18.4,153,6,17,7.9,0
AQ-1273,23.9,53.9,558,4.4,89,9,219,7.3,1
AQ-1274,25.0,80.2,537,28.2,333,8,26,9.4,1
AQ-1275,17.8,72.7,483,4.9,275,7,37,8.7,0
AQ-1276,21.2,72.9,442,23.5,73,5,63,9.2,0
AQ-1277,25.3,68.7,607,15.7,167,5,33,3.8,0
AQ-1278,26.8,81.7,547,22.1,333,6,24,9.3,1
AQ-1279,24.2,68.6,353,13.7,331,7,3,9.7,0
AQ-1280,25.6,32.9,350,10.7,225,4,81,8.9,0
AQ-1281,32.3,31.2,476,7.1,52,7,58,6.3,0
AQ-1282,22.6,79.4,577,3.4,532,6,1,7.7,0
AQ-1283,21.9,64.7,371,7.3,335,5,44,7.9,0
AQ-1284,26.0,61.4,459,16.7,67,5,99,6.0,0
AQ-1285,22.5,36.7,661,7.6,229,9,118,10.1,0
AQ-1286,25.9,71.1,527,13.2,208,6,109,7.4,0
AQ-1287,17.5,52.6,465,20.2,198,4,147,9.8,0
AQ-1288,21.7,31.5,521,12.6,51,8,233,7.0,1
AQ-1289,18.1,56.0,813,6.4,154,12,139,5.6,1
AQ-1290,29.7,45.3,535,9.3,404,6,133,7.6,0
AQ-1291,24.7,57.4,365,6.5,87,2,221,8.6,0
AQ-1292,22.8,45.8,544,6.8,311,4,73,7.1,0
AQ-1293,25.3,42.8,481,4.2,58,4,40,6.6,0
AQ-1294,29.9,71.9,732,6.8,97,7,234,7.0,1
AQ-1295,23.1,28.5,390,17.9,103,7,52,10.5,0
AQ-1296,18.1,75.8,580,35.1,132,9,64,8.3,1
AQ-1297,31.9,50.6,364,4.2,67,3,181,8.0,0
AQ-1298,29.7,39.1,429,22.5,120,6,58,7.8,0
AQ-1299,23.2,30.4,351,31.2,110,8,147,9.4,0
AQ-1300,24.0,66.9,515,9.2,83,6,69,9.6,0
AQ-1301,30.1,38.8,549,11.3,192,5,68,6.1,0
AQ-1302,28.7,30.4,801,14.5,406,9,140,7.1,1
AQ-1303,33.5,45.1,823,22.3,67,9,163,5.7,1
AQ-1304,21.1,43.2,360,15.2,177,2,72,7.7,0
AQ-1305,19.7,63.8,593,11.9,163,6,185,10.0,0
AQ-1306,22.3,36.6,562,10.5,205,8,28,10.8,0
AQ-1307,24.9,76.3,547,22.5,212,7,173,7.4,1
AQ-1308,22.3,60.4,350,25.5,166,7,59,8.1,0
AQ-1309,21.5,50.8,578,18.6,190,5,191,9.1,0
AQ-1310,25.9,61.3,510,22.4,226,4,233,7.2,1
AQ-1311,22.3,60.1,443,6.0,86,6,201,8.3,0
AQ-1312,20.7,73.1,382,19.1,94,6,116,9.6,0
AQ-1313,27.1,56.9,541,25.9,124,11,152,9.4,0
AQ-1314,26.5,68.7,350,7.5,242,5,162,8.6,0
AQ-1315,19.5,56.7,350,4.4,188,1,37,7.9,0
AQ-1316,26.4,72.4,564,19.4,254,6,167,7.7,1
AQ-1317,26.4,74.7,612,15.2,111,9,125,7.4,1
AQ-1318,24.7,57.4,351,8.0,274,7,61,9.6,0
AQ-1319,20.3,61.5,350,16.2,262,4,93,7.6,1
AQ-1320,23.1,68.6,350,17.6,314,4,23,10.0,0
AQ-1321,22.5,75.5,492,44.6,180,7,167,7.7,1
AQ-1322,22.7,53.8,350,6.5,107,4,119,9.0,0
AQ-1323,25.0,81.2,350,9.2,281,8,191,8.3,0
AQ-1324,18.1,35.4,712,20.6,82,11,38,8.1,0
AQ-1325,20.9,43.3,561,11.9,37,6,208,6.2,1
AQ-1326,23.9,75.5,470,5.2,260,6,157,7.3,1
AQ-1327,24.3,77.1,350,10.3,80,5,101,9.0,0
AQ-1328,26.3,78.0,658,36.0,151,8,73,5.8,0
AQ-1329,29.5,76.2,513,14.7,262,6,189,8.9,0
AQ-1330,24.4,43.6,693,6.2,243,6,60,7.7,0
AQ-1331,14.0,37.1,420,6.5,168,5,74,9.4,0
AQ-1332,18.3,50.2,452,18.7,165,3,9,9.1,0
AQ-1333,16.2,31.6,544,5.8,126,8,41,6.8,0
AQ-1334,22.7,68.0,350,10.0,141,4,238,9.3,0
AQ-1335,25.7,75.7,350,22.0,129,2,104,10.0,0
AQ-1336,21.0,39.5,599,15.3,63,6,56,7.4,0
AQ-1337,23.6,61.2,635,7.7,53,6,52,7.8,0
AQ-1338,26.4,38.5,579,12.8,72,8,25,9.4,0
AQ-1339,22.8,58.9,350,27.7,55,3,172,7.8,0
AQ-1340,25.1,46.0,562,11.9,240,6,103,9.3,0
AQ-1341,22.0,59.0,350,14.8,217,2,202,7.9,1
AQ-1342,26.0,49.7,693,10.7,127,9,176,9.5,1
AQ-1343,24.1,48.0,437,10.1,588,5,209,7.4,1
AQ-1344,24.4,65.6,499,17.8,197,8,211,7.0,1
AQ-1345,20.4,72.6,816,12.7,136,9,52,10.4,0
AQ-1346,23.7,29.2,406,5.4,148,6,142,8.2,0
AQ-1347,34.3,44.9,386,16.5,79,4,63,7.7,0
AQ-1348,19.5,38.0,414,3.7,243,7,214,9.2,0
AQ-1349,21.9,72.7,350,22.2,257,3,172,9.0,0
AQ-1350,19.8,30.4,830,20.9,159,11,201,6.8,1
AQ-1351,21.6,39.8,561,6.6,84,8,86,10.1,0
AQ-1352,15.8,34.2,427,14.0,198,7,94,9.3,0
AQ-1353,22.2,56.9,498,19.1,102,9,22,9.2,0
AQ-1354,18.8,73.4,588,18.6,220,6,194,9.6,1
AQ-1355,22.6,49.6,577,11.1,282,10,54,9.8,0
AQ-1356,22.7,33.3,473,13.7,77,4,237,11.2,0
AQ-1357,20.5,42.6,466,11.8,141,6,215,7.5,0
AQ-1358,28.3,61.4,350,27.1,222,5,69,10.1,0
AQ-1359,21.4,37.4,827,30.9,324,11,154,9.3,1
AQ-1360,19.7,77.9,425,11.3,284,4,82,9.1,1
AQ-1361,33.6,64.5,502,12.2,63,4,202,6.5,0
AQ-1362,22.6,58.8,643,16.1,158,5,75,9.0,0
AQ-1363,21.8,30.7,566,22.3,224,7,95,11.0,0
AQ-1364,24.7,29.6,574,25.8,68,8,219,6.7,1
AQ-1365,21.2,49.0,519,12.8,502,4,17,10.0,0
AQ-1366,29.3,51.3,744,16.2,63,10,28,8.2,0
AQ-1367,28.8,62.6,700,24.3,135,10,120,7.5,1
AQ-1368,20.5,63.9,457,12.1,139,6,207,8.1,0
AQ-1369,23.9,67.6,662,18.8,146,8,229,9.3,1
AQ-1370,22.3,81.7,668,51.7,160,6,7,7.7,1
AQ-1371,25.4,56.1,584,31.2,420,6,201,6.9,1
AQ-1372,27.0,51.7,839,38.7,140,12,23,7.2,1
AQ-1373,22.7,81.8,604,6.3,67,7,16,10.9,0
AQ-1374,26.3,57.2,427,6.2,54,5,141,7.8,0
AQ-1375,27.9,39.4,739,4.6,167,9,105,7.6,1
AQ-1376,23.0,67.9,428,8.4,173,7,114,9.3,0
AQ-1377,29.8,39.6,594,6.2,143,6,5,9.0,0
AQ-1378,25.2,73.8,554,17.8,96,10,155,6.7,1
AQ-1379,18.0,61.2,472,5.3,173,3,145,7.9,0
AQ-1380,23.0,45.8,350,14.4,210,4,19,9.0,0
AQ-1381,27.6,35.2,509,11.1,194,5,168,8.1,1
AQ-1382,18.7,49.6,382,19.4,110,3,48,8.4,0
AQ-1383,24.7,52.2,610,15.5,199,8,190,8.1,1
AQ-1384,23.2,44.4,576,6.6,236,9,232,9.8,0
AQ-1385,31.5,61.6,350,30.8,173,5,7,7.8,0
AQ-1386,24.3,56.4,350,12.3,83,4,45,8.3,0
AQ-1387,23.7,78.5,425,6.8,96,6,146,7.5,0
AQ-1388,20.9,75.1,350,6.6,109,3,153,11.4,0
AQ-1389,21.3,53.1,552,13.6,42,5,236,6.0,1
AQ-1390,24.7,50.2,452,9.3,193,7,189,10.6,0
AQ-1391,26.6,69.1,614,10.5,183,8,202,8.8,1
AQ-1392,21.0,40.5,608,39.8,72,7,99,7.4,1
AQ-1393,22.7,49.5,452,4.7,97,6,116,6.4,0
AQ-1394,27.7,76.9,701,16.6,139,11,60,11.8,0
AQ-1395,27.4,61.4,614,13.9,158,7,148,7.9,1
AQ-1396,19.6,35.8,763,15.5,184,7,139,7.6,0
AQ-1397,26.4,29.3,743,6.1,257,5,170,6.3,1
AQ-1398,25.5,78.2,517,9.1,353,7,33,8.2,0
AQ-1399,24.6,76.4,667,20.4,162,8,117,8.9,0
AQ-1400,28.6,66.4,558,6.3,246,7,129,8.7,1
AQ-1401,26.0,65.3,640,36.2,245,5,5,6.4,0
AQ-1402,23.7,60.9,749,26.2,468,10,205,7.1,1
AQ-1403,23.1,64.7,567,11.7,85,9,86,9.7,0
AQ-1404,20.3,81.2,976,6.9,124,14,165,7.8,1
AQ-1405,22.2,45.1,656,27.8,250,9,237,4.7,1
AQ-1406,26.0,34.8,596,19.8,89,12,81,8.5,0
AQ-1407,23.4,70.4,449,5.4,247,3,122,8.5,0
AQ-1408,25.6,55.2,618,6.8,149,6,132,9.6,0
AQ-1409,24.9,42.0,448,32.4,152,7,6,8.3,0
AQ-1410,26.6,52.9,678,14.5,215,12,116,7.8,0
AQ-1411,19.2,60.3,413,3.4,164,5,67,6.6,0
AQ-1412,21.9,40.6,419,21.0,107,5,98,7.6,0
AQ-1413,24.5,60.4,599,7.6,149,5,100,9.3,0
AQ-1414,23.3,68.9,623,16.5,106,9,199,10.0,1
AQ-1415,21.8,69.0,615,26.6,244,8,52,6.6,1
AQ-1416,29.3,60.6,552,9.8,294,6,41,6.6,0
AQ-1417,19.4,29.5,518,23.0,301,4,211,8.5,0
AQ-1418,25.7,69.5,682,9.8,184,8,229,6.9,1
AQ-1419,23.2,51.1,562,11.8,136,7,73,8.0,0
AQ-1420,17.9,72.8,657,28.3,71,7,45,7.6,0
AQ-1421,26.8,44.7,425,8.6,83,7,134,9.2,0
AQ-1422,19.8,69.3,388,12.6,63,5,167,9.5,0
AQ-1423,22.1,78.3,446,5.5,126,5,69,9.1,0
AQ-1424,20.7,63.6,710,12.6,96,9,194,6.7,1
AQ-1425,24.7,78.9,726,20.2,176,10,14,9.5,0
AQ-1426,21.3,70.2,606,23.0,146,8,92,7.3,0
AQ-1427,24.6,57.4,769,32.6,296,8,99,5.4,1
AQ-1428,27.6,40.4,350,8.4,277,2,160,8.5,0
AQ-1429,17.4,44.5,1151,24.9,289,16,24,6.5,1
AQ-1430,25.9,36.0,678,27.7,138,8,32,8.5,0
AQ-1431,21.5,45.2,589,23.1,96,7,235,6.2,1
AQ-1432,16.0,60.4,531,6.7,233,8,177,11.3,1
AQ-1433,22.9,64.8,626,25.6,113,10,104,8.4,0
AQ-1434,18.4,61.8,594,25.1,87,5,116,6.1,1
AQ-1435,20.9,34.4,562,31.4,184,7,20,10.3,0
AQ-1436,27.9,48.6,531,10.9,92,6,179,7.0,0
AQ-1437,27.0,47.4,528,9.4,139,8,193,9.0,0
AQ-1438,21.4,40.4,434,35.9,28,4,100,7.5,0
AQ-1439,24.7,48.5,350,16.0,219,6,177,7.6,1
AQ-1440,26.1,28.5,497,8.8,236,8,201,9.5,1
AQ-1441,29.5,51.6,398,14.1,208,2,203,6.8,0
AQ-1442,23.8,77.9,682,15.0,369,9,48,8.5,0
AQ-1443,22.2,37.3,506,34.2,45,5,31,8.8,0
AQ-1444,19.4,66.9,618,14.0,76,7,179,8.4,0
AQ-1445,30.6,81.6,620,11.6,249,3,41,7.1,0
AQ-1446,21.7,64.8,625,22.2,67,6,85,9.0,0
AQ-1447,21.8,41.5,748,9.2,221,9,33,9.2,0
AQ-1448,22.1,30.8,674,30.3,283,11,131,9.3,1
AQ-1449,23.5,46.5,570,32.4,443,7,94,6.8,1
AQ-1450,28.2,44.0,577,3.3,93,4,52,7.9,0
AQ-1451,17.2,57.0,694,5.4,316,9,4,6.2,0
AQ-1452,28.3,55.3,530,13.4,93,7,54,9.8,0
AQ-1453,24.5,73.9,627,29.2,216,9,192,8.2,1
AQ-1454,24.9,64.9,646,8.9,62,5,76,7.5,0
AQ-1455,25.8,71.1,442,30.1,103,5,35,8.1,0
AQ-1456,21.7,78.8,662,9.4,261,7,217,7.7,1
AQ-1457,22.6,62.2,576,10.1,240,5,152,7.2,1
AQ-1458,19.7,51.8,468,54.4,80,6,233,8.7,1
AQ-1459,20.7,46.8,352,13.3,136,4,35,7.4,0
AQ-1460,23.5,54.9,415,9.1,146,7,47,8.2,0
AQ-1461,25.3,30.5,873,9.8,212,8,174,6.8,1
AQ-1462,24.7,44.6,772,7.9,144,10,160,7.8,1
AQ-1463,22.0,81.0,836,18.2,283,7,206,5.6,1
AQ-1464,26.7,46.4,557,21.9,215,10,52,9.1,1
AQ-1465,23.2,73.0,890,31.5,134,10,73,6.8,0
AQ-1466,22.3,44.3,723,24.4,159,10,118,9.9,0
AQ-1467,24.2,52.3,510,6.7,266,8,145,10.1,0
AQ-1468,23.1,61.9,543,15.7,136,6,30,7.7,0
AQ-1469,20.0,69.4,504,9.1,94,4,75,10.1,0
AQ-1470,14.4,71.8,571,9.6,720,10,73,7.9,1
AQ-1471,29.9,72.9,358,14.7,257,6,165,9.7,0
AQ-1472,30.9,80.9,766,6.7,335,8,196,6.3,0
AQ-1473,22.9,31.9,375,12.5,47,2,211,6.9,0
AQ-1474,28.6,80.8,727,14.2,189,10,69,8.0,0
AQ-1475,24.4,62.8,364,9.7,57,4,21,9.8,0
AQ-1476,23.0,36.4,655,12.3,110,8,99,9.0,0
AQ-1477,24.6,51.7,421,9.3,439,6,8,8.1,0
AQ-1478,20.7,45.8,404,41.1,96,8,209,8.8,1
AQ-1479,16.4,71.9,655,23.0,183,5,180,8.9,1
AQ-1480,28.7,60.7,669,12.9,229,10,185,8.9,0
AQ-1481,28.7,36.5,381,5.7,165,5,219,6.4,1
AQ-1482,23.9,77.0,586,13.6,211,7,6,7.6,0
AQ-1483,18.8,48.8,544,20.2,284,10,1,9.1,0
AQ-1484,28.0,70.1,463,5.1,131,9,30,8.7,0
AQ-1485,14.0,34.1,426,19.3,70,5,136,7.9,0
AQ-1486,25.9,73.5,425,32.2,309,5,110,6.3,1
AQ-1487,19.1,44.8,361,12.2,312,4,209,10.3,0
AQ-1488,20.4,63.0,350,22.3,236,4,150,8.7,0
AQ-1489,17.7,81.1,703,11.7,175,8,15,7.2,0
AQ-1490,26.8,41.8,435,3.6,225,4,31,7.7,0
AQ-1491,24.3,38.6,663,14.1,267,9,113,7.7,0
AQ-1492,29.3,68.6,385,42.6,68,3,238,7.2,0
AQ-1493,14.8,77.0,461,40.8,172,7,200,9.5,1
AQ-1494,24.3,56.2,615,31.4,203,5,9,6.0,0
AQ-1495,23.6,65.9,370,13.9,170,5,34,8.7,0
AQ-1496,25.4,58.7,446,18.7,342,6,16,8.5,0
AQ-1497,31.3,29.2,502,33.7,129,5,117,7.1,0
AQ-1498,26.8,33.3,793,9.3,151,9,141,5.0,1
AQ-1499,27.9,53.1,702,10.4,165,9,148,7.5,1
AQ-1500,20.0,57.3,498,7.6,168,7,154,10.6,0
AQ-1501,23.9,68.7,350,30.0,207,2,195,8.3,1
AQ-1502,21.7,61.6,350,20.5,156,4,20,8.8,0
AQ-1503,25.8,39.3,969,15.2,258,15,122,8.1,1
AQ-1504,27.1,67.3,630,8.8,169,7,122,7.4,0
AQ-1505,24.3,78.4,549,6.8,150,6,143,8.3,1
AQ-1506,22.4,58.3,519,9.8,181,8,144,7.0,0
AQ-1507,20.6,50.9,400,4.3,114,8,69,10.1,0
AQ-1508,21.2,61.5,729,19.8,189,9,80,7.0,1
AQ-1509,21.9,76.6,1033,15.6,162,15,169,6.6,1
AQ-1510,27.0,31.0,369,5.1,104,9,77,9.8,0
AQ-1511,22.5,34.5,804,40.0,283,11,64,9.4,1
AQ-1512,20.5,49.8,648,11.5,101,10,121,11.2,0
AQ-1513,16.7,40.7,473,15.2,351,6,104,8.7,0
AQ-1514,24.4,59.0,510,12.5,173,8,38,9.1,0
AQ-1515,24.7,41.7,630,36.8,72,7,108,8.1,0
AQ-1516,18.1,52.8,746,20.1,130,6,24,5.2,0
AQ-1517,22.8,76.6,524,27.2,185,8,2,7.2,1
AQ-1518,22.1,41.8,350,9.4,255,6,0,9.0,0
AQ-1519,22.5,35.9,350,11.0,188,3,28,8.0,0
AQ-1520,20.6,40.5,350,8.4,70,4,129,10.4,0
AQ-1521,24.0,46.8,403,16.3,119,3,13,6.4,0
AQ-1522,27.7,73.5,712,10.2,301,8,127,7.8,0
AQ-1523,28.0,37.4,587,18.2,74,5,170,6.7,1
AQ-1524,20.9,31.4,521,6.6,147,4,75,10.1,0
AQ-1525,25.9,59.6,647,8.3,247,7,150,4.7,1
AQ-1526,28.7,39.6,548,12.1,88,9,136,6.5,1
AQ-1527,21.3,48.1,544,27.5,98,8,139,9.3,0
AQ-1528,18.8,41.0,516,20.6,160,7,159,8.3,0
AQ-1529,29.4,69.0,525,16.4,77,5,103,8.7,0
AQ-1530,23.6,44.0,688,24.4,112,7,116,5.7,0
AQ-1531,14.0,47.2,500,12.3,99,4,212,9.0,1
AQ-1532,23.6,57.6,350,21.7,287,4,224,9.6,1
AQ-1533,24.2,68.7,351,6.7,64,4,25,9.6,0
AQ-1534,23.6,79.4,575,7.1,198,9,163,7.9,1
AQ-1535,23.4,35.4,746,20.7,210,12,205,8.7,1
AQ-1536,22.9,70.6,486,16.7,307,7,82,9.5,0
AQ-1537,20.2,73.6,548,25.2,139,5,169,8.9,1
AQ-1538,27.1,57.3,487,14.9,177,7,233,8.2,1
AQ-1539,17.4,65.1,513,28.8,301,6,123,8.5,0
AQ-1540,22.4,33.6,982,7.8,173,13,153,7.1,0
AQ-1541,21.6,59.3,418,7.2,92,6,220,7.2,1
AQ-1542,19.8,34.9,602,6.1,318,9,195,10.8,1
AQ-1543,30.0,47.4,405,5.0,167,7,233,8.3,0
AQ-1544,29.7,81.6,426,23.3,292,7,207,9.6,1
AQ-1545,20.9,75.5,370,21.7,408,3,221,8.5,1
AQ-1546,26.5,50.2,636,16.2,163,9,59,8.4,0
AQ-1547,24.2,49.2,381,29.6,236,2,191,8.7,0
AQ-1548,17.6,32.1,643,9.7,181,8,60,7.3,0
AQ-1549,24.1,62.8,350,17.9,83,6,55,8.9,0
AQ-1550,30.0,41.9,350,15.4,106,5,233,9.0,0
AQ-1551,28.1,59.3,603,10.6,150,7,231,10.0,1
AQ-1552,19.1,29.6,517,10.7,376,9,76,10.2,0
AQ-1553,20.5,31.1,424,12.8,152,6,209,8.2,1
AQ-1554,24.7,40.7,415,4.4,247,3,124,10.4,0
AQ-1555,22.6,46.0,424,8.6,265,6,205,7.6,0
AQ-1556,19.5,75.5,656,25.4,130,11,163,10.6,1
AQ-1557,25.1,59.8,350,25.9,119,4,60,9.4,0
AQ-1558,24.5,35.3,775,9.5,63,10,174,9.5,0
AQ-1559,21.8,42.1,350,9.0,194,1,39,6.5,0
AQ-1560,25.5,77.5,687,34.9,118,10,13,8.1,0
AQ-1561,26.7,39.4,613,26.4,298,8,109,6.9,1
AQ-1562,22.5,35.8,708,14.7,281,12,157,4.8,1
AQ-1563,28.8,70.1,516,5.9,265,5,152,7.1,1
AQ-1564,21.5,63.5,412,21.8,56,5,155,9.4,0
AQ-1565,23.0,61.2,540,2.5,276,4,88,7.1,0
AQ-1566,21.6,69.0,382,21.2,49,5,228,9.1,0
AQ-1567,27.1,60.1,643,26.6,261,8,174,6.9,1
AQ-1568,20.7,40.3,539,37.4,118,7,127,7.8,1
AQ-1569,27.5,31.5,619,13.0,206,8,62,6.0,0
AQ-1570,26.5,33.8,510,12.1,284,7,13,6.9,0
AQ-1571,20.9,75.5,640,11.9,347,10,169,10.1,1
AQ-1572,20.9,68.9,557,9.3,200,8,78,7.9,0
AQ-1573,22.3,76.3,350,5.7,88,5,105,10.7,0
AQ-1574,23.0,39.5,350,5.0,121,6,82,6.5,0
AQ-1575,28.7,44.7,503,6.6,312,9,14,6.9,0
AQ-1576,20.3,40.9,613,20.8,107,6,97,8.8,0
AQ-1577,17.3,51.9,516,25.8,188,5,93,9.5,0
AQ-1578,16.0,66.7,585,8.0,169,8,140,7.1,1
AQ-1579,15.6,31.6,649,7.9,208,10,141,7.0,0
AQ-1580,25.4,81.4,350,14.5,156,5,106,9.0,0
AQ-1581,19.8,50.9,707,25.4,108,13,32,8.5,0
AQ-1582,23.3,52.6,724,11.7,116,12,108,8.1,0
AQ-1583,26.8,57.2,521,8.4,92,8,26,7.6,0
AQ-1584,30.4,40.7,534,17.0,235,8,77,8.2,0
AQ-1585,19.5,66.8,755,54.3,245,9,221,7.3,1
AQ-1586,22.7,55.5,548,17.0,118,8,68,9.5,0
AQ-1587,14.0,42.3,585,34.8,202,7,66,6.7,0
AQ-1588,32.4,71.6,434,6.5,238,5,180,8.8,0
AQ-1589,25.5,66.4,470,14.1,155,4,22,8.3,0
AQ-1590,21.8,42.5,804,8.6,169,10,128,6.0,1
AQ-1591,25.6,38.1,577,8.6,112,5,192,6.2,1
AQ-1592,24.7,67.4,518,11.0,266,8,142,6.2,1
AQ-1593,25.4,57.0,350,17.9,151,4,224,8.3,0
AQ-1594,24.0,34.3,350,12.4,137,3,59,8.8,0
AQ-1595,21.1,44.8,350,8.4,240,2,128,6.7,0
AQ-1596,23.1,29.1,601,32.4,108,7,240,8.2,1
AQ-1597,20.9,74.1,350,4.3,91,3,130,8.4,0
AQ-1598,14.0,56.0,399,26.7,238,4,235,9.6,1
AQ-1599,21.4,35.9,411,15.0,308,8,196,8.2,0
AQ-1600,27.9,58.4,577,5.3,323,6,190,5.7,1
