dispatch_id,departed_at,hub,service_level,status,packages,delay_minutes
DSP-125063,2025-12-14 09:28:00,South,Economy,completed,7,13
DSP-125064,2025-12-14 09:32:00,Central,Economy,completed,10,14
DSP-125065,2025-12-14 09:36:00,North,Priority,completed,4,11
DSP-125066,2025-12-14 09:40:00,South,Priority,completed,4,15
DSP-125067,2025-12-14 09:44:00,South,Priority,completed,7,13
DSP-125068,2025-12-14 09:48:00,Central,Economy,completed,9,15
DSP-125069,2025-12-14 09:52:00,Harbor,Economy,completed,7,17
DSP-125070,2025-12-14 09:56:00,River,Economy,completed,8,19
DSP-125071,2025-12-14 10:00:00,River,Economy,completed,8,16
DSP-125072,2025-12-14 10:04:00,River,Priority,completed,4,12
DSP-125073,2025-12-14 10:08:00,South,Priority,completed,7,5
DSP-125074,2025-12-14 10:12:00,Harbor,Economy,completed,2,10
DSP-125075,2025-12-14 10:16:00,Central,Economy,cancelled,4,
DSP-125076,2025-12-14 10:20:00,Central,Priority,cancelled,7,
DSP-125077,2025-12-14 10:24:00,Central,Economy,completed,5,6
DSP-125078,2025-12-14 10:28:00,West,Economy,completed,7,12
DSP-125079,2025-12-14 10:32:00,South,Economy,completed,6,10
DSP-125080,2025-12-14 10:36:00,Central,Economy,completed,7,9
DSP-125081,2025-12-14 10:40:00,South,Economy,completed,7,9
DSP-125082,2025-12-14 10:44:00,Harbor,Economy,completed,10,12
DSP-125083,2025-12-14 10:48:00,Central,Economy,completed,11,7
DSP-125084,2025-12-14 10:52:00,South,Economy,completed,4,8
DSP-125085,2025-12-14 10:56:00,River,Priority,completed,7,15
DSP-125086,2025-12-14 11:00:00,Harbor,Economy,completed,4,12
DSP-125087,2025-12-14 11:04:00,West,Economy,completed,5,17
DSP-125088,2025-12-14 11:08:00,Harbor,Economy,completed,2,14
DSP-125089,2025-12-14 11:12:00,River,Economy,completed,3,11
DSP-125090,2025-12-14 11:16:00,Harbor,Economy,completed,11,12
DSP-125091,2025-12-14 11:20:00,Central,Economy,completed,1,6
DSP-125092,2025-12-14 11:24:00,River,Economy,completed,4,12
DSP-125093,2025-12-14 11:28:00,West,Economy,completed,8,14
DSP-125094,2025-12-14 11:32:00,Central,Economy,completed,5,7
DSP-125095,2025-12-14 11:36:00,West,Economy,completed,12,18
DSP-125096,2025-12-14 11:40:00,River,Priority,completed,7,10
DSP-125097,2025-12-14 11:44:00,North,Economy,completed,11,12
DSP-125098,2025-12-14 11:48:00,South,Economy,completed,2,9
DSP-125099,2025-12-14 11:52:00,North,Economy,completed,1,10
DSP-125100,2025-12-14 11:56:00,North,Economy,completed,9,10
DSP-125101,2025-12-14 12:00:00,Central,Economy,completed,11,6
DSP-125102,2025-12-14 12:04:00,Central,Economy,completed,11,6
DSP-125103,2025-12-14 12:08:00,South,Priority,completed,6,5
DSP-125104,2025-12-14 12:12:00,South,Economy,completed,2,10
DSP-125105,2025-12-14 12:16:00,West,Economy,completed,6,17
DSP-125106,2025-12-14 12:20:00,South,Economy,completed,7,13
DSP-125107,2025-12-14 12:24:00,West,Priority,completed,8,12
DSP-125108,2025-12-14 12:28:00,North,Priority,completed,3,8
DSP-125109,2025-12-14 12:32:00,South,Priority,completed,8,6
DSP-125110,2025-12-14 12:36:00,South,Priority,completed,9,7
DSP-125111,2025-12-14 12:40:00,West,Priority,completed,8,15
DSP-125112,2025-12-14 12:44:00,South,Economy,completed,2,6
DSP-125113,2025-12-14 12:48:00,West,Priority,completed,9,17
DSP-125114,2025-12-14 12:52:00,West,Priority,completed,4,17
DSP-125115,2025-12-14 12:56:00,South,Economy,completed,4,8
DSP-125116,2025-12-14 13:00:00,West,Economy,completed,8,19
DSP-125117,2025-12-14 13:04:00,Harbor,Economy,completed,11,13
DSP-125118,2025-12-14 13:08:00,Harbor,Economy,completed,7,13
DSP-125119,2025-12-14 13:12:00,Central,Economy,completed,10,12
DSP-125120,2025-12-14 13:16:00,South,Economy,completed,6,9
DSP-125121,2025-12-14 13:20:00,North,Priority,completed,4,6
DSP-125122,2025-12-14 13:24:00,River,Economy,completed,9,13
DSP-125123,2025-12-14 13:28:00,Central,Economy,completed,12,14
DSP-125124,2025-12-14 13:32:00,River,Economy,completed,9,14
DSP-125125,2025-12-14 13:36:00,Central,Priority,completed,2,5
DSP-125126,2025-12-14 13:40:00,North,Economy,completed,7,8
DSP-125127,2025-12-14 13:44:00,North,Economy,completed,10,7
DSP-125128,2025-12-14 13:48:00,West,Priority,completed,2,14
DSP-125129,2025-12-14 13:52:00,West,Economy,cancelled,5,
DSP-125130,2025-12-14 13:56:00,Central,Priority,completed,1,5
DSP-125131,2025-12-14 14:00:00,River,Economy,completed,3,16
DSP-125132,2025-12-14 14:04:00,Central,Priority,completed,2,8
DSP-125133,2025-12-14 14:08:00,Harbor,Economy,completed,8,13
DSP-125134,2025-12-14 14:12:00,North,Economy,completed,12,9
DSP-125135,2025-12-14 14:16:00,South,Priority,completed,9,7
DSP-125136,2025-12-14 14:20:00,River,Economy,completed,7,12
DSP-125137,2025-12-14 14:24:00,Harbor,Priority,completed,9,7
DSP-125138,2025-12-14 14:28:00,North,Priority,completed,5,8
DSP-125139,2025-12-14 14:32:00,Harbor,Economy,completed,8,9
DSP-125140,2025-12-14 14:36:00,River,Economy,completed,2,11
DSP-125141,2025-12-14 14:40:00,River,Economy,completed,3,14
DSP-125142,2025-12-14 14:44:00,Central,Priority,completed,4,6
DSP-125143,2025-12-14 14:48:00,West,Priority,completed,8,12
DSP-125144,2025-12-14 14:52:00,North,Economy,completed,3,8
DSP-125145,2025-12-14 14:56:00,Central,Economy,completed,3,10
DSP-125146,2025-12-14 15:00:00,South,Priority,completed,2,4
DSP-125147,2025-12-14 15:04:00,West,Priority,completed,8,10
DSP-125148,2025-12-14 15:08:00,Central,Priority,completed,2,7
DSP-125149,2025-12-14 15:12:00,River,Priority,cancelled,4,
DSP-125150,2025-12-14 15:16:00,River,Economy,completed,4,19
DSP-125151,2025-12-14 15:20:00,Central,Priority,completed,1,3
DSP-125152,2025-12-14 15:24:00,North,Economy,completed,5,11
DSP-125153,2025-12-14 15:28:00,Central,Economy,completed,8,9
DSP-125154,2025-12-14 15:32:00,Central,Economy,completed,8,6
DSP-125155,2025-12-14 15:36:00,Central,Economy,completed,3,12
DSP-125156,2025-12-14 15:40:00,South,Priority,completed,5,5
DSP-125157,2025-12-14 15:44:00,Central,Economy,completed,2,9
DSP-125158,2025-12-14 15:48:00,River,Priority,completed,5,14
DSP-125159,2025-12-14 15:52:00,Central,Economy,completed,5,8
DSP-125160,2025-12-14 15:56:00,Harbor,Priority,completed,1,12
DSP-125161,2025-12-14 16:00:00,South,Economy,completed,8,14
DSP-125162,2025-12-14 16:04:00,South,Economy,completed,6,16
DSP-125163,2025-12-14 16:08:00,Harbor,Economy,completed,5,18
DSP-125164,2025-12-14 16:12:00,River,Priority,completed,1,19
DSP-125165,2025-12-14 16:16:00,River,Economy,completed,7,21
DSP-125166,2025-12-14 16:20:00,Central,Economy,completed,3,19
DSP-125167,2025-12-14 16:24:00,Central,Economy,completed,5,16
DSP-125168,2025-12-14 16:28:00,North,Economy,completed,2,17
DSP-125169,2025-12-14 16:32:00,River,Economy,completed,4,20
DSP-125170,2025-12-14 16:36:00,South,Economy,completed,4,19
DSP-125171,2025-12-14 16:40:00,West,Economy,completed,7,21
DSP-125172,2025-12-14 16:44:00,Central,Economy,completed,3,14
DSP-125173,2025-12-14 16:48:00,Central,Priority,completed,8,9
DSP-125174,2025-12-14 16:52:00,North,Priority,completed,9,15
DSP-125175,2025-12-14 16:56:00,North,Economy,completed,7,18
DSP-125176,2025-12-14 17:00:00,Central,Economy,completed,8,13
DSP-125177,2025-12-14 17:04:00,Central,Economy,cancelled,10,
DSP-125178,2025-12-14 17:08:00,South,Economy,completed,3,14
DSP-125179,2025-12-14 17:12:00,South,Priority,completed,5,14
DSP-125180,2025-12-14 17:16:00,South,Economy,completed,8,17
DSP-125181,2025-12-14 17:20:00,Central,Priority,completed,9,13
DSP-125182,2025-12-14 17:24:00,Central,Priority,completed,3,10
DSP-125183,2025-12-14 17:28:00,South,Priority,completed,2,15
DSP-125184,2025-12-14 17:32:00,South,Economy,completed,7,15
DSP-125185,2025-12-14 17:36:00,River,Economy,completed,12,23
DSP-125186,2025-12-14 17:40:00,Central,Priority,completed,2,11
DSP-125187,2025-12-14 17:44:00,South,Economy,completed,5,15
DSP-125188,2025-12-14 17:48:00,South,Economy,completed,7,15
DSP-125189,2025-12-14 17:52:00,West,Economy,completed,3,22
DSP-125190,2025-12-14 17:56:00,North,Economy,completed,10,18
DSP-125191,2025-12-14 18:00:00,South,Economy,completed,11,16
DSP-125192,2025-12-14 18:04:00,Harbor,Economy,completed,9,15
DSP-125193,2025-12-14 18:08:00,South,Priority,completed,7,16
DSP-125194,2025-12-14 18:12:00,North,Economy,completed,11,18
DSP-125195,2025-12-14 18:16:00,North,Economy,completed,9,12
DSP-125196,2025-12-14 18:20:00,North,Economy,completed,3,17
DSP-125197,2025-12-14 18:24:00,South,Priority,completed,7,11
DSP-125198,2025-12-14 18:28:00,Central,Priority,completed,7,12
DSP-125199,2025-12-14 18:32:00,South,Economy,completed,6,14
DSP-125200,2025-12-14 18:36:00,South,Economy,completed,6,11
DSP-125201,2025-12-14 18:40:00,West,Economy,completed,4,23
DSP-125202,2025-12-14 18:44:00,West,Economy,completed,8,19
DSP-125203,2025-12-14 18:48:00,River,Economy,completed,8,21
DSP-125204,2025-12-14 18:52:00,Central,Priority,completed,6,14
DSP-125205,2025-12-14 18:56:00,South,Priority,cancelled,3,
DSP-125206,2025-12-14 19:00:00,Harbor,Economy,completed,7,12
DSP-125207,2025-12-14 19:04:00,North,Economy,completed,3,11
DSP-125208,2025-12-14 19:08:00,South,Priority,completed,1,8
DSP-125209,2025-12-14 19:12:00,West,Economy,completed,4,15
DSP-125210,2025-12-14 19:16:00,North,Economy,completed,4,10
DSP-125211,2025-12-14 19:20:00,Harbor,Economy,completed,4,14
DSP-125212,2025-12-14 19:24:00,Harbor,Priority,completed,6,8
DSP-125213,2025-12-14 19:28:00,River,Economy,completed,4,14
DSP-125214,2025-12-14 19:32:00,North,Economy,completed,6,13
DSP-125215,2025-12-14 19:36:00,River,Economy,completed,4,12
DSP-125216,2025-12-14 19:40:00,North,Priority,completed,2,8
DSP-125217,2025-12-14 19:44:00,South,Priority,completed,5,6
DSP-125218,2025-12-14 19:48:00,South,Priority,completed,4,5
DSP-125219,2025-12-14 19:52:00,North,Economy,completed,10,8
DSP-125220,2025-12-14 19:56:00,North,Priority,completed,6,7
DSP-125221,2025-12-14 20:00:00,West,Economy,completed,6,17
DSP-125222,2025-12-14 20:04:00,Central,Priority,completed,2,4
DSP-125223,2025-12-14 20:08:00,Harbor,Economy,completed,2,12
DSP-125224,2025-12-14 20:12:00,Central,Economy,completed,6,5
DSP-125225,2025-12-14 20:16:00,River,Economy,completed,8,13
DSP-125226,2025-12-14 20:20:00,South,Economy,completed,4,10
DSP-125227,2025-12-14 20:24:00,West,Economy,completed,3,20
DSP-125228,2025-12-14 20:28:00,Harbor,Economy,completed,5,14
DSP-125229,2025-12-14 20:32:00,Central,Priority,completed,7,10
DSP-125230,2025-12-14 20:36:00,South,Economy,completed,3,7
DSP-125231,2025-12-14 20:40:00,West,Economy,completed,3,15
DSP-125232,2025-12-14 20:44:00,North,Economy,completed,2,11
DSP-125233,2025-12-14 20:48:00,North,Economy,completed,6,12
DSP-125234,2025-12-14 20:52:00,North,Economy,completed,6,10
DSP-125235,2025-12-14 20:56:00,Harbor,Economy,completed,6,13
DSP-125236,2025-12-14 21:00:00,West,Economy,completed,2,14
DSP-125237,2025-12-14 21:04:00,North,Economy,completed,8,10
DSP-125238,2025-12-14 21:08:00,River,Economy,completed,4,16
DSP-125239,2025-12-14 21:12:00,West,Economy,completed,5,18
DSP-125240,2025-12-14 21:16:00,West,Economy,completed,4,17
DSP-125241,2025-12-14 21:20:00,Central,Economy,completed,8,9
DSP-125242,2025-12-14 21:24:00,Central,Economy,completed,9,10
DSP-125243,2025-12-14 21:28:00,Central,Economy,completed,9,5
DSP-125244,2025-12-14 21:32:00,North,Priority,completed,8,8
DSP-125245,2025-12-14 21:36:00,South,Priority,completed,3,4
DSP-125246,2025-12-14 21:40:00,South,Economy,completed,8,11
DSP-125247,2025-12-14 21:44:00,North,Priority,completed,6,8
DSP-125248,2025-12-14 21:48:00,North,Priority,completed,8,6
DSP-125249,2025-12-14 21:52:00,Central,Economy,completed,7,9
DSP-125250,2025-12-14 21:56:00,North,Economy,completed,2,10
DSP-125251,2025-12-14 22:00:00,River,Economy,completed,6,18
DSP-125252,2025-12-14 22:04:00,South,Economy,completed,6,9
DSP-125253,2025-12-14 22:08:00,South,Economy,completed,6,12
DSP-125254,2025-12-14 22:12:00,Central,Priority,completed,1,4
DSP-125255,2025-12-14 22:16:00,Central,Economy,completed,5,6
DSP-125256,2025-12-14 22:20:00,North,Economy,cancelled,9,
DSP-125257,2025-12-14 22:24:00,West,Priority,completed,6,13
DSP-125258,2025-12-14 22:28:00,River,Economy,completed,3,14
DSP-125259,2025-12-14 22:32:00,West,Economy,completed,7,16
DSP-125260,2025-12-14 22:36:00,South,Economy,completed,7,9
DSP-125261,2025-12-14 22:40:00,Central,Economy,completed,1,9
DSP-125262,2025-12-14 22:44:00,Central,Priority,completed,4,4
DSP-125263,2025-12-14 22:48:00,Central,Priority,completed,1,8
DSP-125264,2025-12-14 22:52:00,River,Economy,completed,6,17
DSP-125265,2025-12-14 22:56:00,North,Priority,completed,3,7
DSP-125266,2025-12-14 23:00:00,South,Economy,completed,11,8
DSP-125267,2025-12-14 23:04:00,Harbor,Economy,completed,5,17
DSP-125268,2025-12-14 23:08:00,Harbor,Priority,completed,6,11
DSP-125269,2025-12-14 23:12:00,Central,Economy,completed,5,6
DSP-125270,2025-12-14 23:16:00,West,Priority,completed,8,13
DSP-125271,2025-12-14 23:20:00,Central,Economy,completed,9,8
DSP-125272,2025-12-14 23:24:00,South,Economy,completed,7,8
DSP-125273,2025-12-14 23:28:00,River,Economy,completed,5,15
DSP-125274,2025-12-14 23:32:00,River,Economy,completed,11,17
DSP-125275,2025-12-14 23:36:00,North,Priority,completed,9,6
DSP-125276,2025-12-14 23:40:00,North,Economy,completed,6,10
DSP-125277,2025-12-14 23:44:00,North,Economy,completed,1,10
DSP-125278,2025-12-14 23:48:00,River,Economy,completed,7,14
DSP-125279,2025-12-14 23:52:00,Central,Economy,completed,8,11
DSP-125280,2025-12-14 23:56:00,South,Economy,completed,11,8
DSP-125281,2025-12-15 00:00:00,North,Economy,completed,6,8
DSP-125282,2025-12-15 00:04:00,West,Priority,completed,4,14
DSP-125283,2025-12-15 00:08:00,North,Economy,completed,3,13
DSP-125284,2025-12-15 00:12:00,Central,Economy,completed,5,9
DSP-125285,2025-12-15 00:16:00,South,Economy,completed,4,7
DSP-125286,2025-12-15 00:20:00,Central,Priority,completed,5,7
DSP-125287,2025-12-15 00:24:00,North,Economy,completed,8,11
DSP-125288,2025-12-15 00:28:00,Central,Economy,completed,6,5
DSP-125289,2025-12-15 00:32:00,West,Economy,completed,8,17
DSP-125290,2025-12-15 00:36:00,Harbor,Economy,completed,8,12
DSP-125291,2025-12-15 00:40:00,West,Economy,completed,10,15
DSP-125292,2025-12-15 00:44:00,Harbor,Economy,completed,8,9
DSP-125293,2025-12-15 00:48:00,Central,Economy,completed,6,13
DSP-125294,2025-12-15 00:52:00,North,Economy,completed,9,15
DSP-125295,2025-12-15 00:56:00,Central,Priority,completed,8,7
DSP-125296,2025-12-15 01:00:00,River,Economy,completed,1,11
DSP-125297,2025-12-15 01:04:00,South,Priority,completed,7,5
DSP-125298,2025-12-15 01:08:00,South,Priority,completed,6,7
DSP-125299,2025-12-15 01:12:00,Central,Economy,completed,1,6
DSP-125300,2025-12-15 01:16:00,North,Economy,completed,10,13
DSP-125301,2025-12-15 01:20:00,Central,Economy,completed,4,9
DSP-125302,2025-12-15 01:24:00,River,Priority,completed,7,11
DSP-125303,2025-12-15 01:28:00,Central,Economy,completed,8,8
DSP-125304,2025-12-15 01:32:00,North,Priority,completed,8,10
DSP-125305,2025-12-15 01:36:00,Central,Priority,completed,5,5
DSP-125306,2025-12-15 01:40:00,West,Economy,completed,5,15
DSP-125307,2025-12-15 01:44:00,Central,Economy,completed,10,9
DSP-125308,2025-12-15 01:48:00,Central,Economy,completed,5,10
DSP-125309,2025-12-15 01:52:00,North,Priority,completed,9,6
DSP-125310,2025-12-15 01:56:00,Harbor,Economy,completed,8,14
DSP-125311,2025-12-15 02:00:00,Central,Economy,completed,4,10
DSP-125312,2025-12-15 02:04:00,South,Priority,completed,2,6
DSP-125313,2025-12-15 02:08:00,North,Economy,completed,9,13
DSP-125314,2025-12-15 02:12:00,North,Priority,completed,7,12
DSP-125315,2025-12-15 02:16:00,West,Priority,completed,6,11
DSP-125316,2025-12-15 02:20:00,West,Economy,completed,7,17
DSP-125317,2025-12-15 02:24:00,West,Economy,completed,10,19
DSP-125318,2025-12-15 02:28:00,River,Economy,completed,12,17
DSP-125319,2025-12-15 02:32:00,West,Economy,completed,6,13
DSP-125320,2025-12-15 02:36:00,Central,Priority,completed,4,4
DSP-125321,2025-12-15 02:40:00,River,Economy,completed,5,12
DSP-125322,2025-12-15 02:44:00,North,Economy,completed,6,10
DSP-125323,2025-12-15 02:48:00,South,Economy,completed,4,11
DSP-125324,2025-12-15 02:52:00,South,Economy,completed,7,8
DSP-125325,2025-12-15 02:56:00,River,Economy,completed,7,13
DSP-125326,2025-12-15 03:00:00,South,Economy,completed,8,7
DSP-125327,2025-12-15 03:04:00,River,Economy,completed,4,16
DSP-125328,2025-12-15 03:08:00,Harbor,Economy,completed,5,12
DSP-125329,2025-12-15 03:12:00,West,Economy,completed,5,16
DSP-125330,2025-12-15 03:16:00,North,Economy,completed,8,10
DSP-125331,2025-12-15 03:20:00,River,Priority,completed,7,16
DSP-125332,2025-12-15 03:24:00,Harbor,Priority,completed,3,11
DSP-125333,2025-12-15 03:28:00,South,Economy,completed,12,5
DSP-125334,2025-12-15 03:32:00,Harbor,Economy,completed,10,14
DSP-125335,2025-12-15 03:36:00,South,Economy,completed,11,9
DSP-125336,2025-12-15 03:40:00,Harbor,Priority,completed,2,11
DSP-125337,2025-12-15 03:44:00,North,Economy,completed,11,14
DSP-125338,2025-12-15 03:48:00,Harbor,Priority,completed,8,8
DSP-125339,2025-12-15 03:52:00,South,Economy,completed,10,12
DSP-125340,2025-12-15 03:56:00,River,Priority,completed,8,13
DSP-125341,2025-12-15 04:00:00,West,Economy,cancelled,8,
DSP-125342,2025-12-15 04:04:00,Central,Economy,completed,10,8
DSP-125343,2025-12-15 04:08:00,West,Economy,completed,6,15
DSP-125344,2025-12-15 04:12:00,Central,Economy,completed,4,4
DSP-125345,2025-12-15 04:16:00,Harbor,Priority,completed,5,10
DSP-125346,2025-12-15 04:20:00,South,Economy,completed,10,7
DSP-125347,2025-12-15 04:24:00,Harbor,Economy,completed,4,9
DSP-125348,2025-12-15 04:28:00,North,Priority,completed,7,7
DSP-125349,2025-12-15 04:32:00,Central,Priority,completed,8,4
DSP-125350,2025-12-15 04:36:00,North,Economy,completed,11,10
DSP-125351,2025-12-15 04:40:00,South,Economy,completed,10,6
DSP-125352,2025-12-15 04:44:00,Central,Economy,completed,5,12
DSP-125353,2025-12-15 04:48:00,Harbor,Economy,cancelled,7,
DSP-125354,2025-12-15 04:52:00,North,Economy,completed,3,9
DSP-125355,2025-12-15 04:56:00,South,Economy,cancelled,5,
DSP-125356,2025-12-15 05:00:00,North,Economy,completed,6,10
DSP-125357,2025-12-15 05:04:00,South,Priority,completed,8,9
DSP-125358,2025-12-15 05:08:00,South,Economy,completed,4,8
DSP-125359,2025-12-15 05:12:00,Central,Economy,completed,7,7
DSP-125360,2025-12-15 05:16:00,North,Priority,completed,9,6
DSP-125361,2025-12-15 05:20:00,South,Economy,completed,10,9
DSP-125362,2025-12-15 05:24:00,Harbor,Economy,completed,5,11
DSP-125363,2025-12-15 05:28:00,South,Economy,completed,3,6
DSP-125364,2025-12-15 05:32:00,Harbor,Economy,completed,10,9
DSP-125365,2025-12-15 05:36:00,West,Economy,completed,9,19
DSP-125366,2025-12-15 05:40:00,Central,Priority,completed,6,5
DSP-125367,2025-12-15 05:44:00,River,Priority,completed,2,12
DSP-125368,2025-12-15 05:48:00,Central,Economy,completed,8,11
DSP-125369,2025-12-15 05:52:00,North,Economy,completed,7,16
DSP-125370,2025-12-15 05:56:00,West,Economy,completed,9,19
DSP-125371,2025-12-15 06:00:00,South,Economy,completed,6,7
DSP-125372,2025-12-15 06:04:00,West,Priority,completed,5,16
DSP-125373,2025-12-15 06:08:00,South,Economy,completed,9,11
DSP-125374,2025-12-15 06:12:00,River,Economy,completed,3,11
DSP-125375,2025-12-15 06:16:00,North,Economy,completed,2,14
DSP-125376,2025-12-15 06:20:00,West,Economy,completed,6,17
DSP-125377,2025-12-15 06:24:00,West,Priority,completed,3,16
DSP-125378,2025-12-15 06:28:00,South,Economy,completed,9,9
DSP-125379,2025-12-15 06:32:00,Central,Priority,completed,4,7
DSP-125380,2025-12-15 06:36:00,West,Economy,completed,7,12
DSP-125381,2025-12-15 06:40:00,Harbor,Economy,completed,1,13
DSP-125382,2025-12-15 06:44:00,North,Economy,completed,8,13
DSP-125383,2025-12-15 06:48:00,North,Economy,completed,4,8
DSP-125384,2025-12-15 06:52:00,Central,Economy,completed,7,9
DSP-125385,2025-12-15 06:56:00,Central,Economy,completed,4,7
DSP-125386,2025-12-15 07:00:00,West,Economy,completed,11,20
DSP-125387,2025-12-15 07:04:00,West,Priority,completed,8,20
DSP-125388,2025-12-15 07:08:00,River,Economy,completed,7,20
DSP-125389,2025-12-15 07:12:00,West,Economy,completed,11,22
DSP-125390,2025-12-15 07:16:00,North,Economy,completed,7,18
DSP-125391,2025-12-15 07:20:00,Central,Economy,completed,5,14
DSP-125392,2025-12-15 07:24:00,Harbor,Economy,completed,6,17
DSP-125393,2025-12-15 07:28:00,North,Economy,completed,10,17
DSP-125394,2025-12-15 07:32:00,Central,Economy,completed,8,18
DSP-125395,2025-12-15 07:36:00,West,Economy,completed,6,21
DSP-125396,2025-12-15 07:40:00,River,Economy,completed,4,21
DSP-125397,2025-12-15 07:44:00,River,Economy,completed,9,19
DSP-125398,2025-12-15 07:48:00,Central,Economy,completed,7,15
DSP-125399,2025-12-15 07:52:00,North,Economy,completed,12,15
DSP-125400,2025-12-15 07:56:00,South,Priority,completed,9,12
DSP-125401,2025-12-15 08:00:00,Harbor,Economy,completed,4,17
DSP-125402,2025-12-15 08:04:00,Central,Economy,completed,10,13
DSP-125403,2025-12-15 08:08:00,South,Economy,completed,4,14
DSP-125404,2025-12-15 08:12:00,West,Economy,completed,4,23
DSP-125405,2025-12-15 08:16:00,West,Economy,completed,7,22
DSP-125406,2025-12-15 08:20:00,River,Economy,completed,4,18
DSP-125407,2025-12-15 08:24:00,Central,Priority,completed,8,12
DSP-125408,2025-12-15 08:28:00,North,Priority,completed,3,14
DSP-125409,2025-12-15 08:32:00,Central,Economy,completed,9,15
DSP-125410,2025-12-15 08:36:00,West,Priority,completed,4,20
DSP-125411,2025-12-15 08:40:00,South,Economy,completed,4,15
DSP-125412,2025-12-15 08:44:00,River,Economy,completed,5,20
DSP-125413,2025-12-15 08:48:00,South,Economy,completed,9,18
DSP-125414,2025-12-15 08:52:00,North,Economy,completed,2,17
DSP-125415,2025-12-15 08:56:00,Central,Economy,completed,3,12
DSP-125416,2025-12-15 09:00:00,River,Economy,completed,11,19
DSP-125417,2025-12-15 09:04:00,South,Priority,completed,7,15
DSP-125418,2025-12-15 09:08:00,North,Economy,completed,8,13
DSP-125419,2025-12-15 09:12:00,River,Economy,completed,5,20
DSP-125420,2025-12-15 09:16:00,South,Priority,completed,1,12
DSP-125421,2025-12-15 09:20:00,Harbor,Economy,completed,12,19
DSP-125422,2025-12-15 09:24:00,North,Economy,completed,10,18
DSP-125423,2025-12-15 09:28:00,North,Priority,completed,8,16
DSP-125424,2025-12-15 09:32:00,River,Priority,completed,2,19
DSP-125425,2025-12-15 09:36:00,South,Economy,completed,7,15
DSP-125426,2025-12-15 09:40:00,Central,Economy,completed,3,16
DSP-125427,2025-12-15 09:44:00,River,Economy,completed,7,19
DSP-125428,2025-12-15 09:48:00,North,Economy,completed,5,17
DSP-125429,2025-12-15 09:52:00,River,Economy,completed,10,20
DSP-125430,2025-12-15 09:56:00,Central,Priority,completed,4,10
DSP-125431,2025-12-15 10:00:00,West,Priority,completed,2,12
DSP-125432,2025-12-15 10:04:00,North,Economy,completed,5,7
DSP-125433,2025-12-15 10:08:00,Central,Economy,completed,4,10
DSP-125434,2025-12-15 10:12:00,North,Economy,completed,10,11
DSP-125435,2025-12-15 10:16:00,Central,Economy,completed,8,8
DSP-125436,2025-12-15 10:20:00,Central,Economy,completed,4,8
DSP-125437,2025-12-15 10:24:00,South,Economy,completed,7,15
DSP-125438,2025-12-15 10:28:00,South,Economy,completed,1,10
DSP-125439,2025-12-15 10:32:00,Central,Priority,completed,1,7
DSP-125440,2025-12-15 10:36:00,Central,Priority,completed,5,6
DSP-125441,2025-12-15 10:40:00,North,Economy,completed,2,7
DSP-125442,2025-12-15 10:44:00,River,Economy,completed,10,14
DSP-125443,2025-12-15 10:48:00,West,Priority,completed,6,14
DSP-125444,2025-12-15 10:52:00,River,Economy,completed,5,13
DSP-125445,2025-12-15 10:56:00,Central,Economy,completed,6,9
DSP-125446,2025-12-15 11:00:00,Central,Economy,completed,3,13
DSP-125447,2025-12-15 11:04:00,Central,Priority,completed,6,7
DSP-125448,2025-12-15 11:08:00,South,Priority,completed,2,6
DSP-125449,2025-12-15 11:12:00,North,Economy,completed,5,9
DSP-125450,2025-12-15 11:16:00,West,Economy,completed,2,18
DSP-125451,2025-12-15 11:20:00,West,Economy,completed,9,14
DSP-125452,2025-12-15 11:24:00,South,Priority,completed,1,9
DSP-125453,2025-12-15 11:28:00,Central,Economy,completed,4,10
DSP-125454,2025-12-15 11:32:00,Central,Economy,completed,6,7
DSP-125455,2025-12-15 11:36:00,West,Economy,completed,6,15
DSP-125456,2025-12-15 11:40:00,West,Priority,completed,8,15
DSP-125457,2025-12-15 11:44:00,Central,Economy,completed,4,9
DSP-125458,2025-12-15 11:48:00,Harbor,Economy,completed,4,11
DSP-125459,2025-12-15 11:52:00,South,Economy,completed,4,12
DSP-125460,2025-12-15 11:56:00,Harbor,Economy,completed,11,11
DSP-125461,2025-12-15 12:00:00,Harbor,Economy,completed,5,8
DSP-125462,2025-12-15 12:04:00,Central,Priority,completed,5,7
DSP-125463,2025-12-15 12:08:00,South,Economy,completed,3,9
DSP-125464,2025-12-15 12:12:00,South,Priority,completed,8,9
DSP-125465,2025-12-15 12:16:00,Central,Economy,completed,3,7
DSP-125466,2025-12-15 12:20:00,North,Economy,completed,11,9
DSP-125467,2025-12-15 12:24:00,South,Priority,completed,5,6
DSP-125468,2025-12-15 12:28:00,North,Economy,completed,9,12
DSP-125469,2025-12-15 12:32:00,Harbor,Economy,completed,9,10
DSP-125470,2025-12-15 12:36:00,Central,Priority,completed,8,6
DSP-125471,2025-12-15 12:40:00,West,Economy,completed,5,14
DSP-125472,2025-12-15 12:44:00,Central,Priority,completed,4,5
DSP-125473,2025-12-15 12:48:00,North,Priority,completed,4,8
DSP-125474,2025-12-15 12:52:00,River,Priority,completed,2,16
DSP-125475,2025-12-15 12:56:00,South,Economy,completed,11,9
DSP-125476,2025-12-15 13:00:00,North,Economy,completed,7,12
DSP-125477,2025-12-15 13:04:00,River,Economy,completed,5,15
DSP-125478,2025-12-15 13:08:00,North,Economy,completed,10,12
