sequence_id,split,step,temperature_c,door_open,vibration_g,risk_label,event_step
room_0916,train,5,3.783,0,0.271,1,7
room_0916,train,6,3.998,1,0.178,1,7
room_0916,train,7,9.686,1,0.77,1,7
room_0916,train,8,3.91,0,0.236,1,7
room_0916,train,9,4.37,0,0.282,1,7
room_0916,train,10,3.614,1,0.197,1,7
room_0916,train,11,3.972,0,0.208,1,7
room_0916,train,12,5.682,0,0.18,1,7
room_0916,train,13,4.0,0,0.195,1,7
room_0916,train,14,4.079,0,0.255,1,7
room_0916,train,15,3.795,0,0.194,1,7
room_0917,train,0,3.207,0,0.287,0,-1
room_0917,train,1,3.329,0,0.125,0,-1
room_0917,train,2,3.691,0,0.217,0,-1
room_0917,train,3,4.193,0,0.159,0,-1
room_0917,train,4,4.626,0,0.209,0,-1
room_0917,train,5,4.5,1,0.215,0,-1
room_0917,train,6,3.784,0,0.213,0,-1
room_0917,train,7,4.473,0,0.195,0,-1
room_0917,train,8,3.754,0,0.231,0,-1
room_0917,train,9,2.941,0,0.179,0,-1
room_0917,train,10,4.213,0,0.152,0,-1
room_0917,train,11,5.09,0,0.287,0,-1
room_0917,train,12,4.165,0,0.134,0,-1
room_0917,train,13,4.452,0,0.128,0,-1
room_0917,train,14,4.124,0,0.232,0,-1
room_0917,train,15,3.643,0,0.192,0,-1
room_0917,train,16,4.429,0,0.202,0,-1
room_0918,train,0,4.109,1,0.263,0,-1
room_0918,train,1,3.867,0,0.178,0,-1
room_0918,train,2,3.961,0,0.201,0,-1
room_0918,train,3,3.974,0,0.136,0,-1
room_0918,train,4,3.922,0,0.203,0,-1
room_0918,train,5,4.462,0,0.166,0,-1
room_0918,train,6,10.87,0,0.095,0,-1
room_0918,train,7,4.224,0,0.16,0,-1
room_0918,train,8,4.124,0,0.251,0,-1
room_0918,train,9,4.279,0,0.239,0,-1
room_0918,train,10,3.856,0,0.228,0,-1
room_0918,train,11,4.424,0,0.146,0,-1
room_0919,train,0,4.398,0,0.228,1,5
room_0919,train,1,3.808,0,0.223,1,5
room_0919,train,2,4.796,0,0.154,1,5
room_0919,train,3,4.343,0,0.229,1,5
room_0919,train,4,3.725,0,0.222,1,5
room_0919,train,5,9.259,1,0.755,1,5
room_0919,train,6,4.216,0,0.209,1,5
room_0919,train,7,3.96,0,0.152,1,5
room_0920,train,0,3.901,0,0.217,1,1
room_0920,train,1,9.795,1,0.891,1,1
room_0920,train,2,4.407,0,0.202,1,1
room_0920,train,3,3.343,0,0.122,1,1
room_0920,train,4,3.995,1,0.148,1,1
room_0920,train,5,4.424,0,0.2,1,1
room_0920,train,6,3.316,0,0.173,1,1
room_0920,train,7,3.345,0,0.056,1,1
room_0921,train,0,4.294,0,0.169,0,-1
room_0921,train,1,4.163,1,0.139,0,-1
room_0921,train,2,3.893,1,0.205,0,-1
room_0921,train,3,3.191,0,0.236,0,-1
room_0921,train,4,4.495,0,0.175,0,-1
room_0921,train,5,4.247,0,0.247,0,-1
room_0921,train,6,3.828,0,0.089,0,-1
room_0921,train,7,3.948,0,0.191,0,-1
room_0921,train,8,4.184,0,0.202,0,-1
room_0921,train,9,4.041,0,0.161,0,-1
room_0921,train,10,4.464,0,0.194,0,-1
room_0921,train,11,3.838,0,0.159,0,-1
room_0921,train,12,9.388,0,0.226,0,-1
room_0921,train,13,3.383,0,0.202,0,-1
room_0921,train,14,3.918,0,0.21,0,-1
room_0922,test,0,4.427,0,0.219,0,-1
room_0922,test,1,4.207,0,0.221,0,-1
room_0922,test,2,4.073,0,0.235,0,-1
room_0922,test,3,3.684,0,0.182,0,-1
room_0922,test,4,4.497,1,0.8,0,-1
room_0922,test,5,3.84,0,0.2,0,-1
room_0922,test,6,4.443,0,0.186,0,-1
room_0922,test,7,4.472,0,0.198,0,-1
room_0922,test,8,3.344,0,0.227,0,-1
room_0922,test,9,4.445,0,0.255,0,-1
room_0922,test,10,3.173,0,0.17,0,-1
room_0922,test,11,4.119,0,0.151,0,-1
room_0922,test,12,3.207,0,0.145,0,-1
room_0922,test,13,3.812,0,0.225,0,-1
room_0923,train,0,4.354,0,0.201,0,-1
room_0923,train,1,3.819,0,0.175,0,-1
room_0923,train,2,3.883,0,0.197,0,-1
room_0923,train,3,4.268,0,0.159,0,-1
room_0923,train,4,4.344,0,0.226,0,-1
room_0923,train,5,4.462,0,0.179,0,-1
room_0923,train,6,4.169,0,0.229,0,-1
room_0923,train,7,3.75,0,0.267,0,-1
room_0923,train,8,4.835,0,0.273,0,-1
room_0923,train,9,4.366,0,0.187,0,-1
room_0923,train,10,4.576,0,0.268,0,-1
room_0923,train,11,3.942,0,0.193,0,-1
room_0924,train,0,3.773,0,0.225,1,5
room_0924,train,1,4.615,0,0.16,1,5
room_0924,train,2,4.546,0,0.211,1,5
room_0924,train,3,3.076,0,0.171,1,5
room_0924,train,4,4.266,0,0.239,1,5
room_0924,train,5,10.213,1,0.732,1,5
room_0924,train,6,4.304,0,0.151,1,5
room_0924,train,7,3.622,0,0.218,1,5
room_0924,train,8,3.735,0,0.264,1,5
room_0924,train,9,4.013,0,0.268,1,5
room_0924,train,10,3.737,0,0.186,1,5
room_0924,train,11,3.564,0,0.194,1,5
room_0924,train,12,4.092,0,0.144,1,5
room_0924,train,13,3.161,0,0.217,1,5
room_0925,train,0,3.82,0,0.253,0,-1
room_0925,train,1,3.364,0,0.213,0,-1
room_0925,train,2,4.49,1,0.75,0,-1
room_0925,train,3,3.798,0,0.148,0,-1
room_0925,train,4,4.867,0,0.184,0,-1
room_0925,train,5,3.789,0,0.252,0,-1
room_0925,train,6,3.816,0,0.129,0,-1
room_0925,train,7,4.181,0,0.147,0,-1
room_0925,train,8,4.022,0,0.221,0,-1
room_0925,train,9,3.844,0,0.217,0,-1
room_0925,train,10,3.943,0,0.225,0,-1
room_0925,train,11,3.778,0,0.212,0,-1
room_0925,train,12,4.598,0,0.232,0,-1
room_0925,train,13,4.088,0,0.294,0,-1
room_0925,train,14,4.584,0,0.227,0,-1
room_0925,train,15,5.281,0,0.186,0,-1
room_0926,train,0,3.527,1,0.193,1,2
room_0926,train,1,4.6,0,0.211,1,2
room_0926,train,2,9.17,1,0.755,1,2
room_0926,train,3,4.389,0,0.159,1,2
room_0926,train,4,2.627,0,0.244,1,2
room_0926,train,5,3.033,0,0.231,1,2
room_0926,train,6,4.367,0,0.108,1,2
room_0926,train,7,4.605,1,0.183,1,2
room_0926,train,8,3.588,0,0.206,1,2
room_0926,train,9,4.036,0,0.151,1,2
room_0926,train,10,3.306,0,0.119,1,2
room_0927,train,0,3.963,1,0.213,1,1
room_0927,train,1,10.343,1,0.855,1,1
room_0927,train,2,3.554,0,0.142,1,1
room_0927,train,3,3.831,0,0.218,1,1
room_0927,train,4,4.076,0,0.21,1,1
room_0927,train,5,3.828,1,0.16,1,1
room_0927,train,6,4.107,0,0.187,1,1
room_0927,train,7,4.084,0,0.205,1,1
room_0927,train,8,4.731,0,0.225,1,1
room_0928,train,0,3.508,0,0.2,1,4
room_0928,train,1,4.488,0,0.207,1,4
room_0928,train,2,3.805,0,0.229,1,4
room_0928,train,3,4.163,0,0.182,1,4
room_0928,train,4,9.058,1,0.77,1,4
room_0928,train,5,3.51,0,0.192,1,4
room_0928,train,6,3.624,0,0.129,1,4
room_0928,train,7,4.427,0,0.162,1,4
room_0928,train,8,3.871,0,0.26,1,4
room_0928,train,9,4.199,0,0.198,1,4
room_0928,train,10,4.127,0,0.149,1,4
room_0928,train,11,3.185,0,0.196,1,4
room_0928,train,12,3.905,0,0.214,1,4
room_0929,train,0,4.384,0,0.236,1,1
room_0929,train,1,10.075,1,0.783,1,1
room_0929,train,2,3.77,0,0.186,1,1
room_0929,train,3,3.409,0,0.156,1,1
room_0929,train,4,4.662,0,0.17,1,1
room_0929,train,5,4.31,0,0.154,1,1
room_0929,train,6,4.067,1,0.258,1,1
room_0929,train,7,4.137,0,0.227,1,1
room_0930,train,0,4.013,0,0.168,0,-1
room_0930,train,1,3.731,0,0.223,0,-1
room_0930,train,2,3.803,1,0.165,0,-1
room_0930,train,3,3.633,0,0.194,0,-1
room_0930,train,4,4.468,0,0.178,0,-1
room_0930,train,5,4.043,0,0.223,0,-1
room_0930,train,6,4.118,0,0.233,0,-1
room_0930,train,7,10.188,0,0.199,0,-1
room_0930,train,8,4.407,0,0.224,0,-1
room_0930,train,9,3.959,0,0.267,0,-1
room_0930,train,10,4.02,0,0.202,0,-1
room_0930,train,11,4.623,0,0.264,0,-1
room_0930,train,12,3.727,0,0.174,0,-1
room_0930,train,13,3.82,0,0.126,0,-1
room_0930,train,14,4.555,0,0.174,0,-1
room_0930,train,15,2.678,0,0.248,0,-1
room_0931,train,0,4.342,0,0.16,0,-1
room_0931,train,1,3.705,0,0.188,0,-1
room_0931,train,2,3.68,0,0.188,0,-1
room_0931,train,3,3.562,0,0.202,0,-1
room_0931,train,4,4.004,0,0.097,0,-1
room_0931,train,5,4.351,1,0.755,0,-1
room_0931,train,6,3.774,0,0.18,0,-1
room_0931,train,7,3.913,0,0.156,0,-1
room_0931,train,8,3.589,0,0.195,0,-1
room_0931,train,9,3.817,0,0.15,0,-1
room_0931,train,10,4.49,0,0.17,0,-1
room_0931,train,11,3.793,1,0.261,0,-1
room_0931,train,12,3.683,0,0.15,0,-1
room_0931,train,13,4.525,1,0.234,0,-1
room_0931,train,14,4.307,0,0.136,0,-1
room_0932,train,0,3.032,0,0.186,1,6
room_0932,train,1,3.68,0,0.19,1,6
room_0932,train,2,3.901,0,0.186,1,6
room_0932,train,3,4.519,0,0.185,1,6
room_0932,train,4,3.719,0,0.26,1,6
room_0932,train,5,4.016,0,0.183,1,6
room_0932,train,6,9.43,1,0.834,1,6
room_0932,train,7,4.105,0,0.142,1,6
room_0932,train,8,3.743,0,0.203,1,6
room_0932,train,9,3.864,0,0.156,1,6
room_0933,train,0,4.707,0,0.21,1,5
room_0933,train,1,3.6,0,0.216,1,5
room_0933,train,2,3.493,0,0.195,1,5
room_0933,train,3,4.261,0,0.16,1,5
room_0933,train,4,4.731,0,0.244,1,5
room_0933,train,5,10.574,1,0.732,1,5
room_0933,train,6,3.274,0,0.228,1,5
room_0933,train,7,4.374,0,0.209,1,5
room_0933,train,8,4.069,0,0.185,1,5
room_0933,train,9,3.622,1,0.214,1,5
room_0933,train,10,2.905,0,0.206,1,5
room_0933,train,11,3.367,1,0.234,1,5
room_0933,train,12,3.873,0,0.193,1,5
room_0933,train,13,4.044,0,0.269,1,5
room_0933,train,14,3.486,0,0.207,1,5
room_0933,train,15,4.413,0,0.22,1,5
room_0933,train,16,3.733,0,0.163,1,5
room_0934,train,0,4.249,0,0.129,1,10
room_0934,train,1,3.794,1,0.191,1,10
room_0934,train,2,3.819,0,0.282,1,10
room_0934,train,3,3.494,0,0.231,1,10
room_0934,train,4,4.85,0,0.151,1,10
room_0934,train,5,4.298,0,0.154,1,10
room_0934,train,6,3.823,0,0.208,1,10
room_0934,train,7,4.082,0,0.131,1,10
room_0934,train,8,4.406,0,0.205,1,10
room_0934,train,9,4.093,0,0.154,1,10
room_0934,train,10,10.592,1,0.934,1,10
room_0934,train,11,4.397,0,0.263,1,10
room_0934,train,12,3.457,0,0.186,1,10
room_0934,train,13,4.344,0,0.194,1,10
room_0934,train,14,3.744,0,0.171,1,10
room_0934,train,15,4.229,0,0.203,1,10
room_0934,train,16,3.315,0,0.258,1,10
room_0934,train,17,3.899,0,0.212,1,10
room_0935,train,0,4.214,0,0.146,0,-1
room_0935,train,1,4.42,0,0.245,0,-1
room_0935,train,2,4.543,1,0.171,0,-1
room_0935,train,3,4.9,0,0.211,0,-1
room_0935,train,4,4.655,0,0.216,0,-1
room_0935,train,5,3.367,0,0.248,0,-1
room_0935,train,6,3.802,1,0.187,0,-1
room_0935,train,7,4.694,0,0.258,0,-1
room_0935,train,8,3.884,0,0.193,0,-1
room_0935,train,9,3.978,0,0.188,0,-1
room_0935,train,10,4.263,0,0.14,0,-1
room_0935,train,11,4.167,0,0.203,0,-1
room_0936,train,0,4.1,0,0.231,0,-1
room_0936,train,1,3.573,0,0.297,0,-1
room_0936,train,2,4.72,0,0.239,0,-1
room_0936,train,3,4.748,0,0.197,0,-1
room_0936,train,4,10.525,0,0.215,0,-1
room_0936,train,5,4.194,0,0.194,0,-1
room_0936,train,6,4.233,0,0.218,0,-1
room_0936,train,7,4.253,0,0.176,0,-1
room_0936,train,8,2.776,1,0.204,0,-1
room_0936,train,9,4.187,0,0.195,0,-1
room_0936,train,10,3.883,0,0.253,0,-1
room_0936,train,11,4.034,1,0.185,0,-1
room_0936,train,12,4.039,0,0.268,0,-1
room_0936,train,13,3.929,0,0.118,0,-1
room_0937,train,0,3.653,0,0.183,0,-1
room_0937,train,1,3.892,0,0.146,0,-1
room_0937,train,2,5.284,0,0.205,0,-1
room_0937,train,3,4.062,0,0.209,0,-1
room_0937,train,4,4.152,0,0.186,0,-1
room_0937,train,5,4.29,1,0.888,0,-1
room_0937,train,6,4.104,0,0.218,0,-1
room_0937,train,7,4.038,0,0.227,0,-1
room_0937,train,8,4.462,0,0.199,0,-1
room_0938,test,0,3.509,1,0.162,1,8
room_0938,test,1,3.557,0,0.146,1,8
room_0938,test,2,4.438,0,0.194,1,8
room_0938,test,3,3.87,0,0.181,1,8
room_0938,test,4,3.229,0,0.128,1,8
room_0938,test,5,3.817,0,0.181,1,8
room_0938,test,6,3.785,0,0.122,1,8
room_0938,test,7,4.006,0,0.159,1,8
room_0938,test,8,9.597,1,0.92,1,8
room_0938,test,9,3.731,0,0.266,1,8
room_0938,test,10,4.236,0,0.189,1,8
room_0939,test,0,3.822,0,0.189,1,3
room_0939,test,1,4.0,0,0.282,1,3
room_0939,test,2,3.791,0,0.23,1,3
room_0939,test,3,9.241,1,0.924,1,3
room_0939,test,4,3.722,0,0.222,1,3
room_0939,test,5,3.331,0,0.208,1,3
room_0939,test,6,3.564,0,0.164,1,3
room_0939,test,7,4.543,0,0.167,1,3
room_0939,test,8,3.383,0,0.218,1,3
room_0939,test,9,4.447,0,0.167,1,3
room_0939,test,10,3.808,0,0.241,1,3
room_0940,train,0,3.808,0,0.26,1,1
room_0940,train,1,9.352,1,0.794,1,1
room_0940,train,2,3.487,0,0.23,1,1
room_0940,train,3,3.656,1,0.259,1,1
room_0940,train,4,4.304,0,0.233,1,1
room_0940,train,5,4.049,0,0.201,1,1
room_0940,train,6,4.529,0,0.204,1,1
room_0940,train,7,4.177,0,0.197,1,1
room_0940,train,8,2.851,0,0.162,1,1
room_0940,train,9,4.127,0,0.29,1,1
room_0940,train,10,3.097,0,0.196,1,1
room_0940,train,11,3.963,0,0.211,1,1
room_0941,train,0,4.168,0,0.199,1,5
room_0941,train,1,4.432,0,0.184,1,5
room_0941,train,2,3.737,0,0.167,1,5
room_0941,train,3,4.162,0,0.178,1,5
room_0941,train,4,4.192,0,0.234,1,5
room_0941,train,5,10.954,1,0.882,1,5
room_0941,train,6,4.824,0,0.207,1,5
room_0941,train,7,3.759,0,0.262,1,5
room_0942,train,0,3.642,1,0.108,1,10
room_0942,train,1,4.053,0,0.198,1,10
room_0942,train,2,4.539,0,0.218,1,10
room_0942,train,3,4.163,0,0.133,1,10
room_0942,train,4,3.495,0,0.274,1,10
room_0942,train,5,3.941,0,0.21,1,10
room_0942,train,6,3.029,0,0.177,1,10
room_0942,train,7,4.755,0,0.21,1,10
room_0942,train,8,3.727,0,0.059,1,10
room_0942,train,9,4.459,0,0.218,1,10
room_0942,train,10,10.433,1,0.853,1,10
room_0942,train,11,3.456,0,0.212,1,10
room_0942,train,12,4.138,0,0.163,1,10
room_0942,train,13,4.766,1,0.177,1,10
room_0942,train,14,3.682,0,0.271,1,10
room_0942,train,15,4.466,0,0.145,1,10
room_0942,train,16,4.727,0,0.175,1,10
room_0942,train,17,3.909,0,0.199,1,10
room_0943,train,0,3.579,0,0.212,0,-1
room_0943,train,1,4.011,1,0.773,0,-1
room_0943,train,2,4.602,0,0.154,0,-1
room_0943,train,3,3.615,0,0.214,0,-1
room_0943,train,4,4.335,0,0.263,0,-1
room_0943,train,5,4.28,0,0.232,0,-1
room_0943,train,6,3.34,0,0.178,0,-1
room_0943,train,7,4.436,0,0.131,0,-1
room_0943,train,8,4.044,0,0.151,0,-1
room_0943,train,9,4.32,1,0.12,0,-1
room_0943,train,10,4.279,0,0.302,0,-1
room_0944,train,0,4.335,0,0.169,1,8
room_0944,train,1,2.824,0,0.211,1,8
room_0944,train,2,3.749,0,0.153,1,8
room_0944,train,3,4.049,0,0.187,1,8
room_0944,train,4,2.845,0,0.176,1,8
room_0944,train,5,3.624,0,0.192,1,8
room_0944,train,6,4.832,1,0.191,1,8
room_0944,train,7,4.244,0,0.223,1,8
room_0944,train,8,10.328,1,0.766,1,8
room_0944,train,9,3.588,0,0.188,1,8
room_0944,train,10,4.076,0,0.109,1,8
room_0945,train,0,4.727,0,0.163,1,5
room_0945,train,1,3.013,0,0.221,1,5
room_0945,train,2,3.615,1,0.222,1,5
room_0945,train,3,4.375,0,0.232,1,5
room_0945,train,4,3.764,0,0.153,1,5
room_0945,train,5,10.844,1,0.796,1,5
room_0945,train,6,4.032,0,0.076,1,5
room_0945,train,7,4.69,0,0.238,1,5
room_0945,train,8,3.995,0,0.195,1,5
room_0946,train,0,4.408,1,0.203,1,3
room_0946,train,1,3.532,0,0.173,1,3
room_0946,train,2,4.668,0,0.274,1,3
room_0946,train,3,9.466,1,0.885,1,3
room_0946,train,4,4.567,1,0.194,1,3
room_0946,train,5,4.124,0,0.177,1,3
room_0946,train,6,4.405,0,0.148,1,3
room_0946,train,7,4.695,0,0.195,1,3
room_0946,train,8,4.753,0,0.276,1,3
room_0946,train,9,4.266,0,0.231,1,3
room_0946,train,10,4.421,0,0.178,1,3
room_0946,train,11,4.267,1,0.167,1,3
room_0946,train,12,3.598,0,0.169,1,3
room_0946,train,13,4.035,0,0.242,1,3
room_0946,train,14,3.789,0,0.275,1,3
room_0946,train,15,3.743,0,0.214,1,3
room_0946,train,16,3.911,0,0.223,1,3
room_0946,train,17,4.134,0,0.174,1,3
room_0947,test,0,3.879,0,0.243,1,3
room_0947,test,1,3.562,0,0.224,1,3
room_0947,test,2,4.103,0,0.157,1,3
room_0947,test,3,10.68,1,0.894,1,3
room_0947,test,4,3.358,0,0.174,1,3
room_0947,test,5,3.963,0,0.218,1,3
room_0947,test,6,3.851,0,0.237,1,3
room_0947,test,7,4.183,1,0.279,1,3
room_0947,test,8,3.999,0,0.169,1,3
room_0947,test,9,4.395,0,0.197,1,3
room_0947,test,10,5.074,0,0.235,1,3
room_0947,test,11,3.35,0,0.184,1,3
room_0947,test,12,3.592,0,0.194,1,3
room_0947,test,13,3.713,0,0.099,1,3
room_0947,test,14,4.32,0,0.168,1,3
room_0947,test,15,4.304,0,0.176,1,3
room_0947,test,16,3.691,0,0.287,1,3
room_0948,train,0,4.33,0,0.224,0,-1
room_0948,train,1,3.801,0,0.241,0,-1
room_0948,train,2,4.236,0,0.198,0,-1
room_0948,train,3,4.018,0,0.229,0,-1
room_0948,train,4,4.5,0,0.214,0,-1
room_0948,train,5,4.051,0,0.199,0,-1
room_0948,train,6,9.166,0,0.221,0,-1
room_0948,train,7,3.693,0,0.239,0,-1
room_0948,train,8,4.153,0,0.218,0,-1
room_0949,test,0,3.968,0,0.224,0,-1
room_0949,test,1,4.058,0,0.215,0,-1
room_0949,test,2,3.984,0,0.211,0,-1
room_0949,test,3,4.072,0,0.197,0,-1
room_0949,test,4,3.982,0,0.267,0,-1
room_0949,test,5,4.216,1,0.843,0,-1
room_0949,test,6,3.091,0,0.23,0,-1
room_0949,test,7,3.503,0,0.252,0,-1
room_0949,test,8,4.118,0,0.21,0,-1
room_0949,test,9,3.599,0,0.139,0,-1
room_0950,train,0,4.064,0,0.14,1,3
room_0950,train,1,4.234,0,0.185,1,3
room_0950,train,2,3.869,0,0.235,1,3
room_0950,train,3,9.716,1,0.729,1,3
room_0950,train,4,4.331,0,0.193,1,3
room_0950,train,5,4.118,0,0.21,1,3
room_0950,train,6,3.278,0,0.172,1,3
room_0950,train,7,4.373,0,0.217,1,3
room_0950,train,8,3.729,0,0.201,1,3
room_0951,train,0,4.426,0,0.193,0,-1
room_0951,train,1,3.778,0,0.167,0,-1
room_0951,train,2,3.912,0,0.287,0,-1
room_0951,train,3,4.553,0,0.277,0,-1
room_0951,train,4,3.85,0,0.267,0,-1
room_0951,train,5,3.663,0,0.216,0,-1
room_0951,train,6,3.936,0,0.154,0,-1
room_0951,train,7,4.096,1,0.213,0,-1
room_0951,train,8,10.344,0,0.162,0,-1
room_0951,train,9,3.265,0,0.155,0,-1
room_0951,train,10,4.51,0,0.125,0,-1
room_0951,train,11,3.578,0,0.207,0,-1
room_0951,train,12,3.62,0,0.187,0,-1
room_0951,train,13,4.362,0,0.216,0,-1
room_0951,train,14,3.987,0,0.246,0,-1
room_0951,train,15,4.102,0,0.167,0,-1
room_0952,train,0,5.262,0,0.16,1,4
room_0952,train,1,4.213,0,0.228,1,4
room_0952,train,2,3.269,0,0.123,1,4
room_0952,train,3,3.693,1,0.232,1,4
room_0952,train,4,10.879,1,0.822,1,4
room_0952,train,5,4.089,1,0.125,1,4
room_0952,train,6,3.731,0,0.222,1,4
room_0952,train,7,3.682,1,0.262,1,4
room_0952,train,8,4.762,0,0.253,1,4
room_0952,train,9,4.147,0,0.21,1,4
room_0952,train,10,3.532,0,0.188,1,4
room_0952,train,11,4.305,0,0.254,1,4
room_0952,train,12,4.516,0,0.182,1,4
room_0952,train,13,4.503,0,0.192,1,4
room_0952,train,14,4.364,1,0.272,1,4
room_0952,train,15,3.426,0,0.205,1,4
room_0953,test,0,3.526,0,0.281,1,1
room_0953,test,1,10.387,1,0.811,1,1
room_0953,test,2,4.37,1,0.202,1,1
room_0953,test,3,3.89,0,0.227,1,1
room_0953,test,4,4.699,0,0.178,1,1
room_0953,test,5,3.791,0,0.165,1,1
room_0953,test,6,3.43,0,0.223,1,1
room_0953,test,7,4.342,1,0.235,1,1
room_0953,test,8,3.362,0,0.243,1,1
room_0953,test,9,4.692,0,0.201,1,1
room_0953,test,10,3.442,0,0.227,1,1
room_0953,test,11,3.232,0,0.176,1,1
room_0953,test,12,3.264,0,0.141,1,1
room_0953,test,13,4.542,0,0.215,1,1
room_0953,test,14,4.746,0,0.178,1,1
room_0954,train,0,3.856,0,0.114,0,-1
room_0954,train,1,3.329,0,0.179,0,-1
room_0954,train,2,4.259,1,0.266,0,-1
room_0954,train,3,4.228,0,0.106,0,-1
room_0954,train,4,3.591,0,0.234,0,-1
room_0954,train,5,10.489,0,0.111,0,-1
room_0954,train,6,4.08,0,0.227,0,-1
room_0954,train,7,4.15,0,0.152,0,-1
room_0954,train,8,3.701,0,0.222,0,-1
room_0954,train,9,4.131,0,0.141,0,-1
room_0954,train,10,4.929,0,0.29,0,-1
room_0954,train,11,4.445,0,0.207,0,-1
room_0954,train,12,4.392,0,0.13,0,-1
room_0955,train,0,4.181,0,0.204,1,7
room_0955,train,1,4.23,0,0.203,1,7
room_0955,train,2,3.751,0,0.202,1,7
room_0955,train,3,4.454,0,0.235,1,7
room_0955,train,4,3.818,0,0.169,1,7
room_0955,train,5,4.628,0,0.178,1,7
room_0955,train,6,3.839,0,0.166,1,7
room_0955,train,7,9.223,1,0.862,1,7
room_0955,train,8,4.373,0,0.216,1,7
room_0955,train,9,3.949,0,0.232,1,7
room_0955,train,10,3.021,0,0.148,1,7
room_0955,train,11,3.345,0,0.295,1,7
room_0955,train,12,4.234,0,0.309,1,7
room_0955,train,13,3.838,0,0.211,1,7
room_0955,train,14,3.911,0,0.188,1,7
room_0956,train,0,3.635,0,0.203,1,4
room_0956,train,1,4.178,1,0.232,1,4
room_0956,train,2,2.956,0,0.175,1,4
room_0956,train,3,4.554,0,0.144,1,4
room_0956,train,4,9.699,1,0.852,1,4
room_0956,train,5,4.505,0,0.249,1,4
room_0956,train,6,4.625,0,0.158,1,4
room_0956,train,7,3.76,0,0.267,1,4
room_0956,train,8,4.175,0,0.181,1,4
room_0956,train,9,3.631,0,0.219,1,4
room_0957,test,0,3.948,0,0.124,1,4
room_0957,test,1,4.539,0,0.234,1,4
room_0957,test,2,4.014,1,0.157,1,4
room_0957,test,3,3.338,0,0.178,1,4
room_0957,test,4,9.203,1,0.806,1,4
room_0957,test,5,3.615,0,0.163,1,4
room_0957,test,6,4.002,0,0.224,1,4
room_0957,test,7,4.175,0,0.192,1,4
room_0957,test,8,4.202,0,0.208,1,4
room_0957,test,9,3.979,0,0.223,1,4
room_0958,test,0,4.808,0,0.154,0,-1
room_0958,test,1,4.7,0,0.127,0,-1
room_0958,test,2,3.965,0,0.204,0,-1
room_0958,test,3,3.962,1,0.918,0,-1
room_0958,test,4,3.969,0,0.13,0,-1
room_0958,test,5,3.626,0,0.171,0,-1
room_0958,test,6,3.206,0,0.161,0,-1
room_0958,test,7,4.046,0,0.189,0,-1
room_0958,test,8,4.482,0,0.178,0,-1
room_0958,test,9,3.758,0,0.23,0,-1
room_0958,test,10,5.051,0,0.259,0,-1
room_0958,test,11,4.164,0,0.196,0,-1
room_0958,test,12,4.012,0,0.183,0,-1
room_0958,test,13,3.988,0,0.267,0,-1
room_0959,train,0,4.042,0,0.212,1,13
room_0959,train,1,4.799,0,0.236,1,13
room_0959,train,2,4.674,0,0.215,1,13
room_0959,train,3,4.426,0,0.249,1,13
room_0959,train,4,4.313,0,0.18,1,13
room_0959,train,5,3.665,0,0.194,1,13
room_0959,train,6,4.717,0,0.217,1,13
room_0959,train,7,3.9,0,0.202,1,13
room_0959,train,8,3.935,0,0.209,1,13
room_0959,train,9,3.852,0,0.215,1,13
room_0959,train,10,3.832,0,0.177,1,13
room_0959,train,11,3.308,0,0.177,1,13
room_0959,train,12,4.296,0,0.247,1,13
room_0959,train,13,10.812,1,0.822,1,13
room_0959,train,14,4.954,0,0.201,1,13
room_0959,train,15,4.939,1,0.231,1,13
room_0960,train,0,3.88,0,0.271,0,-1
room_0960,train,1,3.571,1,0.156,0,-1
room_0960,train,2,3.512,0,0.253,0,-1
room_0960,train,3,3.824,0,0.164,0,-1
room_0960,train,4,3.65,0,0.201,0,-1
room_0960,train,5,4.132,0,0.168,0,-1
room_0960,train,6,10.32,0,0.172,0,-1
room_0960,train,7,3.47,0,0.164,0,-1
room_0960,train,8,4.858,0,0.1,0,-1
room_0960,train,9,4.058,0,0.235,0,-1
room_0960,train,10,4.245,0,0.15,0,-1
room_0960,train,11,3.447,0,0.236,0,-1
room_0961,test,0,3.847,0,0.236,1,15
room_0961,test,1,3.868,0,0.24,1,15
room_0961,test,2,3.584,0,0.191,1,15
room_0961,test,3,3.784,0,0.241,1,15
room_0961,test,4,4.037,0,0.226,1,15
room_0961,test,5,3.786,0,0.194,1,15
room_0961,test,6,3.66,0,0.186,1,15
room_0961,test,7,3.683,0,0.135,1,15
room_0961,test,8,4.256,0,0.22,1,15
room_0961,test,9,4.103,0,0.138,1,15
room_0961,test,10,3.946,0,0.228,1,15
room_0961,test,11,4.227,0,0.212,1,15
room_0961,test,12,3.988,0,0.183,1,15
room_0961,test,13,3.758,0,0.192,1,15
room_0961,test,14,3.749,0,0.234,1,15
room_0961,test,15,9.605,1,0.924,1,15
room_0961,test,16,3.969,0,0.259,1,15
room_0962,train,0,4.583,0,0.14,0,-1
room_0962,train,1,3.925,0,0.233,0,-1
room_0962,train,2,4.543,0,0.199,0,-1
room_0962,train,3,3.425,0,0.173,0,-1
room_0962,train,4,4.018,0,0.172,0,-1
room_0962,train,5,3.549,0,0.31,0,-1
room_0962,train,6,4.186,0,0.253,0,-1
room_0962,train,7,4.119,1,0.167,0,-1
room_0962,train,8,4.573,0,0.273,0,-1
