sample_id,turbidity_ntu,conductivity_change_pct,uv_absorbance,requires_review,split
DP-N-2872,1.57,-2.31,0.039,0,deployment
DP-N-2945,2.187,5.489,0.037,0,deployment
DP-N-0886,1.882,0.803,0.052,0,deployment
DP-N-2498,1.641,0.119,0.021,0,deployment
DP-N-0819,1.592,0.158,0.056,0,deployment
DP-R-0007,2.423,4.949,0.071,1,deployment
DP-N-0620,1.949,-0.247,0.05,0,deployment
DP-N-0725,1.786,-3.948,0.058,0,deployment
DP-N-2604,1.669,4.17,0.036,0,deployment
DP-N-0286,1.199,-0.251,0.033,0,deployment
DP-N-0192,1.807,4.053,0.028,0,deployment
DP-N-0609,1.292,-1.945,0.043,0,deployment
DP-N-0624,0.484,4.938,0.038,0,deployment
DP-N-0626,1.842,-0.732,0.021,0,deployment
DP-N-1046,1.456,-2.843,0.047,0,deployment
DP-N-2950,1.457,3.678,0.033,0,deployment
DP-N-2775,1.805,-0.661,0.043,0,deployment
DP-N-0894,2.332,-2.275,0.025,0,deployment
DP-N-1350,1.698,-2.371,0.048,0,deployment
DP-R-0142,3.193,-1.559,0.073,1,deployment
DP-N-3423,1.278,7.45,0.031,0,deployment
DP-N-0431,2.415,2.208,0.058,0,deployment
DP-N-2670,1.804,2.271,0.031,0,deployment
DP-N-2214,1.707,1.361,0.062,0,deployment
DP-N-3635,1.589,-1.527,0.051,0,deployment
DP-N-3292,1.257,-0.21,0.027,0,deployment
DP-N-1128,1.156,-3.386,0.024,0,deployment
DP-N-0474,2.383,-2.152,0.041,0,deployment
DP-N-1430,0.836,2.484,0.052,0,deployment
DP-N-3598,1.609,-1.652,0.044,0,deployment
DP-N-3082,1.029,-0.436,0.041,0,deployment
DP-N-1526,2.298,-0.758,0.033,0,deployment
DP-N-3058,2.505,-0.939,0.041,0,deployment
DP-N-1490,1.801,-1.421,0.035,0,deployment
DP-N-0543,1.782,3.806,0.014,0,deployment
DP-N-2703,2.154,1.3,0.044,0,deployment
DP-N-1763,2.504,-1.654,0.036,0,deployment
DP-N-2780,0.255,-3.661,0.051,0,deployment
DP-N-0598,2.383,-2.118,0.042,0,deployment
DP-N-2090,1.792,-3.027,0.026,0,deployment
DP-N-1047,2.375,-1.625,0.057,0,deployment
DP-N-1630,2.022,-1.597,0.044,0,deployment
DP-N-0962,1.613,-2.273,0.062,0,deployment
DP-R-0056,3.187,9.14,0.09,1,deployment
DP-N-1657,0.532,5.827,0.052,0,deployment
DP-N-2691,1.844,-5.313,0.052,0,deployment
DP-N-1644,1.786,3.841,0.041,0,deployment
DP-N-2008,2.43,-0.519,0.028,0,deployment
DP-N-2476,1.437,1.539,0.06,0,deployment
DP-N-2515,1.75,-3.793,0.05,0,deployment
DP-R-0141,2.8,3.691,0.074,1,deployment
DP-N-1225,1.391,-0.512,0.035,0,deployment
DP-N-0084,2.204,2.577,0.053,0,deployment
DP-N-1903,2.225,-8.416,0.044,0,deployment
DP-N-3537,2.494,2.069,0.052,0,deployment
DP-N-1928,0.778,-5.996,0.048,0,deployment
DP-N-2335,2.229,-0.778,0.068,0,deployment
DP-N-0767,1.832,7.057,0.035,0,deployment
DP-N-3563,1.295,-4.058,0.03,0,deployment
DP-N-0578,1.219,-1.35,0.031,0,deployment
DP-N-2402,2.501,2.816,0.041,0,deployment
DP-N-1037,1.573,3.721,0.055,0,deployment
DP-N-0972,2.468,6.582,0.049,0,deployment
DP-N-0583,1.364,0.158,0.047,0,deployment
DP-N-3769,1.504,0.409,0.032,0,deployment
DP-R-0173,2.475,-1.207,0.087,1,deployment
DP-N-3646,2.483,-0.344,0.022,0,deployment
DP-N-2901,1.905,1.331,0.047,0,deployment
DP-N-0971,1.012,1.839,0.018,0,deployment
DP-N-3282,2.033,3.231,0.038,0,deployment
DP-N-2719,1.52,0.511,0.042,0,deployment
DP-N-0704,2.063,-2.695,0.02,0,deployment
DP-N-3235,1.168,-1.604,0.042,0,deployment
DP-N-3151,2.147,-2.689,0.031,0,deployment
DP-N-1529,2.204,2.777,0.039,0,deployment
DP-N-2366,1.94,-2.511,0.035,0,deployment
DP-N-0513,1.645,-0.062,0.055,0,deployment
DP-N-1513,2.386,-1.967,0.05,0,deployment
DP-R-0085,3.65,3.48,0.051,1,deployment
DP-N-0906,2.644,-0.427,0.045,0,deployment
DP-N-3387,1.854,-1.691,0.05,0,deployment
DP-N-1017,1.866,2.782,0.04,0,deployment
DP-N-0245,0.98,1.864,0.02,0,deployment
DP-N-1885,1.061,-1.784,0.041,0,deployment
DP-N-2353,2.804,-2.519,0.05,0,deployment
DP-N-2985,1.368,4.742,0.02,0,deployment
DP-N-3579,2.108,-4.049,0.04,0,deployment
DP-N-3665,1.594,-1.268,0.045,0,deployment
DP-N-0204,1.731,-4.174,0.042,0,deployment
DP-R-0113,3.65,4.994,0.098,1,deployment
DP-N-1935,1.665,-3.791,0.04,0,deployment
DP-N-2271,2.046,0.623,0.035,0,deployment
DP-N-0288,2.409,0.539,0.009,0,deployment
DP-N-2331,2.437,0.376,0.051,0,deployment
DP-N-3241,1.719,3.211,0.046,0,deployment
DP-N-0466,1.132,1.896,0.023,0,deployment
DP-N-3229,1.079,-1.69,0.051,0,deployment
DP-N-3569,2.924,-0.868,0.019,0,deployment
DP-N-2178,2.165,0.042,0.026,0,deployment
DP-N-1944,0.89,-0.722,0.046,0,deployment
DP-N-0319,1.386,-1.603,0.03,0,deployment
DP-N-2920,2.223,2.97,0.054,0,deployment
DP-N-2931,1.887,3.799,0.038,0,deployment
DP-N-2972,1.38,-1.114,0.029,0,deployment
DP-N-3142,1.83,-1.066,0.055,0,deployment
DP-N-1538,2.0,-1.29,0.025,0,deployment
DP-N-3096,1.461,3.19,0.047,0,deployment
DP-N-3275,1.293,2.08,0.037,0,deployment
DP-N-1356,2.186,-3.181,0.051,0,deployment
DP-N-0596,1.89,-2.575,0.054,0,deployment
DP-N-2682,1.891,2.887,0.036,0,deployment
DP-N-2998,1.773,3.158,0.043,0,deployment
DP-N-2037,1.179,-4.495,0.046,0,deployment
DP-N-3208,2.752,0.564,0.044,0,deployment
DP-N-2112,2.837,-1.322,0.033,0,deployment
DP-N-1131,1.85,6.796,0.035,0,deployment
DP-N-2245,1.442,-1.812,0.036,0,deployment
DP-N-0839,2.554,1.626,0.067,0,deployment
DP-N-0555,2.146,1.179,0.031,0,deployment
DP-N-1672,2.399,-0.208,0.037,0,deployment
DP-N-2372,1.456,-1.173,0.031,0,deployment
DP-N-0330,1.205,-1.96,0.026,0,deployment
DP-N-3510,1.118,2.752,0.042,0,deployment
DP-N-2466,2.299,-0.126,0.041,0,deployment
DP-N-3741,2.012,0.993,0.036,0,deployment
DP-N-2138,2.139,-2.76,0.036,0,deployment
DP-N-1946,0.442,2.621,0.067,0,deployment
DP-N-0040,0.861,2.346,0.026,0,deployment
DP-N-0235,1.46,0.073,0.034,0,deployment
DP-N-3658,1.473,-2.626,0.058,0,deployment
DP-N-3705,1.776,4.037,0.018,0,deployment
DP-N-2892,2.277,-2.968,0.041,0,deployment
DP-N-0650,1.336,-1.558,0.027,0,deployment
DP-N-0007,1.462,-0.985,0.025,0,deployment
DP-N-1019,0.696,-4.083,0.04,0,deployment
DP-N-0564,2.083,-3.139,0.051,0,deployment
DP-N-1277,2.986,-0.369,0.035,0,deployment
DP-N-3351,1.471,-5.743,0.023,0,deployment
DP-N-3651,2.512,-4.199,0.053,0,deployment
DP-N-2826,1.989,2.518,0.059,0,deployment
DP-N-0473,1.849,-3.559,0.035,0,deployment
DP-N-1344,1.546,2.646,0.038,0,deployment
DP-N-0022,1.034,1.635,0.034,0,deployment
DP-N-2667,1.316,1.695,0.045,0,deployment
DP-N-2871,1.781,-7.401,0.043,0,deployment
DP-N-0984,1.301,-0.732,0.038,0,deployment
DP-N-3210,1.042,1.6,0.041,0,deployment
DP-N-2927,0.916,-1.113,0.045,0,deployment
DP-N-1033,2.489,-6.535,0.039,0,deployment
DP-N-2401,1.74,-0.94,0.04,0,deployment
DP-N-1286,2.538,3.877,0.047,0,deployment
DP-N-2712,2.497,1.779,0.048,0,deployment
DP-N-2961,2.686,1.951,0.054,0,deployment
DP-N-0898,1.0,-0.142,0.04,0,deployment
DP-R-0090,3.931,3.302,0.07,1,deployment
DP-N-3699,2.543,0.608,0.033,0,deployment
DP-N-1942,1.565,-2.305,0.042,0,deployment
DP-N-1821,3.196,1.355,0.031,0,deployment
DP-N-2248,2.293,3.321,0.057,0,deployment
DP-N-0924,2.273,-1.33,0.035,0,deployment
DP-N-2055,1.932,-0.456,0.035,0,deployment
DP-N-2832,1.563,-2.757,0.047,0,deployment
DP-R-0020,2.841,9.268,0.051,1,deployment
DP-N-2455,1.488,0.805,0.051,0,deployment
DP-N-3584,2.319,-4.121,0.038,0,deployment
DP-N-0677,1.684,-2.143,0.025,0,deployment
DP-N-2076,1.872,-2.719,0.061,0,deployment
DP-N-1541,2.029,2.289,0.042,0,deployment
DP-N-2010,3.231,-4.086,0.061,0,deployment
DP-N-2267,1.584,5.986,0.045,0,deployment
DP-R-0100,3.229,9.348,0.081,1,deployment
DP-N-0456,1.136,-2.342,0.041,0,deployment
DP-N-0919,2.343,-0.551,0.037,0,deployment
DP-N-0883,1.643,4.261,0.034,0,deployment
DP-N-3056,0.631,2.429,0.035,0,deployment
DP-N-2495,1.889,-2.296,0.032,0,deployment
DP-N-3502,2.005,3.564,0.04,0,deployment
DP-N-2910,0.791,-2.873,0.028,0,deployment
DP-N-1746,2.129,-3.462,0.053,0,deployment
DP-N-0897,0.564,-3.668,0.029,0,deployment
DP-N-1787,1.017,-2.0,0.014,0,deployment
DP-N-0610,1.15,4.962,0.038,0,deployment
DP-N-3102,2.612,0.027,0.053,0,deployment
DP-N-1351,2.488,4.762,0.037,0,deployment
DP-N-2614,1.773,-2.083,0.061,0,deployment
DP-N-3558,1.485,5.555,0.063,0,deployment
DP-N-1983,1.353,-5.36,0.049,0,deployment
DP-N-1020,1.893,4.069,0.037,0,deployment
DP-N-2167,0.47,-2.267,0.038,0,deployment
DP-N-3503,2.151,-2.619,0.042,0,deployment
DP-N-3546,1.416,2.364,0.062,0,deployment
DP-N-0105,2.436,-1.237,0.033,0,deployment
DP-N-2651,1.549,-3.991,0.059,0,deployment
DP-N-2251,2.668,3.183,0.042,0,deployment
DP-N-3763,1.358,-2.967,0.051,0,deployment
DP-N-2918,2.007,-2.372,0.029,0,deployment
DP-N-1994,1.475,-2.405,0.045,0,deployment
DP-N-2278,1.934,-2.208,0.061,0,deployment
DP-N-3199,1.076,-0.961,0.034,0,deployment
DP-N-1250,2.0,-1.653,0.056,0,deployment
DP-N-2905,1.638,-0.623,0.048,0,deployment
DP-N-3083,1.968,-0.366,0.061,0,deployment
DP-N-1692,1.731,2.52,0.055,0,deployment
DP-N-0684,1.493,1.515,0.046,0,deployment
DP-N-3158,1.702,0.892,0.054,0,deployment
DP-N-2315,2.808,-2.875,0.048,0,deployment
DP-N-0768,1.237,-0.084,0.049,0,deployment
DP-N-1572,1.748,-2.619,0.054,0,deployment
DP-N-2678,0.748,1.636,0.057,0,deployment
DP-N-0399,2.032,-2.75,0.025,0,deployment
DP-N-0220,1.956,1.836,0.038,0,deployment
DP-N-2306,2.216,0.901,0.062,0,deployment
DP-N-2731,1.065,0.264,0.042,0,deployment
DP-N-3059,1.186,-0.504,0.037,0,deployment
DP-N-0035,1.196,-2.058,0.046,0,deployment
DP-N-1636,1.59,1.37,0.067,0,deployment
DP-N-1256,2.233,-1.164,0.018,0,deployment
DP-N-1057,1.791,0.399,0.048,0,deployment
DP-N-0012,2.104,-3.87,0.048,0,deployment
DP-N-2665,2.097,2.904,0.041,0,deployment
DP-N-3363,1.636,-1.428,0.047,0,deployment
DP-N-0199,1.814,0.922,0.045,0,deployment
DP-N-3795,2.27,-0.263,0.032,0,deployment
DP-N-2337,2.151,-4.188,0.069,0,deployment
DP-N-1883,1.125,-0.341,0.048,0,deployment
DP-N-1056,2.051,-0.061,0.035,0,deployment
DP-N-1235,2.273,-4.479,0.014,0,deployment
DP-R-0019,3.527,0.34,0.061,1,deployment
DP-N-3713,0.805,1.674,0.042,0,deployment
DP-N-1050,1.85,-1.291,0.043,0,deployment
DP-N-2469,2.178,-0.539,0.029,0,deployment
DP-N-3179,1.683,-3.173,0.011,0,deployment
DP-N-3271,2.865,-0.119,0.035,0,deployment
DP-N-0902,1.368,-1.491,0.023,0,deployment
DP-N-1770,2.191,4.434,0.047,0,deployment
DP-N-0547,1.955,-1.033,0.038,0,deployment
DP-N-0014,1.558,-1.353,0.016,0,deployment
DP-N-1280,2.378,1.961,0.024,0,deployment
DP-R-0010,4.27,11.5,0.071,1,deployment
DP-N-2574,1.992,0.438,0.043,0,deployment
DP-R-0064,2.599,7.995,0.074,1,deployment
DP-N-0702,1.972,3.227,0.031,0,deployment
DP-N-3343,1.582,-1.391,0.064,0,deployment
DP-N-3639,1.542,-1.043,0.035,0,deployment
DP-N-2933,2.783,-1.324,0.057,0,deployment
DP-N-0923,1.371,-1.807,0.037,0,deployment
DP-N-3279,1.241,-2.288,0.044,0,deployment
DP-N-2193,1.363,-5.386,0.049,0,deployment
DP-N-2383,2.458,-3.731,0.057,0,deployment
DP-N-2145,1.723,-2.13,0.057,0,deployment
DP-N-1367,2.208,-1.29,0.062,0,deployment
DP-R-0083,4.696,6.468,0.087,1,deployment
DP-N-2762,3.251,-2.092,0.038,0,deployment
DP-N-1838,1.951,1.271,0.018,0,deployment
DP-N-3578,2.613,0.182,0.036,0,deployment
DP-N-2390,1.26,-3.659,0.04,0,deployment
DP-N-2154,1.475,-4.416,0.042,0,deployment
DP-N-0811,1.995,3.78,0.027,0,deployment
DP-N-2850,2.47,0.22,0.04,0,deployment
DP-N-3396,1.571,1.871,0.033,0,deployment
DP-N-3500,2.05,-2.341,0.023,0,deployment
DP-N-2912,1.811,-3.238,0.038,0,deployment
DP-N-0861,1.841,-1.018,0.021,0,deployment
DP-N-0776,2.49,1.066,0.039,0,deployment
DP-N-3232,1.555,4.372,0.04,0,deployment
DP-N-2025,1.527,1.679,0.029,0,deployment
DP-N-3301,1.402,2.059,0.03,0,deployment
DP-N-3787,2.465,1.545,0.043,0,deployment
DP-N-1132,1.422,-0.595,0.024,0,deployment
DP-N-1327,1.552,3.183,0.04,0,deployment
DP-N-0443,1.555,0.452,0.037,0,deployment
DP-N-3288,2.908,3.036,0.036,0,deployment
DP-N-0144,2.351,-0.135,0.066,0,deployment
DP-N-1160,1.551,6.227,0.035,0,deployment
DP-N-2517,1.63,-3.637,0.062,0,deployment
DP-N-1703,1.997,-1.059,0.042,0,deployment
DP-N-2899,1.386,-3.363,0.032,0,deployment
DP-N-2652,1.868,-0.11,0.039,0,deployment
DP-N-2585,1.51,3.08,0.039,0,deployment
DP-N-3446,1.83,-0.004,0.04,0,deployment
DP-R-0051,2.922,5.446,0.071,1,deployment
DP-N-3601,1.223,-2.886,0.043,0,deployment
DP-N-1294,1.785,2.772,0.051,0,deployment
DP-N-1232,2.113,-2.143,0.055,0,deployment
DP-N-2632,2.173,-1.389,0.022,0,deployment
DP-N-1718,2.437,8.091,0.026,0,deployment
DP-N-0926,1.425,2.564,0.025,0,deployment
DP-N-2192,1.175,0.862,0.045,0,deployment
DP-N-1695,2.388,-4.223,0.048,0,deployment
DP-R-0048,4.393,9.282,0.073,1,deployment
DP-N-3746,1.283,-5.38,0.03,0,deployment
DP-N-3153,1.727,2.974,0.034,0,deployment
DP-N-1922,2.278,-0.676,0.038,0,deployment
DP-N-2100,1.102,-0.588,0.018,0,deployment
DP-N-0735,2.069,-5.604,0.032,0,deployment
DP-N-1807,0.755,1.019,0.074,0,deployment
DP-N-1150,2.166,-4.721,0.076,0,deployment
DP-N-2704,1.748,0.731,0.043,0,deployment
DP-N-2636,2.637,1.769,0.03,0,deployment
DP-N-3114,2.532,-3.204,0.035,0,deployment
DP-N-2263,2.622,-0.736,0.039,0,deployment
DP-N-2013,1.67,1.009,0.054,0,deployment
DP-N-0248,1.68,-5.088,0.031,0,deployment
DP-N-2432,1.418,-0.811,0.051,0,deployment
DP-N-0980,2.139,5.991,0.059,0,deployment
DP-N-0563,2.822,2.428,0.049,0,deployment
DP-N-3757,1.082,2.817,0.05,0,deployment
DP-N-0341,1.946,-0.343,0.037,0,deployment
DP-N-2159,2.591,3.225,0.041,0,deployment
DP-N-3436,2.325,0.982,0.038,0,deployment
DP-N-3553,1.993,5.315,0.042,0,deployment
DP-N-3457,2.394,0.617,0.063,0,deployment
DP-N-1936,3.016,0.491,0.055,0,deployment
DP-N-1493,2.211,-1.279,0.038,0,deployment
DP-N-1275,1.786,1.576,0.047,0,deployment
DP-N-3383,2.862,2.319,0.053,0,deployment
DP-N-3585,1.54,-1.234,0.048,0,deployment
DP-R-0013,4.007,9.668,0.093,1,deployment
DP-N-2157,1.877,1.207,0.038,0,deployment
DP-N-0393,2.173,-3.529,0.033,0,deployment
DP-N-0180,2.367,4.835,0.041,0,deployment
DP-N-3470,1.908,1.309,0.033,0,deployment
DP-N-2765,1.294,0.518,0.03,0,deployment
DP-N-3357,1.528,-2.589,0.038,0,deployment
DP-N-1299,1.867,-1.237,0.058,0,deployment
DP-N-0882,1.365,-2.778,0.052,0,deployment
DP-N-2783,1.922,-2.884,0.044,0,deployment
DP-N-1415,1.039,-6.028,0.058,0,deployment
DP-N-0143,1.033,-0.018,0.023,0,deployment
DP-N-2414,2.168,1.079,0.055,0,deployment
DP-N-3589,2.048,2.752,0.027,0,deployment
DP-N-1873,0.947,-4.132,0.043,0,deployment
DP-N-1832,1.068,-2.308,0.037,0,deployment
DP-N-2026,1.927,0.221,0.063,0,deployment
DP-R-0152,3.921,3.838,0.09,1,deployment
DP-N-0974,1.716,3.139,0.035,0,deployment
DP-N-2031,1.068,-1.617,0.052,0,deployment
DP-N-0013,1.636,-2.29,0.015,0,deployment
DP-N-3482,1.452,-2.21,0.048,0,deployment
DP-N-1448,1.453,0.305,0.041,0,deployment
DP-R-0131,3.723,11.09,0.066,1,deployment
DP-N-0336,2.755,3.261,0.058,0,deployment
DP-N-1104,1.925,-4.259,0.049,0,deployment
DP-N-3146,1.122,3.579,0.021,0,deployment
DP-N-2598,2.156,3.654,0.029,0,deployment
DP-N-2954,1.372,-3.549,0.033,0,deployment
DP-N-1726,1.736,-3.341,0.042,0,deployment
DP-N-1777,1.79,4.848,0.048,0,deployment
DP-N-1391,2.389,0.717,0.035,0,deployment
DP-N-0895,1.813,2.608,0.027,0,deployment
DP-N-0516,1.342,-0.834,0.038,0,deployment
DP-N-2863,2.132,0.419,0.062,0,deployment
DP-N-2571,1.771,-2.418,0.034,0,deployment
DP-N-3147,2.188,1.543,0.022,0,deployment
DP-N-0699,1.314,2.383,0.041,0,deployment
DP-N-2093,1.073,-1.927,0.055,0,deployment
DP-N-3421,2.341,-1.646,0.018,0,deployment
DP-N-1392,1.582,8.688,0.042,0,deployment
DP-N-0126,2.494,-1.007,0.034,0,deployment
DP-N-0325,1.318,1.469,0.048,0,deployment
DP-N-0369,1.391,1.005,0.044,0,deployment
DP-N-2681,1.666,1.744,0.042,0,deployment
DP-N-3042,2.938,-0.875,0.022,0,deployment
DP-N-2669,1.79,-0.99,0.023,0,deployment
DP-N-1208,1.483,1.096,0.06,0,deployment
DP-N-2181,1.974,-0.62,0.025,0,deployment
DP-N-0069,2.346,-5.239,0.053,0,deployment
DP-N-1565,1.085,0.383,0.038,0,deployment
DP-N-2083,1.335,-0.997,0.047,0,deployment
DP-N-1346,1.813,1.949,0.043,0,deployment
DP-N-3035,2.043,-0.612,0.053,0,deployment
DP-N-0120,2.152,-1.38,0.042,0,deployment
DP-N-2359,1.038,-4.981,0.056,0,deployment
DP-N-1408,1.315,-2.552,0.036,0,deployment
DP-N-1833,2.305,-1.534,0.036,0,deployment
DP-N-3720,1.211,-3.992,0.054,0,deployment
DP-N-1532,1.293,-5.943,0.041,0,deployment
DP-N-1064,0.986,1.988,0.03,0,deployment
DP-R-0032,4.211,7.614,0.087,1,deployment
DP-N-0179,1.702,-4.254,0.041,0,deployment
DP-N-0292,1.437,-3.146,0.05,0,deployment
DP-N-2529,2.105,0.973,0.028,0,deployment
DP-N-3486,2.302,3.159,0.034,0,deployment
DP-N-0664,1.79,-0.984,0.062,0,deployment
DP-N-0240,1.617,3.462,0.052,0,deployment
DP-N-2349,0.964,-1.042,0.041,0,deployment
DP-N-0232,0.402,-0.003,0.025,0,deployment
DP-N-0395,1.644,0.3,0.029,0,deployment
DP-N-1592,1.57,-3.755,0.034,0,deployment
DP-N-1536,1.731,3.738,0.031,0,deployment
DP-N-1342,1.63,2.044,0.042,0,deployment
DP-N-1410,1.169,4.42,0.061,0,deployment
DP-N-0116,2.233,2.689,0.022,0,deployment
DP-N-1564,2.68,3.1,0.037,0,deployment
DP-N-1086,1.768,-0.016,0.051,0,deployment
DP-N-1520,2.252,-3.944,0.047,0,deployment
DP-N-3466,1.116,2.643,0.033,0,deployment
DP-N-2475,2.072,-1.292,0.045,0,deployment
DP-N-1284,1.63,0.739,0.028,0,deployment
DP-N-1579,2.103,0.569,0.037,0,deployment
DP-N-0010,2.608,-0.39,0.036,0,deployment
DP-N-1115,0.604,2.632,0.023,0,deployment
DP-N-2160,1.36,-2.954,0.061,0,deployment
DP-N-0780,1.712,2.474,0.055,0,deployment
DP-N-2272,2.095,0.241,0.028,0,deployment
DP-N-1809,1.826,-0.527,0.039,0,deployment
DP-N-3667,0.564,3.53,0.048,0,deployment
DP-N-0553,2.179,-1.513,0.039,0,deployment
DP-R-0009,3.25,12.356,0.066,1,deployment
DP-N-2689,1.374,2.75,0.022,0,deployment
DP-N-2847,1.586,3.345,0.032,0,deployment
DP-N-2715,1.313,0.282,0.028,0,deployment
DP-N-2051,2.217,-5.97,0.042,0,deployment
DP-N-3152,2.198,-2.088,0.053,0,deployment
DP-N-2859,0.612,-4.179,0.046,0,deployment
DP-N-3346,2.418,-2.134,0.049,0,deployment
DP-N-1640,2.518,-3.245,0.05,0,deployment
DP-N-1743,1.187,3.111,0.034,0,deployment
DP-N-3182,1.471,-1.342,0.051,0,deployment
DP-N-1919,2.31,1.055,0.04,0,deployment
DP-N-0582,1.101,-1.338,0.02,0,deployment
DP-N-3130,2.679,-2.242,0.032,0,deployment
DP-N-0168,1.223,2.594,0.039,0,deployment
DP-N-2250,2.327,-1.871,0.049,0,deployment
DP-N-2897,1.964,4.369,0.05,0,deployment
DP-N-1686,1.877,-2.041,0.026,0,deployment
DP-N-2824,2.075,-0.512,0.071,0,deployment
DP-N-1113,0.727,4.206,0.05,0,deployment
DP-N-1927,1.108,-0.858,0.057,0,deployment
DP-N-0522,2.88,2.349,0.042,0,deployment
DP-N-0631,2.007,0.491,0.06,0,deployment
DP-N-3089,1.743,-4.126,0.044,0,deployment
DP-N-0273,0.906,0.352,0.043,0,deployment
DP-N-2860,2.706,3.552,0.047,0,deployment
DP-N-2041,1.716,1.745,0.028,0,deployment
DP-N-3531,0.732,-0.627,0.047,0,deployment
DP-N-2376,2.057,-3.288,0.066,0,deployment
DP-N-1504,1.915,1.926,0.04,0,deployment
DP-N-0994,1.835,-0.515,0.051,0,deployment
DP-N-0503,1.793,1.348,0.039,0,deployment
DP-N-3786,1.644,-3.097,0.029,0,deployment
DP-N-0970,2.198,-0.266,0.035,0,deployment
DP-N-0698,2.034,-3.899,0.033,0,deployment
DP-N-0759,1.143,0.171,0.039,0,deployment
DP-N-0408,1.596,-5.207,0.029,0,deployment
DP-N-3511,2.621,-2.881,0.014,0,deployment
DP-N-0540,1.986,5.237,0.05,0,deployment
DP-N-0703,2.427,3.066,0.035,0,deployment
DP-N-2062,1.159,3.638,0.03,0,deployment
DP-N-1728,0.443,2.442,0.061,0,deployment
DP-N-1905,1.274,-0.133,0.03,0,deployment
DP-N-3230,2.045,-7.659,0.041,0,deployment
DP-N-2148,1.384,2.978,0.033,0,deployment
DP-N-1428,1.957,-1.172,0.045,0,deployment
DP-N-2677,1.821,1.325,0.038,0,deployment
DP-N-3261,1.297,3.142,0.035,0,deployment
DP-N-0802,1.698,-2.087,0.025,0,deployment
DP-N-2873,0.902,0.875,0.049,0,deployment
DP-N-1423,1.689,7.425,0.051,0,deployment
DP-N-3761,1.237,-4.391,0.031,0,deployment
DP-N-3325,2.065,-2.23,0.07,0,deployment
DP-N-0394,2.223,-0.047,0.009,0,deployment
DP-N-3111,2.106,0.083,0.06,0,deployment
DP-N-2659,2.303,-3.991,0.026,0,deployment
DP-N-1673,1.818,0.556,0.061,0,deployment
DP-N-3318,0.89,-1.615,0.028,0,deployment
DP-N-1082,2.801,1.688,0.043,0,deployment
DP-N-3122,1.245,0.155,0.05,0,deployment
DP-N-3063,1.644,-1.539,0.031,0,deployment
DP-N-0044,2.328,2.993,0.038,0,deployment
DP-N-1901,0.612,4.823,0.034,0,deployment
DP-N-1891,1.242,0.987,0.054,0,deployment
DP-N-1911,1.718,-0.243,0.04,0,deployment
DP-N-1600,1.077,-0.929,0.036,0,deployment
DP-N-0829,2.067,4.507,0.042,0,deployment
DP-N-0061,2.266,-0.357,0.038,0,deployment
DP-N-0149,1.025,0.164,0.054,0,deployment
DP-N-3013,1.922,4.283,0.032,0,deployment
DP-N-3286,2.496,6.538,0.035,0,deployment
DP-N-0844,2.383,1.968,0.066,0,deployment
DP-N-2895,1.4,-5.101,0.043,0,deployment
DP-N-3497,2.619,2.204,0.04,0,deployment
DP-N-2795,1.712,-0.966,0.039,0,deployment
DP-N-2663,1.975,-5.357,0.045,0,deployment
DP-R-0057,2.078,14.596,0.09,1,deployment
DP-N-1693,1.797,3.269,0.035,0,deployment
DP-N-2916,0.211,0.431,0.063,0,deployment
DP-N-3528,1.586,-1.961,0.031,0,deployment
DP-N-2601,2.63,3.153,0.043,0,deployment
DP-N-1749,2.227,-2.257,0.045,0,deployment
DP-N-2297,1.956,-1.133,0.048,0,deployment
DP-N-1151,2.068,0.385,0.046,0,deployment
DP-N-3079,1.955,-3.197,0.047,0,deployment
DP-N-0246,1.578,-5.82,0.053,0,deployment
DP-N-2562,1.06,6.707,0.049,0,deployment
DP-N-0271,1.304,1.57,0.047,0,deployment
DP-N-0268,1.256,-1.581,0.03,0,deployment
DP-N-0306,1.226,-4.18,0.027,0,deployment
DP-N-1798,1.581,1.514,0.043,0,deployment
DP-R-0074,4.292,3.436,0.044,1,deployment
DP-N-3380,1.469,3.673,0.04,0,deployment
DP-N-0432,2.728,-0.551,0.017,0,deployment
DP-N-3767,2.524,-0.815,0.038,0,deployment
DP-N-3262,1.057,1.172,0.058,0,deployment
DP-N-1747,1.684,-2.675,0.031,0,deployment
DP-N-0361,0.906,-0.2,0.021,0,deployment
DP-N-1902,1.725,-5.492,0.057,0,deployment
DP-N-3266,1.79,1.409,0.028,0,deployment
DP-N-0031,2.163,-1.685,0.048,0,deployment
DP-N-3368,0.454,4.181,0.045,0,deployment
DP-N-0322,0.725,-0.319,0.037,0,deployment
DP-N-2149,2.402,3.984,0.012,0,deployment
DP-N-3642,1.559,-2.736,0.032,0,deployment
DP-N-2277,1.466,-1.981,0.049,0,deployment
DP-R-0078,2.441,1.818,0.063,1,deployment
DP-N-2174,0.82,-1.518,0.049,0,deployment
DP-N-0403,1.737,1.967,0.037,0,deployment
DP-N-0859,2.736,-4.274,0.05,0,deployment
DP-N-3381,1.748,4.85,0.043,0,deployment
DP-N-0537,1.216,-1.773,0.046,0,deployment
DP-N-2690,1.325,-2.543,0.037,0,deployment
DP-N-3677,1.546,-0.25,0.054,0,deployment
DP-N-1302,1.941,-0.593,0.04,0,deployment
DP-N-0867,1.058,1.984,0.034,0,deployment
DP-N-1827,2.504,0.665,0.036,0,deployment
DP-N-0657,2.102,3.779,0.045,0,deployment
